taxon	gene_i	domain_id_i	start_i	end_i	domains_i	length_i	HMM_length_i	is_complete_i	component_i	classification_i	posx_i	posy_i	Index_i	domain_id_j	gene_j	start_j	end_j	domains_j	length_j	HMM_length_j	is_complete_j	component_j	classification_j	posx_j	posy_j	Index_j	taxnid	species	genus	family	order	class	phylum	kingdom	superkingdom
Haloterrigena limicola	arc_WP_008008848.1	arc_WP_008008848.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.580799579620361	-0.82838773727417	1	arc_WP_008008848.1_62-143	arc_WP_008008848.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.20993147790432	0.63288551568985	2	370323	NA	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Haloterrigena limicola JCM 13563	arc_ELZ25917.1	arc_ELZ25917.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.586640059947968	-0.801701486110687	1	arc_ELZ25917.1_62-143	arc_ELZ25917.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.216161251068115	0.673086524009705	2	1230457	Haloterrigena limicola	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Haloterrigena mahii	arc_OAQ53530.1	arc_OAQ53530.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.580629110336304	-0.850073635578156	1	arc_OAQ53530.1_62-143	arc_OAQ53530.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.214285403490067	0.626798272132874	2	1416969	NA	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Haloterrigena saccharevitans	arc_OLZ42033.1	arc_OLZ42033.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.595906913280487	-0.850164473056793	1	arc_OLZ42033.1_62-143	arc_OLZ42033.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.209018111228943	0.62606281042099	2	301967	NA	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Haloterrigena saccharevitans	arc_WP_066299865.1	arc_WP_066299865.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.578847050666809	-0.833796501159668	1	arc_WP_066299865.1_62-143	arc_WP_066299865.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.213083952665329	0.656948924064636	2	301967	NA	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Haloterrigena salifodinae	arc_WP_126663683.1	arc_WP_126663683.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.566228926181793	-0.831906497478485	1	arc_WP_126663683.1_62-143	arc_WP_126663683.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.242220044136047	0.658665120601654	2	2675099	NA	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Haloterrigena salina	arc_WP_008892801.1	arc_WP_008892801.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.611454963684082	-0.8308185338974	1	arc_WP_008892801.1_63-143	arc_WP_008892801.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.252968996763229	0.614968061447144	2	504937	NA	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Haloterrigena salina JCM 13891	arc_ELZ23338.1	arc_ELZ23338.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.587457358837128	-0.835278570652008	1	arc_ELZ23338.1_63-143	arc_ELZ23338.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.285073697566986	0.61508047580719	2	1227488	Haloterrigena salina	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Haloterrigena sp. H1	arc_TMT85403.1	arc_TMT85403.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.585670113563538	-0.818953037261963	1	arc_TMT85403.1_61-143	arc_TMT85403.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.214373230934143	0.649377048015594	2	2552943	NA	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Haloterrigena sp. H1	arc_WP_138778053.1	arc_WP_138778053.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.585868835449219	-0.823037087917328	1	arc_WP_138778053.1_61-143	arc_WP_138778053.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.213104054331779	0.662989258766174	2	2552943	NA	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Haloterrigena thermotolerans DSM 11552	arc_ELZ11918.1	arc_ELZ11918.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.586748719215393	-0.818187773227692	1	arc_ELZ11918.1_61-143	arc_ELZ11918.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.218063905835152	0.65489000082016	2	1227489	Haloterrigena thermotolerans	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Haloterrigena turkmenica	arc_WP_012941639.1	arc_WP_012941639.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.61885267496109	-0.839709877967834	1	arc_WP_012941639.1_61-143	arc_WP_012941639.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.255623489618301	0.634948551654816	2	62320	NA	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Haloterrigena turkmenica DSM 5511	arc_ADB59316.1	arc_ADB59316.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.588445901870728	-0.834105789661407	1	arc_ADB59316.1_61-143	arc_ADB59316.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.2478386759758	0.659556567668915	2	543526	Haloterrigena turkmenica	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Halovenus aranensis	arc_SDJ88547.1	arc_SDJ88547.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.482498705387115	-0.693685948848724	1	arc_SDJ88547.1_64-146	arc_SDJ88547.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.41129133105278	0.45696285367012	2	890420	NA	Halovenus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halovenus aranensis	arc_WP_092703211.1	arc_WP_092703211.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.444829702377319	-0.680669248104095	1	arc_WP_092703211.1_64-146	arc_WP_092703211.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.42515704035759	0.417323112487793	2	890420	NA	Halovenus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halovenus sp. WSH3	arc_WP_159762737.1	arc_WP_159762737.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.365278482437134	-0.704584896564484	1	arc_WP_159762737.1_64-146	arc_WP_159762737.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.416913688182831	0.455303609371185	2	2692199	NA	Halovenus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halovivax asiaticus	arc_WP_007701967.1	arc_WP_007701967.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.490193456411362	-0.757008790969849	1	arc_WP_007701967.1_63-143	arc_WP_007701967.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.192086264491081	0.677474319934845	2	332953	NA	Halovivax	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Halovivax asiaticus JCM 14624	arc_ELZ09244.1	arc_ELZ09244.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.476392507553101	-0.75099116563797	1	arc_ELZ09244.1_63-143	arc_ELZ09244.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.190365985035896	0.6717529296875	2	1227490	Halovivax asiaticus	Halovivax	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Halovivax ruber	arc_WP_015301952.1	arc_WP_015301952.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.451305150985718	-0.734118103981018	1	arc_WP_015301952.1_63-143	arc_WP_015301952.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.180143311619759	0.651799619197845	2	387341	NA	Halovivax	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Halovivax ruber XH-70	arc_AGB17360.1	arc_AGB17360.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.470547556877136	-0.734418869018555	1	arc_AGB17360.1_63-143	arc_AGB17360.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.198490977287292	0.674717485904694	2	797302	Halovivax ruber	Halovivax	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Methanopyrus kandleri	arc_AAC72546.1	arc_AAC72546.1_1-74	1	74	CBFD_NFYB_HMF	74	65	TRUE	2	NA	NA	NA	1	arc_AAC72546.1_76-154	arc_AAC72546.1	76	154	CBFD_NFYB_HMF	79	65	TRUE	3	NA	NA	NA	2	2320	NA	Methanopyrus	Methanopyraceae	Methanopyrales	Methanopyri	Euryarchaeota	NA	Archaea
Methanopyrus kandleri	arc_WP_011020045.1	arc_WP_011020045.1_1-74	1	74	CBFD_NFYB_HMF	74	65	TRUE	2	NA	NA	NA	1	arc_WP_011020045.1_76-154	arc_WP_011020045.1	76	154	CBFD_NFYB_HMF	79	65	TRUE	3	NA	NA	NA	2	2320	NA	Methanopyrus	Methanopyraceae	Methanopyrales	Methanopyri	Euryarchaeota	NA	Archaea
Methanopyrus kandleri AV19	arc_AAM02890.1	arc_AAM02890.1_1-74	1	74	CBFD_NFYB_HMF	74	65	TRUE	2	NA	NA	NA	1	arc_AAM02890.1_76-154	arc_AAM02890.1	76	154	CBFD_NFYB_HMF	79	65	TRUE	3	NA	NA	NA	2	190192	Methanopyrus kandleri	Methanopyrus	Methanopyraceae	Methanopyrales	Methanopyri	Euryarchaeota	NA	Archaea
Methanopyrus sp. KOL6	arc_WP_088334928.1	arc_WP_088334928.1_1-79	1	79	CBFD_NFYB_HMF	79	65	TRUE	2	NA	NA	NA	1	arc_WP_088334928.1_81-159	arc_WP_088334928.1	81	159	CBFD_NFYB_HMF	79	65	TRUE	3	NA	NA	NA	2	1937004	NA	Methanopyrus	Methanopyraceae	Methanopyrales	Methanopyri	Euryarchaeota	NA	Archaea
Methanopyrus sp. SNP6	arc_WP_168168641.1	arc_WP_168168641.1_1-74	1	74	CBFD_NFYB_HMF	74	65	TRUE	2	NA	NA	NA	1	arc_WP_168168641.1_76-154	arc_WP_168168641.1	76	154	CBFD_NFYB_HMF	79	65	TRUE	3	NA	NA	NA	2	1937005	NA	Methanopyrus	Methanopyraceae	Methanopyrales	Methanopyri	Euryarchaeota	NA	Archaea
Natrarchaeobius chitinivorans	arc_RQG94386.1	arc_RQG94386.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.566934585571289	-0.818737506866455	1	arc_RQG94386.1_61-143	arc_RQG94386.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.21602725982666	0.64196515083313	2	1679083	NA	Natrarchaeobius	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrarchaeobius chitinivorans	arc_RQH01195.1	arc_RQH01195.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.622078835964203	-0.865101337432861	1	arc_RQH01195.1_61-143	arc_RQH01195.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.226867780089378	0.625794470310211	2	1679083	NA	Natrarchaeobius	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrarchaeobius chitinivorans	arc_WP_124190763.1	arc_WP_124190763.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.636419475078583	-0.888111472129822	1	arc_WP_124190763.1_61-143	arc_WP_124190763.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.203556537628174	0.648606956005096	2	1679083	NA	Natrarchaeobius	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrarchaeobius chitinivorans	arc_WP_124195819.1	arc_WP_124195819.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.571273624897003	-0.823801219463348	1	arc_WP_124195819.1_61-143	arc_WP_124195819.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.201745450496674	0.655791819095612	2	1679083	NA	Natrarchaeobius	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrarchaeobius halalkaliphilus	arc_RQG86925.1	arc_RQG86925.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.595344185829163	-0.825623095035553	1	arc_RQG86925.1_61-143	arc_RQG86925.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.183267503976822	0.653985559940338	2	1679091	NA	Natrarchaeobius	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrarchaeobius halalkaliphilus	arc_WP_124179323.1	arc_WP_124179323.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.588102042675018	-0.847110211849213	1	arc_WP_124179323.1_61-143	arc_WP_124179323.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.182941466569901	0.65412175655365	2	1679091	NA	Natrarchaeobius	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba	arc_WP_006110538.1	arc_WP_006110538.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.621167719364166	-0.835966348648071	1	arc_WP_006110538.1_61-143	arc_WP_006110538.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.17148756980896	0.651827931404114	2	63742	NA	NA	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba	arc_WP_006165428.1	arc_WP_006165428.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.625613927841187	-0.863820612430573	1	arc_WP_006165428.1_62-143	arc_WP_006165428.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.187451705336571	0.672218918800354	2	63742	NA	NA	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba	arc_WP_149079703.1	arc_WP_149079703.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.604566395282745	-0.856012761592865	1	arc_WP_149079703.1_61-143	arc_WP_149079703.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.18351911008358	0.627155184745789	2	63742	NA	NA	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba aegyptia DSM 13077	arc_ELZ06820.1	arc_ELZ06820.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.614229261875153	-0.829309701919556	1	arc_ELZ06820.1_61-143	arc_ELZ06820.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.171475663781166	0.66664719581604	2	1227491	Natrialba aegyptia	Natrialba	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba asiatica DSM 12278	arc_ELY98675.1	arc_ELY98675.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.602107644081116	-0.825426936149597	1	arc_ELY98675.1_61-143	arc_ELY98675.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.169739753007889	0.664390981197357	2	29540	Natrialba asiatica	Natrialba	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba chahannaoensis JCM 10990	arc_ELZ06312.1	arc_ELZ06312.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.62894880771637	-0.873982608318329	1	arc_ELZ06312.1_62-143	arc_ELZ06312.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.179443582892418	0.652569711208344	2	1227492	Natrialba chahannaoensis	Natrialba	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba hulunbeirensis JCM 10989	arc_ELY90288.1	arc_ELY90288.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.626282393932343	-0.873413562774658	1	arc_ELY90288.1_62-143	arc_ELY90288.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.186954453587532	0.671339809894562	2	1227493	Natrialba hulunbeirensis	Natrialba	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba magadii	arc_WP_004267262.1	arc_WP_004267262.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.610807359218597	-0.835848748683929	1	arc_WP_004267262.1_62-143	arc_WP_004267262.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.220737010240555	0.670551538467407	2	13769	NA	Natrialba	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba magadii ATCC 43099	arc_ADD05772.1	arc_ADD05772.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.635049819946289	-0.883740067481995	1	arc_ADD05772.1_62-143	arc_ADD05772.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.220754876732826	0.665045261383057	2	547559	Natrialba magadii	Natrialba	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba magadii ATCC 43099	arc_ELY30153.1	arc_ELY30153.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.614658057689667	-0.858639657497406	1	arc_ELY30153.1_62-143	arc_ELY30153.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.217459470033646	0.655233144760132	2	547559	Natrialba magadii	Natrialba	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba sp. SSL1	arc_OIB57774.1	arc_OIB57774.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.616370856761932	-0.887966334819794	1	arc_OIB57774.1_62-143	arc_OIB57774.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.192002147436142	0.658254981040955	2	1869245	NA	Natrialba	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba sp. SSL1	arc_WP_071401550.1	arc_WP_071401550.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.629757225513458	-0.87406975030899	1	arc_WP_071401550.1_62-143	arc_WP_071401550.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.191054552793503	0.657183825969696	2	1869245	NA	Natrialba	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba swarupiae	arc_TYT63896.1	arc_TYT63896.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.621108174324036	-0.860348045825958	1	arc_TYT63896.1_61-143	arc_TYT63896.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.186248034238815	0.6374351978302	2	2448032	NA	Natrialba	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba taiwanensis	arc_WP_006826305.1	arc_WP_006826305.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.63733434677124	-0.843492865562439	1	arc_WP_006826305.1_61-143	arc_WP_006826305.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.177415877580643	0.670429408550262	2	160846	NA	Natrialba	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialba taiwanensis DSM 12281	arc_ELY89913.1	arc_ELY89913.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.613327085971832	-0.83164519071579	1	arc_ELY89913.1_61-143	arc_ELY89913.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.174639314413071	0.669110774993896	2	1230458	Natrialba taiwanensis	Natrialba	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrialbaceae	arc_WP_006182678.1	arc_WP_006182678.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.587345004081726	-0.823404431343079	1	arc_WP_006182678.1_61-143	arc_WP_006182678.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.253007709980011	0.658551633358002	2	1644061	NA	NA	NA	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrinema	arc_WP_007110411.1	arc_WP_007110411.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.631312966346741	-0.871585726737976	1	arc_WP_007110411.1_61-143	arc_WP_007110411.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.222176656126976	0.636175334453583	2	88723	NA	NA	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrinema altunense	arc_RZH69242.1	arc_RZH69242.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.61712646484375	-0.868117213249207	1	arc_RZH69242.1_61-143	arc_RZH69242.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.233159348368645	0.634236574172974	2	222984	NA	Natrinema	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrinema altunense JCM 12890	arc_ELY84283.1	arc_ELY84283.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.595761775970459	-0.841629326343536	1	arc_ELY84283.1_61-143	arc_ELY84283.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.229738146066666	0.653890252113342	2	1227494	Natrinema altunense	Natrinema	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrinema ejinorense	arc_PCR89061.1	arc_PCR89061.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.615588545799255	-0.86971652507782	1	arc_PCR89061.1_62-143	arc_PCR89061.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.237172350287437	0.672574758529663	2	373386	NA	Natrinema	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrinema ejinorense	arc_WP_097378012.1	arc_WP_097378012.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.612378716468811	-0.847472727298737	1	arc_WP_097378012.1_62-143	arc_WP_097378012.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.208925813436508	0.630916237831116	2	373386	NA	Natrinema	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrinema gari JCM 14663	arc_ELY78463.1	arc_ELY78463.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.630606532096863	-0.846262395381927	1	arc_ELY78463.1_61-143	arc_ELY78463.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.241465970873833	0.654813289642334	2	1230459	Natrinema gari	Natrinema	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrinema pallidum	arc_QCW04565.1	arc_QCW04565.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.6282639503479	-0.843459725379944	1	arc_QCW04565.1_62-143	arc_QCW04565.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.213500812649727	0.622021555900574	2	69527	NA	Natrinema	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrinema pallidum	arc_WP_006183663.1	arc_WP_006183663.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.616593480110168	-0.86018317937851	1	arc_WP_006183663.1_62-143	arc_WP_006183663.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.201172262430191	0.625763595104218	2	69527	NA	Natrinema	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrinema pallidum	arc_WP_138655021.1	arc_WP_138655021.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.596212148666382	-0.85259336233139	1	arc_WP_138655021.1_62-143	arc_WP_138655021.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.215941667556763	0.61442095041275	2	69527	NA	Natrinema	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrinema pallidum DSM 3751	arc_ELY83713.1	arc_ELY83713.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.608594238758087	-0.866753160953522	1	arc_ELY83713.1_62-143	arc_ELY83713.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.221570715308189	0.644782662391663	2	1227495	Natrinema pallidum	Natrinema	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrinema pellirubrum DSM 15624	arc_AGB33214.1	arc_AGB33214.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.585107326507568	-0.831718146800995	1	arc_AGB33214.1_61-143	arc_AGB33214.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.243618741631508	0.624162018299103	2	797303	Natrinema pellirubrum	Natrinema	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrinema pellirubrum DSM 15624	arc_ELY71580.1	arc_ELY71580.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.578486740589142	-0.84241908788681	1	arc_ELY71580.1_61-143	arc_ELY71580.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.23807156085968	0.663987159729004	2	797303	Natrinema pellirubrum	Natrinema	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
Natrinema salaciae	arc_SEQ96526.1	arc_SEQ96526.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.582286834716797	-0.843367099761963	1	arc_SEQ96526.1_61-143	arc_SEQ96526.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.228582113981247	0.660871148109436	2	1186196	NA	Natrinema	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	NA	Archaea
