gene	node	taxon	family	order	kingdom	core_domain	homology_group	closest_group	closest_group_top10frac	closest_OG_euk	closest_OG_euk_top10frac	closest_node	closest_node_dist	euk_top_frac	arc_top_frac	bac_top_frac	closest_group_filt	closest_OG_euk_filt	architecture	simarq
vir_ANS04328.1	vir_ANS04328.1_22-194	uncultured Mediterranean phage	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.8	HLTF/TTF2	0.7	arc_RZD42298.1_16-244	1.6957029587	0.8	0.2	0	euk	HLTF/TTF2	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AVK74654.1	vir_AVK74654.1_28-372	Pandoravirus quercus	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF/TTF2	0.5	Phakir_PHAKIR_10808.mRNA.1_376-750	2.5051456164	0.9	0.1	0	euk	HLTF/TTF2	SNF2_N	SNF2_N
vir_AJF98272.1	vir_AJF98272.1_31-370	Pandoravirus inopinatum	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF/TTF2	0.5	Phakir_PHAKIR_10808.mRNA.1_376-750	2.5190940277	0.9	0.1	0	euk	HLTF/TTF2	SNF2_N	SNF2_N
vir_AGO83784.1	vir_AGO83784.1_31-367	Pandoravirus salinus	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF/TTF2	0.5	Phakir_PHAKIR_10808.mRNA.1_376-750	2.526611956	0.9	0.1	0	euk	HLTF/TTF2	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AVK75805.1	vir_AVK75805.1_41-430	Pandoravirus neocaledonia	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF/TTF2	0.5	Phakir_PHAKIR_10808.mRNA.1_376-750	3.0376885739	0.9	0.1	0	euk	HLTF/TTF2	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AVK76871.1	vir_AVK76871.1_41-432	Pandoravirus macleodensis	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF/TTF2	0.5	Phakir_PHAKIR_10808.mRNA.1_376-750	3.084968464	0.9	0.1	0	euk	HLTF/TTF2	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AGO82270.1	vir_AGO82270.1_24-363	Pandoravirus dulcis	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF/TTF2	0.5	Phakir_PHAKIR_10808.mRNA.1_376-750	2.3506200677	0.9	0.1	0	euk	HLTF/TTF2	SNF2_N	SNF2_N
vir_ALD62068.1	vir_ALD62068.1_272-609	Mollivirus sibericum	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF/TTF2	0.6	Phakir_PHAKIR_10808.mRNA.1_376-750	2.5472331553	0.9	0.1	0	euk	HLTF/TTF2	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AGO82236.1	vir_AGO82236.1_45-499	Pandoravirus dulcis	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF/TTF2	0.6	Phakir_PHAKIR_10808.mRNA.1_376-750	2.5194204835	0.9	0.1	0	euk	HLTF/TTF2	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AVK74634.1	vir_AVK74634.1_43-525	Pandoravirus quercus	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF/TTF2	0.6	Phakir_PHAKIR_10808.mRNA.1_376-750	2.4722026763	0.9	0.1	0	euk	HLTF/TTF2	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AJF98316.1	vir_AJF98316.1_41-363	Pandoravirus inopinatum	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF/TTF2	0.6	Phakir_PHAKIR_10808.mRNA.1_376-750	2.5025454548	0.9	0.1	0	euk	HLTF/TTF2	SNF2_N	SNF2_N
vir_AGO83745.1	vir_AGO83745.1_111-565	Pandoravirus salinus	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF/TTF2	0.6	Phakir_PHAKIR_10808.mRNA.1_376-750	2.466249359	0.9	0.1	0	euk	HLTF/TTF2	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AVK76852.1	vir_AVK76852.1_59-454	Pandoravirus macleodensis	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF/TTF2	0.6	Phakir_PHAKIR_10808.mRNA.1_376-750	2.4896677709	0.9	0.1	0	euk	HLTF/TTF2	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AVK75785.1	vir_AVK75785.1_62-490	Pandoravirus neocaledonia	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF/TTF2	0.6	Phakir_PHAKIR_10808.mRNA.1_376-750	2.5138581855	0.9	0.1	0	euk	HLTF/TTF2	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_BBI30515.1	vir_BBI30515.1_67-409	Acanthamoeba castellanii medusavirus	NA	NA	NA	SNF2_N	SNF2_N.HG6	euk	1	TTF2	0.5	Acas_ELR21831_27-208	0.9204826038	1	0	0	euk	TTF2	SNF2_N zf-C3HC4_3 Helicase_C	SNF2_N,zf-C3HC4_3,Helicase_C
vir_AYV79346.1	vir_AYV79346.1_165-555	Faunusvirus sp.	Mimiviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	0.7	Gpro_KXS11965_286-727	1.6432208117	1	0	0	euk	HLTF/TTF2	SNF2_N zf-C3HC4_3 Helicase_C	SNF2_N,zf-C3HC4_3,Helicase_C
vir_ADO67540.1	vir_ADO67540.1_176-307	Cafeteria roenbergensis virus BV-PW1	Mimiviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	0.8	Retfil_ETO25849_8-305	1.9885581054	1	0	0	euk	HLTF/TTF2	SNF2_N zf-C3HC4_2	SNF2_N,zf-C3HC4_2
vir_ARF09007.1	vir_ARF09007.1_164-531	Catovirus CTV1	Mimiviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	0.9	Hydvul_Sc4wPfr_422.g20161.t1_169-528	0.8893633279	1	0	0	euk	HLTF/TTF2	SNF2_N zf-C3HC4_3 Helicase_C	SNF2_N,zf-C3HC4_3,Helicase_C
vir_AYV84439.1	vir_AYV84439.1_170-531	Hyperionvirus sp.	Mimiviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	0.9	Hydvul_Sc4wPfr_422.g20161.t1_169-528	0.8888959791	1	0	0	euk	HLTF/TTF2	SNF2_N zf-C3HC4_3 Helicase_C	SNF2_N,zf-C3HC4_3,Helicase_C
vir_AYV80842.1	vir_AYV80842.1_167-527	Harvfovirus sp.	Mimiviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	0.9	Hydvul_Sc4wPfr_422.g20161.t1_169-528	0.8720835899	1	0	0	euk	HLTF/TTF2	SNF2_N zf-C3HC4_3 Helicase_C	SNF2_N,zf-C3HC4_3,Helicase_C
vir_AYV76152.1	vir_AYV76152.1_169-523	Terrestrivirus sp.	Mimiviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	0.9	Hydvul_Sc4wPfr_422.g20161.t1_169-528	0.8772692589	1	0	0	euk	HLTF/TTF2	SNF2_N zf-C3HC4_3 Helicase_C	SNF2_N,zf-C3HC4_3,Helicase_C
vir_ATZ80413.1	vir_ATZ80413.1_171-538	Bodo saltans virus	Mimiviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	0.9	Hydvul_Sc4wPfr_422.g20161.t1_169-528	0.9407663975	1	0	0	euk	HLTF/TTF2	SNF2_N zf-RING_2 Helicase_C	SNF2_N,zf-RING_2,Helicase_C
vir_ARF09462.1	vir_ARF09462.1_173-537	Indivirus ILV1	Mimiviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	0.9	Hydvul_Sc4wPfr_422.g20161.t1_169-528	1.2506061736	1	0	0	euk	HLTF/TTF2	SNF2_N zf-RING_2 Helicase_C	SNF2_N,zf-RING_2,Helicase_C
vir_ARF11349.1	vir_ARF11349.1_175-541	Klosneuvirus KNV1	Mimiviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	0.9	Hydvul_Sc4wPfr_422.g20161.t1_169-528	1.2125877673	1	0	0	euk	HLTF/TTF2	SNF2_N zf-RING_2 Helicase_C	SNF2_N,zf-RING_2,Helicase_C
vir_ARF10897.1	vir_ARF10897.1_168-548	Hokovirus HKV1	Mimiviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	0.9	Hydvul_Sc4wPfr_422.g20161.t1_169-528	1.5503781085	1	0	0	euk	HLTF/TTF2	SNF2_N zf-RING_2 Helicase_C	SNF2_N,zf-RING_2,Helicase_C
vir_AYV80034.1	vir_AYV80034.1_186-489	Gaeavirus sp.	Mimiviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	0.9	Hydvul_Sc4wPfr_422.g20161.t1_169-528	1.9343888314	1	0	0	euk	HLTF/TTF2	SNF2_N zf-C3HC4 Helicase_C	SNF2_N,zf-C3HC4,Helicase_C
vir_ARR75019.1	vir_ARR75019.1_91-390	Mimivirus AB-566-O17	Mimiviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	0.9	Retfil_ETO25849_8-305	2.3760397354	1	0	0	euk	HLTF/TTF2	SNF2_N zf-C3HC4 Helicase_C	SNF2_N,zf-C3HC4,Helicase_C
vir_ADO67436.1	vir_ADO67436.1_182-499	Cafeteria roenbergensis virus BV-PW1	Mimiviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	0.8	Gpro_KXS11965_286-727	2.6025504071	1	0	0	euk	HLTF/TTF2	SNF2_N zf-C3HC4_3 Helicase_C	SNF2_N,zf-C3HC4_3,Helicase_C
vir_AAA66672.1	vir_AAA66672.1_42-326	Autographa californica nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.00664397	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_ABE68428.1	vir_ABE68428.1_42-326	Plutella xylostella multiple nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.0066713973	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AAN28032.1	vir_AAN28032.1_42-326	Rachiplusia ou MNPV	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.016804351	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AGA16196.1	vir_AGA16196.1_42-326	Thysanoplusia orichalcea nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.1210277965	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AIU56946.1	vir_AIU56946.1_42-326	Autographa californica nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	5.7671e-06	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_ACQ57224.1	vir_ACQ57224.1_42-326	Bombyx mandarina nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.0272875603	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AGX01131.1	vir_AGX01131.1_42-326	Bombyx mori nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.0272889481	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AFN21147.1	vir_AFN21147.1_42-326	Bombyx mori nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.030618811	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AAC63717.1	vir_AAC63717.1_42-326	Bombyx mori nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.0306036807	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_BBA20534.1	vir_BBA20534.1_42-326	Bombyx mori nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.0239417214	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AGX01261.1	vir_AGX01261.1_42-326	Bombyx mori nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.0239423009	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_BBN66080.1	vir_BBN66080.1_42-326	Bombyx mori nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.0272759249	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AFN21007.1	vir_AFN21007.1_42-326	Bombyx mori nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.0272759249	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AFN08961.1	vir_AFN08961.1_42-326	Bombyx mori nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.0306065376	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AAK85603.1	vir_AAK85603.1_42-322	Epiphyas postvittana nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.6246161406	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AJD09264.1	vir_AJD09264.1_40-318	Condylorrhiza vestigialis MNPV	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.7204091215	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_ABI13830.1	vir_ABI13830.1_40-319	Anticarsia gemmatalis multiple nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.6926930905	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_ALR69922.1	vir_ALR69922.1_40-319	Anticarsia gemmatalis multiple nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.6893162658	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_ALR70864.1	vir_ALR70864.1_40-319	Anticarsia gemmatalis multiple nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.6927008315	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_ALR70550.1	vir_ALR70550.1_40-319	Anticarsia gemmatalis multiple nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.6927012638	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AAQ91650.1	vir_AAQ91650.1_50-320	Choristoneura fumiferana DEF multiple nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.7267228688	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AFY62906.1	vir_AFY62906.1_40-316	Philosamia cynthia ricini nucleopolyhedrovirus virus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.8308879727	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_BBD51173.1	vir_BBD51173.1_40-316	Samia ricini nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.8272763297	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_ABF50340.1	vir_ABF50340.1_40-316	Antheraea pernyi nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.827516955	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_ABQ12335.1	vir_ABQ12335.1_40-316	Antheraea pernyi nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.8311214838	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_BAX08880.1	vir_BAX08880.1_40-316	Antheraea pernyi nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.831149073	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AUR45128.1	vir_AUR45128.1_41-316	Spilosoma obliqua nucleopolyhedrosis virus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.8191683507	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_BAE72397.1	vir_BAE72397.1_41-316	Hyphantria cunea nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.8093328971	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AKR14186.1	vir_AKR14186.1_41-319	Dasychira pudibunda nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.8455883987	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AAC59046.1	vir_AAC59046.1_39-319	Orgyia pseudotsugata multiple nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.8432016355	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AAD10317.1	vir_AAD10317.1_41-318	Choristoneura fumiferana multiple nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.7750124944	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AGR56995.1	vir_AGR56995.1_41-318	Choristoneura occidentalis alphabaculovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.7753151223	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AGR57142.1	vir_AGR57142.1_36-320	Choristoneura rosaceana nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.7943550613	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AHD25591.1	vir_AHD25591.1_41-318	Choristoneura murinana nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.7319785678	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_BBU37587.1	vir_BBU37587.1_38-318	Choristoneura diversana nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.7354744941	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AVA31189.1	vir_AVA31189.1_57-349	Oxyplax ochracea nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	0.9	HLTF	0.6	bac_WP_142241026.1_42-225	0.839620671	0.9	0	0.1	euk	HLTF	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AKN80961.1	vir_AKN80961.1_93-282	Lonomia obliqua multiple nucleopolyhedrovirus	Baculoviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	HLTF/TTF2	1	Ptet_CAK67377_210-586	2.8916601904	1	0	0	euk	HLTF/TTF2	SNF2_N	SNF2_N
vir_ADB04165.1	vir_ADB04165.1_37-208	Marseillevirus marseillevirus	Marseilleviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	TTF2	1	Dmel_FBpp0289909_205-665	3.3936298509	1	0	0	euk	TTF2	SNF2_N zf-C3HC4 Helicase_C	SNF2_N,zf-C3HC4,Helicase_C
vir_BAU79986.1	vir_BAU79986.1_41-214	Tokyovirus A1	Marseilleviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG6	euk	1	TTF2	1	Dmel_FBpp0289909_205-665	3.2511661356	1	0	0	euk	TTF2	SNF2_N zf-RING_2 Helicase_C	SNF2_N,zf-RING_2,Helicase_C
vir_AXH78241.1	vir_AXH78241.1_49-186	Siphoviridae sp.	Siphoviridae	Caudovirales	NA	SNF2_N	SNF2_N.HG7	bac	1	NA	NA	bac_WP_073306046.1_510-789	5.7715937143	0	0	1	bac	unk	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AEO97870.1	vir_AEO97870.1_70-230	Emiliania huxleyi virus 84	Phycodnaviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG7	bac	0.9	NA	NA	bac_WP_112567172.1_13-292	5.5893746091	0	0.1	0.9	bac	unk	AAA_34 Helicase_C_4	AAA_34,Helicase_C_4
vir_AEO98275.1	vir_AEO98275.1_75-230	Emiliania huxleyi virus 203	Phycodnaviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG7	bac	0.9	NA	NA	bac_WP_112567172.1_13-292	5.5965003325	0	0.1	0.9	bac	unk	AAA_34 Helicase_C_4	AAA_34,Helicase_C_4
vir_CAZ69394.1	vir_CAZ69394.1_70-230	Emiliania huxleyi virus 99B1	Phycodnaviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG7	bac	0.9	NA	NA	bac_WP_112567172.1_13-292	5.6036354292	0	0.1	0.9	bac	unk	AAA_34 Helicase_C_4	AAA_34,Helicase_C_4
vir_AET42594.1	vir_AET42594.1_67-247	Emiliania huxleyi virus 202	Phycodnaviridae	NA	Nucleocytoviricota	SNF2_N	SNF2_N.HG7	bac	0.9	NA	NA	bac_WP_112567172.1_13-292	5.7117374698	0	0.1	0.9	bac	unk	AAA_34 Helicase_C_4	AAA_34,Helicase_C_4
vir_AFH14631.1	vir_AFH14631.1_900-1094	Pseudomonas phage Lu11	Myoviridae	Caudovirales	NA	SNF2_N	SNF2_N.HG7	bac	0.9	NA	NA	bac_WP_014434489.1_639-928	5.9494297582	0	0.1	0.9	bac	unk	SNF2_N	SNF2_N
vir_AGS82077.1	vir_AGS82077.1_862-1100	Pseudomonas phage PaBG	Myoviridae	Caudovirales	NA	SNF2_N	SNF2_N.HG7	bac	0.9	NA	NA	bac_WP_014434489.1_639-928	5.9803189081	0	0.1	0.9	bac	unk	SNF2_N	SNF2_N
vir_ARW58816.1	vir_ARW58816.1_843-1122	Erwinia phage vB_EamM_Y3	Myoviridae	Caudovirales	NA	SNF2_N	SNF2_N.HG7	bac	0.9	NA	NA	bac_WP_014434489.1_639-928	6.5819428978	0	0.1	0.9	bac	unk	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AWY08449.1	vir_AWY08449.1_844-1118	Erwinia phage vB_EamM_Alexandra	Myoviridae	Caudovirales	NA	SNF2_N	SNF2_N.HG7	bac	0.9	NA	NA	bac_WP_014434489.1_639-928	6.6946287412	0	0.1	0.9	bac	unk	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AXG67219.1	vir_AXG67219.1_844-1063	Dickeya phage vB_DsoM_AD1	Myoviridae	Caudovirales	NA	SNF2_N	SNF2_N.HG7	bac	0.9	NA	NA	bac_WP_014434489.1_639-928	6.6487619845	0	0.1	0.9	bac	unk	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_AQT28650.1	vir_AQT28650.1_838-1044	Erwinia phage vB_EamM_Yoloswag	Myoviridae	Caudovirales	NA	SNF2_N	SNF2_N.HG7	bac	0.9	NA	NA	bac_WP_014434489.1_639-928	6.5181354001	0	0.1	0.9	bac	unk	SNF2_N Helicase_C	SNF2_N,Helicase_C
vir_BAG41574.1	vir_BAG41574.1_585-847	Ralstonia phage phiRSL1	Myoviridae	Caudovirales	NA	SNF2_N	SNF2_N.HG7	bac	0.9	NA	NA	bac_WP_014434489.1_639-928	5.2525075571	0	0.1	0.9	bac	unk	SNF2_N	SNF2_N
vir_AEV89700.1	vir_AEV89700.1_134-313	Pseudomonas phage OBP	Myoviridae	Caudovirales	NA	SNF2_N	SNF2_N.HG8	bac	0.8	NA	NA	bac_WP_045175485.1_93-342	3.2061472677	0	0.2	0.8	bac	unk	SNF2_N Helicase_C	SNF2_N,Helicase_C
