gene	genomic_cluster	members	component	classification	posx	posy	species
Spur_XP_030847776.1	223	Spur_XP_030847776.1_1-99	4	H2A	0.0584141127765179	-0.148832440376282	Spur
Spur_XP_791271.1	217	Spur_XP_791271.1_7-109	0	H2B	-0.316926956176758	0.335501790046692	Spur
Spur_XP_794738.1	218	Spur_XP_794738.1_1-98	4	H2A	-0.0293615255504847	-0.137028396129608	Spur
Spur_XP_794853.1	221	Spur_XP_794853.1_1-98	4	H2A	0.231789812445641	-0.301230072975159	Spur
Sros_EGD75966	224	Sros_EGD75966_24-103	1	H4	0.0152818944906065	0.523968099227418	Sros
Sros_EGD75967	224	Sros_EGD75967_5-99	4	H2A	0.245007306337357	-0.143075600266457	Sros
Sros_EGD76768	225	Sros_EGD76768_1-136	2	H3	0.0449703224003315	-0.0458928532898426	Sros
Sros_EGD76769	225	Sros_EGD76769_1-106	0	H2B	-0.229062229394913	0.145608261227608	Sros
Tcas_XP_008199957.2	226	Tcas_XP_008199957.2_1-108	0	H2B	-0.400119721889496	0.246297389268875	Tcas
Tcas_XP_966487.1	226	Tcas_XP_966487.1_1-136	2	H3	0.0334543623030186	-0.0631261691451073	Tcas
Tcru_EAN83533	227	Tcru_EAN83533_1-99	0	H2B	-0.102005317807198	-0.150104150176048	Tcru
Tcru_EAN83534	227	Tcru_EAN83534_1-99	0	H2B	-0.0405523888766766	-0.172583520412445	Tcru
Tcru_EAN84604	228	Tcru_EAN84604_48-189	2	H3	0.0835182592272758	-0.0523479022085667	Tcru
Tcru_EAN85330	229	Tcru_EAN85330_1-103	4	H2A	0.0134539864957333	-0.140967831015587	Tcru
Tcru_EAN85677	228	Tcru_EAN85677_57-198	2	H3	0.0722965076565742	-0.0572936534881592	Tcru
Tcru_EAN88264	230	Tcru_EAN88264_1-103	4	H2A	0.171676233410835	-0.240650281310081	Tcru
Tcru_EAN88265	230	Tcru_EAN88265_1-103	4	H2A	-0.0142439771443605	-0.247559919953346	Tcru
Tcru_EAN91807	231	Tcru_EAN91807_1-103	4	H2A	0.215093523263931	-0.186568737030029	Tcru
Tcru_EAN97511	231	Tcru_EAN97511_1-103	4	H2A	0.0217872727662325	-0.265332221984863	Tcru
Tcru_EAN97527	231	Tcru_EAN97527_1-103	4	H2A	0.0110282944515347	-0.262990415096283	Tcru
Tetwil_Twilhelma_g10937.t1	232	Tetwil_Twilhelma_g10937.t1_2-83	5		0.544850885868073	-0.072515033185482	Tetwil
Tetwil_Twilhelma_g10938.t1	232	Tetwil_Twilhelma_g10938.t1_26-103	1	H4	-0.441937159086424	-0.288223607663555	Tetwil
Tetwil_Twilhelma_g18014.t1	233	Tetwil_Twilhelma_g18014.t1_1-106	0	H2B	0.159932270646095	0.0622848980128765	Tetwil
Tetwil_Twilhelma_g18015.t1	233	Tetwil_Twilhelma_g18015.t1_1-98	4	H2A	0.339969009160995	-0.185846537351608	Tetwil
Tetwil_Twilhelma_g23784.t1	234	Tetwil_Twilhelma_g23784.t1_1-97	4	H2A	0.270714193582535	-0.2300114184618	Tetwil
Tetwil_Twilhelma_g23785.t1	234	Tetwil_Twilhelma_g23785.t1_1-106	0	H2B	-0.0779691115021706	-0.134770631790161	Tetwil
Tgon_TGME49_261240-t26_1-p1-CDS1	235	Tgon_TGME49_261240-t26_1-p1-CDS1_1-136	2	H3	-0.0135963130742311	0.00139475869946182	Tgon
Tgon_TGME49_261250-t26_1-p1-CDS1	235	Tgon_TGME49_261250-t26_1-p1-CDS1_52-152	4	H2A	0.000638307479675859	-0.163547560572624	Tgon
Tielac_KYQ90801	236	Tielac_KYQ90801_28-103	1	H4	-0.0896874361507883	0.594374252924596	Tielac
Tmel_CAZ79646	237	Tmel_CAZ79646_5-100	4	H2A	0.0234836488962173	-0.118696711957455	Tmel
Tmel_CAZ79647	237	Tmel_CAZ79647_1-122	0	H2B	0.142039746046066	0.0575014278292656	Tmel
Tmel_CAZ81813	238	Tmel_CAZ81813_24-103	1	H4	0.00304617187808209	-0.110777037007242	Tmel
Tmel_CAZ83100	238	Tmel_CAZ83100_1-136	2	H3	-0.0231427401304245	0.0233581773936749	Tmel
Tpse_ACI64441	239	Tpse_ACI64441_26-103	1	H4	0.251601372095574	0.380737197662327	Tpse
Tpse_ACI64530	239	Tpse_ACI64530_1-106	0	H2B	0.113287560641766	0.0971088632941246	Tpse
Tpse_ACI64534	239	Tpse_ACI64534_1-136	2	H3	-0.0409495867788792	-0.020466523244977	Tpse
Tpse_ACI64535	239	Tpse_ACI64535_1-98	4	H2A	0.0511667542159557	-0.143633738160133	Tpse
Tpse_EED89017	239	Tpse_EED89017_1-98	4	H2A	0.0400703549385071	-0.140480890870094	Tpse
Tpse_EED92171	239	Tpse_EED92171_1-98	4	H2A	-0.0762570053339005	-0.0924217849969864	Tpse
Tpse_EED93631	239	Tpse_EED93631_1-106	0	H2B	0.387575596570969	-0.430443406105042	Tpse
Ttra_KNC46204	240	Ttra_KNC46204_26-103	1	H4	0.149055226624653	0.294421903182142	Ttra
Ttra_KNC47362	241	Ttra_KNC47362_1-91	4	H2A	-0.0211817789822817	-0.0978223234415054	Ttra
Ttra_KNC47386	241	Ttra_KNC47386_2-77	0	H2B	0.0930311754345894	-0.124540455639362	Ttra
Ttra_KNC53726	240	Ttra_KNC53726_29-107	1	H4	0.566793559266505	-0.0985640998421912	Ttra
Ttra_KNC54420	242	Ttra_KNC54420_81-210	2	H3	0.0942491739988327	0.00114251952618361	Ttra
Ttra_KNC54421	242	Ttra_KNC54421_10-155	2	H3	0.0379801951348782	-0.0722675621509552	Ttra
Tvag_XP_001301678.1	243	Tvag_XP_001301678.1_13-115	0	H2B	0.131253451108932	-0.0560678541660309	Tvag
Tvag_XP_001301679.1	243	Tvag_XP_001301679.1_1-107	4	H2A	0.0788944363594055	-0.210184559226036	Tvag
Tvag_XP_001308219.1	244	Tvag_XP_001308219.1_1-138	2	H3	-0.0155329722911119	0.00752644566819072	Tvag
Tvag_XP_001308229.1	244	Tvag_XP_001308229.1_23-101	1	H4	0.282642234397178	0.459890242046755	Tvag
Tvag_XP_001329050.1	243	Tvag_XP_001329050.1_1-107	4	H2A	0.22092992067337	-0.262554258108139	Tvag
Umay_KIS69374	245	Umay_KIS69374_1-136	2	H3	0.0111812260001898	-0.0399828068912029	Umay
Umay_KIS69375	245	Umay_KIS69375_27-103	1	H4	0.105104633489545	0.309569875856046	Umay
Umay_KIS70332	246	Umay_KIS70332_1-102	4	H2AZ	-0.534295558929443	0.727760910987854	Umay
Umay_KIS70333	246	Umay_KIS70333_1-127	0	H2B	0.122458323836327	0.460457503795624	Umay
Umbram_171390	247	Umbram_171390_1-137	2	H3	0.0261063426733017	0.0369596593081951	Umbram
Umbram_206617	247	Umbram_206617_26-104	1	H4	-0.479693761108801	0.12910837028115	Umbram
Umbram_229022	247	Umbram_229022_10-112	0	H2B	0.337422519922256	-0.726035535335541	Umbram
Umbram_229025	247	Umbram_229025_5-100	4	H2A	0.197863563895226	-0.268516033887863	Umbram
Umbram_229050	247	Umbram_229050_10-112	0	H2B	0.137122735381126	0.0790710672736168	Umbram
Vcar_XP_002945759.1	248	Vcar_XP_002945759.1_25-103	1	H4	0.125946255854961	0.473014771407795	Vcar
Vcar_XP_002945852.1	248	Vcar_XP_002945852.1_1-98	4	H2A	-0.0473746731877327	-0.124738968908787	Vcar
Vcar_XP_002946107.1	248	Vcar_XP_002946107.1_1-98	4	H2A	-0.0285009555518627	-0.118409752845764	Vcar
Vcar_XP_002946112.1	248	Vcar_XP_002946112.1_1-135	2	H3	-0.0140352509915829	0.00213162787258625	Vcar
Vcar_XP_002946193.1	248	Vcar_XP_002946193.1_4-145	0	H2B	-0.0331159979104996	0.223578840494156	Vcar
Vcar_XP_002947842.1	248	Vcar_XP_002947842.1_1-140	0	H2B	0.244249016046524	-0.591524600982666	Vcar
Vcar_XP_002948133.1	249	Vcar_XP_002948133.1_1-140	0	H2B	0.307343870401382	-0.703683078289032	Vcar
Vcar_XP_002948271.1	249	Vcar_XP_002948271.1_1-98	4	H2A	0.290324032306671	-0.190687090158463	Vcar
Vcar_XP_002948276.1	248	Vcar_XP_002948276.1_1-141	0	H2B	0.280591666698456	-0.65130627155304	Vcar
Vcar_XP_002951795.1	248	Vcar_XP_002951795.1_2-98	4	H2A	-0.0505606383085251	-0.122828997671604	Vcar
Vcar_XP_002955481.1	248	Vcar_XP_002955481.1_1-142	0	H2B	0.303747475147247	-0.502001821994781	Vcar
Vcar_XP_002956799.1	248	Vcar_XP_002956799.1_1-98	4	H2A	-0.023442167788744	-0.129033461213112	Vcar
Vcar_XP_002956803.1	248	Vcar_XP_002956803.1_1-98	4	H2A	-0.024921853095293	-0.12274108082056	Vcar
Vitbra_CEM20937.1	250	Vitbra_CEM20937.1_1-108	0	H2B	0.265231728553772	-0.268247067928314	Vitbra
Vitbra_CEM20939.1	250	Vitbra_CEM20939.1_2-100	4	H2AZ	-0.534920573234558	0.734695613384247	Vitbra
