gene_j	gene_i	strand_i	strand_j	dist_ij	class_i	class_j	pair	pair_hists	pair_orientation	pair_hists_ori	species
Nvec_NVE11854	Nvec_NVE14103	-	+	-519	H2A	H3	Nvec_NVE11854,Nvec_NVE14103	H2A,H3	tt	H2A,H3 tt	Nvec
Nvec_NVE11854	Nvec_NVE14104	+	-	-486	H4	H3	Nvec_NVE11854,Nvec_NVE14104	H3,H4	hh	H3,H4 hh	Nvec
Nvec_NVE11854	Nvec_NVE23182	-	+	484	H2B	H3	Nvec_NVE11854,Nvec_NVE23182	H2B,H3	hh	H2B,H3 hh	Nvec
Nvec_NVE11854	Nvec_NVE19301	-	+	488	H4	H3	Nvec_NVE11854,Nvec_NVE19301	H3,H4	hh	H3,H4 hh	Nvec
Nvec_NVE11854	Nvec_NVE24022	+	-	-4176	H2B	H3	Nvec_NVE11854,Nvec_NVE24022	H2B,H3	hh	H2B,H3 hh	Nvec
Nvec_NVE11854	Nvec_NVE23183	+	+	1694	H2AZ	H3	Nvec_NVE11854,Nvec_NVE23183	H2AZ,H3	ht	H2AZ,H3 ht	Nvec
Nvec_NVE11854	Nvec_NVE14833	-	-	-1363	H2B	H3	Nvec_NVE11854,Nvec_NVE14833	H2B,H3	ht	H2B,H3 ht	Nvec
Nvec_NVE12410	Nvec_NVE17265	-	+	212	H2B	H2A	Nvec_NVE12410,Nvec_NVE17265	H2A,H2B	hh	H2A,H2B hh	Nvec
Nvec_NVE14103	Nvec_NVE14104	-	-	-483	H4	H2A	Nvec_NVE14103,Nvec_NVE14104	H2A,H4	ht	H2A,H4 ht	Nvec
Nvec_NVE14103	Nvec_NVE14833	+	-	-373	H2B	H2A	Nvec_NVE14103,Nvec_NVE14833	H2A,H2B	hh	H2A,H2B hh	Nvec
Nvec_NVE14103	Nvec_NVE9689	-	+	242	H2B	H2A	Nvec_NVE14103,Nvec_NVE9689	H2A,H2B	hh	H2A,H2B hh	Nvec
Nvec_NVE14103	Nvec_NVE18668	+	+	732	H3	H2A	Nvec_NVE14103,Nvec_NVE18668	H2A,H3	ht	H2A,H3 ht	Nvec
Nvec_NVE14104	Nvec_NVE14833	-	+	-628	H2B	H4	Nvec_NVE14104,Nvec_NVE14833	H2B,H4	tt	H2B,H4 tt	Nvec
Nvec_NVE14104	Nvec_NVE24359	-	-	-1423	H3	H4	Nvec_NVE14104,Nvec_NVE24359	H3,H4	ht	H3,H4 ht	Nvec
Nvec_NVE14104	Nvec_NVE14706	-	+	-2768	H2A	H4	Nvec_NVE14104,Nvec_NVE14706	H2A,H4	tt	H2A,H4 tt	Nvec
Nvec_NVE14104	Nvec_NVE23183	+	-	532	H2AZ	H4	Nvec_NVE14104,Nvec_NVE23183	H2AZ,H4	tt	H2AZ,H4 tt	Nvec
Nvec_NVE14104	Nvec_NVE14104	+	+	4985	H4	H4	Nvec_NVE14104,Nvec_NVE14104	H4,H4	ht	H4,H4 ht	Nvec
Nvec_NVE14104	Nvec_NVE18668	-	+	483	H3	H4	Nvec_NVE14104,Nvec_NVE18668	H3,H4	hh	H3,H4 hh	Nvec
Nvec_NVE14104	Nvec_NVE18406	+	-	394	H2A	H4	Nvec_NVE14104,Nvec_NVE18406	H2A,H4	tt	H2A,H4 tt	Nvec
Nvec_NVE14705	Nvec_NVE14706	+	-	-182	H2A	H2B	Nvec_NVE14705,Nvec_NVE14706	H2A,H2B	hh	H2A,H2B hh	Nvec
Nvec_NVE14833	Nvec_NVE18406	-	+	252	H2A	H2B	Nvec_NVE14833,Nvec_NVE18406	H2A,H2B	hh	H2A,H2B hh	Nvec
Nvec_NVE14833	Nvec_NVE19301	-	+	301	H4	H2B	Nvec_NVE14833,Nvec_NVE19301	H2B,H4	hh	H2B,H4 hh	Nvec
Nvec_NVE14833	Nvec_NVE18842	+	+	-4974	H3	H2B	Nvec_NVE14833,Nvec_NVE18842	H2B,H3	ht	H2B,H3 ht	Nvec
Nvec_NVE14995	Nvec_NVE14996	+	-	-242	H2B	H2A	Nvec_NVE14995,Nvec_NVE14996	H2A,H2B	hh	H2A,H2B hh	Nvec
Nvec_NVE18406	Nvec_NVE21350	+	-	-232	H2B	H2A	Nvec_NVE18406,Nvec_NVE21350	H2A,H2B	hh	H2A,H2B hh	Nvec
Nvec_NVE18406	Nvec_NVE8838	-	+	272	H2B	H2A	Nvec_NVE18406,Nvec_NVE8838	H2A,H2B	hh	H2A,H2B hh	Nvec
Nvec_NVE18406	Nvec_NVE18668	-	-	220	H3	H2A	Nvec_NVE18406,Nvec_NVE18668	H2A,H3	ht	H2A,H3 ht	Nvec
Nvec_NVE18668	Nvec_NVE5229	-	+	-3726	H2B	H3	Nvec_NVE18668,Nvec_NVE5229	H2B,H3	tt	H2B,H3 tt	Nvec
Nvec_NVE18668	Nvec_NVE2880	-	+	245	H4	H3	Nvec_NVE18668,Nvec_NVE2880	H3,H4	hh	H3,H4 hh	Nvec
Nvec_NVE19301	Nvec_NVE5224	+	-	1737	H3	H4	Nvec_NVE19301,Nvec_NVE5224	H3,H4	tt	H3,H4 tt	Nvec
Nvec_NVE19491	Nvec_NVE19492	+	-	-172	H2A	H2B	Nvec_NVE19491,Nvec_NVE19492	H2A,H2B	hh	H2A,H2B hh	Nvec
Nvec_NVE23182	Nvec_NVE23182	-	-	2406	H2B	H2B	Nvec_NVE23182,Nvec_NVE23182	H2B,H2B	ht	H2B,H2B ht	Nvec
Nvec_NVE23182	Nvec_NVE23183	+	-	-3001	H2AZ	H2B	Nvec_NVE23182,Nvec_NVE23183	H2AZ,H2B	hh	H2AZ,H2B hh	Nvec
Nvec_NVE23183	Nvec_NVE5229	-	+	272	H2B	H2AZ	Nvec_NVE23183,Nvec_NVE5229	H2AZ,H2B	hh	H2AZ,H2B hh	Nvec
Nvec_NVE23183	Nvec_NVE23382	-	+	232	H2B	H2AZ	Nvec_NVE23183,Nvec_NVE23382	H2AZ,H2B	hh	H2AZ,H2B hh	Nvec
Nvec_NVE23183	Nvec_NVE24044	-	+	232	H2B	H2AZ	Nvec_NVE23183,Nvec_NVE24044	H2AZ,H2B	hh	H2AZ,H2B hh	Nvec
Nvec_NVE23183	Nvec_NVE24022	-	+	232	H2B	H2AZ	Nvec_NVE23183,Nvec_NVE24022	H2AZ,H2B	hh	H2AZ,H2B hh	Nvec
Nvec_NVE24007	Nvec_NVE24008	+	-	-202	H2A	H2B	Nvec_NVE24007,Nvec_NVE24008	H2A,H2B	hh	H2A,H2B hh	Nvec
Nvec_NVE24022	Nvec_NVE24044	-	-	-509	H2B	H2B	Nvec_NVE24022,Nvec_NVE24044	H2B,H2B	ht	H2B,H2B ht	Nvec
Nvec_NVE2880	Nvec_NVE22352	-	-	-353	H2B	H4	Nvec_NVE22352,Nvec_NVE2880	H2B,H4	ht	H2B,H4 ht	Nvec
Nvec_NVE9468	Nvec_NVE9469	+	-	-452	H2B	H2A	Nvec_NVE9468,Nvec_NVE9469	H2A,H2B	hh	H2A,H2B hh	Nvec
Ocar_g3737.t1	Ocar_g3738.t1	+	-	-111	H2AZ	H2A	Ocar_g3737.t1,Ocar_g3738.t1	H2A,H2AZ	hh	H2A,H2AZ hh	Ocar
Otau_XP_003079482.2	Otau_XP_022838377.1	+	-	-378	H4	H3	Otau_XP_003079482.2,Otau_XP_022838377.1	H3,H4	hh	H3,H4 hh	Otau
Otau_XP_003080758.2	Otau_XP_003080759.2	+	-	-441	H2B	H2A	Otau_XP_003080758.2,Otau_XP_003080759.2	H2A,H2B	hh	H2A,H2B hh	Otau
Otau_XP_022838377.1	Otau_XP_022838377.1	+	-	-318	H4	H4	Otau_XP_022838377.1,Otau_XP_022838377.1	H4,H4	hh	H4,H4 hh	Otau
Pavlsp_560888	Pavlsp_908208	+	-	-3898	H3	H3	Pavlsp_560888,Pavlsp_908208	H3,H3	hh	H3,H3 hh	Pavlsp
Perkma_EEQ98672	Perkma_EER04007	+	+	272	H2AZ	H2B	Perkma_EEQ98672,Perkma_EER04007	H2AZ,H2B	ht	H2AZ,H2B ht	Perkma
Perkma_EEQ99303	Perkma_EER04007	-	-	-272	H2AZ	H2B	Perkma_EEQ99303,Perkma_EER04007	H2AZ,H2B	ht	H2AZ,H2B ht	Perkma
Perkma_EEQ99409	Perkma_EER04007	+	+	269	H2AZ	H2B	Perkma_EEQ99409,Perkma_EER04007	H2AZ,H2B	ht	H2AZ,H2B ht	Perkma
Perkma_EER03781	Perkma_EER04007	-	-	236	H2AZ	H3	Perkma_EER03781,Perkma_EER04007	H2AZ,H3	ht	H2AZ,H3 ht	Perkma
Perkma_EER03781	Perkma_EER04402	+	+	-164	H2A	H3	Perkma_EER03781,Perkma_EER04402	H2A,H3	ht	H2A,H3 ht	Perkma
Perkma_EER03781	Perkma_EER15802	+	+	-236	H2A	H3	Perkma_EER03781,Perkma_EER15802	H2A,H3	ht	H2A,H3 ht	Perkma
Perkma_EER03781	Perkma_EER15538	-	-	164	H2A	H3	Perkma_EER03781,Perkma_EER15538	H2A,H3	ht	H2A,H3 ht	Perkma
Perkma_EER08567	Perkma_EER08568	+	+	-1726	H2A	H2A	Perkma_EER08567,Perkma_EER08568	H2A,H2A	ht	H2A,H2A ht	Perkma
Perkma_EER15850	Perkma_EER15851	-	-	-2858	H2AZ	H2A	Perkma_EER15850,Perkma_EER15851	H2A,H2AZ	ht	H2A,H2AZ ht	Perkma
Pfal_CAG24993	Pfal_CAG24994	+	-	-5582	H3	H2A	Pfal_CAG24993,Pfal_CAG24994	H2A,H3	hh	H2A,H3 hh	Pfal
Pfal_CZT98716	Pfal_CZT98717	+	-	-3937	H2B	H4	Pfal_CZT98716,Pfal_CZT98717	H2B,H4	hh	H2B,H4 hh	Pfal
Phatri_Phatr3_J11823.p1	Phatri_Phatr3_J26802.p1	-	+	383	H2A	H2B	Phatri_Phatr3_J11823.p1,Phatri_Phatr3_J26802.p1	H2A,H2B	hh	H2A,H2B hh	Phatri
Phatri_Phatr3_J11841.p1	Phatri_Phatr3_J26896.p1	+	-	-371	H4	H3	Phatri_Phatr3_J11841.p1,Phatri_Phatr3_J26896.p1	H3,H4	hh	H3,H4 hh	Phatri
Phoaus_g244.t1	Phoaus_g245.t1	+	-	-305	H2A	H2B	Phoaus_g244.t1,Phoaus_g245.t1	H2A,H2B	hh	H2A,H2B hh	Phoaus
Phoaus_g5990.t1	Phoaus_g5991.t1	+	-	-452	H2B	H2A	Phoaus_g5990.t1,Phoaus_g5991.t1	H2A,H2B	hh	H2A,H2B hh	Phoaus
Phoaus_g7466.t1	Phoaus_g7467.t1	+	-	-434	H2B	H2A	Phoaus_g7466.t1,Phoaus_g7467.t1	H2A,H2B	hh	H2A,H2B hh	Phoaus
Pinf_PITG_03550T0	Pinf_PITG_03551T0	-	+	-1631	H3	H2B	Pinf_PITG_03550T0,Pinf_PITG_03551T0	H2B,H3	tt	H2B,H3 tt	Pinf
Pinf_PITG_03551T0	Pinf_PITG_03552T0	+	-	-315	H4	H3	Pinf_PITG_03551T0,Pinf_PITG_03552T0	H3,H4	hh	H3,H4 hh	Pinf
Pinf_PITG_03881T0	Pinf_PITG_03882T0	+	-	-427	H2A	H2A	Pinf_PITG_03881T0,Pinf_PITG_03882T0	H2A,H2A	hh	H2A,H2A hh	Pinf
Pisp_OUM63886.1	Pisp_OUM66373.1	+	-	-1963	H4	H3	Pisp_OUM63886.1,Pisp_OUM66373.1	H3,H4	hh	H3,H4 hh	Pisp
Plabra_CEO95731	Plabra_CEO95732	+	-	-340	H4	H3	Plabra_CEO95731,Plabra_CEO95732	H3,H4	hh	H3,H4 hh	Plabra
Plafun_PRP74141	Plafun_PRP74142	+	-	-144	H4	H2A	Plafun_PRP74141,Plafun_PRP74142	H2A,H4	hh	H2A,H4 hh	Plafun
Porpur_KAA8495289.1	Porpur_KAA8495290.1	-	+	504	H3	H4	Porpur_KAA8495289.1,Porpur_KAA8495290.1	H3,H4	hh	H3,H4 hh	Porpur
Porpur_KAA8497739.1	Porpur_KAA8497740.1	+	-	-401	H2B	H2A	Porpur_KAA8497739.1,Porpur_KAA8497740.1	H2A,H2B	hh	H2A,H2B hh	Porpur
Porumb_OSX71619.1	Porumb_OSX71620.1	+	-	-478	H2A	H2B	Porumb_OSX71619.1,Porumb_OSX71620.1	H2A,H2B	hh	H2A,H2B hh	Porumb
Porumb_OSX72825.1	Porumb_OSX72826.1	-	-	-17463	H3	H3	Porumb_OSX72825.1,Porumb_OSX72826.1	H3,H3	ht	H3,H3 ht	Porumb
Porumb_OSX77442.1	Porumb_OSX77443.1	+	-	-401	H2B	H2A	Porumb_OSX77442.1,Porumb_OSX77443.1	H2A,H2B	hh	H2A,H2B hh	Porumb
Porumb_OSX80297.1	Porumb_OSX80298.1	-	+	329	H3	H4	Porumb_OSX80297.1,Porumb_OSX80298.1	H3,H4	hh	H3,H4 hh	Porumb
Porumb_OSX81222.1	Porumb_OSX81223.1	+	-	-444	H2A	H2B	Porumb_OSX81222.1,Porumb_OSX81223.1	H2A,H2B	hh	H2A,H2B hh	Porumb
Ppat_Pp3c17_15780V3.1	Ppat_Pp3c17_15800V3.1	-	+	-4570	H2B	H2B	Ppat_Pp3c17_15780V3.1,Ppat_Pp3c17_15800V3.1	H2B,H2B	tt	H2B,H2B tt	Ppat
Ppat_Pp3c18_12300V3.1	Ppat_Pp3c18_12300V3.1	+	-	-1220	H3	H3	Ppat_Pp3c18_12300V3.1,Ppat_Pp3c18_12300V3.1	H3,H3	hh	H3,H3 hh	Ppat
Ppat_Pp3c27_7460V3.1	Ppat_Pp3c27_7460V3.1	+	-	103676	H4	H4	Ppat_Pp3c27_7460V3.1,Ppat_Pp3c27_7460V3.1	H4,H4	tt	H4,H4 tt	Ppat
Ppat_Pp3c27_7460V3.1	Ppat_Pp3c6_27740V3.1	-	+	32739	H2B	H4	Ppat_Pp3c27_7460V3.1,Ppat_Pp3c6_27740V3.1	H2B,H4	hh	H2B,H4 hh	Ppat
Ppat_Pp3c5_1791V3.1	Ppat_Pp3c5_1800V3.1	+	+	-158	H2AZ	H2A	Ppat_Pp3c5_1791V3.1,Ppat_Pp3c5_1800V3.1	H2A,H2AZ	ht	H2A,H2AZ ht	Ppat
Ptyfla_pfl_40v0_9_20150316_1g20750.t1	Ptyfla_pfl_40v0_9_20150316_1g22941.t1	-	-	4704	H3	H3	Ptyfla_pfl_40v0_9_20150316_1g20750.t1,Ptyfla_pfl_40v0_9_20150316_1g22941.t1	H3,H3	ht	H3,H3 ht	Ptyfla
Ptyfla_pfl_40v0_9_20150316_1g22940.t1	Ptyfla_pfl_40v0_9_20150316_1g22941.t1	-	+	-3127	H3	H3	Ptyfla_pfl_40v0_9_20150316_1g22940.t1,Ptyfla_pfl_40v0_9_20150316_1g22941.t1	H3,H3	tt	H3,H3 tt	Ptyfla
Rall_EPZ30802	Rall_EPZ32223	+	-	-167	H4	H3	Rall_EPZ30802,Rall_EPZ32223	H3,H4	hh	H3,H4 hh	Rall
Rall_EPZ30830	Rall_EPZ30831	+	-	-288	H2B	H2A	Rall_EPZ30830,Rall_EPZ30831	H2A,H2B	hh	H2A,H2B hh	Rall
Ramvar_GAU94129.1	Ramvar_GAU94130.1	+	-	-406	H2B	H2A	Ramvar_GAU94129.1,Ramvar_GAU94130.1	H2A,H2B	hh	H2A,H2B hh	Ramvar
Ramvar_GAU94130.1	Ramvar_GAV05295.1	-	+	471	H2A	H2B	Ramvar_GAU94130.1,Ramvar_GAV05295.1	H2A,H2B	hh	H2A,H2B hh	Ramvar
Ramvar_GAU94130.1	Ramvar_GAU94133.1	+	-	1021	H4	H2B	Ramvar_GAU94130.1,Ramvar_GAU94133.1	H2B,H4	tt	H2B,H4 tt	Ramvar
Ramvar_GAU94130.1	Ramvar_GAU94246.1	+	-	-432	H2A	H2B	Ramvar_GAU94130.1,Ramvar_GAU94246.1	H2A,H2B	hh	H2A,H2B hh	Ramvar
Ramvar_GAU94132.1	Ramvar_GAU94133.1	+	-	-683	H4	H3	Ramvar_GAU94132.1,Ramvar_GAU94133.1	H3,H4	hh	H3,H4 hh	Ramvar
Rhidel_EIE79225	Rhidel_EIE83417	+	-	-541	H4	H3	Rhidel_EIE79225,Rhidel_EIE83417	H3,H4	hh	H3,H4 hh	Rhidel
Rhidel_EIE79225	Rhidel_EIE91735	-	+	-1224	H2A	H3	Rhidel_EIE79225,Rhidel_EIE91735	H2A,H3	tt	H2A,H3 tt	Rhidel
Rhidel_EIE83417	Rhidel_EIE83418	-	+	-1145	H2A	H4	Rhidel_EIE83417,Rhidel_EIE83418	H2A,H4	tt	H2A,H4 tt	Rhidel
Rhidel_EIE83418	Rhidel_EIE83419	+	-	-564	H2B	H2A	Rhidel_EIE83418,Rhidel_EIE83419	H2A,H2B	hh	H2A,H2B hh	Rhidel
Rhidel_EIE83418	Rhidel_EIE83508	-	+	457	H2B	H2A	Rhidel_EIE83418,Rhidel_EIE83508	H2A,H2B	hh	H2A,H2B hh	Rhidel
Rhidel_EIE91735	Rhidel_EIE91736	+	-	-457	H2B	H2A	Rhidel_EIE91735,Rhidel_EIE91736	H2A,H2B	hh	H2A,H2B hh	Rhidel
Rirr_GBC16678	Rirr_GBC16680	+	-	-409	H4	H3	Rirr_GBC16678,Rirr_GBC16680	H3,H4	hh	H3,H4 hh	Rirr
Rirr_GBC16827	Rirr_GBC16828	-	+	563	H3	H4	Rirr_GBC16827,Rirr_GBC16828	H3,H4	hh	H3,H4 hh	Rirr
Rirr_GBC46393	Rirr_GBC46394	+	-	-642	H2A	H2B	Rirr_GBC46393,Rirr_GBC46394	H2A,H2B	hh	H2A,H2B hh	Rirr
Sappar_KDO17679	Sappar_KDO17680	-	-	-2101	H4	H4	Sappar_KDO17679,Sappar_KDO17680	H4,H4	ht	H4,H4 ht	Sappar
Sappar_KDO17680	Sappar_KDO17680	-	-	-1868	H4	H4	Sappar_KDO17680,Sappar_KDO17680	H4,H4	ht	H4,H4 ht	Sappar
Sappar_KDO17680	Sappar_KDO26684	+	-	-583	H3	H4	Sappar_KDO17680,Sappar_KDO26684	H3,H4	hh	H3,H4 hh	Sappar
Sappar_KDO17680	Sappar_KDO27242	+	-	-299	H3	H4	Sappar_KDO17680,Sappar_KDO27242	H3,H4	hh	H3,H4 hh	Sappar
Sappar_KDO23558	Sappar_KDO24590	+	-	-271	H2A	H2B	Sappar_KDO23558,Sappar_KDO24590	H2A,H2B	hh	H2A,H2B hh	Sappar
Sappar_KDO23558	Sappar_KDO27381	-	+	242	H2A	H2B	Sappar_KDO23558,Sappar_KDO27381	H2A,H2B	hh	H2A,H2B hh	Sappar
Sarc_Sarc4_g12926T	Sarc_Sarc4_g12927T	+	-	-467	H2A	H3	Sarc_Sarc4_g12926T,Sarc_Sarc4_g12927T	H2A,H3	hh	H2A,H3 hh	Sarc
Sarc_Sarc4_g12926T	Sarc_Sarc4_g12929T	+	-	3407	H4	H3	Sarc_Sarc4_g12926T,Sarc_Sarc4_g12929T	H3,H4	tt	H3,H4 tt	Sarc
Sarc_Sarc4_g12927T	Sarc_Sarc4_g12928T	-	+	-2749	H2B	H2A	Sarc_Sarc4_g12927T,Sarc_Sarc4_g12928T	H2A,H2B	tt	H2A,H2B tt	Sarc
Sarc_Sarc4_g12928T	Sarc_Sarc4_g12929T	+	-	-555	H4	H2B	Sarc_Sarc4_g12928T,Sarc_Sarc4_g12929T	H2B,H4	hh	H2B,H4 hh	Sarc
Sarc_Sarc4_g12929T	Sarc_Sarc4_g3247T	-	+	430	H2B	H4	Sarc_Sarc4_g12929T,Sarc_Sarc4_g3247T	H2B,H4	hh	H2B,H4 hh	Sarc
Sarc_Sarc4_g12929T	Sarc_Sarc4_g9386T	+	-	-497	H2B	H4	Sarc_Sarc4_g12929T,Sarc_Sarc4_g9386T	H2B,H4	hh	H2B,H4 hh	Sarc
Sbic_EER87889	Sbic_EER87889	+	-	-5721	H3	H3	Sbic_EER87889,Sbic_EER87889	H3,H3	hh	H3,H3 hh	Sbic
Sbic_EER92457	Sbic_EER92458	+	+	-2751	H2A	H2A	Sbic_EER92457,Sbic_EER92458	H2A,H2A	ht	H2A,H2A ht	Sbic
Sbic_EER92458	Sbic_EER95079	-	+	-2565	H2B	H2A	Sbic_EER92458,Sbic_EER95079	H2A,H2B	tt	H2A,H2B tt	Sbic
Sbic_EER97344	Sbic_EER97345	+	+	-2232	H2A	H2A	Sbic_EER97344,Sbic_EER97345	H2A,H2A	ht	H2A,H2A ht	Sbic
Scer_YBL002W	Scer_YBL003C	-	+	701	H2A	H2B	Scer_YBL002W,Scer_YBL003C	H2A,H2B	hh	H2A,H2B hh	Scer
Scer_YBR009C	Scer_YBR010W	+	-	-648	H3	H4	Scer_YBR009C,Scer_YBR010W	H3,H4	hh	H3,H4 hh	Scer
Scer_YDR224C	Scer_YDR225W	+	-	-819	H2AZ	H2B	Scer_YDR224C,Scer_YDR225W	H2AZ,H2B	hh	H2AZ,H2B hh	Scer
Skow_XP_002731239.1	Skow_XP_006812123.1	+	-	-847	H2B	H2A	Skow_XP_002731239.1,Skow_XP_006812123.1	H2A,H2B	hh	H2A,H2B hh	Skow
Skow_XP_002731239.1	Skow_XP_002733416.1	-	+	367	H2B	H2A	Skow_XP_002731239.1,Skow_XP_002733416.1	H2A,H2B	hh	H2A,H2B hh	Skow
Skow_XP_002731993.1	Skow_XP_002733166.1	+	-	-270	H2A	H2B	Skow_XP_002731993.1,Skow_XP_002733166.1	H2A,H2B	hh	H2A,H2B hh	Skow
Skow_XP_002733166.1	Skow_XP_006818184.1	+	-	-288	H2B	H2A	Skow_XP_002733166.1,Skow_XP_006818184.1	H2A,H2B	hh	H2A,H2B hh	Skow
Skow_XP_002733414.1	Skow_XP_002733416.1	+	-	10064	H2B	H2A	Skow_XP_002733414.1,Skow_XP_002733416.1	H2A,H2B	tt	H2A,H2B tt	Skow
Skow_XP_002733414.1	Skow_XP_002738088.2	-	-	5855	H3	H2A	Skow_XP_002733414.1,Skow_XP_002738088.2	H2A,H3	ht	H2A,H3 ht	Skow
Skow_XP_002733416.1	Skow_XP_002738088.2	-	+	-5863	H3	H2B	Skow_XP_002733416.1,Skow_XP_002738088.2	H2B,H3	tt	H2B,H3 tt	Skow
Skow_XP_002733416.1	Skow_XP_002735146.1	+	-	-314	H2A	H2B	Skow_XP_002733416.1,Skow_XP_002735146.1	H2A,H2B	hh	H2A,H2B hh	Skow
Skow_XP_002733416.1	Skow_XP_002738091.1	-	+	296	H2A	H2B	Skow_XP_002733416.1,Skow_XP_002738091.1	H2A,H2B	hh	H2A,H2B hh	Skow
Skow_XP_002735146.1	Skow_XP_006825352.1	-	+	335	H2B	H2A	Skow_XP_002735146.1,Skow_XP_006825352.1	H2A,H2B	hh	H2A,H2B hh	Skow
Skow_XP_002736940.1	Skow_XP_006819187.1	+	-	-26364	H2A	H2B	Skow_XP_002736940.1,Skow_XP_006819187.1	H2A,H2B	hh	H2A,H2B hh	Skow
Skow_XP_002738085.1	Skow_XP_006820571.1	+	-	-321	H2B	H2A	Skow_XP_002738085.1,Skow_XP_006820571.1	H2A,H2B	hh	H2A,H2B hh	Skow
Skow_XP_002738088.2	Skow_XP_006820574.1	+	-	3653	H2B	H3	Skow_XP_002738088.2,Skow_XP_006820574.1	H2B,H3	tt	H2B,H3 tt	Skow
Skow_XP_002738088.2	Skow_XP_006820302.1	-	+	1052	H4	H3	Skow_XP_002738088.2,Skow_XP_006820302.1	H3,H4	hh	H3,H4 hh	Skow
Skow_XP_002738088.2	Skow_XP_002738204.1	+	-	-2178	H4	H3	Skow_XP_002738088.2,Skow_XP_002738204.1	H3,H4	hh	H3,H4 hh	Skow
Skow_XP_002738091.1	Skow_XP_006820574.1	+	-	-320	H2B	H2A	Skow_XP_002738091.1,Skow_XP_006820574.1	H2A,H2B	hh	H2A,H2B hh	Skow
Skow_XP_002739290.1	Skow_XP_002739291.1	+	-	-1918	H2A	H2B	Skow_XP_002739290.1,Skow_XP_002739291.1	H2A,H2B	hh	H2A,H2B hh	Skow
Skow_XP_002740697.1	Skow_XP_006823988.1	+	-	-340	H2B	H2A	Skow_XP_002740697.1,Skow_XP_006823988.1	H2A,H2B	hh	H2A,H2B hh	Skow
Skow_XP_006817030.1	Skow_XP_006817031.1	+	-	-161	H4	macroH2A	Skow_XP_006817030.1,Skow_XP_006817031.1	H4,macroH2A	hh	H4,macroH2A hh	Skow
Sman_Smp_074610.1_pep	Sman_Smp_089840.1_pep	-	-	11505	H2A	H3	Sman_Smp_074610.1_pep,Sman_Smp_089840.1_pep	H2A,H3	ht	H2A,H3 ht	Sman
Sman_Smp_074610.1_pep	Sman_Smp_089870.1_pep	+	-	-1550	H2A	H3	Sman_Smp_074610.1_pep,Sman_Smp_089870.1_pep	H2A,H3	hh	H2A,H3 hh	Sman
Sphfal_Sphfalx05G143800.1.p	Sphfal_Sphfalx05G143900.1.p	-	-	-666	H2B	H2B	Sphfal_Sphfalx05G143800.1.p,Sphfal_Sphfalx05G143900.1.p	H2B,H2B	ht	H2B,H2B ht	Sphfal
Spis_XP_022782074_1	Spis_XP_022792399_1	-	-	1241	H3	H2A	Spis_XP_022782074_1,Spis_XP_022792399_1	H2A,H3	ht	H2A,H3 ht	Spis
Spis_XP_022782074_1	Spis_XP_022792396_1	+	-	-302	H2B	H2A	Spis_XP_022782074_1,Spis_XP_022792396_1	H2A,H2B	hh	H2A,H2B hh	Spis
Spis_XP_022782074_1	Spis_XP_022792401_1	-	-	3861	H3	H2A	Spis_XP_022782074_1,Spis_XP_022792401_1	H2A,H3	ht	H2A,H3 ht	Spis
Spis_XP_022782075_1	Spis_XP_022792392_1	+	-	853	H2AZ	H4	Spis_XP_022782075_1,Spis_XP_022792392_1	H2AZ,H4	tt	H2AZ,H4 tt	Spis
Spis_XP_022782075_1	Spis_XP_022792399_1	+	-	-501	H3	H4	Spis_XP_022782075_1,Spis_XP_022792399_1	H3,H4	hh	H3,H4 hh	Spis
Spis_XP_022792392_1	Spis_XP_022792397_1	-	+	192	H2B	H2AZ	Spis_XP_022792392_1,Spis_XP_022792397_1	H2AZ,H2B	hh	H2AZ,H2B hh	Spis
Spis_XP_022792399_1	Spis_XP_022792393_1	+	+	1607	H2A	H3	Spis_XP_022792393_1,Spis_XP_022792399_1	H2A,H3	ht	H2A,H3 ht	Spis
Spis_XP_022792399_1	Spis_XP_022792399_1	+	-	4121	H3	H3	Spis_XP_022792399_1,Spis_XP_022792399_1	H3,H3	tt	H3,H3 tt	Spis
Spis_XP_022801281_1	Spis_XP_022801292_1	-	+	339	H2A	H2B	Spis_XP_022801281_1,Spis_XP_022801292_1	H2A,H2B	hh	H2A,H2B hh	Spis
Spom_SPAC1834.03c.1_pep	Spom_SPAC1834.04.1_pep	+	-	-148	H3	H4	Spom_SPAC1834.03c.1_pep,Spom_SPAC1834.04.1_pep	H3,H4	hh	H3,H4 hh	Spom
Spom_SPCC622.08c.1_pep	Spom_SPCC622.09.1_pep	+	-	-174	H2B	H2A	Spom_SPCC622.08c.1_pep,Spom_SPCC622.09.1_pep	H2A,H2B	hh	H2A,H2B hh	Spom
Spun_KNC96050	Spun_KNC96051	+	-	-261	H4	H3	Spun_KNC96050,Spun_KNC96051	H3,H4	hh	H3,H4 hh	Spun
Spun_KND03295	Spun_KND03296	+	-	-219	H2B	H2A	Spun_KND03295,Spun_KND03296	H2A,H2B	hh	H2A,H2B hh	Spun
Spur_NP_001014426.1	Spur_XP_030838374.1	-	-	-684	H3	H2A	Spur_NP_001014426.1,Spur_XP_030838374.1	H2A,H3	ht	H2A,H3 ht	Spur
Spur_NP_001014426.1	Spur_XP_030829748.1	-	-	2031	H4	H2A	Spur_NP_001014426.1,Spur_XP_030829748.1	H2A,H4	ht	H2A,H4 ht	Spur
