Caulen_g1.t1	Caulen_1_1
Caulen_g1606.t1	Caulen_74_213
Caulen_g1607.t1	Caulen_74_214
Caulen_g1608.t1	Caulen_74_215
Caulen_g1609.t1	Caulen_74_216
Caulen_g1610.t1	Caulen_74_217
Caulen_g1611.t1	Caulen_74_218
Caulen_g1612.t1	Caulen_74_219
Caulen_g1613.t1	Caulen_74_220
Caulen_g1614.t1	Caulen_74_221
Caulen_g1615.t1	Caulen_74_222
Caulen_g1616.t1	Caulen_74_223
Caulen_g1617.t1	Caulen_74_224
Caulen_g1618.t1	Caulen_74_225
Caulen_g1619.t1	Caulen_74_226
Caulen_g1620.t1	Caulen_74_227
Caulen_g1621.t1	Caulen_74_228
Caulen_g1622.t1	Caulen_74_229
Caulen_g1623.t1	Caulen_74_230
Caulen_g1624.t1	Caulen_74_231
Caulen_g1625.t1	Caulen_74_232
Caulen_g1626.t1	Caulen_74_233
Caulen_g1627.t1	Caulen_74_234
Caulen_g1628.t1	Caulen_74_235
Caulen_g1629.t1	Caulen_74_236
Caulen_g1630.t1	Caulen_74_237
Caulen_g1631.t2	Caulen_74_238
Caulen_g1632.t1	Caulen_74_239
Caulen_g1633.t1	Caulen_74_240
Caulen_g1634.t1	Caulen_74_241
Caulen_g1635.t1	Caulen_74_242
Caulen_g1636.t1	Caulen_74_243
Caulen_g1637.t1	Caulen_74_244
Caulen_g1638.t1	Caulen_74_245
Caulen_g1639.t1	Caulen_74_246
Caulen_g1640.t1	Caulen_74_247
Caulen_g1641.t1	Caulen_74_248
Caulen_g1642.t1	Caulen_74_249
Caulen_g1643.t1	Caulen_74_250
Caulen_g1644.t1	Caulen_74_251
Caulen_g1645.t1	Caulen_74_252
Caulen_g1646.t1	Caulen_74_253
Caulen_g1647.t1	Caulen_74_254
Caulen_g1648.t1	Caulen_74_255
Caulen_g1649.t1	Caulen_74_256
Caulen_g1650.t1	Caulen_74_257
Caulen_g1651.t1	Caulen_74_258
Caulen_g1652.t1	Caulen_74_259
Caulen_g1653.t1	Caulen_74_260
Caulen_g1654.t1	Caulen_74_261
Caulen_g1655.t1	Caulen_74_262
Caulen_g1656.t1	Caulen_74_263
Caulen_g1657.t1	Caulen_74_264
Caulen_g1658.t2	Caulen_74_265
Caulen_g1659.t1	Caulen_74_266
Caulen_g1660.t1	Caulen_74_267
Caulen_g1661.t1	Caulen_74_268
Caulen_g1662.t1	Caulen_74_269
Caulen_g1663.t1	Caulen_74_270
Caulen_g1664.t1	Caulen_74_271
Caulen_g1665.t1	Caulen_74_272
Caulen_g1666.t1	Caulen_74_273
Caulen_g1667.t1	Caulen_74_274
Caulen_g1668.t1	Caulen_74_275
Caulen_g1669.t1	Caulen_74_276
Caulen_g1670.t1	Caulen_74_277
Caulen_g1671.t1	Caulen_74_278
Caulen_g1672.t1	Caulen_74_279
Caulen_g1673.t1	Caulen_74_280
Caulen_g1674.t1	Caulen_74_281
Caulen_g1675.t1	Caulen_74_282
Caulen_g1676.t1	Caulen_74_283
Caulen_g1677.t1	Caulen_74_284
Caulen_g1678.t1	Caulen_74_285
Caulen_g1679.t1	Caulen_74_286
Caulen_g1680.t1	Caulen_74_287
Caulen_g1681.t1	Caulen_74_288
Caulen_g1682.t1	Caulen_74_289
Caulen_g1683.t1	Caulen_74_290
Caulen_g1684.t1	Caulen_74_291
Caulen_g1685.t1	Caulen_74_292
Caulen_g1686.t1	Caulen_74_293
Caulen_g1687.t1	Caulen_74_294
Caulen_g1688.t1	Caulen_74_295
Caulen_g1689.t1	Caulen_74_296
Caulen_g1690.t1	Caulen_74_297
Caulen_g1691.t1	Caulen_74_298
Caulen_g1692.t1	Caulen_74_299
Caulen_g1693.t1	Caulen_74_300
Caulen_g1694.t1	Caulen_74_301
Caulen_g1695.t1	Caulen_74_302
Caulen_g1696.t1	Caulen_74_303
Caulen_g1697.t1	Caulen_74_304
Caulen_g1698.t1	Caulen_74_305
Caulen_g1699.t1	Caulen_74_306
Caulen_g1700.t1	Caulen_74_307
Caulen_g1701.t1	Caulen_74_308
Caulen_g1702.t1	Caulen_74_309
Caulen_g1703.t1	Caulen_74_310
Caulen_g1704.t1	Caulen_74_311
Caulen_g1705.t1	Caulen_74_312
Caulen_g1706.t1	Caulen_74_313
Caulen_g1707.t1	Caulen_74_314
Caulen_g1708.t1	Caulen_74_315
Caulen_g1709.t1	Caulen_74_316
Caulen_g1710.t1	Caulen_74_317
Caulen_g1711.t1	Caulen_74_318
Caulen_g1712.t1	Caulen_74_319
Caulen_g1713.t1	Caulen_74_320
Caulen_g1714.t1	Caulen_74_321
Caulen_g1715.t1	Caulen_74_322
Caulen_g1716.t1	Caulen_74_323
Caulen_g1717.t1	Caulen_74_324
Caulen_g1718.t1	Caulen_74_325
Caulen_g1719.t1	Caulen_74_326
Caulen_g1720.t1	Caulen_74_327
Caulen_g1721.t1	Caulen_74_328
Caulen_g1722.t1	Caulen_74_329
Caulen_g1723.t1	Caulen_74_330
Caulen_g1724.t1	Caulen_74_331
Caulen_g1725.t1	Caulen_74_332
Caulen_g1726.t1	Caulen_74_333
Caulen_g1727.t1	Caulen_74_334
Caulen_g1728.t1	Caulen_74_335
Caulen_g1729.t1	Caulen_74_336
Caulen_g1730.t1	Caulen_74_337
Caulen_g1731.t1	Caulen_74_338
Caulen_g1732.t1	Caulen_74_339
Caulen_g1733.t1	Caulen_74_340
Caulen_g1734.t1	Caulen_74_341
Caulen_g1735.t1	Caulen_74_342
Caulen_g1736.t1	Caulen_74_343
Caulen_g1737.t1	Caulen_74_344
Caulen_g1738.t1	Caulen_74_345
Caulen_g1739.t1	Caulen_74_346
Caulen_g1740.t1	Caulen_74_347
Caulen_g1741.t1	Caulen_74_348
Caulen_g1742.t1	Caulen_74_349
Caulen_g1743.t1	Caulen_74_350
Caulen_g1744.t1	Caulen_74_351
Caulen_g1745.t1	Caulen_74_352
Caulen_g1746.t1	Caulen_74_353
Caulen_g1747.t1	Caulen_74_354
Caulen_g1748.t1	Caulen_74_355
Caulen_g1749.t1	Caulen_74_356
Caulen_g1750.t1	Caulen_74_357
Caulen_g1751.t1	Caulen_74_358
Caulen_g1752.t1	Caulen_74_359
Caulen_g1753.t1	Caulen_74_360
Caulen_g1754.t1	Caulen_74_361
Caulen_g1755.t1	Caulen_74_362
Caulen_g1756.t1	Caulen_74_363
Caulen_g1757.t1	Caulen_74_364
Caulen_g1758.t1	Caulen_74_365
Caulen_g1759.t1	Caulen_74_366
Caulen_g1760.t1	Caulen_74_367
Caulen_g1761.t1	Caulen_74_368
Caulen_g1762.t1	Caulen_74_369
Caulen_g1763.t1	Caulen_74_370
Caulen_g1764.t1	Caulen_74_371
Caulen_g1765.t1	Caulen_74_372
Caulen_g1766.t1	Caulen_74_373
Caulen_g1767.t1	Caulen_74_374
Caulen_g1768.t1	Caulen_74_375
Caulen_g1769.t1	Caulen_74_376
Caulen_g1770.t1	Caulen_74_377
Caulen_g1771.t1	Caulen_74_378
Caulen_g1772.t1	Caulen_74_379
Caulen_g1773.t1	Caulen_74_380
Caulen_g1774.t1	Caulen_74_381
Caulen_g1775.t1	Caulen_74_382
Caulen_g1776.t1	Caulen_74_383
Caulen_g1777.t1	Caulen_74_384
Caulen_g1778.t1	Caulen_74_385
Caulen_g1779.t1	Caulen_74_386
Caulen_g1780.t1	Caulen_74_387
Caulen_g1781.t1	Caulen_74_388
Caulen_g1782.t1	Caulen_74_389
Caulen_g1783.t1	Caulen_74_390
Caulen_g1784.t1	Caulen_74_391
Caulen_g1785.t1	Caulen_74_392
Caulen_g1786.t1	Caulen_74_393
Caulen_g1787.t1	Caulen_74_394
Caulen_g1788.t1	Caulen_74_395
Caulen_g1789.t1	Caulen_74_396
Caulen_g1790.t1	Caulen_74_397
Caulen_g1791.t1	Caulen_74_398
Caulen_g1792.t1	Caulen_74_399
Caulen_g1793.t1	Caulen_74_400
Caulen_g1794.t1	Caulen_74_401
Caulen_g1795.t1	Caulen_74_402
Caulen_g1796.t1	Caulen_74_403
Caulen_g1797.t1	Caulen_74_404
Caulen_g1798.t1	Caulen_74_405
Caulen_g1799.t1	Caulen_74_406
Caulen_g1800.t1	Caulen_74_407
Caulen_g1801.t1	Caulen_74_408
Caulen_g1802.t1	Caulen_74_409
Caulen_g1803.t1	Caulen_74_410
Caulen_g1804.t1	Caulen_74_411
Caulen_g1805.t1	Caulen_74_412
Caulen_g1806.t1	Caulen_74_413
Caulen_g1807.t1	Caulen_74_414
Caulen_g1808.t1	Caulen_74_415
Caulen_g1809.t1	Caulen_74_416
Caulen_g1810.t1	Caulen_74_417
Caulen_g1811.t1	Caulen_74_418
Caulen_g1812.t1	Caulen_74_419
Caulen_g1813.t1	Caulen_74_420
Caulen_g1814.t1	Caulen_74_421
Caulen_g1815.t1	Caulen_74_422
Caulen_g1816.t1	Caulen_74_423
Caulen_g1817.t1	Caulen_74_424
Caulen_g1818.t1	Caulen_74_425
Caulen_g1819.t1	Caulen_74_426
Caulen_g1820.t1	Caulen_74_427
Caulen_g1821.t1	Caulen_74_428
Caulen_g1822.t2	Caulen_74_429
Caulen_g1823.t1	Caulen_74_430
Caulen_g1824.t1	Caulen_74_431
Caulen_g1825.t1	Caulen_74_432
Caulen_g1826.t1	Caulen_74_433
Caulen_g1827.t1	Caulen_74_434
Caulen_g1828.t1	Caulen_74_435
Caulen_g1829.t1	Caulen_74_436
Caulen_g1830.t1	Caulen_74_437
Caulen_g1831.t1	Caulen_74_438
Caulen_g1832.t1	Caulen_74_439
Caulen_g1833.t1	Caulen_74_440
Caulen_g1834.t1	Caulen_74_441
Caulen_g1835.t1	Caulen_74_442
Caulen_g1836.t1	Caulen_74_443
Caulen_g1837.t1	Caulen_74_444
Caulen_g1838.t1	Caulen_74_445
Caulen_g1839.t1	Caulen_74_446
Caulen_g1840.t1	Caulen_74_447
Caulen_g1841.t1	Caulen_74_448
Caulen_g1842.t1	Caulen_74_449
Caulen_g1843.t1	Caulen_74_450
Caulen_g1844.t1	Caulen_74_451
Caulen_g1845.t1	Caulen_74_452
Caulen_g1846.t1	Caulen_74_453
Caulen_g1847.t1	Caulen_74_454
Caulen_g1848.t1	Caulen_74_455
Caulen_g1849.t1	Caulen_74_456
Caulen_g1850.t1	Caulen_74_457
Caulen_g9134.t1	Caulen_75_1
Caulen_g9135.t1	Caulen_75_2
Caulen_g9136.t1	Caulen_75_3
Caulen_g9137.t1	Caulen_75_4
Caulen_g9138.t1	Caulen_75_5
Caulen_g9139.t1	Caulen_76_1
Caulen_g9140.t1	Caulen_77_1
Caulen_g9141.t1	Caulen_78_1
Caulen_g9142.t1	Caulen_78_2
Caulen_g9143.t1	Caulen_78_3
Caulen_g9144.t1	Caulen_78_4
Caulen_g9145.t1	Caulen_78_5
Caulen_g9146.t1	Caulen_78_6
Caulen_g9147.t1	Caulen_79_1
Caulen_g9148.t1	Caulen_79_2
Caulen_g9149.t1	Caulen_79_3
Caulen_g9150.t1	Caulen_79_4
Caulen_g9151.t1	Caulen_79_5
Caulen_g9152.t1	Caulen_79_6
Caulen_g9153.t1	Caulen_79_7
Caulen_g9154.t1	Caulen_79_8
Caulen_g9155.t1	Caulen_80_1
Caulen_g9156.t1	Caulen_81_1
Caulen_g9157.t1	Caulen_81_2
Caulen_g9158.t1	Caulen_81_3
Caulen_g9159.t1	Caulen_81_4
Caulen_g1851.t1	Caulen_82_1
Caulen_g1852.t1	Caulen_82_2
Caulen_g1853.t1	Caulen_82_3
Caulen_g1854.t1	Caulen_82_4
Caulen_g1855.t1	Caulen_82_5
Caulen_g1856.t1	Caulen_82_6
Caulen_g1857.t1	Caulen_82_7
Caulen_g1858.t1	Caulen_82_8
Caulen_g1859.t3	Caulen_82_9
Caulen_g1860.t1	Caulen_82_10
Caulen_g1861.t1	Caulen_82_11
Caulen_g1862.t1	Caulen_82_12
Caulen_g1863.t1	Caulen_82_13
Caulen_g1864.t1	Caulen_82_14
Caulen_g1865.t1	Caulen_82_15
Caulen_g1866.t1	Caulen_82_16
Caulen_g1867.t2	Caulen_82_17
Caulen_g1868.t1	Caulen_82_18
Caulen_g1869.t1	Caulen_82_19
Caulen_g1870.t1	Caulen_82_20
Caulen_g1871.t1	Caulen_82_21
Caulen_g1872.t1	Caulen_82_22
Caulen_g1873.t1	Caulen_82_23
Caulen_g1874.t1	Caulen_82_24
Caulen_g1875.t1	Caulen_82_25
Caulen_g1876.t1	Caulen_82_26
Caulen_g1877.t1	Caulen_82_27
Caulen_g1878.t1	Caulen_82_28
Caulen_g1879.t1	Caulen_82_29
Caulen_g1880.t1	Caulen_82_30
Caulen_g1881.t1	Caulen_82_31
Caulen_g1882.t1	Caulen_82_32
Caulen_g1883.t1	Caulen_82_33
Caulen_g1884.t1	Caulen_82_34
Caulen_g1885.t1	Caulen_82_35
Caulen_g1886.t1	Caulen_82_36
Caulen_g1887.t1	Caulen_82_37
Caulen_g1888.t1	Caulen_82_38
Caulen_g1889.t1	Caulen_82_39
Caulen_g1890.t1	Caulen_82_40
Caulen_g1891.t1	Caulen_82_41
Caulen_g1892.t1	Caulen_82_42
Caulen_g1893.t2	Caulen_82_43
Caulen_g1894.t1	Caulen_82_44
Caulen_g1895.t2	Caulen_82_45
Caulen_g1896.t1	Caulen_82_46
Caulen_g1897.t1	Caulen_82_47
Caulen_g1898.t1	Caulen_82_48
Caulen_g1899.t1	Caulen_82_49
Caulen_g1900.t1	Caulen_82_50
Caulen_g1901.t1	Caulen_82_51
Caulen_g1902.t1	Caulen_82_52
Caulen_g1903.t1	Caulen_82_53
Caulen_g1904.t1	Caulen_82_54
Caulen_g1905.t1	Caulen_82_55
Caulen_g1906.t1	Caulen_82_56
Caulen_g1907.t1	Caulen_82_57
Caulen_g1908.t1	Caulen_82_58
Caulen_g1909.t1	Caulen_82_59
Caulen_g1910.t2	Caulen_82_60
Caulen_g1911.t1	Caulen_82_61
Caulen_g1912.t1	Caulen_82_62
Caulen_g1913.t1	Caulen_82_63
Caulen_g1914.t1	Caulen_82_64
Caulen_g1915.t1	Caulen_82_65
Caulen_g1916.t1	Caulen_82_66
Caulen_g1917.t1	Caulen_82_67
Caulen_g1918.t1	Caulen_82_68
Caulen_g1919.t1	Caulen_82_69
Caulen_g1920.t1	Caulen_82_70
Caulen_g1921.t1	Caulen_82_71
Caulen_g1922.t1	Caulen_82_72
Caulen_g1923.t1	Caulen_82_73
Caulen_g1924.t1	Caulen_82_74
Caulen_g1925.t1	Caulen_82_75
Caulen_g1926.t1	Caulen_82_76
Caulen_g1927.t1	Caulen_82_77
Caulen_g1928.t1	Caulen_82_78
Caulen_g1929.t1	Caulen_82_79
Caulen_g1930.t1	Caulen_82_80
Caulen_g1931.t1	Caulen_82_81
Caulen_g1932.t1	Caulen_82_82
Caulen_g1933.t2	Caulen_82_83
Caulen_g1934.t1	Caulen_82_84
Caulen_g1935.t2	Caulen_82_85
Caulen_g1936.t1	Caulen_82_86
Caulen_g1937.t1	Caulen_82_87
Caulen_g1938.t1	Caulen_82_88
Caulen_g1939.t1	Caulen_82_89
Caulen_g1940.t1	Caulen_82_90
Caulen_g1941.t1	Caulen_82_91
Caulen_g1942.t1	Caulen_82_92
Caulen_g1943.t1	Caulen_82_93
Caulen_g1944.t1	Caulen_82_94
Caulen_g1945.t1	Caulen_82_95
Caulen_g1946.t1	Caulen_82_96
Caulen_g1947.t1	Caulen_82_97
Caulen_g1948.t1	Caulen_82_98
Caulen_g1949.t1	Caulen_82_99
Caulen_g1950.t1	Caulen_82_100
Caulen_g1951.t1	Caulen_82_101
Caulen_g1952.t1	Caulen_82_102
Caulen_g1953.t1	Caulen_82_103
Caulen_g1954.t1	Caulen_82_104
Caulen_g1955.t1	Caulen_82_105
Caulen_g1956.t1	Caulen_82_106
Caulen_g1957.t1	Caulen_82_107
Caulen_g1958.t1	Caulen_82_108
Caulen_g1959.t1	Caulen_82_109
Caulen_g1960.t1	Caulen_82_110
Caulen_g1961.t1	Caulen_82_111
Caulen_g1962.t1	Caulen_82_112
Caulen_g1963.t1	Caulen_82_113
Caulen_g1964.t1	Caulen_82_114
Caulen_g1965.t1	Caulen_82_115
Caulen_g1966.t1	Caulen_82_116
Caulen_g1967.t1	Caulen_82_117
Caulen_g1968.t1	Caulen_82_118
Caulen_g1969.t1	Caulen_82_119
Caulen_g1970.t1	Caulen_82_120
Caulen_g1971.t1	Caulen_82_121
Caulen_g1972.t1	Caulen_82_122
Caulen_g1973.t1	Caulen_82_123
Caulen_g1974.t1	Caulen_82_124
Caulen_g1975.t1	Caulen_82_125
Caulen_g1976.t1	Caulen_82_126
Caulen_g1977.t1	Caulen_82_127
Caulen_g1978.t1	Caulen_82_128
Caulen_g1979.t1	Caulen_82_129
Caulen_g1980.t1	Caulen_82_130
Caulen_g1981.t1	Caulen_82_131
Caulen_g1982.t1	Caulen_82_132
Caulen_g1983.t1	Caulen_82_133
Caulen_g1984.t1	Caulen_82_134
Caulen_g1985.t1	Caulen_82_135
Caulen_g1986.t1	Caulen_82_136
Caulen_g1987.t1	Caulen_82_137
Caulen_g1988.t1	Caulen_82_138
Caulen_g1989.t1	Caulen_82_139
Caulen_g1991.t1	Caulen_82_140
Caulen_g1990.t1	Caulen_82_141
Caulen_g1992.t1	Caulen_82_142
Caulen_g1993.t1	Caulen_82_143
Caulen_g1994.t1	Caulen_82_144
Caulen_g1995.t1	Caulen_82_145
Caulen_g1996.t1	Caulen_82_146
Caulen_g1997.t1	Caulen_82_147
Caulen_g1998.t1	Caulen_82_148
Caulen_g1999.t1	Caulen_82_149
Caulen_g2000.t1	Caulen_82_150
Caulen_g2001.t1	Caulen_82_151
Caulen_g2002.t1	Caulen_82_152
Caulen_g2003.t1	Caulen_82_153
Caulen_g2004.t1	Caulen_82_154
Caulen_g2005.t1	Caulen_82_155
Caulen_g2006.t1	Caulen_82_156
Caulen_g2007.t1	Caulen_82_157
Caulen_g2008.t1	Caulen_82_158
Caulen_g2009.t1	Caulen_82_159
Caulen_g2010.t1	Caulen_82_160
Caulen_g2011.t1	Caulen_82_161
Caulen_g2012.t1	Caulen_82_162
Caulen_g2013.t1	Caulen_82_163
Caulen_g2014.t1	Caulen_82_164
Caulen_g2015.t1	Caulen_82_165
Caulen_g2016.t1	Caulen_82_166
Caulen_g2017.t1	Caulen_82_167
Caulen_g2018.t1	Caulen_82_168
Caulen_g2019.t1	Caulen_82_169
Caulen_g2020.t1	Caulen_82_170
Caulen_g2021.t1	Caulen_82_171
Caulen_g2022.t1	Caulen_82_172
Caulen_g2023.t1	Caulen_82_173
Caulen_g2024.t1	Caulen_82_174
Caulen_g2025.t1	Caulen_82_175
Caulen_g2026.t1	Caulen_82_176
Caulen_g2027.t1	Caulen_82_177
Caulen_g2028.t1	Caulen_82_178
Caulen_g2029.t1	Caulen_82_179
Caulen_g2030.t1	Caulen_82_180
Caulen_g2031.t1	Caulen_82_181
Caulen_g2032.t1	Caulen_82_182
Caulen_g2033.t1	Caulen_82_183
Caulen_g2034.t1	Caulen_82_184
Caulen_g2035.t1	Caulen_82_185
Caulen_g2036.t1	Caulen_82_186
Caulen_g2037.t1	Caulen_82_187
Caulen_g2038.t1	Caulen_82_188
Caulen_g2039.t1	Caulen_82_189
Caulen_g2040.t1	Caulen_82_190
Caulen_g2041.t1	Caulen_82_191
Caulen_g2042.t1	Caulen_82_192
Caulen_g2043.t1	Caulen_82_193
Caulen_g2044.t1	Caulen_82_194
Caulen_g2045.t1	Caulen_82_195
Caulen_g2046.t1	Caulen_82_196
Caulen_g2047.t1	Caulen_82_197
Caulen_g2048.t1	Caulen_82_198
Caulen_g2049.t1	Caulen_82_199
Caulen_g2050.t1	Caulen_82_200
Caulen_g2051.t1	Caulen_82_201
Caulen_g2052.t1	Caulen_82_202
Caulen_g2053.t1	Caulen_82_203
Caulen_g2054.t1	Caulen_82_204
Caulen_g2055.t1	Caulen_82_205
Caulen_g2056.t1	Caulen_82_206
Caulen_g2057.t1	Caulen_82_207
Caulen_g2058.t1	Caulen_82_208
Caulen_g2059.t1	Caulen_82_209
Caulen_g2060.t1	Caulen_82_210
Caulen_g2061.t1	Caulen_82_211
Caulen_g2062.t1	Caulen_82_212
Caulen_g2063.t1	Caulen_82_213
Caulen_g2064.t1	Caulen_82_214
Caulen_g2065.t1	Caulen_82_215
Caulen_g2066.t1	Caulen_82_216
Caulen_g2067.t1	Caulen_82_217
Caulen_g2068.t1	Caulen_82_218
Caulen_g2069.t1	Caulen_82_219
Caulen_g2070.t1	Caulen_82_220
Caulen_g2071.t1	Caulen_82_221
Caulen_g2072.t1	Caulen_82_222
Caulen_g2073.t1	Caulen_82_223
Caulen_g2074.t1	Caulen_82_224
Caulen_g2075.t1	Caulen_82_225
Caulen_g2076.t1	Caulen_82_226
Caulen_g2077.t1	Caulen_82_227
Caulen_g2078.t1	Caulen_82_228
Caulen_g2079.t1	Caulen_82_229
Caulen_g2080.t1	Caulen_82_230
Caulen_g2081.t1	Caulen_82_231
Caulen_g2082.t1	Caulen_82_232
Caulen_g2083.t1	Caulen_82_233
Caulen_g2084.t1	Caulen_82_234
Caulen_g2085.t1	Caulen_82_235
Caulen_g2086.t1	Caulen_82_236
Caulen_g2087.t1	Caulen_82_237
Caulen_g2088.t1	Caulen_82_238
Caulen_g2089.t1	Caulen_82_239
Caulen_g2090.t1	Caulen_82_240
Caulen_g2091.t1	Caulen_82_241
Caulen_g2092.t1	Caulen_82_242
Caulen_g2093.t1	Caulen_82_243
Caulen_g2094.t1	Caulen_82_244
Caulen_g2095.t1	Caulen_82_245
Caulen_g2096.t1	Caulen_82_246
Caulen_g2097.t1	Caulen_82_247
Caulen_g2098.t1	Caulen_82_248
Caulen_g2099.t1	Caulen_82_249
Caulen_g2100.t1	Caulen_82_250
Caulen_g2101.t1	Caulen_82_251
Caulen_g2102.t1	Caulen_82_252
Caulen_g2103.t1	Caulen_82_253
Caulen_g2104.t1	Caulen_82_254
Caulen_g2105.t1	Caulen_82_255
Caulen_g2106.t1	Caulen_82_256
Caulen_g2107.t1	Caulen_82_257
Caulen_g2108.t1	Caulen_82_258
Caulen_g2109.t1	Caulen_82_259
Caulen_g2110.t1	Caulen_82_260
Caulen_g2111.t1	Caulen_82_261
Caulen_g2112.t1	Caulen_82_262
Caulen_g2113.t1	Caulen_82_263
Caulen_g2114.t1	Caulen_82_264
Caulen_g2115.t1	Caulen_82_265
Caulen_g2116.t1	Caulen_82_266
Caulen_g2117.t1	Caulen_82_267
Caulen_g2118.t1	Caulen_82_268
Caulen_g2119.t1	Caulen_82_269
Caulen_g2120.t1	Caulen_82_270
Caulen_g2121.t1	Caulen_82_271
Caulen_g2122.t1	Caulen_82_272
Caulen_g2123.t1	Caulen_82_273
Caulen_g2124.t1	Caulen_82_274
Caulen_g2125.t1	Caulen_82_275
Caulen_g2126.t1	Caulen_82_276
Caulen_g2127.t1	Caulen_82_277
Caulen_g2128.t1	Caulen_82_278
Caulen_g2129.t1	Caulen_82_279
Caulen_g2130.t1	Caulen_82_280
Caulen_g2131.t1	Caulen_82_281
Caulen_g2132.t1	Caulen_82_282
Caulen_g2133.t1	Caulen_82_283
Caulen_g2134.t1	Caulen_82_284
Caulen_g2135.t1	Caulen_82_285
Caulen_g2136.t1	Caulen_82_286
Caulen_g2137.t1	Caulen_82_287
Caulen_g2138.t1	Caulen_82_288
Caulen_g2139.t1	Caulen_82_289
Caulen_g2140.t1	Caulen_82_290
Caulen_g2141.t1	Caulen_82_291
Caulen_g2142.t1	Caulen_82_292
Caulen_g2143.t1	Caulen_82_293
Caulen_g2144.t1	Caulen_82_294
Caulen_g2145.t1	Caulen_82_295
Caulen_g2146.t1	Caulen_82_296
Caulen_g2147.t1	Caulen_82_297
Caulen_g2148.t2	Caulen_82_298
Caulen_g2149.t1	Caulen_82_299
Caulen_g2150.t1	Caulen_82_300
Caulen_g2151.t1	Caulen_82_301
Caulen_g2152.t1	Caulen_82_302
Caulen_g2153.t1	Caulen_82_303
Caulen_g2154.t1	Caulen_82_304
Caulen_g2155.t1	Caulen_82_305
Caulen_g2156.t1	Caulen_82_306
Caulen_g2157.t1	Caulen_82_307
Caulen_g2158.t1	Caulen_82_308
Caulen_g2159.t1	Caulen_82_309
Caulen_g2160.t1	Caulen_82_310
Caulen_g2161.t1	Caulen_82_311
Caulen_g2162.t1	Caulen_82_312
Caulen_g2163.t1	Caulen_82_313
Caulen_g2164.t1	Caulen_82_314
Caulen_g2165.t2	Caulen_82_315
Caulen_g2166.t1	Caulen_82_316
Caulen_g2167.t1	Caulen_82_317
Caulen_g2168.t1	Caulen_82_318
Caulen_g2169.t1	Caulen_82_319
Caulen_g2170.t1	Caulen_82_320
Caulen_g2171.t2	Caulen_82_321
Caulen_g2172.t1	Caulen_82_322
Caulen_g2173.t1	Caulen_82_323
Caulen_g2174.t1	Caulen_82_324
Caulen_g2175.t1	Caulen_82_325
Caulen_g2176.t1	Caulen_82_326
Caulen_g2177.t1	Caulen_82_327
Caulen_g2178.t1	Caulen_82_328
Caulen_g2179.t1	Caulen_82_329
Caulen_g2180.t1	Caulen_82_330
Caulen_g2181.t1	Caulen_82_331
Caulen_g2182.t1	Caulen_82_332
Caulen_g2183.t1	Caulen_82_333
Caulen_g2184.t1	Caulen_82_334
Caulen_g2185.t1	Caulen_82_335
Caulen_g2186.t1	Caulen_82_336
Caulen_g2187.t1	Caulen_82_337
Caulen_g2188.t1	Caulen_82_338
Caulen_g2189.t1	Caulen_82_339
Caulen_g2190.t1	Caulen_82_340
Caulen_g2191.t1	Caulen_82_341
Caulen_g2192.t1	Caulen_82_342
Caulen_g2193.t1	Caulen_82_343
Caulen_g2194.t1	Caulen_82_344
Caulen_g2195.t1	Caulen_82_345
Caulen_g2196.t1	Caulen_82_346
Caulen_g2197.t1	Caulen_82_347
Caulen_g2198.t1	Caulen_82_348
Caulen_g2199.t1	Caulen_82_349
Caulen_g2200.t1	Caulen_82_350
Caulen_g2201.t1	Caulen_82_351
Caulen_g2202.t1	Caulen_82_352
Caulen_g2203.t1	Caulen_82_353
Caulen_g2204.t1	Caulen_82_354
Caulen_g2205.t1	Caulen_82_355
Caulen_g2206.t3	Caulen_82_356
Caulen_g2207.t1	Caulen_82_357
Caulen_g2208.t1	Caulen_82_358
Caulen_g2209.t1	Caulen_82_359
Caulen_g2210.t1	Caulen_82_360
Caulen_g2211.t1	Caulen_82_361
Caulen_g2212.t1	Caulen_82_362
Caulen_g2213.t1	Caulen_82_363
Caulen_g2214.t1	Caulen_82_364
Caulen_g2215.t2	Caulen_82_365
Caulen_g2216.t1	Caulen_82_366
Caulen_g2217.t1	Caulen_82_367
Caulen_g2218.t1	Caulen_82_368
Caulen_g2219.t1	Caulen_82_369
Caulen_g2220.t1	Caulen_82_370
Caulen_g2221.t1	Caulen_82_371
Caulen_g2222.t2	Caulen_82_372
Caulen_g2223.t1	Caulen_82_373
Caulen_g2224.t1	Caulen_82_374
Caulen_g2225.t1	Caulen_82_375
Caulen_g2226.t1	Caulen_82_376
Caulen_g2227.t1	Caulen_82_377
Caulen_g2228.t1	Caulen_82_378
Caulen_g2229.t1	Caulen_82_379
Caulen_g2230.t1	Caulen_82_380
Caulen_g2231.t1	Caulen_82_381
Caulen_g2232.t1	Caulen_82_382
Caulen_g2233.t1	Caulen_82_383
Caulen_g2234.t1	Caulen_82_384
Caulen_g2235.t1	Caulen_82_385
Caulen_g2236.t1	Caulen_82_386
Caulen_g2237.t1	Caulen_82_387
Caulen_g2238.t1	Caulen_82_388
Caulen_g2239.t1	Caulen_82_389
Caulen_g2240.t1	Caulen_82_390
Caulen_g2241.t1	Caulen_82_391
Caulen_g2242.t1	Caulen_82_392
Caulen_g2243.t1	Caulen_82_393
Caulen_g2244.t1	Caulen_82_394
