Adig_gene-ND5	Adig_1_1
Adig_XM_015922308.1	Adig_641_5
Adig_XM_015922325.1	Adig_641_6
Adig_XM_015922323.1	Adig_641_7
Adig_XM_015922307.1	Adig_641_8
Adig_XM_015922341.1	Adig_642_1
Adig_XM_015922328.1	Adig_642_2
Adig_XM_015922331.1	Adig_642_3
Adig_XM_015922336.1	Adig_642_4
Adig_XM_015922335.1	Adig_642_5
Adig_XM_015922339.1	Adig_642_6
Adig_XM_015922340.1	Adig_642_7
Adig_XM_015922337.1	Adig_642_8
Adig_XM_015922329.1	Adig_642_9
Adig_XM_015922330.1	Adig_642_10
Adig_XM_015922342.1	Adig_643_1
Adig_XM_015922343.1	Adig_643_2
Adig_XM_015922347.1	Adig_643_3
Adig_XM_015922348.1	Adig_643_4
Adig_XM_015922350.1	Adig_643_5
Adig_XM_015922344.1	Adig_643_6
Adig_XM_015922351.1	Adig_643_7
Adig_XM_015922345.1	Adig_643_8
Adig_XM_015922367.1	Adig_644_1
Adig_XM_015922352.1	Adig_644_2
Adig_XM_015922354.1	Adig_644_3
Adig_XM_015922358.1	Adig_644_4
Adig_XM_015922355.1	Adig_644_5
Adig_XM_015922356.1	Adig_644_6
Adig_XM_015922368.1	Adig_644_7
Adig_XM_015922369.1	Adig_644_8
Adig_XM_015922359.1	Adig_644_9
Adig_XM_015922360.1	Adig_644_10
Adig_XM_015922363.1	Adig_644_11
Adig_XM_015922357.1	Adig_644_12
Adig_XM_015922362.1	Adig_644_13
Adig_XM_015922364.1	Adig_644_14
Adig_XM_015922365.1	Adig_644_15
Adig_XM_015922366.1	Adig_644_16
Adig_XM_015922370.1	Adig_644_17
Adig_XM_015922400.1	Adig_645_1
Adig_XM_015922374.1	Adig_645_2
Adig_XM_015922410.1	Adig_645_3
Adig_XM_015922407.1	Adig_645_4
Adig_XM_015922375.1	Adig_645_5
Adig_XM_015922376.1	Adig_645_6
Adig_XM_015922377.1	Adig_645_7
Adig_XM_015922402.1	Adig_645_8
Adig_XM_015922401.1	Adig_645_9
Adig_XM_015922378.1	Adig_645_10
Adig_XM_015922379.1	Adig_645_11
Adig_XM_015922403.1	Adig_645_12
Adig_XM_015922382.1	Adig_645_13
Adig_XM_015922396.1	Adig_645_14
Adig_XM_015922405.1	Adig_645_15
Adig_XM_015922406.1	Adig_645_16
Adig_XM_015922380.1	Adig_645_17
Adig_XM_015922412.1	Adig_646_1
Adig_XM_015922444.1	Adig_646_2
Adig_XM_015922418.1	Adig_646_3
Adig_XM_015922411.1	Adig_646_4
Adig_XM_015922445.1	Adig_647_1
Adig_XM_015922446.1	Adig_647_2
Adig_XM_015922454.1	Adig_647_3
Adig_XM_015922447.1	Adig_647_4
Adig_XM_015922460.1	Adig_647_5
Adig_XM_015922448.1	Adig_647_6
Adig_XM_015922457.1	Adig_647_7
Adig_XM_015922461.1	Adig_647_8
Adig_XM_015922449.1	Adig_647_9
Adig_XM_015922450.1	Adig_647_10
Adig_XM_015922456.1	Adig_647_11
Adig_XM_015922451.1	Adig_647_12
Adig_XM_015922458.1	Adig_647_13
Adig_XM_015922455.1	Adig_647_14
Adig_XM_015922452.1	Adig_647_15
Adig_XM_015922453.1	Adig_647_16
Adig_XM_015922463.1	Adig_647_17
Adig_XM_015922462.1	Adig_647_18
Adig_XM_015922468.1	Adig_647_19
Adig_XM_015922467.1	Adig_647_20
Adig_XM_015922470.1	Adig_647_21
Adig_XM_015922483.1	Adig_648_1
Adig_XM_015922471.1	Adig_648_2
Adig_XM_015922481.1	Adig_648_3
Adig_XM_015922482.1	Adig_648_4
Adig_XM_015922472.1	Adig_648_5
Adig_XM_015922473.1	Adig_648_6
Adig_XM_015922474.1	Adig_648_7
Adig_XM_015922475.1	Adig_648_8
Adig_XM_015922476.1	Adig_648_9
Adig_XM_015922484.1	Adig_648_10
Adig_XM_015922480.1	Adig_648_11
Adig_XM_015922477.1	Adig_648_12
Adig_XM_015922478.1	Adig_648_13
Adig_XM_015922479.1	Adig_648_14
Adig_XM_015922499.1	Adig_649_1
Adig_XM_015922497.1	Adig_649_2
Adig_XM_015922485.1	Adig_649_3
Adig_XM_015922493.1	Adig_649_4
Adig_XM_015922494.1	Adig_649_5
Adig_XM_015922495.1	Adig_649_6
Adig_XM_015922490.1	Adig_649_7
Adig_XM_015922489.1	Adig_649_8
Adig_XM_015922492.1	Adig_649_9
Adig_XM_015922486.1	Adig_649_10
Adig_XM_015922488.1	Adig_649_11
Adig_XM_015922491.1	Adig_649_12
Adig_XM_015922500.1	Adig_650_1
Adig_XM_015922501.1	Adig_650_2
Adig_XM_015922514.1	Adig_650_3
Adig_XM_015922513.1	Adig_650_4
Adig_XM_015922511.1	Adig_650_5
Adig_XM_015922502.1	Adig_650_6
Adig_XM_015922503.1	Adig_650_7
Adig_XM_015922509.1	Adig_650_8
Adig_XM_015922504.1	Adig_650_9
Adig_XM_015922505.1	Adig_650_10
Adig_XM_015922510.1	Adig_650_11
Adig_XM_015922512.1	Adig_650_12
Adig_XM_015922518.1	Adig_650_13
Adig_XM_015922507.1	Adig_650_14
Adig_XM_015922517.1	Adig_650_15
Adig_XM_015922508.1	Adig_650_16
Adig_XM_015922516.1	Adig_650_17
Adig_XM_015922535.1	Adig_651_1
Adig_XM_015922519.1	Adig_651_2
Adig_XM_015922533.1	Adig_651_3
Adig_XM_015922520.1	Adig_651_4
Adig_XM_015922529.1	Adig_651_5
Adig_XM_015922521.1	Adig_651_6
Adig_XM_015922522.1	Adig_651_7
Adig_XM_015922531.1	Adig_651_8
Adig_XM_015922523.1	Adig_651_9
Adig_XM_015922532.1	Adig_651_10
Adig_XM_015922525.1	Adig_651_11
Adig_XM_015922530.1	Adig_651_12
Adig_XM_015922526.1	Adig_651_13
Adig_XM_015922527.1	Adig_651_14
Adig_XM_015922528.1	Adig_651_15
Adig_XM_015922536.1	Adig_651_16
Adig_XM_015922538.1	Adig_652_1
Adig_XM_015922549.1	Adig_652_2
Adig_XM_015922551.1	Adig_652_3
Adig_XM_015922547.1	Adig_652_4
Adig_XM_015922552.1	Adig_652_5
Adig_XM_015922537.1	Adig_652_6
Adig_XM_015922539.1	Adig_652_7
Adig_XM_015922545.1	Adig_652_8
Adig_XM_015922581.1	Adig_653_1
Adig_XM_015922579.1	Adig_653_2
Adig_XM_015922560.1	Adig_653_3
Adig_XM_015922553.1	Adig_653_4
Adig_XM_015922554.1	Adig_653_5
Adig_XM_015922555.1	Adig_653_6
Adig_XM_015922565.1	Adig_653_7
Adig_XM_015922561.1	Adig_653_8
Adig_XM_015922557.1	Adig_653_9
Adig_XM_015922567.1	Adig_653_10
Adig_XM_015922562.1	Adig_653_11
Adig_XM_015922569.1	Adig_653_12
Adig_XM_015922570.1	Adig_653_13
Adig_XM_015922571.1	Adig_653_14
Adig_XM_015922558.1	Adig_653_15
Adig_XM_015922575.1	Adig_653_16
Adig_XM_015922559.1	Adig_653_17
Adig_XM_015922576.1	Adig_653_18
Adig_XM_015922578.1	Adig_653_19
Adig_XM_015922577.1	Adig_653_20
Adig_XM_015922582.1	Adig_653_21
Adig_XM_015922603.1	Adig_654_1
Adig_XM_015922600.1	Adig_654_2
Adig_XM_015922599.1	Adig_654_3
Adig_XM_015922584.1	Adig_654_4
Adig_XM_015922585.1	Adig_654_5
Adig_XM_015922589.1	Adig_654_6
Adig_XM_015922592.1	Adig_654_7
Adig_XM_015922591.1	Adig_654_8
Adig_XM_015922594.1	Adig_654_9
Adig_XM_015922593.1	Adig_654_10
Adig_XM_015922586.1	Adig_654_11
Adig_XM_015922587.1	Adig_654_12
Adig_XM_015922588.1	Adig_654_13
Adig_XM_015922604.1	Adig_655_1
Adig_XM_015922624.1	Adig_655_2
Adig_XM_015922605.1	Adig_655_3
Adig_XM_015922625.1	Adig_655_4
Adig_XM_015922626.1	Adig_655_5
Adig_XM_015922606.1	Adig_655_6
Adig_XM_015922621.1	Adig_655_7
Adig_XM_015922608.1	Adig_655_8
Adig_XM_015922609.1	Adig_655_9
Adig_XM_015922618.1	Adig_655_10
Adig_XM_015922620.1	Adig_655_11
Adig_XM_015922610.1	Adig_655_12
Adig_XM_015922611.1	Adig_655_13
Adig_XM_015922615.1	Adig_655_14
Adig_XM_015922617.1	Adig_655_15
Adig_XM_015922612.1	Adig_655_16
Adig_XM_015922613.1	Adig_655_17
Adig_XM_015922614.1	Adig_655_18
Adig_XM_015922627.1	Adig_656_1
Adig_XM_015922643.1	Adig_656_2
Adig_XM_015922629.1	Adig_656_3
Adig_XM_015922645.1	Adig_656_4
Adig_XM_015922647.1	Adig_656_5
Adig_XM_015922646.1	Adig_656_6
Adig_XM_015922667.1	Adig_657_1
Adig_XM_015922651.1	Adig_657_2
Adig_XM_015922666.1	Adig_657_3
Adig_XM_015922652.1	Adig_657_4
Adig_XM_015922669.1	Adig_657_5
Adig_XM_015922662.1	Adig_657_6
Adig_XM_015922653.1	Adig_657_7
Adig_XM_015922654.1	Adig_657_8
Adig_XM_015922663.1	Adig_657_9
Adig_XM_015922656.1	Adig_657_10
Adig_XM_015922660.1	Adig_657_11
Adig_XM_015922657.1	Adig_657_12
Adig_XM_015922661.1	Adig_657_13
Adig_XM_015922664.1	Adig_657_14
Adig_XM_015922687.1	Adig_658_1
Adig_XM_015922679.1	Adig_658_2
Adig_XM_015922670.1	Adig_658_3
Adig_XM_015922688.1	Adig_658_4
Adig_XM_015922674.1	Adig_658_5
Adig_XM_015922678.1	Adig_658_6
Adig_XM_015922676.1	Adig_658_7
Adig_XM_015922690.1	Adig_658_8
Adig_XM_015922695.1	Adig_658_9
Adig_XM_015922693.1	Adig_658_10
Adig_XM_015922689.1	Adig_658_11
Adig_XM_015922671.1	Adig_658_12
Adig_XM_015922673.1	Adig_658_13
Adig_XM_015922672.1	Adig_658_14
Adig_XM_015922694.1	Adig_658_15
Adig_XM_015922691.1	Adig_658_16
Adig_XM_015922696.1	Adig_659_1
Adig_XM_015922697.1	Adig_659_2
Adig_XM_015922714.1	Adig_659_3
Adig_XM_015922698.1	Adig_659_4
Adig_XM_015922699.1	Adig_659_5
Adig_XM_015922703.1	Adig_659_6
Adig_XM_015922705.1	Adig_659_7
Adig_XM_015922700.1	Adig_659_8
Adig_XM_015922716.1	Adig_659_9
Adig_XM_015922701.1	Adig_659_10
Adig_XM_015922706.1	Adig_659_11
Adig_XM_015922726.1	Adig_660_1
Adig_XM_015922717.1	Adig_660_2
Adig_XM_015922725.1	Adig_660_3
Adig_XM_015922728.1	Adig_660_4
Adig_XM_015922721.1	Adig_660_5
Adig_XM_015922718.1	Adig_660_6
Adig_XM_015922722.1	Adig_660_7
Adig_XM_015922724.1	Adig_660_8
Adig_XM_015922736.1	Adig_661_1
Adig_XM_015922729.1	Adig_661_2
Adig_XM_015922730.1	Adig_661_3
Adig_XM_015922739.1	Adig_661_4
Adig_XM_015922738.1	Adig_661_5
Adig_XM_015922735.1	Adig_661_6
Adig_XM_015922731.1	Adig_661_7
Adig_XM_015922732.1	Adig_661_8
Adig_XM_015922733.1	Adig_661_9
Adig_XM_015922743.1	Adig_662_1
Adig_XM_015922745.1	Adig_662_2
Adig_XM_015922748.1	Adig_662_3
Adig_XM_015922750.1	Adig_662_4
Adig_XM_015922746.1	Adig_662_5
Adig_XM_015922749.1	Adig_662_6
Adig_XM_015922741.1	Adig_662_7
Adig_XM_015922754.1	Adig_662_8
Adig_XM_015922755.1	Adig_662_9
Adig_XM_015922744.1	Adig_662_10
Adig_XM_015922752.1	Adig_662_11
Adig_XM_015922751.1	Adig_662_12
Adig_XM_015922756.1	Adig_663_1
Adig_XM_015922757.1	Adig_664_1
Adig_XM_015922774.1	Adig_664_2
Adig_XM_015922766.1	Adig_664_3
Adig_XM_015922758.1	Adig_664_4
Adig_XM_015922759.1	Adig_664_5
Adig_XM_015922763.1	Adig_664_6
Adig_XM_015922760.1	Adig_664_7
Adig_XM_015922779.1	Adig_665_1
Adig_XM_015922780.1	Adig_665_2
Adig_XM_015922776.1	Adig_665_3
Adig_XM_015922781.1	Adig_665_4
Adig_XM_015922787.1	Adig_665_5
Adig_XM_015922788.1	Adig_665_6
Adig_XM_015922778.1	Adig_665_7
Adig_XM_015922786.1	Adig_665_8
Adig_XM_015922818.1	Adig_666_1
Adig_XM_015922817.1	Adig_666_2
Adig_XM_015922789.1	Adig_666_3
Adig_XM_015922790.1	Adig_666_4
Adig_XM_015922792.1	Adig_666_5
Adig_XM_015922821.1	Adig_666_6
Adig_XM_015922793.1	Adig_666_7
Adig_XM_015922794.1	Adig_666_8
Adig_XM_015922795.1	Adig_666_9
Adig_XM_015922807.1	Adig_666_10
Adig_XM_015922806.1	Adig_666_11
Adig_XM_015922798.1	Adig_666_12
Adig_XM_015922815.1	Adig_666_13
Adig_XM_015922816.1	Adig_666_14
Adig_XM_015922814.1	Adig_666_15
Adig_XM_015922808.1	Adig_666_16
Adig_XM_015922809.1	Adig_666_17
Adig_XM_015922796.1	Adig_666_18
Adig_XM_015922811.1	Adig_666_19
Adig_XM_015922813.1	Adig_666_20
Adig_XM_015922812.1	Adig_666_21
Adig_XM_015922810.1	Adig_666_22
Adig_XM_015922797.1	Adig_666_23
Adig_XM_015922820.1	Adig_666_24
Adig_XM_015922819.1	Adig_666_25
Adig_XM_015922828.1	Adig_667_1
Adig_XM_015922822.1	Adig_667_2
Adig_XM_015922823.1	Adig_667_3
Adig_XM_015922829.1	Adig_667_4
Adig_XM_015922830.1	Adig_667_5
Adig_XM_015922825.1	Adig_667_6
Adig_XM_015922832.1	Adig_667_7
Adig_XM_015922827.1	Adig_667_8
Adig_XM_015922826.1	Adig_667_9
Adig_XM_015922833.1	Adig_668_1
Adig_XM_015922846.1	Adig_669_1
Adig_XM_015922847.1	Adig_669_2
Adig_XM_015922834.1	Adig_669_3
Adig_XM_015922849.1	Adig_669_4
Adig_XM_015922845.1	Adig_669_5
Adig_XM_015922837.1	Adig_669_6
Adig_XM_015922844.1	Adig_669_7
Adig_XM_015922841.1	Adig_669_8
Adig_XM_015922842.1	Adig_669_9
Adig_XM_015922839.1	Adig_669_10
Adig_XM_015922836.1	Adig_669_11
Adig_XM_015922859.1	Adig_670_1
Adig_XM_015922851.1	Adig_670_2
Adig_XM_015922864.1	Adig_670_3
Adig_XM_015922865.1	Adig_670_4
Adig_XM_015922860.1	Adig_670_5
Adig_XM_015922866.1	Adig_670_6
Adig_XM_015922863.1	Adig_670_7
Adig_XM_015922852.1	Adig_670_8
Adig_XM_015922862.1	Adig_670_9
Adig_XM_015922871.1	Adig_670_10
Adig_XM_015922853.1	Adig_670_11
Adig_XM_015922875.1	Adig_670_12
Adig_XM_015922868.1	Adig_670_13
Adig_XM_015922867.1	Adig_670_14
Adig_XM_015922872.1	Adig_670_15
Adig_XM_015922854.1	Adig_670_16
Adig_XM_015922855.1	Adig_670_17
Adig_XM_015922856.1	Adig_670_18
Adig_XM_015922857.1	Adig_670_19
Adig_XM_015922876.1	Adig_670_20
Adig_XM_015922877.1	Adig_670_21
Adig_XM_015922878.1	Adig_670_22
Adig_XM_015922897.1	Adig_671_1
Adig_XM_015922884.1	Adig_671_2
Adig_XM_015922886.1	Adig_671_3
Adig_XM_015922891.1	Adig_671_4
Adig_XM_015922888.1	Adig_671_5
Adig_XM_015922890.1	Adig_671_6
Adig_XM_015922892.1	Adig_671_7
Adig_XM_015922879.1	Adig_671_8
Adig_XM_015922885.1	Adig_671_9
Adig_XM_015922880.1	Adig_671_10
Adig_XM_015922881.1	Adig_671_11
Adig_XM_015922882.1	Adig_671_12
Adig_XM_015922896.1	Adig_671_13
Adig_XM_015922883.1	Adig_671_14
Adig_XM_015922898.1	Adig_672_1
Adig_XM_015922899.1	Adig_672_2
Adig_XM_015922900.1	Adig_672_3
Adig_XM_015922901.1	Adig_673_1
Adig_XM_015922902.1	Adig_673_2
Adig_XM_015922903.1	Adig_673_3
Adig_XM_015922904.1	Adig_673_4
Adig_XM_015922906.1	Adig_673_5
Adig_XM_015922905.1	Adig_673_6
Adig_XM_015922907.1	Adig_674_1
Adig_XM_015922908.1	Adig_674_2
Adig_XM_015922909.1	Adig_674_3
Adig_XM_015922910.1	Adig_675_1
Adig_XM_015922911.1	Adig_675_2
Adig_XM_015922912.1	Adig_676_1
Adig_XM_015922913.1	Adig_676_2
Adig_XM_015922918.1	Adig_676_3
Adig_XM_015922914.1	Adig_676_4
Adig_XM_015922917.1	Adig_676_5
Adig_XM_015922916.1	Adig_676_6
Adig_XM_015922915.1	Adig_676_7
Adig_XM_015922925.1	Adig_677_1
Adig_XM_015922928.1	Adig_677_2
Adig_XM_015922920.1	Adig_677_3
Adig_XM_015922930.1	Adig_677_4
Adig_XM_015922921.1	Adig_677_5
Adig_XM_015922929.1	Adig_677_6
Adig_XM_015922922.1	Adig_677_7
Adig_XM_015922926.1	Adig_677_8
Adig_XM_015922935.1	Adig_678_1
Adig_XM_015922933.1	Adig_678_2
Adig_XM_015922934.1	Adig_678_3
Adig_XM_015922936.1	Adig_678_4
Adig_XM_015922931.1	Adig_678_5
Adig_XM_015922937.1	Adig_678_6
Adig_XM_015922938.1	Adig_678_7
Adig_XM_015922945.1	Adig_679_1
Adig_XM_015922941.1	Adig_679_2
Adig_XM_015922942.1	Adig_679_3
Adig_XM_015922943.1	Adig_679_4
Adig_XM_015922944.1	Adig_679_5
Adig_XM_015922946.1	Adig_679_6
Adig_XM_015922948.1	Adig_679_7
Adig_XM_015922950.1	Adig_679_8
Adig_XM_015922951.1	Adig_680_1
Adig_XM_015922953.1	Adig_680_2
Adig_XM_015922954.1	Adig_680_3
Adig_XM_015922955.1	Adig_680_4
Adig_XM_015922956.1	Adig_681_1
Adig_XM_015922973.1	Adig_681_2
Adig_XM_015922969.1	Adig_681_3
Adig_XM_015922957.1	Adig_681_4
Adig_XM_015922961.1	Adig_681_5
Adig_XM_015922962.1	Adig_681_6
Adig_XM_015922963.1	Adig_681_7
Adig_XM_015922958.1	Adig_681_8
Adig_XM_015922960.1	Adig_681_9
Adig_XM_015922974.1	Adig_681_10
Adig_XM_015922975.1	Adig_682_1
Adig_XM_015922976.1	Adig_682_2
Adig_XM_015922983.1	Adig_683_1
Adig_XM_015922977.1	Adig_683_2
Adig_XM_015922993.1	Adig_683_3
Adig_XM_015922978.1	Adig_683_4
Adig_XM_015922979.1	Adig_683_5
Adig_XM_015923000.1	Adig_683_6
Adig_XM_015923002.1	Adig_683_7
Adig_XM_015922998.1	Adig_683_8
Adig_XM_015922997.1	Adig_683_9
Adig_XM_015922984.1	Adig_683_10
Adig_XM_015922981.1	Adig_683_11
Adig_XM_015922987.1	Adig_683_12
Adig_XM_015922985.1	Adig_683_13
Adig_XM_015922986.1	Adig_683_14
Adig_XM_015922999.1	Adig_683_15
Adig_XM_015922994.1	Adig_683_16
Adig_XM_015922982.1	Adig_683_17
Adig_XM_015922990.1	Adig_683_18
Adig_XM_015922991.1	Adig_683_19
Adig_XM_015922988.1	Adig_683_20
Adig_XM_015922992.1	Adig_683_21
Adig_XM_015923022.1	Adig_684_1
Adig_XM_015923003.1	Adig_684_2
Adig_XM_015923004.1	Adig_684_3
Adig_XM_015923013.1	Adig_684_4
Adig_XM_015923014.1	Adig_684_5
Adig_XM_015923005.1	Adig_684_6
Adig_XM_015923011.1	Adig_684_7
Adig_XM_015923010.1	Adig_684_8
Adig_XM_015923006.1	Adig_684_9
Adig_XM_015923007.1	Adig_684_10
Adig_XM_015923008.1	Adig_684_11
Adig_XM_015923023.1	Adig_684_12
Adig_XM_015923019.1	Adig_684_13
Adig_XM_015923020.1	Adig_684_14
Adig_XM_015923015.1	Adig_684_15
Adig_XM_015923016.1	Adig_684_16
Adig_XM_015923018.1	Adig_684_17
Adig_XM_015923009.1	Adig_684_18
Adig_XM_015923040.1	Adig_685_1
Adig_XM_015923024.1	Adig_685_2
Adig_XM_015923026.1	Adig_685_3
Adig_XM_015923025.1	Adig_685_4
Adig_XM_015923036.1	Adig_685_5
Adig_XM_015923035.1	Adig_685_6
Adig_XM_015923038.1	Adig_685_7
Adig_XM_015923027.1	Adig_685_8
Adig_XM_015923028.1	Adig_685_9
Adig_XM_015923029.1	Adig_685_10
Adig_XM_015923030.1	Adig_685_11
Adig_XM_015923031.1	Adig_685_12
Adig_XM_015923034.1	Adig_685_13
Adig_XM_015923032.1	Adig_685_14
Adig_XM_015923039.1	Adig_685_15
Adig_XM_015923033.1	Adig_685_16
Adig_XM_015923041.1	Adig_686_1
Adig_XM_015923042.1	Adig_686_2
Adig_XM_015923048.1	Adig_686_3
Adig_XM_015923050.1	Adig_686_4
Adig_XM_015923049.1	Adig_686_5
Adig_XM_015923053.1	Adig_686_6
Adig_XM_015923046.1	Adig_686_7
Adig_XM_015923051.1	Adig_686_8
Adig_XM_015923052.1	Adig_686_9
Adig_XM_015923058.1	Adig_686_10
Adig_XM_015923043.1	Adig_686_11
Adig_XM_015923044.1	Adig_686_12
Adig_XM_015923057.1	Adig_686_13
Adig_XM_015923056.1	Adig_686_14
Adig_XM_015923045.1	Adig_686_15
Adig_XM_015923065.1	Adig_687_1
Adig_XM_015923059.1	Adig_687_2
Adig_XM_015923060.1	Adig_687_3
Adig_XM_015923061.1	Adig_687_4
Adig_XM_015923064.1	Adig_687_5
Adig_XM_015923066.1	Adig_687_6
Adig_XM_015923062.1	Adig_687_7
Adig_XM_015923067.1	Adig_687_8
Adig_XM_015923063.1	Adig_687_9
Adig_XM_015923072.1	Adig_688_1
Adig_XM_015923069.1	Adig_688_2
Adig_XM_015923068.1	Adig_688_3
Adig_XM_015923071.1	Adig_688_4
Adig_XM_015923074.1	Adig_689_1
Adig_XM_015923093.1	Adig_689_2
Adig_XM_015923089.1	Adig_689_3
Adig_XM_015923090.1	Adig_689_4
Adig_XM_015923088.1	Adig_689_5
Adig_XM_015923087.1	Adig_689_6
Adig_XM_015923084.1	Adig_689_7
Adig_XM_015923082.1	Adig_689_8
Adig_XM_015923085.1	Adig_689_9
Adig_XM_015923075.1	Adig_689_10
Adig_XM_015923080.1	Adig_689_11
Adig_XM_015923076.1	Adig_689_12
Adig_XM_015923092.1	Adig_689_13
Adig_XM_015923091.1	Adig_689_14
Adig_XM_015923077.1	Adig_689_15
Adig_XM_015923078.1	Adig_689_16
Adig_XM_015923079.1	Adig_689_17
Adig_XM_015923102.1	Adig_690_1
Adig_XM_015923094.1	Adig_690_2
Adig_XM_015923095.1	Adig_690_3
Adig_XM_015923096.1	Adig_690_4
Adig_XM_015923097.1	Adig_690_5
Adig_XM_015923098.1	Adig_690_6
Adig_XM_015923099.1	Adig_690_7
Adig_XM_015923103.1	Adig_690_8
Adig_XM_015923104.1	Adig_690_9
Adig_XM_015923100.1	Adig_690_10
Adig_XM_015923101.1	Adig_690_11
Adig_XM_015923106.1	Adig_691_1
Adig_XM_015923108.1	Adig_691_2
Adig_XM_015923107.1	Adig_691_3
Adig_XM_015923116.1	Adig_691_4
Adig_XM_015923105.1	Adig_691_5
Adig_XM_015923112.1	Adig_691_6
Adig_XM_015923114.1	Adig_691_7
Adig_XM_015923120.1	Adig_692_1
Adig_XM_015923119.1	Adig_692_2
Adig_XM_015923121.1	Adig_692_3
Adig_XM_015923122.1	Adig_692_4
Adig_XM_015923124.1	Adig_692_5
Adig_XM_015923125.1	Adig_692_6
Adig_XM_015923126.1	Adig_692_7
Adig_XM_015923132.1	Adig_692_8
Adig_XM_015923129.1	Adig_692_9
Adig_XM_015923130.1	Adig_692_10
Adig_XM_015923128.1	Adig_692_11
Adig_XM_015923127.1	Adig_692_12
Adig_XM_015923134.1	Adig_693_1
Adig_XM_015923139.1	Adig_693_2
Adig_XM_015923135.1	Adig_693_3
Adig_XM_015923143.1	Adig_693_4
Adig_XM_015923142.1	Adig_693_5
Adig_XM_015923136.1	Adig_693_6
Adig_XM_015923137.1	Adig_693_7
Adig_XM_015923138.1	Adig_693_8
Adig_XM_015923160.1	Adig_694_1
Adig_XM_015923146.1	Adig_694_2
Adig_XM_015923157.1	Adig_694_3
Adig_XM_015923154.1	Adig_694_4
Adig_XM_015923150.1	Adig_694_5
Adig_XM_015923147.1	Adig_694_6
Adig_XM_015923148.1	Adig_694_7
Adig_XM_015923158.1	Adig_694_8
Adig_XM_015923152.1	Adig_694_9
Adig_XM_015923153.1	Adig_694_10
Adig_XM_015923159.1	Adig_694_11
Adig_XM_015923144.1	Adig_694_12
Adig_XM_015923156.1	Adig_694_13
Adig_XM_015923145.1	Adig_694_14
Adig_XM_015923149.1	Adig_694_15
Adig_XM_015923163.1	Adig_695_1
Adig_XM_015923164.1	Adig_695_2
Adig_XM_015923170.1	Adig_695_3
Adig_XM_015923167.1	Adig_695_4
Adig_XM_015923168.1	Adig_695_5
Adig_XM_015923165.1	Adig_695_6
Adig_XM_015923166.1	Adig_695_7
Adig_XM_015923183.1	Adig_696_1
Adig_XM_015923173.1	Adig_696_2
Adig_XM_015923174.1	Adig_696_3
Adig_XM_015923176.1	Adig_696_4
Adig_XM_015923184.1	Adig_696_5
Adig_XM_015923182.1	Adig_696_6
Adig_XM_015923188.1	Adig_696_7
Adig_XM_015923189.1	Adig_696_8
Adig_XM_015923177.1	Adig_696_9
Adig_XM_015923178.1	Adig_696_10
Adig_XM_015923185.1	Adig_696_11
Adig_XM_015923187.1	Adig_696_12
Adig_XM_015923179.1	Adig_696_13
Adig_XM_015923180.1	Adig_696_14
Adig_XM_015923190.1	Adig_696_15
Adig_XM_015923181.1	Adig_696_16
Adig_XM_015923172.1	Adig_696_17
Adig_XM_015923195.1	Adig_697_1
Adig_XM_015923198.1	Adig_697_2
Adig_XM_015923199.1	Adig_697_3
Adig_XM_015923200.1	Adig_697_4
Adig_XM_015923204.1	Adig_697_5
Adig_XM_015923201.1	Adig_697_6
Adig_XM_015923202.1	Adig_697_7
Adig_XM_015923203.1	Adig_697_8
Adig_XM_015923197.1	Adig_697_9
Adig_XM_015923206.1	Adig_698_1
Adig_XM_015923207.1	Adig_698_2
Adig_XM_015923218.1	Adig_698_3
Adig_XM_015923227.1	Adig_698_4
Adig_XM_015923212.1	Adig_698_5
Adig_XM_015923208.1	Adig_698_6
Adig_XM_015923209.1	Adig_698_7
Adig_XM_015923213.1	Adig_698_8
Adig_XM_015923210.1	Adig_698_9
Adig_XM_015923220.1	Adig_698_10
Adig_XM_015923219.1	Adig_698_11
Adig_XM_015923222.1	Adig_698_12
Adig_XM_015923211.1	Adig_698_13
Adig_XM_015923228.1	Adig_699_1
Adig_XM_015923229.1	Adig_699_2
Adig_XM_015923230.1	Adig_699_3
Adig_XM_015923232.1	Adig_699_4
Adig_XM_015923231.1	Adig_699_5
Adig_XM_015923235.1	Adig_699_6
Adig_XM_015923236.1	Adig_700_1
Adig_XM_015923237.1	Adig_700_2
Adig_XM_015923238.1	Adig_700_3
Adig_XM_015923239.1	Adig_700_4
Adig_XM_015923241.1	Adig_700_5
Adig_XM_015923242.1	Adig_700_6
Adig_XM_015923247.1	Adig_700_7
Adig_XM_015923240.1	Adig_700_8
Adig_XM_015923248.1	Adig_701_1
Adig_XM_015923249.1	Adig_701_2
Adig_XM_015923250.1	Adig_701_3
Adig_XM_015923251.1	Adig_701_4
Adig_XM_015923252.1	Adig_701_5
Adig_XM_015923253.1	Adig_701_6
Adig_XM_015923259.1	Adig_702_1
Adig_XM_015923258.1	Adig_702_2
Adig_XM_015923255.1	Adig_702_3
Adig_XM_015923261.1	Adig_702_4
Adig_XM_015923264.1	Adig_702_5
Adig_XM_015923268.1	Adig_702_6
Adig_XM_015923266.1	Adig_702_7
Adig_XM_015923278.1	Adig_702_8
Adig_XM_015923256.1	Adig_702_9
Adig_XM_015923283.1	Adig_702_10
Adig_XM_015923257.1	Adig_702_11
Adig_XM_015923297.1	Adig_703_1
