Lpol_gene-COX1	Lpol_1_1
Lpol_XM_013935058.2	Lpol_6192_1
Lpol_XM_013935059.2	Lpol_6193_1
Lpol_XM_022402679.1	Lpol_6194_1
Lpol_XM_022402680.1	Lpol_6194_2
Lpol_XM_013935061.2	Lpol_6195_1
Lpol_XM_013935062.2	Lpol_6196_1
Lpol_XM_013935063.2	Lpol_6197_1
Lpol_XM_022402685.1	Lpol_6198_1
Lpol_XM_013935065.2	Lpol_6199_1
Lpol_XM_022402686.1	Lpol_6200_1
Lpol_XM_022402687.1	Lpol_6201_1
Lpol_XM_013935067.1	Lpol_6202_1
Lpol_XM_013935069.2	Lpol_6202_2
Lpol_XM_013935070.2	Lpol_6203_1
Lpol_XM_022402688.1	Lpol_6204_1
Lpol_XM_013935072.2	Lpol_6204_2
Lpol_XM_022402689.1	Lpol_6205_1
Lpol_XM_022402690.1	Lpol_6206_1
Lpol_XM_013935076.2	Lpol_6207_1
Lpol_XM_013935075.2	Lpol_6207_2
Lpol_XM_013935077.1	Lpol_6207_3
Lpol_XM_022402692.1	Lpol_6208_1
Lpol_XM_013935078.2	Lpol_6208_2
Lpol_XM_022402693.1	Lpol_6209_1
Lpol_XM_022402694.1	Lpol_6210_1
Lpol_XM_013935080.2	Lpol_6211_1
Lpol_XM_022402695.1	Lpol_6211_2
Lpol_XM_022402696.1	Lpol_6212_1
Lpol_XM_013935082.2	Lpol_6213_1
Lpol_XM_022402697.1	Lpol_6214_1
Lpol_XM_022402699.1	Lpol_6215_1
Lpol_XM_022402701.1	Lpol_6216_1
Lpol_XM_013935087.2	Lpol_6216_2
Lpol_XM_013935088.2	Lpol_6217_1
Lpol_XM_022402705.1	Lpol_6218_1
Lpol_XM_022402706.1	Lpol_6219_1
Lpol_XM_022402707.1	Lpol_6220_1
Lpol_XM_013935094.2	Lpol_6221_1
Lpol_XM_013935093.2	Lpol_6221_2
Lpol_XM_013935095.2	Lpol_6222_1
Lpol_XM_022402709.1	Lpol_6223_1
Lpol_XM_022402710.1	Lpol_6223_2
Lpol_XM_013935097.2	Lpol_6224_1
Lpol_XM_013935099.2	Lpol_6225_1
Lpol_XM_013935102.2	Lpol_6226_1
Lpol_XM_013935101.2	Lpol_6226_2
Lpol_XM_022402713.1	Lpol_6227_1
Lpol_XM_013935104.2	Lpol_6228_1
Lpol_XM_013935107.2	Lpol_6228_2
Lpol_XM_013935108.2	Lpol_6229_1
Lpol_XM_022402715.1	Lpol_6230_1
Lpol_XM_022402716.1	Lpol_6230_2
Lpol_XM_022402717.1	Lpol_6231_1
Lpol_XM_022402718.1	Lpol_6232_1
Lpol_XM_013935112.2	Lpol_6233_1
Lpol_XM_013935113.2	Lpol_6234_1
Lpol_XM_022402723.1	Lpol_6235_1
Lpol_XM_022402722.1	Lpol_6235_2
Lpol_XM_013935116.2	Lpol_6236_1
Lpol_XM_022402731.1	Lpol_6236_2
Lpol_XM_022402733.1	Lpol_6237_1
Lpol_XM_013935119.2	Lpol_6237_2
Lpol_XM_013935120.2	Lpol_6238_1
Lpol_XM_022402734.1	Lpol_6239_1
Lpol_XM_013935123.2	Lpol_6240_1
Lpol_XM_022402737.1	Lpol_6240_2
Lpol_XM_022402738.1	Lpol_6241_1
Lpol_XM_022402739.1	Lpol_6242_1
Lpol_XM_022402740.1	Lpol_6243_1
Lpol_XM_013935126.1	Lpol_6244_1
Lpol_XM_022402741.1	Lpol_6245_1
Lpol_XM_022402742.1	Lpol_6246_1
Lpol_XM_013935130.2	Lpol_6247_1
Lpol_XM_013935129.2	Lpol_6247_2
Lpol_XM_022402744.1	Lpol_6248_1
Lpol_XM_013935132.2	Lpol_6248_2
Lpol_XM_013935134.2	Lpol_6249_1
Lpol_XM_022402745.1	Lpol_6250_1
Lpol_XM_013935135.2	Lpol_6251_1
Lpol_XM_013935137.2	Lpol_6252_1
Lpol_XM_013935140.1	Lpol_6253_1
Lpol_XM_013935141.2	Lpol_6254_1
Lpol_XM_013935142.2	Lpol_6255_1
Lpol_XM_022402748.1	Lpol_6255_2
Lpol_XM_013935145.2	Lpol_6256_1
Lpol_XM_013935146.2	Lpol_6257_1
Lpol_XM_022402758.1	Lpol_6258_1
Lpol_XM_022402759.1	Lpol_6259_1
Lpol_XM_013935147.2	Lpol_6259_2
Lpol_XM_013935148.2	Lpol_6260_1
Lpol_XM_013935150.2	Lpol_6260_2
Lpol_XM_022402768.1	Lpol_6261_1
Lpol_XM_013935152.2	Lpol_6262_1
Lpol_XM_022402769.1	Lpol_6263_1
Lpol_XM_022402771.1	Lpol_6264_1
Lpol_XM_022402772.1	Lpol_6265_1
Lpol_XM_013935156.2	Lpol_6266_1
Lpol_XM_013935157.2	Lpol_6266_2
Lpol_XM_013935158.2	Lpol_6267_1
Lpol_XM_022402774.1	Lpol_6268_1
Lpol_XM_013935161.2	Lpol_6269_1
Lpol_XM_022402780.1	Lpol_6270_1
Lpol_XM_022402778.1	Lpol_6270_2
Lpol_XM_022402781.1	Lpol_6271_1
Lpol_XM_013935163.2	Lpol_6271_2
Lpol_XM_022402782.1	Lpol_6272_1
Lpol_XM_013935165.2	Lpol_6273_1
Lpol_XM_013935167.2	Lpol_6274_1
Lpol_XM_022402784.1	Lpol_6275_1
Lpol_XM_013935171.2	Lpol_6276_1
Lpol_XM_013935170.1	Lpol_6276_2
Lpol_XM_022402786.1	Lpol_6277_1
Lpol_XM_013935177.2	Lpol_6278_1
Lpol_XM_022402787.1	Lpol_6278_2
Lpol_XM_013935179.2	Lpol_6279_1
Lpol_XM_022402796.1	Lpol_6280_1
Lpol_XM_013935183.2	Lpol_6280_2
Lpol_XM_022402798.1	Lpol_6280_3
Lpol_XM_022402802.1	Lpol_6281_1
Lpol_XM_022402801.1	Lpol_6281_2
Lpol_XM_022402803.1	Lpol_6282_1
Lpol_XM_022402805.1	Lpol_6283_1
Lpol_XM_022402804.1	Lpol_6283_2
Lpol_XM_013935187.2	Lpol_6284_1
Lpol_XM_013935188.2	Lpol_6285_1
Lpol_XM_013935190.1	Lpol_6286_1
Lpol_XM_013935192.2	Lpol_6286_2
Lpol_XM_022402808.1	Lpol_6287_1
Lpol_XM_022402809.1	Lpol_6288_1
Lpol_XM_022402810.1	Lpol_6289_1
Lpol_XM_022402814.1	Lpol_6290_1
Lpol_XM_013935196.1	Lpol_6291_1
Lpol_XM_022402815.1	Lpol_6291_2
Lpol_XM_022402816.1	Lpol_6291_3
Lpol_XM_022402817.1	Lpol_6291_4
Lpol_XM_013935199.2	Lpol_6292_1
Lpol_XM_013935201.2	Lpol_6292_2
Lpol_XM_013935202.1	Lpol_6293_1
Lpol_XM_022402821.1	Lpol_6294_1
Lpol_XM_022402822.1	Lpol_6295_1
Lpol_XM_022402823.1	Lpol_6296_1
Lpol_XM_022402824.1	Lpol_6297_1
Lpol_XM_022402828.1	Lpol_6298_1
Lpol_XM_022402827.1	Lpol_6298_2
Lpol_XM_022402829.1	Lpol_6299_1
Lpol_XM_013935206.2	Lpol_6300_1
Lpol_XM_013935208.2	Lpol_6301_1
Lpol_XM_013935210.2	Lpol_6302_1
Lpol_XM_022402830.1	Lpol_6302_2
Lpol_XM_022402832.1	Lpol_6303_1
Lpol_XM_022402834.1	Lpol_6304_1
Lpol_XM_022402833.1	Lpol_6304_2
Lpol_XM_013935211.2	Lpol_6305_1
Lpol_XM_022402844.1	Lpol_6305_2
Lpol_XM_013935213.2	Lpol_6305_3
Lpol_XM_013935214.2	Lpol_6305_4
Lpol_XM_013935217.2	Lpol_6306_1
Lpol_XM_013935219.2	Lpol_6306_2
Lpol_XM_022402850.1	Lpol_6306_3
Lpol_XM_022402847.1	Lpol_6306_4
Lpol_XM_022402853.1	Lpol_6307_1
Lpol_XM_022402854.1	Lpol_6307_2
Lpol_XM_013935222.2	Lpol_6308_1
Lpol_XM_022402855.1	Lpol_6308_2
Lpol_XM_013935224.2	Lpol_6308_3
Lpol_XM_022402860.1	Lpol_6309_1
Lpol_XM_022402861.1	Lpol_6310_1
Lpol_XM_022402865.1	Lpol_6311_1
Lpol_XM_013935229.2	Lpol_6311_2
Lpol_XM_022402867.1	Lpol_6312_1
Lpol_XM_022402869.1	Lpol_6313_1
Lpol_XM_013935233.2	Lpol_6314_1
Lpol_XM_022402870.1	Lpol_6315_1
Lpol_XM_013935235.2	Lpol_6316_1
Lpol_XM_013935236.2	Lpol_6317_1
Lpol_XM_013935237.2	Lpol_6318_1
Lpol_XM_022402872.1	Lpol_6319_1
Lpol_XM_013935239.2	Lpol_6320_1
Lpol_XM_022402873.1	Lpol_6321_1
Lpol_XM_013935242.2	Lpol_6322_1
Lpol_XM_013935241.2	Lpol_6322_2
Lpol_XM_013935244.2	Lpol_6323_1
Lpol_XM_022402875.1	Lpol_6324_1
Lpol_XM_013935245.1	Lpol_6325_1
Lpol_XM_022402876.1	Lpol_6326_1
Lpol_XM_013935246.2	Lpol_6327_1
Lpol_XM_013935247.2	Lpol_6327_2
Lpol_XM_013935248.1	Lpol_6328_1
Lpol_XM_013935249.2	Lpol_6329_1
Lpol_XM_022402880.1	Lpol_6330_1
Lpol_XM_013935250.1	Lpol_6331_1
Lpol_XM_022402882.1	Lpol_6332_1
Lpol_XM_013935253.1	Lpol_6333_1
Lpol_XM_013935254.1	Lpol_6334_1
Lpol_XM_022402883.1	Lpol_6334_2
Lpol_XM_022402884.1	Lpol_6335_1
Lpol_XM_013935256.2	Lpol_6336_1
Lpol_XM_013935258.2	Lpol_6337_1
Lpol_XM_013935259.2	Lpol_6338_1
Lpol_XM_013935260.2	Lpol_6339_1
Lpol_XM_013935261.2	Lpol_6339_2
Lpol_XM_022402889.1	Lpol_6340_1
Lpol_XM_022402890.1	Lpol_6341_1
Lpol_XM_013935264.1	Lpol_6342_1
Lpol_XM_022402891.1	Lpol_6343_1
Lpol_XM_013935266.2	Lpol_6344_1
Lpol_XM_022402893.1	Lpol_6345_1
Lpol_XM_013935268.2	Lpol_6346_1
Lpol_XM_013935269.2	Lpol_6347_1
Lpol_XM_022402894.1	Lpol_6348_1
Lpol_XM_022402895.1	Lpol_6349_1
Lpol_XM_013935270.1	Lpol_6350_1
Lpol_XM_013935272.2	Lpol_6351_1
Lpol_XM_022402898.1	Lpol_6351_2
Lpol_XM_013935275.2	Lpol_6352_1
Lpol_XM_022402899.1	Lpol_6352_2
Lpol_XM_013935276.2	Lpol_6353_1
Lpol_XM_013935278.2	Lpol_6354_1
Lpol_XM_022402901.1	Lpol_6354_2
Lpol_XM_022402904.1	Lpol_6355_1
Lpol_XM_022402905.1	Lpol_6356_1
Lpol_XM_022402906.1	Lpol_6357_1
Lpol_XM_022402907.1	Lpol_6358_1
Lpol_XM_013935281.2	Lpol_6359_1
Lpol_XM_022402908.1	Lpol_6359_2
Lpol_XM_013935283.2	Lpol_6360_1
Lpol_XM_022402910.1	Lpol_6361_1
Lpol_XM_022402909.1	Lpol_6361_2
Lpol_XM_013935288.2	Lpol_6362_1
Lpol_XM_013935291.2	Lpol_6363_1
Lpol_XM_013935292.2	Lpol_6364_1
Lpol_XM_013935293.1	Lpol_6364_2
Lpol_XM_022402913.1	Lpol_6365_1
Lpol_XM_022402914.1	Lpol_6366_1
Lpol_XM_022402915.1	Lpol_6366_2
Lpol_XM_022402916.1	Lpol_6367_1
Lpol_XM_013935294.2	Lpol_6368_1
Lpol_XM_013935296.2	Lpol_6369_1
Lpol_XM_022402918.1	Lpol_6369_2
Lpol_XM_013935298.2	Lpol_6370_1
Lpol_XM_022402919.1	Lpol_6371_1
Lpol_XM_022402920.1	Lpol_6372_1
Lpol_XM_013935301.2	Lpol_6372_2
Lpol_XM_022402922.1	Lpol_6373_1
Lpol_XM_022402924.1	Lpol_6373_2
Lpol_XM_013935303.2	Lpol_6374_1
Lpol_XM_022402925.1	Lpol_6375_1
Lpol_XM_013935307.2	Lpol_6376_1
Lpol_XM_013935305.2	Lpol_6376_2
Lpol_XM_022402930.1	Lpol_6377_1
Lpol_XM_022402927.1	Lpol_6377_2
Lpol_XM_022402931.1	Lpol_6378_1
Lpol_XM_013935309.1	Lpol_6378_2
Lpol_XM_022402933.1	Lpol_6379_1
Lpol_XM_013935310.1	Lpol_6379_2
Lpol_XM_022402934.1	Lpol_6380_1
Lpol_XM_022402935.1	Lpol_6381_1
Lpol_XM_022402936.1	Lpol_6382_1
Lpol_XM_013935316.2	Lpol_6383_1
Lpol_XM_022402940.1	Lpol_6384_1
Lpol_XM_013935319.1	Lpol_6384_2
Lpol_XM_013935320.2	Lpol_6385_1
Lpol_XM_022402942.1	Lpol_6386_1
Lpol_XM_013935322.2	Lpol_6387_1
Lpol_XM_022402946.1	Lpol_6388_1
Lpol_XM_013935326.2	Lpol_6389_1
Lpol_XM_013935327.2	Lpol_6390_1
Lpol_XM_022402948.1	Lpol_6391_1
Lpol_XM_013935329.1	Lpol_6392_1
Lpol_XM_013935330.2	Lpol_6393_1
Lpol_XM_022402949.1	Lpol_6394_1
Lpol_XM_013935332.1	Lpol_6395_1
Lpol_XM_013935334.2	Lpol_6396_1
Lpol_XM_022402951.1	Lpol_6397_1
Lpol_XM_013935336.1	Lpol_6398_1
Lpol_XM_013935337.2	Lpol_6399_1
Lpol_XM_022402954.1	Lpol_6400_1
Lpol_XM_013935338.2	Lpol_6401_1
Lpol_XM_013935339.2	Lpol_6402_1
Lpol_XM_013935341.2	Lpol_6403_1
Lpol_XM_013935343.2	Lpol_6404_1
Lpol_XM_013935344.2	Lpol_6405_1
Lpol_XM_022402956.1	Lpol_6406_1
Lpol_XM_013935346.1	Lpol_6407_1
Lpol_XM_013935347.2	Lpol_6408_1
Lpol_XM_022402960.1	Lpol_6409_1
Lpol_XM_013935351.2	Lpol_6409_2
Lpol_XM_013935350.1	Lpol_6409_3
Lpol_XM_022402961.1	Lpol_6410_1
Lpol_XM_022402964.1	Lpol_6411_1
Lpol_XM_013935353.1	Lpol_6412_1
Lpol_XM_022402965.1	Lpol_6413_1
Lpol_XM_013935355.2	Lpol_6413_2
Lpol_XM_013935356.2	Lpol_6413_3
Lpol_XM_013935357.2	Lpol_6414_1
Lpol_XM_013935358.2	Lpol_6415_1
Lpol_XM_013935360.1	Lpol_6416_1
Lpol_XM_022402967.1	Lpol_6416_2
Lpol_XM_022402968.1	Lpol_6417_1
Lpol_XM_013935362.1	Lpol_6418_1
Lpol_XM_013935363.1	Lpol_6419_1
Lpol_XM_022402970.1	Lpol_6420_1
Lpol_XM_013935364.2	Lpol_6421_1
Lpol_XM_013935365.2	Lpol_6421_2
Lpol_XM_013935366.2	Lpol_6422_1
Lpol_XM_022402972.1	Lpol_6422_2
Lpol_XM_013935368.2	Lpol_6423_1
Lpol_XM_022402977.1	Lpol_6424_1
Lpol_XM_022402979.1	Lpol_6425_1
Lpol_XM_013935371.2	Lpol_6426_1
Lpol_XM_022402980.1	Lpol_6427_1
Lpol_XM_022402981.1	Lpol_6428_1
Lpol_XM_013935372.2	Lpol_6429_1
Lpol_XM_013935373.2	Lpol_6430_1
Lpol_XM_013935374.2	Lpol_6431_1
Lpol_XM_013935375.2	Lpol_6432_1
Lpol_XM_013935376.2	Lpol_6433_1
Lpol_XM_013935377.2	Lpol_6433_2
Lpol_XM_022402990.1	Lpol_6434_1
Lpol_XM_022402991.1	Lpol_6435_1
Lpol_XM_013935378.2	Lpol_6435_2
Lpol_XM_013935381.2	Lpol_6436_1
Lpol_XM_022402993.1	Lpol_6437_1
Lpol_XM_022402992.1	Lpol_6437_2
Lpol_XM_022402994.1	Lpol_6438_1
Lpol_XM_022402995.1	Lpol_6439_1
Lpol_XM_013935384.2	Lpol_6440_1
Lpol_XM_022402996.1	Lpol_6440_2
Lpol_XM_013935385.2	Lpol_6441_1
Lpol_XM_022402998.1	Lpol_6442_1
Lpol_XM_013935387.2	Lpol_6443_1
Lpol_XM_013935388.2	Lpol_6444_1
Lpol_XM_022402999.1	Lpol_6445_1
Lpol_XM_022403002.1	Lpol_6446_1
Lpol_XM_022403000.1	Lpol_6446_2
Lpol_XM_013935392.2	Lpol_6447_1
Lpol_XM_022403003.1	Lpol_6448_1
Lpol_XM_022403004.1	Lpol_6449_1
Lpol_XM_022403005.1	Lpol_6450_1
Lpol_XM_022403006.1	Lpol_6451_1
Lpol_XM_013935395.2	Lpol_6452_1
Lpol_XM_013935396.2	Lpol_6453_1
Lpol_XM_013935397.1	Lpol_6454_1
Lpol_XM_022403008.1	Lpol_6455_1
Lpol_XM_013935398.2	Lpol_6456_1
Lpol_XM_022403009.1	Lpol_6457_1
Lpol_XM_022403010.1	Lpol_6458_1
Lpol_XM_022403012.1	Lpol_6459_1
Lpol_XM_013935401.2	Lpol_6460_1
Lpol_XM_022403013.1	Lpol_6461_1
Lpol_XM_013935403.1	Lpol_6462_1
Lpol_XM_013935405.2	Lpol_6463_1
Lpol_XM_022403015.1	Lpol_6464_1
Lpol_XM_022403016.1	Lpol_6465_1
Lpol_XM_022403017.1	Lpol_6465_2
Lpol_XM_013935409.2	Lpol_6466_1
Lpol_XM_022403020.1	Lpol_6467_1
Lpol_XM_013935413.1	Lpol_6468_1
Lpol_XM_022403021.1	Lpol_6469_1
Lpol_XM_013935415.2	Lpol_6470_1
Lpol_XM_013935416.1	Lpol_6471_1
Lpol_XM_013935417.2	Lpol_6472_1
Lpol_XM_022403023.1	Lpol_6473_1
Lpol_XM_022403024.1	Lpol_6474_1
Lpol_XM_013935419.2	Lpol_6475_1
Lpol_XM_013935420.1	Lpol_6476_1
Lpol_XM_013935421.2	Lpol_6477_1
Lpol_XM_013935425.2	Lpol_6478_1
Lpol_XM_022403030.1	Lpol_6478_2
Lpol_XM_022403032.1	Lpol_6479_1
Lpol_XM_013935427.2	Lpol_6480_1
Lpol_XM_022403033.1	Lpol_6481_1
Lpol_XM_013935428.2	Lpol_6481_2
Lpol_XM_013935429.2	Lpol_6482_1
Lpol_XM_013935430.1	Lpol_6483_1
Lpol_XM_022403034.1	Lpol_6484_1
Lpol_XM_013935431.2	Lpol_6484_2
Lpol_XM_022403035.1	Lpol_6485_1
Lpol_XM_013935433.2	Lpol_6485_2
Lpol_XM_022403037.1	Lpol_6486_1
Lpol_XM_013935436.2	Lpol_6487_1
Lpol_XM_022403045.1	Lpol_6488_1
Lpol_XM_022403046.1	Lpol_6489_1
Lpol_XM_013935440.1	Lpol_6490_1
Lpol_XM_022403050.1	Lpol_6491_1
Lpol_XM_013935441.2	Lpol_6491_2
Lpol_XM_022403049.1	Lpol_6491_3
Lpol_XM_022403051.1	Lpol_6492_1
Lpol_XM_022403052.1	Lpol_6493_1
Lpol_XM_013935443.2	Lpol_6494_1
Lpol_XM_013935445.2	Lpol_6495_1
Lpol_XM_013935447.2	Lpol_6496_1
Lpol_XM_022403056.1	Lpol_6496_2
Lpol_XM_022403054.1	Lpol_6496_3
Lpol_XM_022403060.1	Lpol_6497_1
Lpol_XM_022403058.1	Lpol_6497_2
Lpol_XM_022403063.1	Lpol_6498_1
Lpol_XM_022403064.1	Lpol_6499_1
Lpol_XM_013935451.2	Lpol_6499_2
Lpol_XM_013935452.2	Lpol_6500_1
Lpol_XM_022403065.1	Lpol_6501_1
Lpol_XM_022403067.1	Lpol_6502_1
Lpol_XM_013935455.2	Lpol_6503_1
Lpol_XM_022403068.1	Lpol_6504_1
Lpol_XM_013935457.2	Lpol_6505_1
Lpol_XM_022403070.1	Lpol_6506_1
Lpol_XM_022403069.1	Lpol_6506_2
Lpol_XM_022403071.1	Lpol_6507_1
Lpol_XM_013935460.2	Lpol_6508_1
Lpol_XM_013935461.2	Lpol_6509_1
Lpol_XM_022403072.1	Lpol_6510_1
Lpol_XM_013935463.2	Lpol_6511_1
Lpol_XM_013935464.2	Lpol_6512_1
Lpol_XM_022403076.1	Lpol_6513_1
Lpol_XM_022403075.1	Lpol_6513_2
Lpol_XM_022403077.1	Lpol_6514_1
Lpol_XM_022403078.1	Lpol_6515_1
Lpol_XM_013935467.2	Lpol_6516_1
Lpol_XM_013935468.2	Lpol_6517_1
Lpol_XM_013935469.2	Lpol_6518_1
Lpol_XM_013935470.1	Lpol_6519_1
Lpol_XM_013935473.2	Lpol_6520_1
Lpol_XM_013935471.2	Lpol_6520_2
Lpol_XM_013935474.2	Lpol_6521_1
Lpol_XM_013935476.2	Lpol_6522_1
Lpol_XM_013935475.2	Lpol_6522_2
Lpol_XM_022403094.1	Lpol_6523_1
Lpol_XM_013935479.2	Lpol_6524_1
Lpol_XM_013935478.2	Lpol_6524_2
Lpol_XM_013935480.2	Lpol_6525_1
Lpol_XM_013935481.2	Lpol_6526_1
Lpol_XM_022403096.1	Lpol_6527_1
Lpol_XM_013935485.1	Lpol_6528_1
Lpol_XM_022403097.1	Lpol_6528_2
Lpol_XM_022403103.1	Lpol_6529_1
Lpol_XM_022403105.1	Lpol_6530_1
Lpol_XM_022403104.1	Lpol_6530_2
Lpol_XM_013935488.2	Lpol_6531_1
Lpol_XM_013935489.2	Lpol_6532_1
Lpol_XM_013935490.2	Lpol_6533_1
Lpol_XM_013935493.2	Lpol_6534_1
Lpol_XM_013935491.2	Lpol_6534_2
Lpol_XM_022403107.1	Lpol_6535_1
Lpol_XM_022403108.1	Lpol_6536_1
Lpol_XM_013935495.2	Lpol_6537_1
Lpol_XM_022403110.1	Lpol_6538_1
Lpol_XM_013935497.2	Lpol_6539_1
Lpol_XM_013935500.2	Lpol_6540_1
Lpol_XM_013935501.1	Lpol_6541_1
Lpol_XM_013935503.2	Lpol_6542_1
Lpol_XM_022403111.1	Lpol_6542_2
Lpol_XM_013935502.2	Lpol_6542_3
Lpol_XM_013935504.2	Lpol_6543_1
Lpol_XM_022403112.1	Lpol_6544_1
Lpol_XM_022403113.1	Lpol_6545_1
Lpol_XM_022403116.1	Lpol_6546_1
Lpol_XM_013935506.2	Lpol_6546_2
Lpol_XM_013935507.2	Lpol_6547_1
Lpol_XM_022403123.1	Lpol_6548_1
Lpol_XM_022403124.1	Lpol_6549_1
Lpol_XM_013935513.2	Lpol_6550_1
Lpol_XM_022403125.1	Lpol_6551_1
Lpol_XM_022403127.1	Lpol_6552_1
Lpol_XM_022403128.1	Lpol_6553_1
Lpol_XM_022403129.1	Lpol_6554_1
Lpol_XM_013935514.2	Lpol_6555_1
Lpol_XM_022403130.1	Lpol_6556_1
Lpol_XM_013935516.2	Lpol_6557_1
Lpol_XM_013935518.2	Lpol_6558_1
Lpol_XM_013935521.2	Lpol_6558_2
Lpol_XM_013935522.2	Lpol_6559_1
Lpol_XM_013935525.2	Lpol_6560_1
Lpol_XM_022403133.1	Lpol_6560_2
Lpol_XM_013935527.1	Lpol_6561_1
Lpol_XM_013935528.2	Lpol_6562_1
Lpol_XM_022403134.1	Lpol_6562_2
Lpol_XM_013935530.2	Lpol_6563_1
Lpol_XM_013935532.2	Lpol_6564_1
Lpol_XM_013935531.2	Lpol_6564_2
Lpol_XM_013935533.2	Lpol_6565_1
Lpol_XM_022403135.1	Lpol_6566_1
Lpol_XM_022403136.1	Lpol_6566_2
Lpol_XM_013935536.2	Lpol_6567_1
Lpol_XM_013935537.2	Lpol_6568_1
Lpol_XM_013935538.2	Lpol_6569_1
Lpol_XM_013935540.2	Lpol_6570_1
Lpol_XM_013935542.2	Lpol_6570_2
Lpol_XM_013935543.2	Lpol_6571_1
Lpol_XM_022403137.1	Lpol_6572_1
Lpol_XM_022403138.1	Lpol_6573_1
Lpol_XM_013935544.2	Lpol_6574_1
Lpol_XM_022403139.1	Lpol_6575_1
Lpol_XM_013935547.2	Lpol_6575_2
Lpol_XM_013935548.1	Lpol_6576_1
Lpol_XM_022403140.1	Lpol_6577_1
Lpol_XM_022403141.1	Lpol_6578_1
Lpol_XM_013935550.2	Lpol_6579_1
Lpol_XM_022403142.1	Lpol_6580_1
Lpol_XM_013935554.2	Lpol_6581_1
Lpol_XM_022403144.1	Lpol_6582_1
Lpol_XM_022403143.1	Lpol_6582_2
Lpol_XM_013935556.2	Lpol_6583_1
Lpol_XM_013935557.2	Lpol_6584_1
Lpol_XM_013935558.2	Lpol_6585_1
Lpol_XM_022403146.1	Lpol_6586_1
Lpol_XM_013935562.2	Lpol_6587_1
Lpol_XM_022403148.1	Lpol_6588_1
Lpol_XM_013935565.2	Lpol_6589_1
Lpol_XM_022403150.1	Lpol_6590_1
Lpol_XM_013935568.2	Lpol_6591_1
Lpol_XM_022403151.1	Lpol_6591_2
Lpol_XM_022403152.1	Lpol_6592_1
Lpol_XM_013935571.1	Lpol_6593_1
Lpol_XM_013935572.2	Lpol_6594_1
Lpol_XM_022403154.1	Lpol_6595_1
Lpol_XM_013935574.2	Lpol_6595_2
Lpol_XM_022403155.1	Lpol_6596_1
Lpol_XM_013935577.1	Lpol_6596_2
Lpol_XM_022403156.1	Lpol_6597_1
Lpol_XM_022403158.1	Lpol_6597_2
Lpol_XM_013935578.2	Lpol_6598_1
Lpol_XM_022403161.1	Lpol_6599_1
Lpol_XM_022403160.1	Lpol_6599_2
Lpol_XM_022403162.1	Lpol_6600_1
Lpol_XM_022403163.1	Lpol_6601_1
Lpol_XM_013935580.2	Lpol_6601_2
Lpol_XM_013935581.1	Lpol_6602_1
Lpol_XM_013935582.1	Lpol_6602_2
Lpol_XM_013935583.1	Lpol_6602_3
Lpol_XM_013935586.2	Lpol_6603_1
Lpol_XM_022403168.1	Lpol_6603_2
Lpol_XM_022403166.1	Lpol_6603_3
Lpol_XM_022403169.1	Lpol_6604_1
Lpol_XM_013935587.2	Lpol_6605_1
Lpol_XM_013935588.2	Lpol_6605_2
Lpol_XM_022403170.1	Lpol_6606_1
Lpol_XM_022403171.1	Lpol_6607_1
Lpol_XM_013935591.2	Lpol_6608_1
Lpol_XM_013935592.1	Lpol_6608_2
Lpol_XM_013935594.2	Lpol_6609_1
Lpol_XM_013935595.2	Lpol_6610_1
Lpol_XM_022403172.1	Lpol_6611_1
Lpol_XM_013935598.1	Lpol_6612_1
Lpol_XM_013935599.2	Lpol_6613_1
Lpol_XM_013935602.2	Lpol_6614_1
Lpol_XM_022403173.1	Lpol_6614_2
Lpol_XM_013935603.2	Lpol_6615_1
Lpol_XM_013935604.2	Lpol_6616_1
Lpol_XM_013935605.2	Lpol_6617_1
Lpol_XM_013935609.1	Lpol_6618_1
Lpol_XM_013935610.1	Lpol_6618_2
Lpol_XM_013935611.2	Lpol_6619_1
Lpol_XM_013935613.2	Lpol_6620_1
Lpol_XM_013935614.1	Lpol_6621_1
Lpol_XM_022403175.1	Lpol_6621_2
Lpol_XM_013935616.2	Lpol_6621_3
Lpol_XM_013935617.2	Lpol_6622_1
Lpol_XM_022403176.1	Lpol_6623_1
Lpol_XM_013935620.2	Lpol_6624_1
Lpol_XM_013935621.2	Lpol_6625_1
Lpol_XM_013935622.2	Lpol_6626_1
Lpol_XM_022403179.1	Lpol_6627_1
Lpol_XM_022403180.1	Lpol_6628_1
Lpol_XM_013935625.1	Lpol_6629_1
Lpol_XM_022403181.1	Lpol_6630_1
Lpol_XM_022403182.1	Lpol_6631_1
Lpol_XM_013935626.1	Lpol_6632_1
Lpol_XM_013935627.2	Lpol_6633_1
Lpol_XM_022403188.1	Lpol_6634_1
Lpol_XM_013935629.2	Lpol_6635_1
Lpol_XM_022403190.1	Lpol_6636_1
Lpol_XM_013935632.2	Lpol_6636_2
Lpol_XM_013935633.2	Lpol_6637_1
Lpol_XM_022403191.1	Lpol_6638_1
Lpol_XM_013935636.2	Lpol_6639_1
Lpol_XM_013935637.2	Lpol_6640_1
Lpol_XM_022403192.1	Lpol_6641_1
Lpol_XM_013935639.2	Lpol_6642_1
Lpol_XM_022403196.1	Lpol_6643_1
Lpol_XM_022403197.1	Lpol_6644_1
Lpol_XM_013935643.2	Lpol_6645_1
Lpol_XM_013935644.2	Lpol_6646_1
