Cowc_KJE88335	Cowc_1_1
Cowc_KJE95874	Cowc_11_66
Cowc_KJE95875	Cowc_11_67
Cowc_KJE95876	Cowc_11_68
Cowc_KJE95877	Cowc_11_69
Cowc_KJE95878	Cowc_11_70
Cowc_KJE95879	Cowc_11_71
Cowc_KJE95880	Cowc_11_72
Cowc_KJE95882	Cowc_11_73
Cowc_KJE95883	Cowc_11_74
Cowc_KJE95891	Cowc_11_75
Cowc_KJE95892	Cowc_11_76
Cowc_KJE95894	Cowc_11_77
Cowc_KJE95895	Cowc_11_78
Cowc_KJE95896	Cowc_11_79
Cowc_KJE95897	Cowc_11_80
Cowc_KJE95898	Cowc_11_81
Cowc_KJE95899	Cowc_11_82
Cowc_KJE95900	Cowc_11_83
Cowc_KJE95901	Cowc_11_84
Cowc_KJE95902	Cowc_11_85
Cowc_KJE95903	Cowc_11_86
Cowc_KJE95904	Cowc_11_87
Cowc_KJE95905	Cowc_11_88
Cowc_KJE95906	Cowc_11_89
Cowc_KJE95907	Cowc_11_90
Cowc_KJE95909	Cowc_11_91
Cowc_KJE95910	Cowc_11_92
Cowc_KJE95911	Cowc_11_93
Cowc_KJE95912	Cowc_11_94
Cowc_KJE95913	Cowc_11_95
Cowc_KJE95914	Cowc_11_96
Cowc_KJE95915	Cowc_11_97
Cowc_KJE95916	Cowc_11_98
Cowc_KJE95917	Cowc_11_99
Cowc_KJE95918	Cowc_11_100
Cowc_KJE95919	Cowc_11_101
Cowc_KJE95920	Cowc_11_102
Cowc_KJE95921	Cowc_11_103
Cowc_KJE95922	Cowc_11_104
Cowc_KJE95923	Cowc_11_105
Cowc_KJE95924	Cowc_11_106
Cowc_KJE95925	Cowc_11_107
Cowc_KJE95926	Cowc_11_108
Cowc_KJE95930	Cowc_11_109
Cowc_KJE95931	Cowc_11_110
Cowc_KJE95932	Cowc_11_111
Cowc_KJE95933	Cowc_11_112
Cowc_KJE95934	Cowc_11_113
Cowc_KJE95935	Cowc_11_114
Cowc_KJE95936	Cowc_11_115
Cowc_KJE95937	Cowc_11_116
Cowc_KJE95938	Cowc_11_117
Cowc_KJE95939	Cowc_11_118
Cowc_KJE95940	Cowc_11_119
Cowc_KJE95941	Cowc_11_120
Cowc_KJE95942	Cowc_11_121
Cowc_KJE95943	Cowc_11_122
Cowc_KJE95944	Cowc_11_123
Cowc_KJE95945	Cowc_11_124
Cowc_KJE95946	Cowc_11_125
Cowc_KJE95947	Cowc_11_126
Cowc_KJE95949	Cowc_11_127
Cowc_KJE95950	Cowc_11_128
Cowc_KJE95951	Cowc_11_129
Cowc_KJE95952	Cowc_11_130
Cowc_KJE95953	Cowc_11_131
Cowc_KJE95954	Cowc_11_132
Cowc_KJE95955	Cowc_11_133
Cowc_KJE95956	Cowc_11_134
Cowc_KJE95957	Cowc_11_135
Cowc_KJE95958	Cowc_11_136
Cowc_KJE95959	Cowc_11_137
Cowc_KJE95960	Cowc_11_138
Cowc_KJE95961	Cowc_11_139
Cowc_KJE95962	Cowc_11_140
Cowc_KJE95963	Cowc_11_141
Cowc_KJE95964	Cowc_11_142
Cowc_KJE95965	Cowc_11_143
Cowc_KJE95971	Cowc_11_144
Cowc_KJE95972	Cowc_11_145
Cowc_KJE95973	Cowc_11_146
Cowc_KJE95974	Cowc_11_147
Cowc_KJE95975	Cowc_11_148
Cowc_KJE95976	Cowc_11_149
Cowc_KJE95977	Cowc_11_150
Cowc_KJE95978	Cowc_11_151
Cowc_KJE95979	Cowc_11_152
Cowc_KJE95980	Cowc_11_153
Cowc_KJE95981	Cowc_11_154
Cowc_KJE95982	Cowc_11_155
Cowc_KJE95983	Cowc_11_156
Cowc_KJE95984	Cowc_11_157
Cowc_KJE95985	Cowc_11_158
Cowc_KJE95986	Cowc_11_159
Cowc_KJE95987	Cowc_11_160
Cowc_KJE95988	Cowc_11_161
Cowc_KJE95991	Cowc_11_162
Cowc_KJE95992	Cowc_11_163
Cowc_KJE95993	Cowc_11_164
Cowc_KJE95994	Cowc_11_165
Cowc_KJE95995	Cowc_11_166
Cowc_KJE95996	Cowc_11_167
Cowc_KJE95997	Cowc_11_168
Cowc_KJE95998	Cowc_11_169
Cowc_KJE95999	Cowc_11_170
Cowc_KJE96000	Cowc_11_171
Cowc_KJE96001	Cowc_11_172
Cowc_KJE96003	Cowc_11_173
Cowc_KJE96004	Cowc_11_174
Cowc_KJE96005	Cowc_11_175
Cowc_KJE96006	Cowc_11_176
Cowc_KJE96007	Cowc_11_177
Cowc_KJE96008	Cowc_11_178
Cowc_KJE96009	Cowc_11_179
Cowc_KJE96010	Cowc_11_180
Cowc_KJE96011	Cowc_11_181
Cowc_KJE96012	Cowc_11_182
Cowc_KJE96013	Cowc_11_183
Cowc_KJE96014	Cowc_11_184
Cowc_KJE96015	Cowc_11_185
Cowc_KJE96016	Cowc_11_186
Cowc_KJE96017	Cowc_11_187
Cowc_KJE96018	Cowc_11_188
Cowc_KJE96019	Cowc_11_189
Cowc_KJE96020	Cowc_11_190
Cowc_KJE96021	Cowc_11_191
Cowc_KJE96022	Cowc_11_192
Cowc_KJE96023	Cowc_11_193
Cowc_KJE96024	Cowc_11_194
Cowc_KJE96025	Cowc_11_195
Cowc_KJE96026	Cowc_11_196
Cowc_KJE96027	Cowc_11_197
Cowc_KJE96028	Cowc_11_198
Cowc_KJE96030	Cowc_11_199
Cowc_KJE96032	Cowc_11_200
Cowc_KJE96033	Cowc_11_201
Cowc_KJE96034	Cowc_11_202
Cowc_KJE96035	Cowc_11_203
Cowc_KJE96036	Cowc_11_204
Cowc_KJE96037	Cowc_11_205
Cowc_KJE96038	Cowc_11_206
Cowc_KJE96039	Cowc_11_207
Cowc_KJE96040	Cowc_11_208
Cowc_KJE96041	Cowc_11_209
Cowc_KJE96042	Cowc_11_210
Cowc_KJE96043	Cowc_11_211
Cowc_KJE96044	Cowc_11_212
Cowc_KJE96045	Cowc_11_213
Cowc_KJE96046	Cowc_11_214
Cowc_KJE96047	Cowc_11_215
Cowc_KJE96048	Cowc_11_216
Cowc_KJE96049	Cowc_11_217
Cowc_KJE96050	Cowc_11_218
Cowc_KJE96051	Cowc_11_219
Cowc_KJE96052	Cowc_11_220
Cowc_KJE96053	Cowc_11_221
Cowc_KJE96054	Cowc_11_222
Cowc_KJE96055	Cowc_11_223
Cowc_KJE96056	Cowc_11_224
Cowc_KJE96057	Cowc_11_225
Cowc_KJE96058	Cowc_11_226
Cowc_KJE96059	Cowc_11_227
Cowc_KJE96060	Cowc_11_228
Cowc_KJE96061	Cowc_11_229
Cowc_KJE96062	Cowc_11_230
Cowc_KJE96063	Cowc_11_231
Cowc_KJE96064	Cowc_11_232
Cowc_KJE96065	Cowc_11_233
Cowc_KJE96067	Cowc_11_234
Cowc_KJE96068	Cowc_11_235
Cowc_KJE96069	Cowc_11_236
Cowc_KJE96070	Cowc_11_237
Cowc_KJE96071	Cowc_11_238
Cowc_KJE96073	Cowc_11_239
Cowc_KJE96074	Cowc_11_240
Cowc_KJE96075	Cowc_11_241
Cowc_KJE96076	Cowc_11_242
Cowc_KJE96077	Cowc_11_243
Cowc_KJE96078	Cowc_11_244
Cowc_KJE96079	Cowc_11_245
Cowc_KJE96080	Cowc_11_246
Cowc_KJE96081	Cowc_11_247
Cowc_KJE96082	Cowc_11_248
Cowc_KJE96083	Cowc_11_249
Cowc_KJE96084	Cowc_11_250
Cowc_KJE96086	Cowc_11_251
Cowc_KJE96087	Cowc_11_252
Cowc_KJE96088	Cowc_11_253
Cowc_KJE96089	Cowc_11_254
Cowc_KJE96090	Cowc_11_255
Cowc_KJE96091	Cowc_11_256
Cowc_KJE96092	Cowc_11_257
Cowc_KJE96093	Cowc_11_258
Cowc_KJE96094	Cowc_11_259
Cowc_KJE96095	Cowc_11_260
Cowc_KJE96096	Cowc_11_261
Cowc_KJE96097	Cowc_11_262
Cowc_KJE96098	Cowc_11_263
Cowc_KJE96099	Cowc_11_264
Cowc_KJE96100	Cowc_11_265
Cowc_KJE96101	Cowc_11_266
Cowc_KJE96102	Cowc_11_267
Cowc_KJE96103	Cowc_11_268
Cowc_KJE96104	Cowc_11_269
Cowc_KJE96105	Cowc_11_270
Cowc_KJE96106	Cowc_11_271
Cowc_KJE96107	Cowc_11_272
Cowc_KJE96108	Cowc_11_273
Cowc_KJE96109	Cowc_11_274
Cowc_KJE96110	Cowc_11_275
Cowc_KJE96111	Cowc_11_276
Cowc_KJE96112	Cowc_11_277
Cowc_KJE96113	Cowc_11_278
Cowc_KJE96114	Cowc_11_279
Cowc_KJE96115	Cowc_11_280
Cowc_KJE96116	Cowc_11_281
Cowc_KJE96118	Cowc_11_282
Cowc_KJE96119	Cowc_11_283
Cowc_KJE96120	Cowc_11_284
Cowc_KJE96121	Cowc_11_285
Cowc_KJE96122	Cowc_11_286
Cowc_KJE96123	Cowc_11_287
Cowc_KJE96124	Cowc_11_288
Cowc_KJE96125	Cowc_11_289
Cowc_KJE96126	Cowc_11_290
Cowc_KJE96127	Cowc_11_291
Cowc_KJE96128	Cowc_11_292
Cowc_KJE96129	Cowc_11_293
Cowc_KJE96130	Cowc_11_294
Cowc_KJE96131	Cowc_11_295
Cowc_KJE96132	Cowc_11_296
Cowc_KJE96133	Cowc_11_297
Cowc_KJE96135	Cowc_11_298
Cowc_KJE96136	Cowc_11_299
Cowc_KJE96138	Cowc_11_300
Cowc_KJE96140	Cowc_11_301
Cowc_KJE96141	Cowc_11_302
Cowc_KJE96142	Cowc_11_303
Cowc_KJE96143	Cowc_11_304
Cowc_KJE96144	Cowc_11_305
Cowc_KJE96145	Cowc_11_306
Cowc_KJE96146	Cowc_11_307
Cowc_KJE96147	Cowc_11_308
Cowc_KJE96148	Cowc_11_309
Cowc_KJE96149	Cowc_11_310
Cowc_KJE96150	Cowc_11_311
Cowc_KJE96151	Cowc_11_312
Cowc_KJE96152	Cowc_11_313
Cowc_KJE96153	Cowc_11_314
Cowc_KJE96155	Cowc_11_315
Cowc_KJE96156	Cowc_11_316
Cowc_KJE96157	Cowc_11_317
Cowc_KJE96158	Cowc_11_318
Cowc_KJE96159	Cowc_11_319
Cowc_KJE96160	Cowc_11_320
Cowc_KJE96161	Cowc_11_321
Cowc_KJE96162	Cowc_11_322
Cowc_KJE96163	Cowc_11_323
Cowc_KJE96164	Cowc_11_324
Cowc_KJE96165	Cowc_11_325
Cowc_KJE96166	Cowc_11_326
Cowc_KJE96167	Cowc_11_327
Cowc_KJE96168	Cowc_11_328
Cowc_KJE96169	Cowc_11_329
Cowc_KJE96170	Cowc_11_330
Cowc_KJE96171	Cowc_11_331
Cowc_KJE96172	Cowc_11_332
Cowc_KJE96173	Cowc_11_333
Cowc_KJE96174	Cowc_11_334
Cowc_KJE96175	Cowc_11_335
Cowc_KJE96176	Cowc_11_336
Cowc_KJE96177	Cowc_11_337
Cowc_KJE96178	Cowc_11_338
Cowc_KJE96179	Cowc_11_339
Cowc_KJE96181	Cowc_11_340
Cowc_KJE96183	Cowc_11_341
Cowc_KJE96184	Cowc_11_342
Cowc_KJE96185	Cowc_11_343
Cowc_KJE96186	Cowc_11_344
Cowc_KJE96187	Cowc_11_345
Cowc_KJE96188	Cowc_11_346
Cowc_KJE96189	Cowc_11_347
Cowc_KJE96190	Cowc_11_348
Cowc_KJE96191	Cowc_11_349
Cowc_KJE96192	Cowc_11_350
Cowc_KJE96193	Cowc_11_351
Cowc_KJE96194	Cowc_11_352
Cowc_KJE96195	Cowc_11_353
Cowc_KJE96196	Cowc_11_354
Cowc_KJE96197	Cowc_11_355
Cowc_KJE96198	Cowc_11_356
Cowc_KJE96199	Cowc_11_357
Cowc_KJE96200	Cowc_11_358
Cowc_KJE96201	Cowc_11_359
Cowc_KJE96202	Cowc_11_360
Cowc_KJE96204	Cowc_11_361
Cowc_KJE96205	Cowc_11_362
Cowc_KJE96206	Cowc_11_363
Cowc_KJE96207	Cowc_11_364
Cowc_KJE96208	Cowc_11_365
Cowc_KJE96209	Cowc_11_366
Cowc_KJE96210	Cowc_11_367
Cowc_KJE96211	Cowc_11_368
Cowc_KJE96212	Cowc_11_369
Cowc_KJE96213	Cowc_11_370
Cowc_KJE96214	Cowc_11_371
Cowc_KJE96215	Cowc_11_372
Cowc_KJE96216	Cowc_11_373
Cowc_KJE96217	Cowc_11_374
Cowc_KJE96218	Cowc_11_375
Cowc_KJE96219	Cowc_11_376
Cowc_KJE96220	Cowc_11_377
Cowc_KJE96221	Cowc_11_378
Cowc_KJE96222	Cowc_11_379
Cowc_KJE96223	Cowc_11_380
Cowc_KJE96224	Cowc_11_381
Cowc_KJE96226	Cowc_11_382
Cowc_KJE96227	Cowc_11_383
Cowc_KJE96228	Cowc_11_384
Cowc_KJE96229	Cowc_11_385
Cowc_KJE96230	Cowc_11_386
Cowc_KJE96231	Cowc_11_387
Cowc_KJE96232	Cowc_11_388
Cowc_KJE96233	Cowc_11_389
Cowc_KJE96234	Cowc_11_390
Cowc_KJE96235	Cowc_11_391
Cowc_KJE96236	Cowc_11_392
Cowc_KJE96237	Cowc_11_393
Cowc_KJE96238	Cowc_11_394
Cowc_KJE96239	Cowc_11_395
Cowc_KJE96240	Cowc_11_396
Cowc_KJE96241	Cowc_12_1
Cowc_KJE96242	Cowc_12_2
Cowc_KJE96243	Cowc_12_3
Cowc_KJE96244	Cowc_12_4
Cowc_KJE96245	Cowc_12_5
Cowc_KJE96247	Cowc_12_6
Cowc_KJE96248	Cowc_12_7
Cowc_KJE96249	Cowc_12_8
Cowc_KJE96250	Cowc_12_9
Cowc_KJE96251	Cowc_12_10
Cowc_KJE96253	Cowc_12_11
Cowc_KJE96254	Cowc_12_12
Cowc_KJE96260	Cowc_12_13
Cowc_KJE96261	Cowc_12_14
Cowc_KJE96262	Cowc_12_15
Cowc_KJE96263	Cowc_12_16
Cowc_KJE96264	Cowc_12_17
Cowc_KJE96267	Cowc_12_18
Cowc_KJE96268	Cowc_12_19
Cowc_KJE96269	Cowc_12_20
Cowc_KJE96270	Cowc_12_21
Cowc_KJE96271	Cowc_12_22
Cowc_KJE96275	Cowc_12_23
Cowc_KJE96276	Cowc_12_24
Cowc_KJE96277	Cowc_12_25
Cowc_KJE96278	Cowc_12_26
Cowc_KJE96279	Cowc_12_27
Cowc_KJE96280	Cowc_12_28
Cowc_KJE96281	Cowc_12_29
Cowc_KJE96282	Cowc_12_30
Cowc_KJE96283	Cowc_12_31
Cowc_KJE96284	Cowc_12_32
Cowc_KJE96285	Cowc_12_33
Cowc_KJE96286	Cowc_12_34
Cowc_KJE96287	Cowc_12_35
Cowc_KJE96288	Cowc_12_36
Cowc_KJE96289	Cowc_12_37
Cowc_KJE96290	Cowc_12_38
Cowc_KJE96292	Cowc_12_39
Cowc_KJE96293	Cowc_12_40
Cowc_KJE96294	Cowc_12_41
Cowc_KJE96295	Cowc_12_42
Cowc_KJE96296	Cowc_12_43
Cowc_KJE96297	Cowc_12_44
Cowc_KJE96299	Cowc_12_45
Cowc_KJE96300	Cowc_12_46
Cowc_KJE96301	Cowc_12_47
Cowc_KJE96302	Cowc_12_48
Cowc_KJE96303	Cowc_12_49
Cowc_KJE96304	Cowc_12_50
Cowc_KJE96305	Cowc_12_51
Cowc_KJE96306	Cowc_12_52
Cowc_KJE96307	Cowc_12_53
Cowc_KJE96308	Cowc_12_54
Cowc_KJE96309	Cowc_12_55
Cowc_KJE96310	Cowc_12_56
Cowc_KJE96311	Cowc_12_57
Cowc_KJE96312	Cowc_12_58
Cowc_KJE96313	Cowc_12_59
Cowc_KJE96314	Cowc_12_60
Cowc_KJE96315	Cowc_12_61
Cowc_KJE96316	Cowc_12_62
Cowc_KJE96317	Cowc_12_63
Cowc_KJE96318	Cowc_12_64
Cowc_KJE96319	Cowc_12_65
Cowc_KJE96320	Cowc_12_66
Cowc_KJE96321	Cowc_12_67
Cowc_KJE96322	Cowc_12_68
Cowc_KJE96323	Cowc_12_69
Cowc_KJE96324	Cowc_12_70
Cowc_KJE96325	Cowc_12_71
Cowc_KJE96326	Cowc_12_72
Cowc_KJE96327	Cowc_12_73
Cowc_KJE96328	Cowc_12_74
Cowc_KJE96329	Cowc_12_75
Cowc_KJE96330	Cowc_12_76
Cowc_KJE96331	Cowc_12_77
Cowc_KJE96332	Cowc_12_78
Cowc_KJE96333	Cowc_12_79
Cowc_KJE96334	Cowc_12_80
Cowc_KJE96335	Cowc_12_81
Cowc_KJE96336	Cowc_12_82
Cowc_KJE96337	Cowc_12_83
Cowc_KJE96338	Cowc_12_84
Cowc_KJE96339	Cowc_12_85
Cowc_KJE96340	Cowc_12_86
Cowc_KJE96341	Cowc_12_87
Cowc_KJE96342	Cowc_12_88
Cowc_KJE96343	Cowc_12_89
Cowc_KJE96344	Cowc_12_90
Cowc_KJE96345	Cowc_12_91
Cowc_KJE96346	Cowc_12_92
Cowc_KJE96347	Cowc_12_93
Cowc_KJE96349	Cowc_12_94
Cowc_KJE96350	Cowc_12_95
Cowc_KJE96352	Cowc_12_96
Cowc_KJE96353	Cowc_12_97
Cowc_KJE96354	Cowc_12_98
Cowc_KJE96355	Cowc_12_99
Cowc_KJE96356	Cowc_12_100
Cowc_KJE96357	Cowc_12_101
Cowc_KJE96358	Cowc_12_102
Cowc_KJE96359	Cowc_12_103
Cowc_KJE96360	Cowc_12_104
Cowc_KJE96361	Cowc_12_105
Cowc_KJE96362	Cowc_12_106
Cowc_KJE96363	Cowc_12_107
Cowc_KJE96364	Cowc_12_108
Cowc_KJE96365	Cowc_12_109
Cowc_KJE96366	Cowc_12_110
Cowc_KJE96367	Cowc_12_111
Cowc_KJE96368	Cowc_12_112
Cowc_KJE96369	Cowc_12_113
Cowc_KJE96370	Cowc_12_114
Cowc_KJE96373	Cowc_12_115
Cowc_KJE96374	Cowc_12_116
Cowc_KJE96375	Cowc_12_117
Cowc_KJE96377	Cowc_12_118
Cowc_KJE96378	Cowc_12_119
Cowc_KJE96379	Cowc_12_120
Cowc_KJE96380	Cowc_12_121
Cowc_KJE96381	Cowc_12_122
Cowc_KJE96384	Cowc_12_123
Cowc_KJE96385	Cowc_12_124
Cowc_KJE96386	Cowc_12_125
Cowc_KJE96387	Cowc_12_126
Cowc_KJE96388	Cowc_12_127
Cowc_KJE96389	Cowc_12_128
Cowc_KJE96390	Cowc_12_129
Cowc_KJE96391	Cowc_12_130
Cowc_KJE96392	Cowc_12_131
Cowc_KJE96393	Cowc_12_132
Cowc_KJE96394	Cowc_12_133
Cowc_KJE96395	Cowc_12_134
Cowc_KJE96396	Cowc_12_135
Cowc_KJE96397	Cowc_12_136
Cowc_KJE96398	Cowc_12_137
Cowc_KJE96399	Cowc_12_138
Cowc_KJE96400	Cowc_12_139
Cowc_KJE96401	Cowc_12_140
Cowc_KJE96402	Cowc_12_141
Cowc_KJE96403	Cowc_12_142
Cowc_KJE96404	Cowc_12_143
Cowc_KJE96405	Cowc_12_144
Cowc_KJE96406	Cowc_12_145
Cowc_KJE96407	Cowc_12_146
Cowc_KJE96408	Cowc_12_147
Cowc_KJE96409	Cowc_12_148
Cowc_KJE96410	Cowc_12_149
Cowc_KJE96411	Cowc_12_150
Cowc_KJE96412	Cowc_12_151
Cowc_KJE96413	Cowc_12_152
Cowc_KJE96414	Cowc_12_153
Cowc_KJE96415	Cowc_12_154
Cowc_KJE96416	Cowc_12_155
Cowc_KJE96417	Cowc_12_156
Cowc_KJE96418	Cowc_12_157
Cowc_KJE96419	Cowc_12_158
Cowc_KJE96420	Cowc_12_159
Cowc_KJE96421	Cowc_12_160
Cowc_KJE96422	Cowc_12_161
Cowc_KJE96423	Cowc_12_162
Cowc_KJE96424	Cowc_12_163
Cowc_KJE96425	Cowc_12_164
Cowc_KJE96426	Cowc_12_165
Cowc_KJE96427	Cowc_12_166
Cowc_KJE96428	Cowc_12_167
Cowc_KJE96429	Cowc_12_168
Cowc_KJE96430	Cowc_12_169
Cowc_KJE96431	Cowc_12_170
Cowc_KJE96432	Cowc_12_171
Cowc_KJE96433	Cowc_12_172
Cowc_KJE96436	Cowc_12_173
Cowc_KJE96437	Cowc_12_174
Cowc_KJE96439	Cowc_12_175
Cowc_KJE96440	Cowc_12_176
Cowc_KJE96441	Cowc_12_177
Cowc_KJE96442	Cowc_12_178
Cowc_KJE96443	Cowc_12_179
Cowc_KJE96444	Cowc_12_180
Cowc_KJE96445	Cowc_12_181
Cowc_KJE96446	Cowc_12_182
Cowc_KJE96447	Cowc_12_183
Cowc_KJE96448	Cowc_12_184
Cowc_KJE96449	Cowc_12_185
Cowc_KJE96450	Cowc_12_186
Cowc_KJE96451	Cowc_12_187
Cowc_KJE96452	Cowc_12_188
Cowc_KJE96453	Cowc_12_189
Cowc_KJE96454	Cowc_12_190
Cowc_KJE96455	Cowc_12_191
Cowc_KJE96456	Cowc_12_192
Cowc_KJE96457	Cowc_12_193
Cowc_KJE96458	Cowc_12_194
Cowc_KJE96459	Cowc_12_195
Cowc_KJE96460	Cowc_12_196
Cowc_KJE96461	Cowc_12_197
Cowc_KJE96462	Cowc_12_198
Cowc_KJE96464	Cowc_12_199
Cowc_KJE96465	Cowc_12_200
Cowc_KJE96466	Cowc_12_201
Cowc_KJE96467	Cowc_12_202
Cowc_KJE96468	Cowc_12_203
Cowc_KJE96469	Cowc_12_204
Cowc_KJE96470	Cowc_12_205
Cowc_KJE96471	Cowc_12_206
Cowc_KJE96472	Cowc_12_207
Cowc_KJE96474	Cowc_12_208
Cowc_KJE96475	Cowc_12_209
Cowc_KJE96476	Cowc_12_210
Cowc_KJE96477	Cowc_12_211
Cowc_KJE96479	Cowc_12_212
Cowc_KJE96480	Cowc_12_213
Cowc_KJE96481	Cowc_12_214
Cowc_KJE96482	Cowc_12_215
Cowc_KJE96483	Cowc_12_216
Cowc_KJE96484	Cowc_12_217
Cowc_KJE96485	Cowc_12_218
Cowc_KJE96486	Cowc_12_219
Cowc_KJE96487	Cowc_12_220
Cowc_KJE96488	Cowc_12_221
Cowc_KJE96489	Cowc_12_222
Cowc_KJE96490	Cowc_12_223
Cowc_KJE96491	Cowc_12_224
Cowc_KJE96492	Cowc_12_225
Cowc_KJE96493	Cowc_12_226
Cowc_KJE96494	Cowc_12_227
Cowc_KJE96495	Cowc_12_228
Cowc_KJE96496	Cowc_12_229
Cowc_KJE96497	Cowc_12_230
Cowc_KJE96498	Cowc_12_231
Cowc_KJE96499	Cowc_12_232
Cowc_KJE96502	Cowc_12_233
Cowc_KJE96503	Cowc_12_234
Cowc_KJE96507	Cowc_12_235
Cowc_KJE96508	Cowc_12_236
Cowc_KJE96509	Cowc_12_237
Cowc_KJE96511	Cowc_12_238
Cowc_KJE96512	Cowc_12_239
Cowc_KJE96513	Cowc_12_240
Cowc_KJE96514	Cowc_12_241
Cowc_KJE96515	Cowc_12_242
Cowc_KJE96519	Cowc_12_243
Cowc_KJE96520	Cowc_12_244
Cowc_KJE96521	Cowc_12_245
Cowc_KJE96523	Cowc_12_246
Cowc_KJE96524	Cowc_12_247
Cowc_KJE96525	Cowc_12_248
Cowc_KJE96526	Cowc_12_249
Cowc_KJE96527	Cowc_12_250
Cowc_KJE96528	Cowc_12_251
Cowc_KJE96529	Cowc_12_252
Cowc_KJE96530	Cowc_12_253
Cowc_KJE96531	Cowc_12_254
Cowc_KJE96532	Cowc_12_255
Cowc_KJE96534	Cowc_12_256
Cowc_KJE96535	Cowc_12_257
Cowc_KJE96537	Cowc_12_258
Cowc_KJE96538	Cowc_12_259
Cowc_KJE96539	Cowc_12_260
Cowc_KJE96540	Cowc_12_261
Cowc_KJE96541	Cowc_12_262
Cowc_KJE96542	Cowc_12_263
Cowc_KJE96543	Cowc_12_264
Cowc_KJE96544	Cowc_12_265
Cowc_KJE96545	Cowc_12_266
Cowc_KJE96546	Cowc_12_267
Cowc_KJE96547	Cowc_12_268
Cowc_KJE96548	Cowc_12_269
Cowc_KJE96550	Cowc_12_270
Cowc_KJE96551	Cowc_12_271
Cowc_KJE96552	Cowc_12_272
Cowc_KJE96553	Cowc_12_273
Cowc_KJE96554	Cowc_12_274
Cowc_KJE96555	Cowc_12_275
Cowc_KJE96556	Cowc_12_276
Cowc_KJE96558	Cowc_12_277
Cowc_KJE96559	Cowc_12_278
Cowc_KJE96560	Cowc_12_279
Cowc_KJE96562	Cowc_12_280
Cowc_KJE96564	Cowc_12_281
Cowc_KJE96566	Cowc_12_282
Cowc_KJE96567	Cowc_12_283
Cowc_KJE96568	Cowc_12_284
Cowc_KJE96569	Cowc_12_285
Cowc_KJE96570	Cowc_12_286
Cowc_KJE96571	Cowc_12_287
Cowc_KJE96572	Cowc_12_288
Cowc_KJE96573	Cowc_12_289
Cowc_KJE96574	Cowc_12_290
Cowc_KJE96575	Cowc_12_291
Cowc_KJE96576	Cowc_12_292
Cowc_KJE96577	Cowc_12_293
Cowc_KJE96578	Cowc_12_294
Cowc_KJE96579	Cowc_12_295
Cowc_KJE96580	Cowc_12_296
Cowc_KJE96581	Cowc_12_297
Cowc_KJE96582	Cowc_12_298
Cowc_KJE96583	Cowc_12_299
Cowc_KJE96584	Cowc_12_300
Cowc_KJE96585	Cowc_12_301
Cowc_KJE96586	Cowc_12_302
Cowc_KJE96587	Cowc_12_303
Cowc_KJE96588	Cowc_12_304
Cowc_KJE96589	Cowc_12_305
Cowc_KJE96591	Cowc_12_306
Cowc_KJE96592	Cowc_12_307
Cowc_KJE96593	Cowc_12_308
Cowc_KJE96594	Cowc_12_309
Cowc_KJE96595	Cowc_12_310
Cowc_KJE96596	Cowc_12_311
Cowc_KJE96597	Cowc_12_312
Cowc_KJE96598	Cowc_12_313
Cowc_KJE96599	Cowc_12_314
Cowc_KJE96600	Cowc_12_315
Cowc_KJE96601	Cowc_12_316
Cowc_KJE96602	Cowc_12_317
Cowc_KJE96603	Cowc_12_318
Cowc_KJE96604	Cowc_12_319
Cowc_KJE96605	Cowc_12_320
Cowc_KJE96606	Cowc_12_321
Cowc_KJE96607	Cowc_12_322
Cowc_KJE96608	Cowc_12_323
Cowc_KJE96609	Cowc_12_324
Cowc_KJE96610	Cowc_12_325
Cowc_KJE96611	Cowc_12_326
Cowc_KJE96613	Cowc_12_327
Cowc_KJE96614	Cowc_12_328
Cowc_KJE96615	Cowc_12_329
Cowc_KJE96616	Cowc_12_330
Cowc_KJE96617	Cowc_12_331
Cowc_KJE96618	Cowc_12_332
Cowc_KJE96619	Cowc_12_333
Cowc_KJE96620	Cowc_12_334
Cowc_KJE96621	Cowc_12_335
Cowc_KJE96622	Cowc_12_336
Cowc_KJE96623	Cowc_12_337
Cowc_KJE96624	Cowc_12_338
Cowc_KJE96625	Cowc_12_339
Cowc_KJE96626	Cowc_12_340
Cowc_KJE96627	Cowc_12_341
Cowc_KJE96628	Cowc_12_342
Cowc_KJE96630	Cowc_12_343
Cowc_KJE96631	Cowc_12_344
Cowc_KJE96632	Cowc_12_345
Cowc_KJE96634	Cowc_12_346
Cowc_KJE96635	Cowc_12_347
Cowc_KJE96636	Cowc_12_348
Cowc_KJE96637	Cowc_12_349
Cowc_KJE96638	Cowc_12_350
Cowc_KJE96642	Cowc_12_351
Cowc_KJE96643	Cowc_12_352
Cowc_KJE96644	Cowc_12_353
Cowc_KJE96645	Cowc_13_1
Cowc_KJE96646	Cowc_13_2
Cowc_KJE96647	Cowc_13_3
Cowc_KJE96648	Cowc_13_4
Cowc_KJE96650	Cowc_13_5
Cowc_KJE96651	Cowc_13_6
Cowc_KJE96652	Cowc_13_7
Cowc_KJE96653	Cowc_13_8
Cowc_KJE96654	Cowc_13_9
Cowc_KJE96655	Cowc_13_10
Cowc_KJE96656	Cowc_13_11
Cowc_KJE96657	Cowc_13_12
Cowc_KJE96658	Cowc_13_13
Cowc_KJE96659	Cowc_13_14
Cowc_KJE96663	Cowc_13_15
