Ttra_KNC45887	Ttra_1_1
Ttra_KNC53127	Ttra_46_103
Ttra_KNC53128	Ttra_46_104
Ttra_KNC53129	Ttra_46_105
Ttra_KNC53130	Ttra_46_106
Ttra_KNC53131	Ttra_47_1
Ttra_KNC53132	Ttra_47_2
Ttra_KNC53133	Ttra_47_3
Ttra_KNC53134	Ttra_47_4
Ttra_KNC53135	Ttra_47_5
Ttra_KNC53136	Ttra_47_6
Ttra_KNC53137	Ttra_47_7
Ttra_KNC53138	Ttra_47_8
Ttra_KNC53139	Ttra_47_9
Ttra_KNC53140	Ttra_47_10
Ttra_KNC53141	Ttra_47_11
Ttra_KNC53142	Ttra_47_12
Ttra_KNC53143	Ttra_47_13
Ttra_KNC53144	Ttra_47_14
Ttra_KNC53145	Ttra_47_15
Ttra_KNC53146	Ttra_47_16
Ttra_KNC53147	Ttra_47_17
Ttra_KNC53148	Ttra_47_18
Ttra_KNC53149	Ttra_47_19
Ttra_KNC53150	Ttra_47_20
Ttra_KNC53151	Ttra_47_21
Ttra_KNC53152	Ttra_47_22
Ttra_KNC53153	Ttra_47_23
Ttra_KNC53154	Ttra_47_24
Ttra_KNC53155	Ttra_47_25
Ttra_KNC53156	Ttra_47_26
Ttra_KNC53157	Ttra_47_27
Ttra_KNC53158	Ttra_47_28
Ttra_KNC53159	Ttra_47_29
Ttra_KNC53160	Ttra_47_30
Ttra_KNC53161	Ttra_47_31
Ttra_KNC53162	Ttra_47_32
Ttra_KNC53163	Ttra_47_33
Ttra_KNC53164	Ttra_47_34
Ttra_KNC53165	Ttra_47_35
Ttra_KNC53166	Ttra_47_36
Ttra_KNC53167	Ttra_47_37
Ttra_KNC53168	Ttra_47_38
Ttra_KNC53169	Ttra_47_39
Ttra_KNC53170	Ttra_47_40
Ttra_KNC53171	Ttra_47_41
Ttra_KNC53172	Ttra_47_42
Ttra_KNC53173	Ttra_47_43
Ttra_KNC53174	Ttra_47_44
Ttra_KNC53175	Ttra_47_45
Ttra_KNC53176	Ttra_47_46
Ttra_KNC53177	Ttra_47_47
Ttra_KNC53178	Ttra_47_48
Ttra_KNC53179	Ttra_47_49
Ttra_KNC53180	Ttra_47_50
Ttra_KNC53181	Ttra_47_51
Ttra_KNC53182	Ttra_47_52
Ttra_KNC53183	Ttra_47_53
Ttra_KNC53184	Ttra_47_54
Ttra_KNC53185	Ttra_47_55
Ttra_KNC53186	Ttra_47_56
Ttra_KNC53187	Ttra_47_57
Ttra_KNC53188	Ttra_47_58
Ttra_KNC53189	Ttra_47_59
Ttra_KNC53190	Ttra_47_60
Ttra_KNC53191	Ttra_47_61
Ttra_KNC53192	Ttra_47_62
Ttra_KNC53193	Ttra_47_63
Ttra_KNC53194	Ttra_47_64
Ttra_KNC53195	Ttra_47_65
Ttra_KNC53196	Ttra_47_66
Ttra_KNC53197	Ttra_47_67
Ttra_KNC53198	Ttra_47_68
Ttra_KNC53199	Ttra_47_69
Ttra_KNC53200	Ttra_47_70
Ttra_KNC53201	Ttra_47_71
Ttra_KNC53202	Ttra_47_72
Ttra_KNC53203	Ttra_47_73
Ttra_KNC53204	Ttra_47_74
Ttra_KNC53205	Ttra_47_75
Ttra_KNC53206	Ttra_47_76
Ttra_KNC53207	Ttra_47_77
Ttra_KNC53208	Ttra_47_78
Ttra_KNC53209	Ttra_47_79
Ttra_KNC53210	Ttra_47_80
Ttra_KNC53211	Ttra_47_81
Ttra_KNC53212	Ttra_47_82
Ttra_KNC53213	Ttra_47_83
Ttra_KNC53214	Ttra_47_84
Ttra_KNC53215	Ttra_47_85
Ttra_KNC53216	Ttra_47_86
Ttra_KNC53217	Ttra_47_87
Ttra_KNC53218	Ttra_47_88
Ttra_KNC53219	Ttra_47_89
Ttra_KNC53220	Ttra_47_90
Ttra_KNC53221	Ttra_47_91
Ttra_KNC53222	Ttra_47_92
Ttra_KNC53223	Ttra_47_93
Ttra_KNC53224	Ttra_47_94
Ttra_KNC53225	Ttra_47_95
Ttra_KNC53226	Ttra_47_96
Ttra_KNC53227	Ttra_47_97
Ttra_KNC53228	Ttra_47_98
Ttra_KNC53229	Ttra_48_1
Ttra_KNC53230	Ttra_48_2
Ttra_KNC53231	Ttra_48_3
Ttra_KNC53232	Ttra_48_4
Ttra_KNC53233	Ttra_48_5
Ttra_KNC53234	Ttra_48_6
Ttra_KNC53235	Ttra_48_7
Ttra_KNC53236	Ttra_48_8
Ttra_KNC53237	Ttra_48_9
Ttra_KNC53238	Ttra_48_10
Ttra_KNC53239	Ttra_48_11
Ttra_KNC53240	Ttra_48_12
Ttra_KNC53241	Ttra_48_13
Ttra_KNC53242	Ttra_48_14
Ttra_KNC53243	Ttra_48_15
Ttra_KNC53244	Ttra_48_16
Ttra_KNC53245	Ttra_48_17
Ttra_KNC53246	Ttra_48_18
Ttra_KNC53247	Ttra_48_19
Ttra_KNC53248	Ttra_48_20
Ttra_KNC53249	Ttra_48_21
Ttra_KNC53250	Ttra_48_22
Ttra_KNC53251	Ttra_48_23
Ttra_KNC53252	Ttra_48_24
Ttra_KNC53253	Ttra_48_25
Ttra_KNC53254	Ttra_48_26
Ttra_KNC53255	Ttra_48_27
Ttra_KNC53256	Ttra_48_28
Ttra_KNC53257	Ttra_48_29
Ttra_KNC53258	Ttra_48_30
Ttra_KNC53259	Ttra_48_31
Ttra_KNC53260	Ttra_48_32
Ttra_KNC53261	Ttra_48_33
Ttra_KNC53262	Ttra_48_34
Ttra_KNC53263	Ttra_48_35
Ttra_KNC53264	Ttra_48_36
Ttra_KNC53265	Ttra_48_37
Ttra_KNC53266	Ttra_48_38
Ttra_KNC53267	Ttra_48_39
Ttra_KNC53268	Ttra_48_40
Ttra_KNC53269	Ttra_48_41
Ttra_KNC53270	Ttra_48_42
Ttra_KNC53271	Ttra_48_43
Ttra_KNC53272	Ttra_48_44
Ttra_KNC53273	Ttra_48_45
Ttra_KNC53274	Ttra_48_46
Ttra_KNC53275	Ttra_48_47
Ttra_KNC53276	Ttra_48_48
Ttra_KNC53277	Ttra_48_49
Ttra_KNC53278	Ttra_48_50
Ttra_KNC53279	Ttra_48_51
Ttra_KNC53280	Ttra_48_52
Ttra_KNC53281	Ttra_48_53
Ttra_KNC53282	Ttra_48_54
Ttra_KNC53283	Ttra_48_55
Ttra_KNC53285	Ttra_48_56
Ttra_KNC53286	Ttra_48_57
Ttra_KNC53287	Ttra_48_58
Ttra_KNC53288	Ttra_48_59
Ttra_KNC53289	Ttra_48_60
Ttra_KNC53291	Ttra_48_61
Ttra_KNC53292	Ttra_48_62
Ttra_KNC53293	Ttra_48_63
Ttra_KNC53294	Ttra_48_64
Ttra_KNC53295	Ttra_48_65
Ttra_KNC53296	Ttra_48_66
Ttra_KNC53297	Ttra_48_67
Ttra_KNC53298	Ttra_48_68
Ttra_KNC53299	Ttra_48_69
Ttra_KNC53300	Ttra_48_70
Ttra_KNC53301	Ttra_48_71
Ttra_KNC53302	Ttra_48_72
Ttra_KNC53303	Ttra_48_73
Ttra_KNC53304	Ttra_48_74
Ttra_KNC53305	Ttra_48_75
Ttra_KNC53306	Ttra_48_76
Ttra_KNC53307	Ttra_48_77
Ttra_KNC53308	Ttra_48_78
Ttra_KNC53309	Ttra_48_79
Ttra_KNC53310	Ttra_48_80
Ttra_KNC53312	Ttra_48_81
Ttra_KNC53313	Ttra_48_82
Ttra_KNC53314	Ttra_48_83
Ttra_KNC53315	Ttra_48_84
Ttra_KNC53316	Ttra_48_85
Ttra_KNC53317	Ttra_48_86
Ttra_KNC53318	Ttra_48_87
Ttra_KNC53319	Ttra_48_88
Ttra_KNC53320	Ttra_48_89
Ttra_KNC53321	Ttra_48_90
Ttra_KNC53322	Ttra_48_91
Ttra_KNC53323	Ttra_48_92
Ttra_KNC53324	Ttra_48_93
Ttra_KNC53325	Ttra_48_94
Ttra_KNC53326	Ttra_48_95
Ttra_KNC53327	Ttra_48_96
Ttra_KNC53328	Ttra_48_97
Ttra_KNC53329	Ttra_48_98
Ttra_KNC53330	Ttra_48_99
Ttra_KNC53331	Ttra_48_100
Ttra_KNC53332	Ttra_48_101
Ttra_KNC53333	Ttra_48_102
Ttra_KNC53334	Ttra_48_103
Ttra_KNC53335	Ttra_48_104
Ttra_KNC53336	Ttra_48_105
Ttra_KNC53337	Ttra_48_106
Ttra_KNC53338	Ttra_48_107
Ttra_KNC53339	Ttra_49_1
Ttra_KNC53340	Ttra_49_2
Ttra_KNC53341	Ttra_49_3
Ttra_KNC53342	Ttra_49_4
Ttra_KNC53343	Ttra_49_5
Ttra_KNC53344	Ttra_49_6
Ttra_KNC53345	Ttra_49_7
Ttra_KNC53346	Ttra_49_8
Ttra_KNC53347	Ttra_49_9
Ttra_KNC53348	Ttra_49_10
Ttra_KNC53349	Ttra_49_11
Ttra_KNC53350	Ttra_49_12
Ttra_KNC53351	Ttra_49_13
Ttra_KNC53352	Ttra_49_14
Ttra_KNC53353	Ttra_49_15
Ttra_KNC53354	Ttra_49_16
Ttra_KNC53355	Ttra_49_17
Ttra_KNC53356	Ttra_49_18
Ttra_KNC53357	Ttra_49_19
Ttra_KNC53358	Ttra_49_20
Ttra_KNC53359	Ttra_49_21
Ttra_KNC53361	Ttra_49_22
Ttra_KNC53362	Ttra_49_23
Ttra_KNC53363	Ttra_49_24
Ttra_KNC53364	Ttra_49_25
Ttra_KNC53365	Ttra_49_26
Ttra_KNC53366	Ttra_49_27
Ttra_KNC53367	Ttra_49_28
Ttra_KNC53368	Ttra_49_29
Ttra_KNC53369	Ttra_49_30
Ttra_KNC53370	Ttra_49_31
Ttra_KNC53371	Ttra_49_32
Ttra_KNC53372	Ttra_49_33
Ttra_KNC53373	Ttra_49_34
Ttra_KNC53374	Ttra_49_35
Ttra_KNC53375	Ttra_49_36
Ttra_KNC53376	Ttra_49_37
Ttra_KNC53377	Ttra_49_38
Ttra_KNC53378	Ttra_49_39
Ttra_KNC53379	Ttra_49_40
Ttra_KNC53380	Ttra_49_41
Ttra_KNC53381	Ttra_49_42
Ttra_KNC53382	Ttra_49_43
Ttra_KNC53383	Ttra_49_44
Ttra_KNC53384	Ttra_49_45
Ttra_KNC53385	Ttra_49_46
Ttra_KNC53386	Ttra_49_47
Ttra_KNC53387	Ttra_49_48
Ttra_KNC53388	Ttra_49_49
Ttra_KNC53389	Ttra_49_50
Ttra_KNC53390	Ttra_49_51
Ttra_KNC53391	Ttra_49_52
Ttra_KNC53392	Ttra_49_53
Ttra_KNC53393	Ttra_49_54
Ttra_KNC53394	Ttra_49_55
Ttra_KNC53395	Ttra_49_56
Ttra_KNC53396	Ttra_49_57
Ttra_KNC53397	Ttra_49_58
Ttra_KNC53398	Ttra_49_59
Ttra_KNC53399	Ttra_49_60
Ttra_KNC53400	Ttra_49_61
Ttra_KNC53401	Ttra_49_62
Ttra_KNC53402	Ttra_49_63
Ttra_KNC53403	Ttra_49_64
Ttra_KNC53404	Ttra_49_65
Ttra_KNC53405	Ttra_49_66
Ttra_KNC53406	Ttra_49_67
Ttra_KNC53407	Ttra_49_68
Ttra_KNC53408	Ttra_49_69
Ttra_KNC53409	Ttra_49_70
Ttra_KNC53410	Ttra_49_71
Ttra_KNC53411	Ttra_49_72
Ttra_KNC53412	Ttra_49_73
Ttra_KNC53413	Ttra_49_74
Ttra_KNC53414	Ttra_49_75
Ttra_KNC53415	Ttra_49_76
Ttra_KNC53416	Ttra_49_77
Ttra_KNC53417	Ttra_49_78
Ttra_KNC53418	Ttra_49_79
Ttra_KNC53419	Ttra_49_80
Ttra_KNC53420	Ttra_49_81
Ttra_KNC53421	Ttra_49_82
Ttra_KNC53422	Ttra_49_83
Ttra_KNC53423	Ttra_49_84
Ttra_KNC53424	Ttra_49_85
Ttra_KNC53425	Ttra_49_86
Ttra_KNC53426	Ttra_49_87
Ttra_KNC53427	Ttra_49_88
Ttra_KNC53428	Ttra_49_89
Ttra_KNC53429	Ttra_49_90
Ttra_KNC53430	Ttra_49_91
Ttra_KNC53431	Ttra_49_92
Ttra_KNC53432	Ttra_49_93
Ttra_KNC53433	Ttra_49_94
Ttra_KNC53434	Ttra_49_95
Ttra_KNC53435	Ttra_49_96
Ttra_KNC53436	Ttra_49_97
Ttra_KNC53437	Ttra_49_98
Ttra_KNC53438	Ttra_49_99
Ttra_KNC53439	Ttra_49_100
Ttra_KNC53440	Ttra_49_101
Ttra_KNC53441	Ttra_49_102
Ttra_KNC53442	Ttra_49_103
Ttra_KNC53443	Ttra_49_104
Ttra_KNC53444	Ttra_49_105
Ttra_KNC53445	Ttra_49_106
Ttra_KNC53446	Ttra_49_107
Ttra_KNC53447	Ttra_49_108
Ttra_KNC53725	Ttra_50_1
Ttra_KNC53726	Ttra_50_2
Ttra_KNC53727	Ttra_50_3
Ttra_KNC53728	Ttra_50_4
Ttra_KNC53729	Ttra_50_5
Ttra_KNC53730	Ttra_50_6
Ttra_KNC53731	Ttra_50_7
Ttra_KNC53732	Ttra_50_8
Ttra_KNC53733	Ttra_50_9
Ttra_KNC53734	Ttra_50_10
Ttra_KNC53735	Ttra_50_11
Ttra_KNC53736	Ttra_50_12
Ttra_KNC53737	Ttra_50_13
Ttra_KNC53738	Ttra_50_14
Ttra_KNC53739	Ttra_50_15
Ttra_KNC53740	Ttra_50_16
Ttra_KNC53741	Ttra_50_17
Ttra_KNC53742	Ttra_50_18
Ttra_KNC53743	Ttra_50_19
Ttra_KNC53744	Ttra_50_20
Ttra_KNC53745	Ttra_50_21
Ttra_KNC53746	Ttra_50_22
Ttra_KNC53747	Ttra_50_23
Ttra_KNC53748	Ttra_50_24
Ttra_KNC53749	Ttra_50_25
Ttra_KNC53750	Ttra_50_26
Ttra_KNC53751	Ttra_50_27
Ttra_KNC53752	Ttra_50_28
Ttra_KNC53753	Ttra_50_29
Ttra_KNC53754	Ttra_50_30
Ttra_KNC53755	Ttra_50_31
Ttra_KNC53756	Ttra_50_32
Ttra_KNC53757	Ttra_50_33
Ttra_KNC53758	Ttra_50_34
Ttra_KNC53759	Ttra_50_35
Ttra_KNC53760	Ttra_50_36
Ttra_KNC53761	Ttra_50_37
Ttra_KNC53762	Ttra_50_38
Ttra_KNC53763	Ttra_50_39
Ttra_KNC53764	Ttra_50_40
Ttra_KNC53765	Ttra_50_41
Ttra_KNC53766	Ttra_50_42
Ttra_KNC53767	Ttra_50_43
Ttra_KNC53768	Ttra_50_44
Ttra_KNC53769	Ttra_50_45
Ttra_KNC53770	Ttra_50_46
Ttra_KNC53771	Ttra_50_47
Ttra_KNC53772	Ttra_50_48
Ttra_KNC53773	Ttra_50_49
Ttra_KNC53774	Ttra_50_50
Ttra_KNC53775	Ttra_50_51
Ttra_KNC53776	Ttra_50_52
Ttra_KNC53777	Ttra_50_53
Ttra_KNC53778	Ttra_50_54
Ttra_KNC53779	Ttra_50_55
Ttra_KNC53780	Ttra_50_56
Ttra_KNC53781	Ttra_50_57
Ttra_KNC53782	Ttra_50_58
Ttra_KNC53783	Ttra_50_59
Ttra_KNC53784	Ttra_50_60
Ttra_KNC53785	Ttra_50_61
Ttra_KNC53786	Ttra_50_62
Ttra_KNC53787	Ttra_50_63
Ttra_KNC53788	Ttra_50_64
Ttra_KNC53789	Ttra_50_65
Ttra_KNC53790	Ttra_50_66
Ttra_KNC53791	Ttra_50_67
Ttra_KNC53792	Ttra_50_68
Ttra_KNC53793	Ttra_50_69
Ttra_KNC53794	Ttra_50_70
Ttra_KNC53795	Ttra_50_71
Ttra_KNC53796	Ttra_50_72
Ttra_KNC53797	Ttra_50_73
Ttra_KNC53798	Ttra_50_74
Ttra_KNC53799	Ttra_50_75
Ttra_KNC53800	Ttra_50_76
Ttra_KNC53801	Ttra_50_77
Ttra_KNC53802	Ttra_50_78
Ttra_KNC53803	Ttra_50_79
Ttra_KNC53804	Ttra_50_80
Ttra_KNC53805	Ttra_50_81
Ttra_KNC53806	Ttra_50_82
Ttra_KNC53807	Ttra_50_83
Ttra_KNC53808	Ttra_50_84
Ttra_KNC53809	Ttra_50_85
Ttra_KNC53810	Ttra_50_86
Ttra_KNC53811	Ttra_50_87
Ttra_KNC53812	Ttra_50_88
Ttra_KNC53813	Ttra_50_89
Ttra_KNC53814	Ttra_50_90
Ttra_KNC53815	Ttra_50_91
Ttra_KNC53816	Ttra_50_92
Ttra_KNC53817	Ttra_50_93
Ttra_KNC53818	Ttra_50_94
Ttra_KNC53819	Ttra_50_95
Ttra_KNC53820	Ttra_50_96
Ttra_KNC53821	Ttra_51_1
Ttra_KNC53822	Ttra_51_2
Ttra_KNC53823	Ttra_51_3
Ttra_KNC53824	Ttra_51_4
Ttra_KNC53825	Ttra_51_5
Ttra_KNC53826	Ttra_51_6
Ttra_KNC53827	Ttra_51_7
Ttra_KNC53828	Ttra_51_8
Ttra_KNC53829	Ttra_51_9
Ttra_KNC53830	Ttra_51_10
Ttra_KNC53831	Ttra_51_11
Ttra_KNC53832	Ttra_51_12
Ttra_KNC53833	Ttra_51_13
Ttra_KNC53834	Ttra_51_14
Ttra_KNC53835	Ttra_51_15
Ttra_KNC53836	Ttra_51_16
Ttra_KNC53837	Ttra_51_17
Ttra_KNC53838	Ttra_51_18
Ttra_KNC53839	Ttra_51_19
Ttra_KNC53840	Ttra_51_20
Ttra_KNC53841	Ttra_51_21
Ttra_KNC53842	Ttra_51_22
Ttra_KNC53843	Ttra_51_23
Ttra_KNC53844	Ttra_51_24
Ttra_KNC53845	Ttra_51_25
Ttra_KNC53846	Ttra_51_26
Ttra_KNC53847	Ttra_51_27
Ttra_KNC53848	Ttra_51_28
Ttra_KNC53849	Ttra_51_29
Ttra_KNC53850	Ttra_51_30
Ttra_KNC53851	Ttra_51_31
Ttra_KNC53852	Ttra_51_32
Ttra_KNC53853	Ttra_51_33
Ttra_KNC53854	Ttra_51_34
Ttra_KNC53855	Ttra_51_35
Ttra_KNC53856	Ttra_51_36
Ttra_KNC53857	Ttra_51_37
Ttra_KNC53858	Ttra_51_38
Ttra_KNC53859	Ttra_51_39
Ttra_KNC53860	Ttra_51_40
Ttra_KNC53861	Ttra_51_41
Ttra_KNC53862	Ttra_51_42
Ttra_KNC53863	Ttra_51_43
Ttra_KNC53864	Ttra_51_44
Ttra_KNC53865	Ttra_51_45
Ttra_KNC53866	Ttra_51_46
Ttra_KNC53867	Ttra_51_47
Ttra_KNC53868	Ttra_51_48
Ttra_KNC53869	Ttra_51_49
Ttra_KNC53870	Ttra_51_50
Ttra_KNC53871	Ttra_51_51
Ttra_KNC53872	Ttra_51_52
Ttra_KNC53873	Ttra_51_53
Ttra_KNC53874	Ttra_51_54
Ttra_KNC53875	Ttra_51_55
Ttra_KNC53876	Ttra_51_56
Ttra_KNC53877	Ttra_51_57
Ttra_KNC53878	Ttra_51_58
Ttra_KNC53879	Ttra_51_59
Ttra_KNC53880	Ttra_51_60
Ttra_KNC53881	Ttra_51_61
Ttra_KNC53882	Ttra_51_62
Ttra_KNC53883	Ttra_51_63
Ttra_KNC53884	Ttra_51_64
Ttra_KNC53885	Ttra_51_65
Ttra_KNC53886	Ttra_51_66
Ttra_KNC53887	Ttra_51_67
Ttra_KNC53888	Ttra_51_68
Ttra_KNC53889	Ttra_51_69
Ttra_KNC53890	Ttra_51_70
Ttra_KNC53891	Ttra_51_71
Ttra_KNC53892	Ttra_51_72
Ttra_KNC53893	Ttra_51_73
Ttra_KNC53894	Ttra_51_74
Ttra_KNC53895	Ttra_51_75
Ttra_KNC53896	Ttra_51_76
Ttra_KNC53897	Ttra_51_77
Ttra_KNC53898	Ttra_51_78
Ttra_KNC53899	Ttra_51_79
Ttra_KNC53900	Ttra_51_80
Ttra_KNC53901	Ttra_51_81
Ttra_KNC53902	Ttra_51_82
Ttra_KNC53903	Ttra_51_83
Ttra_KNC53904	Ttra_51_84
Ttra_KNC53905	Ttra_51_85
Ttra_KNC53906	Ttra_52_1
Ttra_KNC53907	Ttra_52_2
Ttra_KNC53908	Ttra_52_3
Ttra_KNC53909	Ttra_52_4
Ttra_KNC53910	Ttra_52_5
Ttra_KNC53911	Ttra_52_6
Ttra_KNC53912	Ttra_52_7
Ttra_KNC53913	Ttra_52_8
Ttra_KNC53914	Ttra_52_9
Ttra_KNC53915	Ttra_52_10
Ttra_KNC53916	Ttra_52_11
Ttra_KNC53917	Ttra_52_12
Ttra_KNC53918	Ttra_52_13
Ttra_KNC53919	Ttra_52_14
Ttra_KNC53920	Ttra_52_15
Ttra_KNC53921	Ttra_52_16
Ttra_KNC53922	Ttra_52_17
Ttra_KNC53923	Ttra_52_18
Ttra_KNC53924	Ttra_52_19
Ttra_KNC53925	Ttra_52_20
Ttra_KNC53926	Ttra_52_21
Ttra_KNC53927	Ttra_52_22
Ttra_KNC53928	Ttra_52_23
Ttra_KNC53929	Ttra_52_24
Ttra_KNC53930	Ttra_52_25
Ttra_KNC53931	Ttra_52_26
Ttra_KNC53932	Ttra_52_27
Ttra_KNC53933	Ttra_52_28
Ttra_KNC53934	Ttra_52_29
Ttra_KNC53935	Ttra_52_30
Ttra_KNC53936	Ttra_52_31
Ttra_KNC53937	Ttra_52_32
Ttra_KNC53938	Ttra_52_33
Ttra_KNC53939	Ttra_52_34
Ttra_KNC53940	Ttra_52_35
Ttra_KNC53941	Ttra_52_36
Ttra_KNC53942	Ttra_52_37
Ttra_KNC53943	Ttra_52_38
Ttra_KNC53944	Ttra_52_39
Ttra_KNC53945	Ttra_52_40
Ttra_KNC53946	Ttra_52_41
Ttra_KNC53947	Ttra_52_42
Ttra_KNC53948	Ttra_52_43
Ttra_KNC53949	Ttra_52_44
Ttra_KNC53950	Ttra_52_45
Ttra_KNC53951	Ttra_52_46
Ttra_KNC53952	Ttra_52_47
Ttra_KNC53953	Ttra_52_48
Ttra_KNC53954	Ttra_52_49
Ttra_KNC53955	Ttra_52_50
Ttra_KNC53956	Ttra_52_51
Ttra_KNC53957	Ttra_52_52
Ttra_KNC53958	Ttra_52_53
Ttra_KNC53959	Ttra_52_54
Ttra_KNC53960	Ttra_52_55
Ttra_KNC53961	Ttra_52_56
Ttra_KNC53962	Ttra_52_57
Ttra_KNC53963	Ttra_52_58
Ttra_KNC53964	Ttra_52_59
Ttra_KNC53965	Ttra_52_60
Ttra_KNC53966	Ttra_52_61
Ttra_KNC53967	Ttra_52_62
Ttra_KNC53968	Ttra_52_63
Ttra_KNC53969	Ttra_52_64
Ttra_KNC53970	Ttra_52_65
Ttra_KNC53971	Ttra_52_66
Ttra_KNC53972	Ttra_52_67
Ttra_KNC53973	Ttra_52_68
Ttra_KNC53974	Ttra_52_69
Ttra_KNC53975	Ttra_52_70
Ttra_KNC53976	Ttra_52_71
Ttra_KNC53977	Ttra_52_72
Ttra_KNC53978	Ttra_52_73
Ttra_KNC53979	Ttra_52_74
Ttra_KNC53980	Ttra_52_75
Ttra_KNC53981	Ttra_52_76
Ttra_KNC53982	Ttra_52_77
Ttra_KNC53983	Ttra_52_78
Ttra_KNC53984	Ttra_52_79
Ttra_KNC53985	Ttra_52_80
Ttra_KNC53986	Ttra_52_81
Ttra_KNC53987	Ttra_52_82
Ttra_KNC53988	Ttra_52_83
Ttra_KNC53989	Ttra_52_84
Ttra_KNC53990	Ttra_52_85
Ttra_KNC53992	Ttra_52_86
Ttra_KNC53993	Ttra_52_87
Ttra_KNC53994	Ttra_52_88
Ttra_KNC53995	Ttra_52_89
Ttra_KNC53996	Ttra_52_90
Ttra_KNC53997	Ttra_52_91
Ttra_KNC53998	Ttra_52_92
Ttra_KNC53999	Ttra_52_93
Ttra_KNC54000	Ttra_53_1
Ttra_KNC54001	Ttra_53_2
Ttra_KNC54002	Ttra_53_3
Ttra_KNC54003	Ttra_53_4
Ttra_KNC54004	Ttra_53_5
Ttra_KNC54005	Ttra_53_6
Ttra_KNC54006	Ttra_53_7
Ttra_KNC54007	Ttra_53_8
Ttra_KNC54008	Ttra_53_9
Ttra_KNC54009	Ttra_53_10
Ttra_KNC54010	Ttra_53_11
Ttra_KNC54011	Ttra_53_12
Ttra_KNC54012	Ttra_53_13
Ttra_KNC54013	Ttra_53_14
Ttra_KNC54014	Ttra_53_15
Ttra_KNC54015	Ttra_53_16
Ttra_KNC54016	Ttra_53_17
Ttra_KNC54017	Ttra_53_18
Ttra_KNC54018	Ttra_53_19
Ttra_KNC54019	Ttra_53_20
Ttra_KNC54020	Ttra_53_21
Ttra_KNC54021	Ttra_53_22
Ttra_KNC54022	Ttra_53_23
Ttra_KNC54023	Ttra_53_24
Ttra_KNC54024	Ttra_53_25
Ttra_KNC54025	Ttra_53_26
Ttra_KNC54026	Ttra_53_27
Ttra_KNC54027	Ttra_53_28
Ttra_KNC54028	Ttra_53_29
Ttra_KNC54029	Ttra_53_30
Ttra_KNC54030	Ttra_53_31
Ttra_KNC54031	Ttra_53_32
Ttra_KNC54032	Ttra_53_33
Ttra_KNC54033	Ttra_53_34
Ttra_KNC54034	Ttra_53_35
Ttra_KNC54035	Ttra_53_36
Ttra_KNC54036	Ttra_53_37
Ttra_KNC54037	Ttra_53_38
Ttra_KNC54038	Ttra_53_39
Ttra_KNC54039	Ttra_53_40
Ttra_KNC54040	Ttra_53_41
Ttra_KNC54041	Ttra_53_42
Ttra_KNC54042	Ttra_53_43
Ttra_KNC54043	Ttra_53_44
Ttra_KNC54044	Ttra_53_45
Ttra_KNC54045	Ttra_53_46
Ttra_KNC54046	Ttra_53_47
Ttra_KNC54047	Ttra_53_48
Ttra_KNC54048	Ttra_53_49
Ttra_KNC54049	Ttra_53_50
Ttra_KNC54050	Ttra_53_51
Ttra_KNC54051	Ttra_53_52
Ttra_KNC54052	Ttra_53_53
Ttra_KNC54053	Ttra_53_54
Ttra_KNC54054	Ttra_53_55
Ttra_KNC54055	Ttra_53_56
Ttra_KNC54056	Ttra_53_57
Ttra_KNC54057	Ttra_53_58
Ttra_KNC54058	Ttra_53_59
Ttra_KNC54059	Ttra_53_60
Ttra_KNC54060	Ttra_53_61
Ttra_KNC54061	Ttra_53_62
Ttra_KNC54062	Ttra_53_63
Ttra_KNC54063	Ttra_53_64
Ttra_KNC54064	Ttra_53_65
Ttra_KNC54065	Ttra_53_66
Ttra_KNC54066	Ttra_53_67
Ttra_KNC54067	Ttra_53_68
Ttra_KNC54068	Ttra_53_69
Ttra_KNC54069	Ttra_53_70
Ttra_KNC54070	Ttra_53_71
Ttra_KNC54071	Ttra_53_72
Ttra_KNC54072	Ttra_53_73
Ttra_KNC54073	Ttra_53_74
Ttra_KNC54074	Ttra_53_75
Ttra_KNC54075	Ttra_53_76
Ttra_KNC54076	Ttra_53_77
Ttra_KNC54077	Ttra_53_78
Ttra_KNC54078	Ttra_53_79
Ttra_KNC54079	Ttra_53_80
Ttra_KNC54080	Ttra_53_81
Ttra_KNC54081	Ttra_53_82
Ttra_KNC54082	Ttra_53_83
Ttra_KNC54083	Ttra_53_84
Ttra_KNC54084	Ttra_53_85
Ttra_KNC54085	Ttra_53_86
Ttra_KNC54086	Ttra_53_87
Ttra_KNC54087	Ttra_53_88
Ttra_KNC54088	Ttra_53_89
Ttra_KNC54089	Ttra_53_90
Ttra_KNC54090	Ttra_53_91
Ttra_KNC54091	Ttra_53_92
Ttra_KNC54092	Ttra_53_93
Ttra_KNC54093	Ttra_53_94
Ttra_KNC54094	Ttra_53_95
Ttra_KNC54095	Ttra_53_96
Ttra_KNC54096	Ttra_54_1
Ttra_KNC54097	Ttra_54_2
Ttra_KNC54098	Ttra_54_3
Ttra_KNC54099	Ttra_54_4
Ttra_KNC54100	Ttra_54_5
Ttra_KNC54101	Ttra_54_6
Ttra_KNC54102	Ttra_54_7
Ttra_KNC54103	Ttra_54_8
Ttra_KNC54104	Ttra_54_9
Ttra_KNC54105	Ttra_54_10
Ttra_KNC54106	Ttra_54_11
Ttra_KNC54107	Ttra_54_12
