Rirr_XM_025323691.1	Rirr_1_1
Rirr_XM_025320443.1	Rirr_240_32
Rirr_XM_025327431.1	Rirr_240_33
Rirr_XM_025320444.1	Rirr_240_34
Rirr_XM_025320445.1	Rirr_240_35
Rirr_XM_025320446.1	Rirr_240_36
Rirr_XM_025320447.1	Rirr_240_37
Rirr_XM_025327432.1	Rirr_240_38
Rirr_XM_025320448.1	Rirr_240_39
Rirr_XM_025320449.1	Rirr_240_40
Rirr_XM_025320450.1	Rirr_240_41
Rirr_XM_025320451.1	Rirr_240_42
Rirr_XM_025320452.1	Rirr_240_43
Rirr_XM_025320453.1	Rirr_240_44
Rirr_XM_025320454.1	Rirr_240_45
Rirr_XM_025320455.1	Rirr_240_46
Rirr_XM_025311475.1	Rirr_240_47
Rirr_XM_025327433.1	Rirr_240_48
Rirr_XM_025327434.1	Rirr_240_49
Rirr_XM_025320456.1	Rirr_240_50
Rirr_XM_025320457.1	Rirr_240_51
Rirr_XM_025327435.1	Rirr_240_52
Rirr_XM_025327436.1	Rirr_240_53
Rirr_XM_025327437.1	Rirr_240_54
Rirr_XM_025332489.1	Rirr_241_1
Rirr_XM_025320458.1	Rirr_241_2
Rirr_XM_025330659.1	Rirr_241_3
Rirr_XM_025330660.1	Rirr_241_4
Rirr_XM_025320459.1	Rirr_241_5
Rirr_XM_025323313.1	Rirr_241_6
Rirr_XM_025311476.1	Rirr_241_7
Rirr_XM_025311477.1	Rirr_241_8
Rirr_XM_025320460.1	Rirr_241_9
Rirr_XM_025327438.1	Rirr_241_10
Rirr_XM_025308798.1	Rirr_241_11
Rirr_XM_025327439.1	Rirr_241_12
Rirr_XM_025320461.1	Rirr_241_13
Rirr_XM_025311478.1	Rirr_241_14
Rirr_XM_025320462.1	Rirr_241_15
Rirr_XM_025320463.1	Rirr_241_16
Rirr_XM_025333568.1	Rirr_241_17
Rirr_XM_025320464.1	Rirr_241_18
Rirr_XM_025311479.1	Rirr_241_19
Rirr_XM_025308783.1	Rirr_241_20
Rirr_XM_025311480.1	Rirr_241_21
Rirr_XM_025323605.1	Rirr_241_22
Rirr_XM_025320465.1	Rirr_241_23
Rirr_XM_025332490.1	Rirr_241_24
Rirr_XM_025320466.1	Rirr_241_25
Rirr_XM_025320467.1	Rirr_241_26
Rirr_XM_025320468.1	Rirr_241_27
Rirr_XM_025327440.1	Rirr_241_28
Rirr_XM_025308774.1	Rirr_241_29
Rirr_XM_025327441.1	Rirr_241_30
Rirr_XM_025311481.1	Rirr_241_31
Rirr_XM_025332491.1	Rirr_241_32
Rirr_XM_025327442.1	Rirr_241_33
Rirr_XM_025311482.1	Rirr_241_34
Rirr_XM_025327443.1	Rirr_241_35
Rirr_XM_025327444.1	Rirr_241_36
Rirr_XM_025327445.1	Rirr_241_37
Rirr_XM_025333569.1	Rirr_241_38
Rirr_XM_025320469.1	Rirr_241_39
Rirr_XM_025311483.1	Rirr_241_40
Rirr_XM_025327446.1	Rirr_242_1
Rirr_XM_025320470.1	Rirr_242_2
Rirr_XM_025323606.1	Rirr_242_3
Rirr_XM_025332492.1	Rirr_242_4
Rirr_XM_025330661.1	Rirr_242_5
Rirr_XM_025331199.1	Rirr_242_6
Rirr_XM_025320471.1	Rirr_242_7
Rirr_XM_025323607.1	Rirr_242_8
Rirr_XM_025323314.1	Rirr_242_9
Rirr_XM_025320472.1	Rirr_242_10
Rirr_XM_025327447.1	Rirr_242_11
Rirr_XM_025311484.1	Rirr_242_12
Rirr_XM_025327448.1	Rirr_242_13
Rirr_XM_025332493.1	Rirr_242_14
Rirr_XM_025333570.1	Rirr_242_15
Rirr_XM_025323608.1	Rirr_242_16
Rirr_XM_025320473.1	Rirr_242_17
Rirr_XM_025329374.1	Rirr_242_18
Rirr_XM_025330662.1	Rirr_242_19
Rirr_XM_025320474.1	Rirr_242_20
Rirr_XM_025323609.1	Rirr_242_21
Rirr_XM_025332494.1	Rirr_242_22
Rirr_XM_025327449.1	Rirr_242_23
Rirr_XM_025327450.1	Rirr_242_24
Rirr_XM_025332495.1	Rirr_242_25
Rirr_XM_025330663.1	Rirr_242_26
Rirr_XM_025311485.1	Rirr_242_27
Rirr_XM_025327451.1	Rirr_242_28
Rirr_XM_025327452.1	Rirr_242_29
Rirr_XM_025320475.1	Rirr_242_30
Rirr_XM_025330664.1	Rirr_242_31
Rirr_XM_025320476.1	Rirr_242_32
Rirr_XM_025327453.1	Rirr_243_1
Rirr_XM_025320477.1	Rirr_243_2
Rirr_XM_025320478.1	Rirr_243_3
Rirr_XM_025320479.1	Rirr_243_4
Rirr_XM_025320480.1	Rirr_243_5
Rirr_XM_025320481.1	Rirr_243_6
Rirr_XM_025320482.1	Rirr_243_7
Rirr_XM_025320483.1	Rirr_243_8
Rirr_XM_025320484.1	Rirr_243_9
Rirr_XM_025332496.1	Rirr_243_10
Rirr_XM_025309498.1	Rirr_243_11
Rirr_XM_025333571.1	Rirr_243_12
Rirr_XM_025320485.1	Rirr_243_13
Rirr_XM_025320486.1	Rirr_243_14
Rirr_XM_025309497.1	Rirr_243_15
Rirr_XM_025333572.1	Rirr_243_16
Rirr_XM_025320487.1	Rirr_243_17
Rirr_XM_025309496.1	Rirr_243_18
Rirr_XM_025327454.1	Rirr_243_19
Rirr_XM_025332497.1	Rirr_243_20
Rirr_XM_025332498.1	Rirr_243_21
Rirr_XM_025320488.1	Rirr_243_22
Rirr_XM_025333573.1	Rirr_243_23
Rirr_XM_025320489.1	Rirr_243_24
Rirr_XM_025309499.1	Rirr_243_25
Rirr_XM_025320490.1	Rirr_243_26
Rirr_XM_025320491.1	Rirr_243_27
Rirr_XM_025320492.1	Rirr_243_28
Rirr_XM_025327455.1	Rirr_243_29
Rirr_XM_025320493.1	Rirr_243_30
Rirr_XM_025320494.1	Rirr_243_31
Rirr_XM_025320495.1	Rirr_243_32
Rirr_XM_025320496.1	Rirr_243_33
Rirr_XM_025333574.1	Rirr_243_34
Rirr_XM_025327456.1	Rirr_243_35
Rirr_XM_025320497.1	Rirr_243_36
Rirr_XM_025327457.1	Rirr_243_37
Rirr_XM_025327458.1	Rirr_243_38
Rirr_XM_025327459.1	Rirr_243_39
Rirr_XM_025327460.1	Rirr_243_40
Rirr_XM_025327461.1	Rirr_243_41
Rirr_XM_025320498.1	Rirr_243_42
Rirr_XM_025320499.1	Rirr_243_43
Rirr_XM_025311486.1	Rirr_243_44
Rirr_XM_025320500.1	Rirr_243_45
Rirr_XM_025320501.1	Rirr_243_46
Rirr_XM_025311487.1	Rirr_243_47
Rirr_XM_025311488.1	Rirr_243_48
Rirr_XM_025311489.1	Rirr_243_49
Rirr_XM_025320502.1	Rirr_243_50
Rirr_XM_025327462.1	Rirr_243_51
Rirr_XM_025332499.1	Rirr_244_1
Rirr_XM_025330665.1	Rirr_244_2
Rirr_XM_025320503.1	Rirr_244_3
Rirr_XM_025320504.1	Rirr_244_4
Rirr_XM_025327463.1	Rirr_244_5
Rirr_XM_025327464.1	Rirr_244_6
Rirr_XM_025327465.1	Rirr_244_7
Rirr_XM_025330666.1	Rirr_244_8
Rirr_XM_025330667.1	Rirr_244_9
Rirr_XM_025332500.1	Rirr_244_10
Rirr_XM_025327466.1	Rirr_244_11
Rirr_XM_025333575.1	Rirr_244_12
Rirr_XM_025311490.1	Rirr_244_13
Rirr_XM_025327467.1	Rirr_244_14
Rirr_XM_025320505.1	Rirr_244_15
Rirr_XM_025323610.1	Rirr_244_16
Rirr_XM_025320506.1	Rirr_244_17
Rirr_XM_025331200.1	Rirr_244_18
Rirr_XM_025320507.1	Rirr_244_19
Rirr_XM_025320508.1	Rirr_244_20
Rirr_XM_025320509.1	Rirr_244_21
Rirr_XM_025320510.1	Rirr_244_22
Rirr_XM_025320511.1	Rirr_244_23
Rirr_XM_025320512.1	Rirr_244_24
Rirr_XM_025320513.1	Rirr_244_25
Rirr_XM_025311491.1	Rirr_244_26
Rirr_XM_025327468.1	Rirr_244_27
Rirr_XM_025311492.1	Rirr_244_28
Rirr_XM_025320514.1	Rirr_244_29
Rirr_XM_025329375.1	Rirr_244_30
Rirr_XM_025329376.1	Rirr_244_31
Rirr_XM_025311493.1	Rirr_244_32
Rirr_XM_025327469.1	Rirr_244_33
Rirr_XM_025327470.1	Rirr_244_34
Rirr_XM_025327471.1	Rirr_244_35
Rirr_XM_025320515.1	Rirr_245_1
Rirr_XM_025320516.1	Rirr_245_2
Rirr_XM_025320517.1	Rirr_245_3
Rirr_XM_025320518.1	Rirr_245_4
Rirr_XM_025327472.1	Rirr_245_5
Rirr_XM_025332501.1	Rirr_245_6
Rirr_XM_025320519.1	Rirr_245_7
Rirr_XM_025320520.1	Rirr_245_8
Rirr_XM_025311494.1	Rirr_245_9
Rirr_XM_025320521.1	Rirr_245_10
Rirr_XM_025320522.1	Rirr_245_11
Rirr_XM_025320523.1	Rirr_245_12
Rirr_XM_025320524.1	Rirr_245_13
Rirr_XM_025320525.1	Rirr_245_14
Rirr_XM_025320526.1	Rirr_245_15
Rirr_XM_025320527.1	Rirr_245_16
Rirr_XM_025320528.1	Rirr_245_17
Rirr_XM_025320529.1	Rirr_245_18
Rirr_XM_025333576.1	Rirr_245_19
Rirr_XM_025332502.1	Rirr_245_20
Rirr_XM_025320530.1	Rirr_245_21
Rirr_XM_025323315.1	Rirr_245_22
Rirr_XM_025323316.1	Rirr_245_23
Rirr_XM_025327473.1	Rirr_245_24
Rirr_XM_025320531.1	Rirr_245_25
Rirr_XM_025320532.1	Rirr_245_26
Rirr_XM_025320533.1	Rirr_245_27
Rirr_XM_025327474.1	Rirr_245_28
Rirr_XM_025333577.1	Rirr_245_29
Rirr_XM_025320534.1	Rirr_245_30
Rirr_XM_025327475.1	Rirr_245_31
Rirr_XM_025320535.1	Rirr_245_32
Rirr_XM_025327476.1	Rirr_245_33
Rirr_XM_025311495.1	Rirr_245_34
Rirr_XM_025327477.1	Rirr_245_35
Rirr_XM_025327478.1	Rirr_245_36
Rirr_XM_025320536.1	Rirr_245_37
Rirr_XM_025330668.1	Rirr_245_38
Rirr_XM_025330669.1	Rirr_245_39
Rirr_XM_025311496.1	Rirr_245_40
Rirr_XM_025332503.1	Rirr_245_41
Rirr_XM_025327479.1	Rirr_245_42
Rirr_XM_025332504.1	Rirr_245_43
Rirr_XM_025330670.1	Rirr_245_44
Rirr_XM_025320537.1	Rirr_245_45
Rirr_XM_025320538.1	Rirr_245_46
Rirr_XM_025320539.1	Rirr_245_47
Rirr_XM_025320540.1	Rirr_246_1
Rirr_XM_025320541.1	Rirr_246_2
Rirr_XM_025320542.1	Rirr_246_3
Rirr_XM_025320543.1	Rirr_246_4
Rirr_XM_025320544.1	Rirr_246_5
Rirr_XM_025320545.1	Rirr_246_6
Rirr_XM_025320546.1	Rirr_246_7
Rirr_XM_025320547.1	Rirr_246_8
Rirr_XM_025311497.1	Rirr_246_9
Rirr_XM_025320548.1	Rirr_246_10
Rirr_XM_025327480.1	Rirr_246_11
Rirr_XM_025320549.1	Rirr_246_12
Rirr_XM_025327481.1	Rirr_246_13
Rirr_XM_025320550.1	Rirr_246_14
Rirr_XM_025320551.1	Rirr_246_15
Rirr_XM_025327482.1	Rirr_246_16
Rirr_XM_025320552.1	Rirr_246_17
Rirr_XM_025320553.1	Rirr_246_18
Rirr_XM_025320554.1	Rirr_246_19
Rirr_XM_025320555.1	Rirr_246_20
Rirr_XM_025320556.1	Rirr_246_21
Rirr_XM_025320557.1	Rirr_246_22
Rirr_XM_025331201.1	Rirr_246_23
Rirr_XM_025327483.1	Rirr_246_24
Rirr_XM_025332505.1	Rirr_246_25
Rirr_XM_025320558.1	Rirr_246_26
Rirr_XM_025320559.1	Rirr_246_27
Rirr_XM_025309501.1	Rirr_246_28
Rirr_XM_025327484.1	Rirr_246_29
Rirr_XM_025327485.1	Rirr_246_30
Rirr_XM_025327486.1	Rirr_246_31
Rirr_XM_025320560.1	Rirr_246_32
Rirr_XM_025309500.1	Rirr_246_33
Rirr_XM_025320561.1	Rirr_246_34
Rirr_XM_025320562.1	Rirr_246_35
Rirr_XM_025320563.1	Rirr_246_36
Rirr_XM_025320564.1	Rirr_246_37
Rirr_XM_025320565.1	Rirr_246_38
Rirr_XM_025327487.1	Rirr_246_39
Rirr_XM_025327488.1	Rirr_246_40
Rirr_XM_025320566.1	Rirr_246_41
Rirr_XM_025320567.1	Rirr_246_42
Rirr_XM_025320568.1	Rirr_246_43
Rirr_XM_025333578.1	Rirr_246_44
Rirr_XM_025320569.1	Rirr_246_45
Rirr_XM_025311498.1	Rirr_246_46
Rirr_XM_025327489.1	Rirr_246_47
Rirr_XM_025311499.1	Rirr_247_1
Rirr_XM_025327490.1	Rirr_247_2
Rirr_XM_025320570.1	Rirr_247_3
Rirr_XM_025333580.1	Rirr_247_4
Rirr_XM_025320571.1	Rirr_247_5
Rirr_XM_025311500.1	Rirr_247_6
Rirr_XM_025320572.1	Rirr_247_7
Rirr_XM_025320573.1	Rirr_247_8
Rirr_XM_025311501.1	Rirr_247_9
Rirr_XM_025320574.1	Rirr_247_10
Rirr_XM_025311502.1	Rirr_247_11
Rirr_XM_025320575.1	Rirr_247_12
Rirr_XM_025311503.1	Rirr_247_13
Rirr_XM_025333579.1	Rirr_247_14
Rirr_XM_025320576.1	Rirr_247_15
Rirr_XM_025330671.1	Rirr_247_16
Rirr_XM_025327491.1	Rirr_247_17
Rirr_XM_025327492.1	Rirr_247_18
Rirr_XM_025320577.1	Rirr_247_19
Rirr_XM_025320578.1	Rirr_247_20
Rirr_XM_025332506.1	Rirr_247_21
Rirr_XM_025311504.1	Rirr_247_22
Rirr_XM_025311505.1	Rirr_247_23
Rirr_XM_025320579.1	Rirr_247_24
Rirr_XM_025332507.1	Rirr_247_25
Rirr_XM_025320580.1	Rirr_247_26
Rirr_XM_025320581.1	Rirr_247_27
Rirr_XM_025327493.1	Rirr_247_28
Rirr_XM_025327494.1	Rirr_247_29
Rirr_XM_025327495.1	Rirr_247_30
Rirr_XM_025311506.1	Rirr_247_31
Rirr_XM_025311507.1	Rirr_247_32
Rirr_XM_025320582.1	Rirr_247_33
Rirr_XM_025327496.1	Rirr_247_34
Rirr_XM_025320583.1	Rirr_247_35
Rirr_XM_025329377.1	Rirr_247_36
Rirr_XM_025320584.1	Rirr_247_37
Rirr_XM_025333581.1	Rirr_247_38
Rirr_XM_025320585.1	Rirr_247_39
Rirr_XM_025320586.1	Rirr_247_40
Rirr_XM_025320587.1	Rirr_247_41
Rirr_XM_025332508.1	Rirr_247_42
Rirr_XM_025332509.1	Rirr_247_43
Rirr_XM_025327497.1	Rirr_247_44
Rirr_XM_025320588.1	Rirr_247_45
Rirr_XM_025320589.1	Rirr_247_46
Rirr_XM_025320590.1	Rirr_247_47
Rirr_XM_025320591.1	Rirr_247_48
Rirr_XM_025311508.1	Rirr_247_49
Rirr_XM_025320592.1	Rirr_247_50
Rirr_XM_025330672.1	Rirr_248_1
Rirr_XM_025320593.1	Rirr_248_2
Rirr_XM_025330673.1	Rirr_248_3
Rirr_XM_025332510.1	Rirr_248_4
Rirr_XM_025332511.1	Rirr_248_5
Rirr_XM_025332512.1	Rirr_248_6
Rirr_XM_025327498.1	Rirr_248_7
Rirr_XM_025327499.1	Rirr_248_8
Rirr_XM_025320594.1	Rirr_248_9
Rirr_XM_025332513.1	Rirr_248_10
Rirr_XM_025320595.1	Rirr_248_11
Rirr_XM_025320596.1	Rirr_248_12
Rirr_XM_025330674.1	Rirr_248_13
Rirr_XM_025320597.1	Rirr_248_14
Rirr_XM_025320598.1	Rirr_248_15
Rirr_XM_025320599.1	Rirr_248_16
Rirr_XM_025320600.1	Rirr_248_17
Rirr_XM_025327500.1	Rirr_248_18
Rirr_XM_025320601.1	Rirr_248_19
Rirr_XM_025320602.1	Rirr_248_20
Rirr_XM_025320603.1	Rirr_248_21
Rirr_XM_025320604.1	Rirr_248_22
Rirr_XM_025320605.1	Rirr_248_23
Rirr_XM_025320606.1	Rirr_248_24
Rirr_XM_025320607.1	Rirr_248_25
Rirr_XM_025320608.1	Rirr_248_26
Rirr_XM_025327501.1	Rirr_248_27
Rirr_XM_025311509.1	Rirr_248_28
Rirr_XM_025311510.1	Rirr_248_29
Rirr_XM_025320609.1	Rirr_248_30
Rirr_XM_025320610.1	Rirr_248_31
Rirr_XM_025311511.1	Rirr_248_32
Rirr_XM_025333582.1	Rirr_248_33
Rirr_XM_025320611.1	Rirr_248_34
Rirr_XM_025332514.1	Rirr_248_35
Rirr_XM_025327502.1	Rirr_248_36
Rirr_XM_025327503.1	Rirr_248_37
Rirr_XM_025332515.1	Rirr_248_38
Rirr_XM_025320612.1	Rirr_248_39
Rirr_XM_025320613.1	Rirr_248_40
Rirr_XM_025320614.1	Rirr_248_41
Rirr_XM_025332516.1	Rirr_248_42
Rirr_XM_025320615.1	Rirr_248_43
Rirr_XM_025320616.1	Rirr_248_44
Rirr_XM_025320617.1	Rirr_248_45
Rirr_XM_025320618.1	Rirr_249_1
Rirr_XM_025320619.1	Rirr_249_2
Rirr_XM_025320620.1	Rirr_249_3
Rirr_XM_025311512.1	Rirr_249_4
Rirr_XM_025332517.1	Rirr_249_5
Rirr_XM_025320621.1	Rirr_249_6
Rirr_XM_025332518.1	Rirr_249_7
Rirr_XM_025327504.1	Rirr_249_8
Rirr_XM_025332519.1	Rirr_249_9
Rirr_XM_025320622.1	Rirr_249_10
Rirr_XM_025327505.1	Rirr_249_11
Rirr_XM_025309502.1	Rirr_249_12
Rirr_XM_025320623.1	Rirr_249_13
Rirr_XM_025332520.1	Rirr_249_14
Rirr_XM_025320624.1	Rirr_249_15
Rirr_XM_025327506.1	Rirr_249_16
Rirr_XM_025327507.1	Rirr_249_17
Rirr_XM_025327508.1	Rirr_249_18
Rirr_XM_025323611.1	Rirr_249_19
Rirr_XM_025327509.1	Rirr_249_20
Rirr_XM_025332521.1	Rirr_249_21
Rirr_XM_025333585.1	Rirr_249_22
Rirr_XM_025320625.1	Rirr_249_23
Rirr_XM_025333586.1	Rirr_249_24
Rirr_XM_025333587.1	Rirr_249_25
Rirr_XM_025320626.1	Rirr_249_26
Rirr_XM_025323612.1	Rirr_249_27
Rirr_XM_025320627.1	Rirr_249_28
Rirr_XM_025320628.1	Rirr_249_29
Rirr_XM_025320629.1	Rirr_249_30
Rirr_XM_025327510.1	Rirr_249_31
Rirr_XM_025320630.1	Rirr_249_32
Rirr_XM_025327511.1	Rirr_249_33
Rirr_XM_025320631.1	Rirr_249_34
Rirr_XM_025320632.1	Rirr_249_35
Rirr_XM_025320633.1	Rirr_249_36
Rirr_XM_025330675.1	Rirr_249_37
Rirr_XM_025327512.1	Rirr_249_38
Rirr_XM_025320634.1	Rirr_249_39
Rirr_XM_025333595.1	Rirr_250_1
Rirr_XM_025320635.1	Rirr_250_2
Rirr_XM_025320636.1	Rirr_250_3
Rirr_XM_025333596.1	Rirr_250_4
Rirr_XM_025320637.1	Rirr_250_5
Rirr_XM_025320638.1	Rirr_250_6
Rirr_XM_025309510.1	Rirr_250_7
Rirr_XM_025320639.1	Rirr_250_8
Rirr_XM_025309506.1	Rirr_250_9
Rirr_XM_025320640.1	Rirr_250_10
Rirr_XM_025320641.1	Rirr_250_11
Rirr_XM_025320642.1	Rirr_250_12
Rirr_XM_025309509.1	Rirr_250_13
Rirr_XM_025333598.1	Rirr_250_14
Rirr_XM_025320643.1	Rirr_250_15
Rirr_XM_025320644.1	Rirr_250_16
Rirr_XM_025320645.1	Rirr_250_17
Rirr_XM_025309507.1	Rirr_250_18
Rirr_XM_025320646.1	Rirr_250_19
Rirr_XM_025320647.1	Rirr_250_20
Rirr_XM_025333599.1	Rirr_250_21
Rirr_XM_025320648.1	Rirr_250_22
Rirr_XM_025320649.1	Rirr_250_23
Rirr_XM_025327513.1	Rirr_250_24
Rirr_XM_025309504.1	Rirr_250_25
Rirr_XM_025320650.1	Rirr_250_26
Rirr_XM_025309508.1	Rirr_250_27
Rirr_XM_025320651.1	Rirr_250_28
Rirr_XM_025320652.1	Rirr_250_29
Rirr_XM_025320653.1	Rirr_250_30
Rirr_XM_025320654.1	Rirr_250_31
Rirr_XM_025333605.1	Rirr_250_32
Rirr_XM_025333603.1	Rirr_250_33
Rirr_XM_025320655.1	Rirr_250_34
Rirr_XM_025320656.1	Rirr_250_35
Rirr_XM_025320657.1	Rirr_250_36
Rirr_XM_025309503.1	Rirr_250_37
Rirr_XM_025320658.1	Rirr_250_38
Rirr_XM_025320659.1	Rirr_250_39
Rirr_XM_025320660.1	Rirr_250_40
Rirr_XM_025320661.1	Rirr_250_41
Rirr_XM_025320662.1	Rirr_250_42
Rirr_XM_025320663.1	Rirr_250_43
Rirr_XM_025320664.1	Rirr_250_44
Rirr_XM_025327514.1	Rirr_250_45
Rirr_XM_025320665.1	Rirr_250_46
Rirr_XM_025320666.1	Rirr_250_47
Rirr_XM_025320667.1	Rirr_250_48
Rirr_XM_025320668.1	Rirr_250_49
Rirr_XM_025320669.1	Rirr_250_50
Rirr_XM_025320670.1	Rirr_250_51
Rirr_XM_025320671.1	Rirr_250_52
Rirr_XM_025327515.1	Rirr_250_53
Rirr_XM_025311513.1	Rirr_250_54
Rirr_XM_025309505.1	Rirr_250_55
Rirr_XM_025320672.1	Rirr_250_56
Rirr_XM_025327516.1	Rirr_250_57
Rirr_XM_025327517.1	Rirr_250_58
Rirr_XM_025330676.1	Rirr_250_59
Rirr_XM_025320673.1	Rirr_250_60
Rirr_XM_025320674.1	Rirr_250_61
Rirr_XM_025320675.1	Rirr_250_62
Rirr_XM_025327518.1	Rirr_250_63
Rirr_XM_025320676.1	Rirr_250_64
Rirr_XM_025320677.1	Rirr_250_65
Rirr_XM_025327519.1	Rirr_250_66
Rirr_XM_025320678.1	Rirr_250_67
Rirr_XM_025311514.1	Rirr_250_68
Rirr_XM_025327520.1	Rirr_250_69
Rirr_XM_025327521.1	Rirr_250_70
Rirr_XM_025320679.1	Rirr_250_71
Rirr_XM_025327522.1	Rirr_250_72
Rirr_XM_025327523.1	Rirr_250_73
Rirr_XM_025333608.1	Rirr_250_74
Rirr_XM_025320680.1	Rirr_250_75
Rirr_XM_025311515.1	Rirr_250_76
Rirr_XM_025330677.1	Rirr_251_1
Rirr_XM_025320681.1	Rirr_251_2
Rirr_XM_025309511.1	Rirr_251_3
Rirr_XM_025327524.1	Rirr_251_4
Rirr_XM_025311516.1	Rirr_251_5
Rirr_XM_025330678.1	Rirr_251_6
Rirr_XM_025327525.1	Rirr_251_7
Rirr_XM_025311517.1	Rirr_251_8
Rirr_XM_025327526.1	Rirr_251_9
Rirr_XM_025320682.1	Rirr_251_10
Rirr_XM_025327527.1	Rirr_251_11
Rirr_XM_025332522.1	Rirr_251_12
Rirr_XM_025320683.1	Rirr_251_13
Rirr_XM_025333609.1	Rirr_251_14
Rirr_XM_025320684.1	Rirr_251_15
Rirr_XM_025320685.1	Rirr_251_16
Rirr_XM_025320686.1	Rirr_251_17
Rirr_XM_025320687.1	Rirr_251_18
Rirr_XM_025332523.1	Rirr_251_19
Rirr_XM_025327528.1	Rirr_251_20
Rirr_XM_025323613.1	Rirr_251_21
Rirr_XM_025320688.1	Rirr_251_22
Rirr_XM_025311518.1	Rirr_251_23
Rirr_XM_025332524.1	Rirr_251_24
Rirr_XM_025320689.1	Rirr_251_25
Rirr_XM_025331202.1	Rirr_251_26
Rirr_XM_025333610.1	Rirr_251_27
Rirr_XM_025331203.1	Rirr_251_28
Rirr_XM_025332525.1	Rirr_251_29
Rirr_XM_025327529.1	Rirr_251_30
Rirr_XM_025327530.1	Rirr_251_31
Rirr_XM_025311519.1	Rirr_251_32
Rirr_XM_025311520.1	Rirr_251_33
Rirr_XM_025327531.1	Rirr_251_34
Rirr_XM_025329382.1	Rirr_251_35
Rirr_XM_025327532.1	Rirr_251_36
Rirr_XM_025327533.1	Rirr_252_1
Rirr_XM_025323614.1	Rirr_252_2
Rirr_XM_025320690.1	Rirr_252_3
Rirr_XM_025309512.1	Rirr_252_4
Rirr_XM_025320691.1	Rirr_252_5
Rirr_XM_025333612.1	Rirr_252_6
Rirr_XM_025333613.1	Rirr_252_7
Rirr_XM_025320692.1	Rirr_252_8
Rirr_XM_025320693.1	Rirr_252_9
Rirr_XM_025333611.1	Rirr_252_10
Rirr_XM_025327534.1	Rirr_252_11
Rirr_XM_025320694.1	Rirr_252_12
Rirr_XM_025331204.1	Rirr_252_13
Rirr_XM_025320695.1	Rirr_252_14
Rirr_XM_025320696.1	Rirr_252_15
Rirr_XM_025320697.1	Rirr_252_16
Rirr_XM_025320698.1	Rirr_252_17
Rirr_XM_025320699.1	Rirr_252_18
Rirr_XM_025320700.1	Rirr_252_19
Rirr_XM_025320701.1	Rirr_252_20
Rirr_XM_025327535.1	Rirr_252_21
Rirr_XM_025327536.1	Rirr_252_22
Rirr_XM_025327537.1	Rirr_253_1
Rirr_XM_025332526.1	Rirr_253_2
Rirr_XM_025320702.1	Rirr_253_3
Rirr_XM_025320703.1	Rirr_253_4
Rirr_XM_025320704.1	Rirr_253_5
Rirr_XM_025323615.1	Rirr_253_6
Rirr_XM_025311521.1	Rirr_253_7
Rirr_XM_025323616.1	Rirr_253_8
Rirr_XM_025327538.1	Rirr_253_9
Rirr_XM_025320705.1	Rirr_253_10
Rirr_XM_025327539.1	Rirr_253_11
Rirr_XM_025332527.1	Rirr_253_12
Rirr_XM_025330679.1	Rirr_253_13
Rirr_XM_025320706.1	Rirr_253_14
Rirr_XM_025333614.1	Rirr_253_15
Rirr_XM_025320707.1	Rirr_253_16
Rirr_XM_025320708.1	Rirr_253_17
Rirr_XM_025327540.1	Rirr_253_18
Rirr_XM_025311522.1	Rirr_253_19
Rirr_XM_025311523.1	Rirr_253_20
Rirr_XM_025320709.1	Rirr_253_21
Rirr_XM_025309514.1	Rirr_253_22
Rirr_XM_025333615.1	Rirr_253_23
Rirr_XM_025309513.1	Rirr_253_24
Rirr_XM_025320710.1	Rirr_253_25
Rirr_XM_025320711.1	Rirr_253_26
Rirr_XM_025320712.1	Rirr_253_27
Rirr_XM_025320713.1	Rirr_253_28
Rirr_XM_025320714.1	Rirr_253_29
Rirr_XM_025327541.1	Rirr_253_30
Rirr_XM_025332528.1	Rirr_253_31
Rirr_XM_025320715.1	Rirr_253_32
Rirr_XM_025333617.1	Rirr_253_33
Rirr_XM_025333618.1	Rirr_253_34
Rirr_XM_025333616.1	Rirr_253_35
Rirr_XM_025320716.1	Rirr_253_36
Rirr_XM_025327542.1	Rirr_253_37
Rirr_XM_025323317.1	Rirr_253_38
Rirr_XM_025332529.1	Rirr_253_39
Rirr_XM_025320717.1	Rirr_253_40
Rirr_XM_025333619.1	Rirr_253_41
Rirr_XM_025320718.1	Rirr_253_42
Rirr_XM_025327543.1	Rirr_253_43
Rirr_XM_025311524.1	Rirr_253_44
Rirr_XM_025333620.1	Rirr_254_1
Rirr_XM_025311525.1	Rirr_254_2
Rirr_XM_025327544.1	Rirr_254_3
Rirr_XM_025311526.1	Rirr_254_4
Rirr_XM_025331205.1	Rirr_254_5
Rirr_XM_025320719.1	Rirr_254_6
Rirr_XM_025320720.1	Rirr_254_7
Rirr_XM_025320721.1	Rirr_254_8
Rirr_XM_025320722.1	Rirr_254_9
Rirr_XM_025332530.1	Rirr_254_10
Rirr_XM_025333621.1	Rirr_254_11
Rirr_XM_025320723.1	Rirr_254_12
Rirr_XM_025320724.1	Rirr_254_13
Rirr_XM_025320725.1	Rirr_254_14
Rirr_XM_025320726.1	Rirr_254_15
Rirr_XM_025327545.1	Rirr_254_16
Rirr_XM_025332531.1	Rirr_254_17
Rirr_XM_025320727.1	Rirr_254_18
Rirr_XM_025311527.1	Rirr_254_19
Rirr_XM_025331206.1	Rirr_254_20
