Phatri_Phatr3_J31400.t1	Phatri_1_1
Phatri_Phatr3_EG01292.t1	Phatri_29_332
Phatri_Phatr3_J11192.t1	Phatri_29_333
Phatri_Phatr3_EG01318.t1	Phatri_29_334
Phatri_Phatr3_J34505.t1	Phatri_29_335
Phatri_Phatr3_J19482.t1	Phatri_29_336
Phatri_Phatr3_EG01306.t1	Phatri_29_337
Phatri_Phatr3_J44955.t1	Phatri_29_338
Phatri_Phatr3_J11352.t1	Phatri_29_339
Phatri_Phatr3_EG01314.t1	Phatri_29_340
Phatri_Phatr3_J54330.t1	Phatri_29_341
Phatri_Phatr3_J1874.t1	Phatri_29_342
Phatri_Phatr3_EG02089.t1	Phatri_29_343
Phatri_Phatr3_EG02081.t1	Phatri_29_344
Phatri_Phatr3_J54331.t1	Phatri_29_345
Phatri_Phatr3_J11204.t1	Phatri_29_346
Phatri_Phatr3_EG01337.t1	Phatri_29_347
Phatri_Phatr3_EG01279.t1	Phatri_29_348
Phatri_Phatr3_EG01307.t1	Phatri_29_349
Phatri_Phatr3_EG01282.t1	Phatri_29_350
Phatri_Phatr3_EG01315.t1	Phatri_29_351
Phatri_Phatr3_J44959.t1	Phatri_29_352
Phatri_Phatr3_J41886.t1	Phatri_29_353
Phatri_Phatr3_J34514.t1	Phatri_29_354
Phatri_Phatr3_J44961.t1	Phatri_29_355
Phatri_Phatr3_EG02348.t1	Phatri_29_356
Phatri_Phatr3_J44962.t1	Phatri_29_357
Phatri_Phatr3_J44963.t1	Phatri_29_358
Phatri_Phatr3_J34520.t1	Phatri_29_359
Phatri_Phatr3_J34521.t1	Phatri_29_360
Phatri_Phatr3_J34522.t1	Phatri_29_361
Phatri_Phatr3_J11126.t1	Phatri_29_362
Phatri_Phatr3_J5424.t1	Phatri_29_363
Phatri_Phatr3_J5532.t1	Phatri_29_364
Phatri_Phatr3_J34526.t1	Phatri_29_365
Phatri_Phatr3_EG02353.t1	Phatri_29_366
Phatri_Phatr3_J34528.t1	Phatri_29_367
Phatri_Phatr3_J34529.t1	Phatri_29_368
Phatri_Phatr3_J44967.t1	Phatri_29_369
Phatri_Phatr3_J34531.t1	Phatri_29_370
Phatri_Phatr3_J44968.t1	Phatri_29_371
Phatri_Phatr3_J44969.t1	Phatri_29_372
Phatri_Phatr3_J34534.t1	Phatri_29_373
Phatri_Phatr3_EG01327.t1	Phatri_29_374
Phatri_Phatr3_J44970.t1	Phatri_29_375
Phatri_Phatr3_J34536.t1	Phatri_29_376
Phatri_Phatr3_J44971.t1	Phatri_29_377
Phatri_Phatr3_J34538.t1	Phatri_29_378
Phatri_Phatr3_J26635.t1	Phatri_29_379
Phatri_Phatr3_J44973.t1	Phatri_29_380
Phatri_Phatr3_J44974.t1	Phatri_29_381
Phatri_Phatr3_J44975.t1	Phatri_29_382
Phatri_Phatr3_J11462.t1	Phatri_29_383
Phatri_Phatr3_J34543.t1	Phatri_29_384
Phatri_Phatr3_EG01281.t1	Phatri_29_385
Phatri_Phatr3_J19513.t1	Phatri_29_386
Phatri_Phatr3_J44977.t1	Phatri_29_387
Phatri_Phatr3_J44978.t1	Phatri_29_388
Phatri_Phatr3_J44979.t1	Phatri_29_389
Phatri_Phatr3_EG01297.t1	Phatri_29_390
Phatri_Phatr3_J44980.t1	Phatri_29_391
Phatri_Phatr3_J34549.t1	Phatri_29_392
Phatri_Phatr3_J44981.t1	Phatri_29_393
Phatri_Phatr3_J34551.t1	Phatri_29_394
Phatri_Phatr3_J44982.t1	Phatri_29_395
Phatri_Phatr3_EG01329.t1	Phatri_29_396
Phatri_Phatr3_EG02355.t1	Phatri_29_397
Phatri_Phatr3_J34555.t1	Phatri_29_398
Phatri_Phatr3_J34556.t1	Phatri_29_399
Phatri_Phatr3_J6725.t1	Phatri_29_400
Phatri_Phatr3_J11318.t1	Phatri_29_401
Phatri_Phatr3_J19518.t1	Phatri_29_402
Phatri_Phatr3_J44987.t1	Phatri_29_403
Phatri_Phatr3_J11373.t1	Phatri_29_404
Phatri_Phatr3_J44989.t1	Phatri_29_405
Phatri_Phatr3_EG01316.t1	Phatri_29_406
Phatri_Phatr3_J34564.t1	Phatri_29_407
Phatri_Phatr3_EG01338.t1	Phatri_29_408
Phatri_Phatr3_EG01335.t1	Phatri_29_409
Phatri_Phatr3_J44991.t1	Phatri_29_410
Phatri_Phatr3_J34566.t1	Phatri_29_411
Phatri_Phatr3_J26649.t1	Phatri_29_412
Phatri_Phatr3_J44993.t1	Phatri_29_413
Phatri_Phatr3_EG02356.t1	Phatri_29_414
Phatri_Phatr3_J8537.t1	Phatri_29_415
Phatri_Phatr3_J44997.t1	Phatri_29_416
Phatri_Phatr3_J11198.t1	Phatri_29_417
Phatri_Phatr3_J44999.t1	Phatri_29_418
Phatri_Phatr3_J7755.t1	Phatri_29_419
Phatri_Phatr3_J34576.t1	Phatri_29_420
Phatri_Phatr3_EG01323.t1	Phatri_29_421
Phatri_Phatr3_J45001.t1	Phatri_29_422
Phatri_Phatr3_J11311.t1	Phatri_29_423
Phatri_Phatr3_J45002.t1	Phatri_29_424
Phatri_Phatr3_J45003.t1	Phatri_29_425
Phatri_Phatr3_J11271.t1	Phatri_29_426
Phatri_Phatr3_J34582.t1	Phatri_29_427
Phatri_Phatr3_J11305.t1	Phatri_29_428
Phatri_Phatr3_J34584.t1	Phatri_29_429
Phatri_Phatr3_J45006.t1	Phatri_29_430
Phatri_Phatr3_J34586.t1	Phatri_29_431
Phatri_Phatr3_J34587.t1	Phatri_29_432
Phatri_Phatr3_EG01313.t1	Phatri_29_433
Phatri_Phatr3_EG01284.t1	Phatri_29_434
Phatri_Phatr3_J34588.t1	Phatri_29_435
Phatri_Phatr3_J8185.t1	Phatri_29_436
Phatri_Phatr3_J34590.t1	Phatri_29_437
Phatri_Phatr3_J45008.t1	Phatri_29_438
Phatri_Phatr3_J34592.t1	Phatri_29_439
Phatri_Phatr3_J45009.t1	Phatri_29_440
Phatri_Phatr3_EG01296.t1	Phatri_29_441
Phatri_Phatr3_J45011.t1	Phatri_29_442
Phatri_Phatr3_J45012.t1	Phatri_29_443
Phatri_Phatr3_J45013.t1	Phatri_29_444
Phatri_Phatr3_J45014.t1	Phatri_29_445
Phatri_Phatr3_J11368.t1	Phatri_29_446
Phatri_Phatr3_J34600.t1	Phatri_29_447
Phatri_Phatr3_J45016.t1	Phatri_29_448
Phatri_Phatr3_J45017.t1	Phatri_29_449
Phatri_Phatr3_EG01288.t1	Phatri_29_450
Phatri_Phatr3_EG01289.t1	Phatri_29_451
Phatri_Phatr3_J34603.t1	Phatri_29_452
Phatri_Phatr3_J45018.t1	Phatri_29_453
Phatri_Phatr3_EG01309.t1	Phatri_29_454
Phatri_Phatr3_J45019.t1	Phatri_29_455
Phatri_Phatr3_J45020.t1	Phatri_29_456
Phatri_Phatr3_EG02350.t1	Phatri_29_457
Phatri_Phatr3_J5543.t1	Phatri_29_458
Phatri_Phatr3_J34610.t1	Phatri_29_459
Phatri_Phatr3_J34611.t1	Phatri_29_460
Phatri_Phatr3_J11336.t1	Phatri_29_461
Phatri_Phatr3_J45024.t1	Phatri_29_462
Phatri_Phatr3_J45025.t1	Phatri_29_463
Phatri_Phatr3_J50848.t1	Phatri_29_464
Phatri_Phatr3_J45027.t1	Phatri_29_465
Phatri_Phatr3_J45028.t1	Phatri_29_466
Phatri_Phatr3_EG01280.t1	Phatri_29_467
Phatri_Phatr3_J45029.t1	Phatri_29_468
Phatri_Phatr3_J11151.t1	Phatri_29_469
Phatri_Phatr3_J45031.t1	Phatri_29_470
Phatri_Phatr3_J45032.t1	Phatri_29_471
Phatri_Phatr3_J34622.t1	Phatri_29_472
Phatri_Phatr3_J45033.t1	Phatri_29_473
Phatri_Phatr3_J45034.t1	Phatri_29_474
Phatri_Phatr3_J34625.t1	Phatri_29_475
Phatri_Phatr3_J34626.t1	Phatri_29_476
Phatri_Phatr3_J11423.t1	Phatri_29_477
Phatri_Phatr3_EG01355.t1	Phatri_30_1
Phatri_Phatr3_J34628.t1	Phatri_30_2
Phatri_Phatr3_J45036.t1	Phatri_30_3
Phatri_Phatr3_J34630.t1	Phatri_30_4
Phatri_Phatr3_J34631.t1	Phatri_30_5
Phatri_Phatr3_J34632.t1	Phatri_30_6
Phatri_Phatr3_J34633.t1	Phatri_30_7
Phatri_Phatr3_J45037.t1	Phatri_30_8
Phatri_Phatr3_EG01422.t1	Phatri_30_9
Phatri_Phatr3_J19552.t1	Phatri_30_10
Phatri_Phatr3_J34636.t1	Phatri_30_11
Phatri_Phatr3_J45039.t1	Phatri_30_12
Phatri_Phatr3_J34638.t1	Phatri_30_13
Phatri_Phatr3_J34639.t1	Phatri_30_14
Phatri_Phatr3_EG01394.t1	Phatri_30_15
Phatri_Phatr3_J34640.t1	Phatri_30_16
Phatri_Phatr3_J45040.t1	Phatri_30_17
Phatri_Phatr3_J34642.t1	Phatri_30_18
Phatri_Phatr3_J45041.t1	Phatri_30_19
Phatri_Phatr3_J45043.t1	Phatri_30_20
Phatri_Phatr3_J11674.t1	Phatri_30_21
Phatri_Phatr3_J34647.t1	Phatri_30_22
Phatri_Phatr3_J45045.t1	Phatri_30_23
Phatri_Phatr3_J45046.t1	Phatri_30_24
Phatri_Phatr3_J34650.t1	Phatri_30_25
Phatri_Phatr3_J11792.t1	Phatri_30_26
Phatri_Phatr3_J45048.t1	Phatri_30_27
Phatri_Phatr3_J11741.t1	Phatri_30_28
Phatri_Phatr3_J45050.t1	Phatri_30_29
Phatri_Phatr3_J45051.t1	Phatri_30_30
Phatri_Phatr3_J34656.t1	Phatri_30_31
Phatri_Phatr3_J6817.t1	Phatri_30_32
Phatri_Phatr3_J45053.t1	Phatri_30_33
Phatri_Phatr3_J45054.t1	Phatri_30_34
Phatri_Phatr3_J45055.t1	Phatri_30_35
Phatri_Phatr3_J41894.t1	Phatri_30_36
Phatri_Phatr3_EG01393.t1	Phatri_30_37
Phatri_Phatr3_EG01388.t1	Phatri_30_38
Phatri_Phatr3_J45057.t1	Phatri_30_39
Phatri_Phatr3_J45058.t1	Phatri_30_40
Phatri_Phatr3_J45059.t1	Phatri_30_41
Phatri_Phatr3_J45060.t1	Phatri_30_42
Phatri_Phatr3_J45061.t1	Phatri_30_43
Phatri_Phatr3_J45062.t1	Phatri_30_44
Phatri_Phatr3_J11673.t1	Phatri_30_45
Phatri_Phatr3_J45064.t1	Phatri_30_46
Phatri_Phatr3_EG01360.t1	Phatri_30_47
Phatri_Phatr3_EG01364.t1	Phatri_30_48
Phatri_Phatr3_J45065.t1	Phatri_30_49
Phatri_Phatr3_EG01367.t1	Phatri_30_50
Phatri_Phatr3_J7173.t1	Phatri_30_51
Phatri_Phatr3_J34672.t1	Phatri_30_52
Phatri_Phatr3_J19568.t1	Phatri_30_53
Phatri_Phatr3_EG01379.t1	Phatri_30_54
Phatri_Phatr3_J45068.t1	Phatri_30_55
Phatri_Phatr3_J34675.t1	Phatri_30_56
Phatri_Phatr3_J45070.t1	Phatri_30_57
Phatri_Phatr3_EG02369.t1	Phatri_30_58
Phatri_Phatr3_J45073.t1	Phatri_30_59
Phatri_Phatr3_J45074.t1	Phatri_30_60
Phatri_Phatr3_EG01370.t1	Phatri_30_61
Phatri_Phatr3_J34681.t1	Phatri_30_62
Phatri_Phatr3_EG02370.t1	Phatri_30_63
Phatri_Phatr3_J11793.t1	Phatri_30_64
Phatri_Phatr3_J34685.t1	Phatri_30_65
Phatri_Phatr3_J45079.t1	Phatri_30_66
Phatri_Phatr3_J45080.t1	Phatri_30_67
Phatri_Phatr3_EG02100.t1	Phatri_30_68
Phatri_Phatr3_EG02097.t1	Phatri_30_69
Phatri_Phatr3_J7876.t1	Phatri_30_70
Phatri_Phatr3_J45083.t1	Phatri_30_71
Phatri_Phatr3_J45084.t1	Phatri_30_72
Phatri_Phatr3_J19579.t1	Phatri_30_73
Phatri_Phatr3_J45086.t1	Phatri_30_74
Phatri_Phatr3_J34694.t1	Phatri_30_75
Phatri_Phatr3_J45087.t1	Phatri_30_76
Phatri_Phatr3_J45088.t1	Phatri_30_77
Phatri_Phatr3_J11559.t1	Phatri_30_78
Phatri_Phatr3_J34698.t1	Phatri_30_79
Phatri_Phatr3_J19586.t1	Phatri_30_80
Phatri_Phatr3_J45091.t1	Phatri_30_81
Phatri_Phatr3_EG01387.t1	Phatri_30_82
Phatri_Phatr3_J26714.t1	Phatri_30_83
Phatri_Phatr3_EG01357.t1	Phatri_30_84
Phatri_Phatr3_EG01404.t1	Phatri_30_85
Phatri_Phatr3_J11799.t1	Phatri_30_86
Phatri_Phatr3_J45094.t1	Phatri_30_87
Phatri_Phatr3_J54342.t1	Phatri_30_88
Phatri_Phatr3_J45096.t1	Phatri_30_89
Phatri_Phatr3_J45097.t1	Phatri_30_90
Phatri_Phatr3_EG01366.t1	Phatri_30_91
Phatri_Phatr3_J45098.t1	Phatri_30_92
Phatri_Phatr3_EG01378.t1	Phatri_30_93
Phatri_Phatr3_J34708.t1	Phatri_30_94
Phatri_Phatr3_J45099.t1	Phatri_30_95
Phatri_Phatr3_J34710.t1	Phatri_30_96
Phatri_Phatr3_J54343.t1	Phatri_30_97
Phatri_Phatr3_J34712.t1	Phatri_30_98
Phatri_Phatr3_J11652.t1	Phatri_30_99
Phatri_Phatr3_J45104.t1	Phatri_30_100
Phatri_Phatr3_J34715.t1	Phatri_30_101
Phatri_Phatr3_J34716.t1	Phatri_30_102
Phatri_Phatr3_J11690.t1	Phatri_30_103
Phatri_Phatr3_J45108.t1	Phatri_30_104
Phatri_Phatr3_J45109.t1	Phatri_30_105
Phatri_Phatr3_J3664.t1	Phatri_30_106
Phatri_Phatr3_J45110.t1	Phatri_30_107
Phatri_Phatr3_J45111.t1	Phatri_30_108
Phatri_Phatr3_J45112.t1	Phatri_30_109
Phatri_Phatr3_J34724.t1	Phatri_30_110
Phatri_Phatr3_J19604.t1	Phatri_30_111
Phatri_Phatr3_EG01372.t1	Phatri_30_112
Phatri_Phatr3_EG01363.t1	Phatri_30_113
Phatri_Phatr3_J45115.t1	Phatri_30_114
Phatri_Phatr3_J45116.t1	Phatri_30_115
Phatri_Phatr3_EG01414.t1	Phatri_30_116
Phatri_Phatr3_EG02366.t1	Phatri_30_117
Phatri_Phatr3_EG01427.t1	Phatri_30_118
Phatri_Phatr3_EG01413.t1	Phatri_30_119
Phatri_Phatr3_J45118.t1	Phatri_30_120
Phatri_Phatr3_J45119.t1	Phatri_30_121
Phatri_Phatr3_J34732.t1	Phatri_30_122
Phatri_Phatr3_EG01361.t1	Phatri_30_123
Phatri_Phatr3_J45120.t1	Phatri_30_124
Phatri_Phatr3_J4216.t1	Phatri_30_125
Phatri_Phatr3_EG01384.t1	Phatri_30_126
Phatri_Phatr3_J45122.t1	Phatri_30_127
Phatri_Phatr3_J45123.t1	Phatri_30_128
Phatri_Phatr3_J45124.t1	Phatri_30_129
Phatri_Phatr3_J45125.t1	Phatri_30_130
Phatri_Phatr3_J19615.t1	Phatri_30_131
Phatri_Phatr3_EG01373.t1	Phatri_30_132
Phatri_Phatr3_J34741.t1	Phatri_30_133
Phatri_Phatr3_J45127.t1	Phatri_30_134
Phatri_Phatr3_J26742.t1	Phatri_30_135
Phatri_Phatr3_EG01402.t1	Phatri_30_136
Phatri_Phatr3_J45130.t1	Phatri_30_137
Phatri_Phatr3_J34746.t1	Phatri_30_138
Phatri_Phatr3_EG02372.t1	Phatri_30_139
Phatri_Phatr3_J45135.t1	Phatri_30_140
Phatri_Phatr3_J34751.t1	Phatri_30_141
Phatri_Phatr3_J34752.t1	Phatri_30_142
Phatri_Phatr3_J45136.t1	Phatri_30_143
Phatri_Phatr3_J34754.t1	Phatri_30_144
Phatri_Phatr3_J11781.t1	Phatri_30_145
Phatri_Phatr3_J34756.t1	Phatri_30_146
Phatri_Phatr3_J26750.t1	Phatri_30_147
Phatri_Phatr3_J11653.t1	Phatri_30_148
Phatri_Phatr3_J45140.t1	Phatri_30_149
Phatri_Phatr3_EG01421.t1	Phatri_30_150
Phatri_Phatr3_J45141.t1	Phatri_30_151
Phatri_Phatr3_J45142.t1	Phatri_30_152
Phatri_Phatr3_J45143.t1	Phatri_30_153
Phatri_Phatr3_EG02364.t1	Phatri_30_154
Phatri_Phatr3_J11615.t1	Phatri_30_155
Phatri_Phatr3_J45146.t1	Phatri_30_156
Phatri_Phatr3_J45147.t1	Phatri_30_157
Phatri_Phatr3_J45148.t1	Phatri_30_158
Phatri_Phatr3_J45149.t1	Phatri_30_159
Phatri_Phatr3_J45150.t1	Phatri_30_160
Phatri_Phatr3_J7666.t1	Phatri_30_161
Phatri_Phatr3_J54355.t1	Phatri_30_162
Phatri_Phatr3_EG01405.t1	Phatri_30_163
Phatri_Phatr3_J45153.t1	Phatri_30_164
Phatri_Phatr3_J45154.t1	Phatri_30_165
Phatri_Phatr3_EG01386.t1	Phatri_30_166
Phatri_Phatr3_J45155.t1	Phatri_30_167
Phatri_Phatr3_J34775.t1	Phatri_30_168
Phatri_Phatr3_J19647.t1	Phatri_30_169
Phatri_Phatr3_J26775.t1	Phatri_30_170
Phatri_Phatr3_EG01425.t1	Phatri_30_171
Phatri_Phatr3_J11785.t1	Phatri_30_172
Phatri_Phatr3_J45159.t1	Phatri_30_173
Phatri_Phatr3_J45160.t1	Phatri_30_174
Phatri_Phatr3_J45161.t1	Phatri_30_175
Phatri_Phatr3_J34782.t1	Phatri_30_176
Phatri_Phatr3_J26780.t1	Phatri_30_177
Phatri_Phatr3_J45163.t1	Phatri_30_178
Phatri_Phatr3_J45164.t1	Phatri_30_179
Phatri_Phatr3_EG01356.t1	Phatri_30_180
Phatri_Phatr3_J45165.t1	Phatri_30_181
Phatri_Phatr3_J51797.t1	Phatri_30_182
Phatri_Phatr3_J19659.t1	Phatri_30_183
Phatri_Phatr3_J45168.t1	Phatri_30_184
Phatri_Phatr3_J34790.t1	Phatri_30_185
Phatri_Phatr3_J19661.t1	Phatri_30_186
Phatri_Phatr3_J11866.t1	Phatri_30_187
Phatri_Phatr3_EG01423.t1	Phatri_30_188
Phatri_Phatr3_J45171.t1	Phatri_30_189
Phatri_Phatr3_J34794.t1	Phatri_30_190
Phatri_Phatr3_J45173.t1	Phatri_30_191
Phatri_Phatr3_J45174.t1	Phatri_30_192
Phatri_Phatr3_J45175.t1	Phatri_30_193
Phatri_Phatr3_J34798.t1	Phatri_30_194
Phatri_Phatr3_J11759.t1	Phatri_30_195
Phatri_Phatr3_J34799.t1	Phatri_30_196
Phatri_Phatr3_J34800.t1	Phatri_30_197
Phatri_Phatr3_J19669.t1	Phatri_30_198
Phatri_Phatr3_J3046.t1	Phatri_30_199
Phatri_Phatr3_J45178.t1	Phatri_30_200
Phatri_Phatr3_J7426.t1	Phatri_30_201
Phatri_Phatr3_J34805.t1	Phatri_30_202
Phatri_Phatr3_J8445.t1	Phatri_30_203
Phatri_Phatr3_EG01415.t1	Phatri_30_204
Phatri_Phatr3_J34807.t1	Phatri_30_205
Phatri_Phatr3_J45181.t1	Phatri_30_206
Phatri_Phatr3_J7660.t1	Phatri_30_207
Phatri_Phatr3_J34810.t1	Phatri_30_208
Phatri_Phatr3_J45182.t1	Phatri_30_209
Phatri_Phatr3_EG01358.t1	Phatri_30_210
Phatri_Phatr3_J26802.t1	Phatri_30_211
Phatri_Phatr3_J54360.t1	Phatri_30_212
Phatri_Phatr3_EG01385.t1	Phatri_30_213
Phatri_Phatr3_J45185.t1	Phatri_30_214
Phatri_Phatr3_J11743.t1	Phatri_30_215
Phatri_Phatr3_J34815.t1	Phatri_30_216
Phatri_Phatr3_J45186.t1	Phatri_30_217
Phatri_Phatr3_J45187.t1	Phatri_30_218
Phatri_Phatr3_J26807.t1	Phatri_30_219
Phatri_Phatr3_J11777.t1	Phatri_30_220
Phatri_Phatr3_J45190.t1	Phatri_30_221
Phatri_Phatr3_J45191.t1	Phatri_30_222
Phatri_Phatr3_J34822.t1	Phatri_30_223
Phatri_Phatr3_J45192.t1	Phatri_30_224
Phatri_Phatr3_J45193.t1	Phatri_30_225
Phatri_Phatr3_J11740.t1	Phatri_30_226
Phatri_Phatr3_J45195.t1	Phatri_30_227
Phatri_Phatr3_J45196.t1	Phatri_30_228
Phatri_Phatr3_J26813.t1	Phatri_30_229
Phatri_Phatr3_EG02098.t1	Phatri_30_230
Phatri_Phatr3_EG02093.t1	Phatri_30_231
Phatri_Phatr3_EG01392.t1	Phatri_30_232
Phatri_Phatr3_J45200.t1	Phatri_30_233
Phatri_Phatr3_EG02107.t1	Phatri_30_234
Phatri_Phatr3_EG02105.t1	Phatri_30_235
Phatri_Phatr3_J19690.t1	Phatri_30_236
Phatri_Phatr3_EG01398.t1	Phatri_30_237
Phatri_Phatr3_J45202.t1	Phatri_30_238
Phatri_Phatr3_J19692.t1	Phatri_30_239
Phatri_Phatr3_J45204.t1	Phatri_30_240
Phatri_Phatr3_J45205.t1	Phatri_30_241
Phatri_Phatr3_J45206.t1	Phatri_30_242
Phatri_Phatr3_J45207.t1	Phatri_30_243
Phatri_Phatr3_J45208.t1	Phatri_30_244
Phatri_Phatr3_J11733.t1	Phatri_30_245
Phatri_Phatr3_J45210.t1	Phatri_30_246
Phatri_Phatr3_J45211.t1	Phatri_30_247
Phatri_Phatr3_J34844.t1	Phatri_30_248
Phatri_Phatr3_EG02104.t1	Phatri_30_249
Phatri_Phatr3_EG02106.t1	Phatri_30_250
Phatri_Phatr3_EG02367.t1	Phatri_30_251
Phatri_Phatr3_J34848.t1	Phatri_30_252
Phatri_Phatr3_J19699.t1	Phatri_30_253
Phatri_Phatr3_J11710.t1	Phatri_30_254
Phatri_Phatr3_J45215.t1	Phatri_30_255
Phatri_Phatr3_J45216.t1	Phatri_30_256
Phatri_Phatr3_J8475.t1	Phatri_30_257
Phatri_Phatr3_J34853.t1	Phatri_30_258
Phatri_Phatr3_J45218.t1	Phatri_30_259
Phatri_Phatr3_J7629.t1	Phatri_30_260
Phatri_Phatr3_J51806.t1	Phatri_30_261
Phatri_Phatr3_J45221.t1	Phatri_30_262
Phatri_Phatr3_J45222.t1	Phatri_30_263
Phatri_Phatr3_J34859.t1	Phatri_30_264
Phatri_Phatr3_J45223.t1	Phatri_30_265
Phatri_Phatr3_J54365.t1	Phatri_30_266
Phatri_Phatr3_J45225.t1	Phatri_30_267
Phatri_Phatr3_J45226.t1	Phatri_30_268
Phatri_Phatr3_J45227.t1	Phatri_30_269
Phatri_Phatr3_EG01390.t1	Phatri_30_270
Phatri_Phatr3_J45229.t1	Phatri_30_271
Phatri_Phatr3_EG01380.t1	Phatri_30_272
Phatri_Phatr3_J45230.t1	Phatri_30_273
Phatri_Phatr3_J34868.t1	Phatri_30_274
Phatri_Phatr3_J19705.t1	Phatri_30_275
Phatri_Phatr3_EG01412.t1	Phatri_30_276
Phatri_Phatr3_EG01376.t1	Phatri_30_277
Phatri_Phatr3_J19708.t1	Phatri_30_278
Phatri_Phatr3_EG01420.t1	Phatri_30_279
Phatri_Phatr3_J45234.t1	Phatri_30_280
Phatri_Phatr3_EG02368.t1	Phatri_30_281
Phatri_Phatr3_J51810.t1	Phatri_30_282
Phatri_Phatr3_J45236.t1	Phatri_30_283
Phatri_Phatr3_J34876.t1	Phatri_30_284
Phatri_Phatr3_J51811.t1	Phatri_30_285
Phatri_Phatr3_J45238.t1	Phatri_30_286
Phatri_Phatr3_J45239.t1	Phatri_30_287
Phatri_Phatr3_J45240.t1	Phatri_30_288
Phatri_Phatr3_J45241.t1	Phatri_30_289
Phatri_Phatr3_J45242.t1	Phatri_30_290
Phatri_Phatr3_J45243.t1	Phatri_30_291
Phatri_Phatr3_J34884.t1	Phatri_30_292
Phatri_Phatr3_J34885.t1	Phatri_30_293
Phatri_Phatr3_J45245.t1	Phatri_30_294
Phatri_Phatr3_J11883.t1	Phatri_30_295
Phatri_Phatr3_J45247.t1	Phatri_30_296
Phatri_Phatr3_J34889.t1	Phatri_30_297
Phatri_Phatr3_EG02365.t1	Phatri_30_298
Phatri_Phatr3_J34891.t1	Phatri_30_299
Phatri_Phatr3_J45249.t1	Phatri_30_300
Phatri_Phatr3_J45250.t1	Phatri_30_301
Phatri_Phatr3_J34894.t1	Phatri_30_302
Phatri_Phatr3_J45251.t1	Phatri_30_303
Phatri_Phatr3_J34896.t1	Phatri_30_304
Phatri_Phatr3_J45252.t1	Phatri_30_305
Phatri_Phatr3_J34898.t1	Phatri_30_306
Phatri_Phatr3_J34899.t1	Phatri_30_307
Phatri_Phatr3_J8239.t1	Phatri_30_308
Phatri_Phatr3_J45253.t1	Phatri_30_309
Phatri_Phatr3_J45254.t1	Phatri_30_310
Phatri_Phatr3_J34902.t1	Phatri_30_311
Phatri_Phatr3_J45255.t1	Phatri_30_312
Phatri_Phatr3_J45256.t1	Phatri_30_313
Phatri_Phatr3_J34905.t1	Phatri_30_314
Phatri_Phatr3_J45257.t1	Phatri_30_315
Phatri_Phatr3_J45258.t1	Phatri_30_316
Phatri_Phatr3_J34908.t1	Phatri_30_317
Phatri_Phatr3_J45259.t1	Phatri_30_318
Phatri_Phatr3_J45260.t1	Phatri_30_319
Phatri_Phatr3_EG01395.t1	Phatri_30_320
Phatri_Phatr3_J26849.t1	Phatri_30_321
Phatri_Phatr3_J26853.t1	Phatri_30_322
Phatri_Phatr3_EG01377.t1	Phatri_30_323
Phatri_Phatr3_EG01368.t1	Phatri_30_324
Phatri_Phatr3_J45264.t1	Phatri_30_325
Phatri_Phatr3_J54375.t1	Phatri_30_326
Phatri_Phatr3_J11843.t1	Phatri_30_327
Phatri_Phatr3_J45267.t1	Phatri_30_328
Phatri_Phatr3_J45268.t1	Phatri_30_329
Phatri_Phatr3_J34919.t1	Phatri_30_330
Phatri_Phatr3_J34920.t1	Phatri_30_331
Phatri_Phatr3_J51819.t1	Phatri_30_332
Phatri_Phatr3_J54376.t1	Phatri_30_333
Phatri_Phatr3_J34923.t1	Phatri_30_334
Phatri_Phatr3_J34924.t1	Phatri_30_335
Phatri_Phatr3_J45270.t1	Phatri_30_336
Phatri_Phatr3_J26862.t1	Phatri_30_337
Phatri_Phatr3_J8269.t1	Phatri_30_338
Phatri_Phatr3_J11826.t1	Phatri_30_339
Phatri_Phatr3_J45274.t1	Phatri_30_340
Phatri_Phatr3_J45275.t1	Phatri_30_341
Phatri_Phatr3_J34931.t1	Phatri_30_342
Phatri_Phatr3_EG01403.t1	Phatri_30_343
Phatri_Phatr3_J34932.t1	Phatri_30_344
Phatri_Phatr3_J34933.t1	Phatri_30_345
Phatri_Phatr3_EG01411.t1	Phatri_30_346
Phatri_Phatr3_J45277.t1	Phatri_30_347
Phatri_Phatr3_J45278.t1	Phatri_30_348
Phatri_Phatr3_J34936.t1	Phatri_30_349
Phatri_Phatr3_J45279.t1	Phatri_30_350
Phatri_Phatr3_J34938.t1	Phatri_30_351
Phatri_Phatr3_J45280.t1	Phatri_30_352
Phatri_Phatr3_J54378.t1	Phatri_30_353
Phatri_Phatr3_EG01417.t1	Phatri_30_354
Phatri_Phatr3_EG01391.t1	Phatri_30_355
Phatri_Phatr3_EG01397.t1	Phatri_30_356
Phatri_Phatr3_EG01406.t1	Phatri_30_357
Phatri_Phatr3_J45283.t1	Phatri_30_358
Phatri_Phatr3_EG02099.t1	Phatri_30_359
Phatri_Phatr3_EG02094.t1	Phatri_30_360
Phatri_Phatr3_J34944.t1	Phatri_30_361
Phatri_Phatr3_EG01383.t1	Phatri_30_362
Phatri_Phatr3_EG01407.t1	Phatri_30_363
Phatri_Phatr3_EG01369.t1	Phatri_30_364
Phatri_Phatr3_J45284.t1	Phatri_30_365
Phatri_Phatr3_J45285.t1	Phatri_30_366
Phatri_Phatr3_J11649.t1	Phatri_30_367
