Skow_gene-ATP6	Skow_1_1
Skow_XM_006822333.1	Skow_3892_7
Skow_XM_006822334.1	Skow_3893_1
Skow_XM_006822335.1	Skow_3894_1
Skow_XM_006822336.1	Skow_3895_1
Skow_XM_006822337.1	Skow_3896_1
Skow_XM_006822338.1	Skow_3896_2
Skow_XM_006822339.1	Skow_3896_3
Skow_XM_006822340.1	Skow_3897_1
Skow_XM_002739426.2	Skow_3897_2
Skow_XM_006822341.1	Skow_3898_1
Skow_XM_002739427.2	Skow_3898_2
Skow_NM_001168098.1	Skow_3898_3
Skow_XM_006822342.1	Skow_3899_1
Skow_XM_006822343.1	Skow_3900_1
Skow_XM_006822344.1	Skow_3900_2
Skow_XM_006822345.1	Skow_3901_1
Skow_NM_001168037.1	Skow_3902_1
Skow_XM_002739429.2	Skow_3903_1
Skow_XM_006822346.1	Skow_3903_2
Skow_XM_006822347.1	Skow_3904_1
Skow_XM_006822348.1	Skow_3905_1
Skow_XM_006822349.1	Skow_3906_1
Skow_XM_006822350.1	Skow_3907_1
Skow_XM_006822351.1	Skow_3908_1
Skow_XM_006822352.1	Skow_3909_1
Skow_XM_002739431.1	Skow_3910_1
Skow_XM_006822353.1	Skow_3911_1
Skow_XM_006822354.1	Skow_3912_1
Skow_XM_006822355.1	Skow_3913_1
Skow_XM_006822356.1	Skow_3914_1
Skow_XM_006822357.1	Skow_3914_2
Skow_XM_006822358.1	Skow_3915_1
Skow_XM_006822359.1	Skow_3916_1
Skow_XM_006822360.1	Skow_3917_1
Skow_XM_006822361.1	Skow_3918_1
Skow_XM_006822362.1	Skow_3919_1
Skow_XM_006822363.1	Skow_3920_1
Skow_XM_006822364.1	Skow_3921_1
Skow_XM_006822365.1	Skow_3922_1
Skow_XM_006822366.1	Skow_3923_1
Skow_XM_002739433.2	Skow_3924_1
Skow_XM_002739434.1	Skow_3925_1
Skow_XM_006822367.1	Skow_3926_1
Skow_XM_006822368.1	Skow_3927_1
Skow_XM_006822369.1	Skow_3928_1
Skow_XM_002739435.2	Skow_3929_1
Skow_XM_006822370.1	Skow_3930_1
Skow_XM_006822371.1	Skow_3931_1
Skow_XM_006822372.1	Skow_3932_1
Skow_XM_006822373.1	Skow_3932_2
Skow_XM_006822374.1	Skow_3933_1
Skow_XM_006822375.1	Skow_3934_1
Skow_XM_006822376.1	Skow_3935_1
Skow_XM_006822377.1	Skow_3936_1
Skow_XM_002739437.2	Skow_3936_2
Skow_XM_002739438.2	Skow_3937_1
Skow_XM_006822378.1	Skow_3938_1
Skow_XM_006822379.1	Skow_3939_1
Skow_XM_006822380.1	Skow_3940_1
Skow_XM_006822381.1	Skow_3941_1
Skow_XM_002739440.2	Skow_3942_1
Skow_XM_002739441.1	Skow_3943_1
Skow_XM_006822382.1	Skow_3944_1
Skow_XM_006822383.1	Skow_3945_1
Skow_XM_006822384.1	Skow_3946_1
Skow_XM_006822385.1	Skow_3947_1
Skow_XM_006822386.1	Skow_3948_1
Skow_XM_002739451.2	Skow_3949_1
Skow_XM_002739452.2	Skow_3949_2
Skow_XM_006822398.1	Skow_3949_3
Skow_XM_006822388.1	Skow_3949_4
Skow_XM_006822399.1	Skow_3949_5
Skow_XM_002739442.2	Skow_3949_6
Skow_XM_002739455.2	Skow_3949_7
Skow_XM_002739456.2	Skow_3949_8
Skow_XM_006822400.1	Skow_3949_9
Skow_XM_006822401.1	Skow_3949_10
Skow_XM_006822389.1	Skow_3949_11
Skow_XM_002739460.2	Skow_3949_12
Skow_XM_006822402.1	Skow_3949_13
Skow_XM_006822403.1	Skow_3949_14
Skow_XM_006822404.1	Skow_3949_15
Skow_XM_006822405.1	Skow_3949_16
Skow_XM_002739464.1	Skow_3949_17
Skow_XM_002739443.2	Skow_3949_18
Skow_XM_002739465.1	Skow_3949_19
Skow_XM_002739466.2	Skow_3949_20
Skow_NM_001168188.1	Skow_3949_21
Skow_XM_006822406.1	Skow_3949_22
Skow_XM_006822407.1	Skow_3949_23
Skow_XM_006822408.1	Skow_3949_24
Skow_XM_002739469.2	Skow_3949_25
Skow_XM_006822409.1	Skow_3949_26
Skow_XM_006822410.1	Skow_3949_27
Skow_XM_006822411.1	Skow_3949_28
Skow_XM_006822412.1	Skow_3949_29
Skow_XM_002739470.2	Skow_3949_30
Skow_XM_006822413.1	Skow_3949_31
Skow_XM_006822393.1	Skow_3949_32
Skow_NM_001184913.1	Skow_3949_33
Skow_XM_002739472.2	Skow_3949_34
Skow_XM_006822414.1	Skow_3949_35
Skow_XM_006822415.1	Skow_3949_36
Skow_XM_006822416.1	Skow_3949_37
Skow_XM_006822417.1	Skow_3949_38
Skow_XM_002739474.2	Skow_3949_39
Skow_XM_006822418.1	Skow_3949_40
Skow_NM_001164969.1	Skow_3949_41
Skow_XM_006822419.1	Skow_3949_42
Skow_XM_002739444.2	Skow_3949_43
Skow_XM_006822394.1	Skow_3949_44
Skow_XM_006822420.1	Skow_3949_45
Skow_XM_002739477.1	Skow_3949_46
Skow_XM_006822421.1	Skow_3949_47
Skow_XM_006822422.1	Skow_3949_48
Skow_XM_006822423.1	Skow_3949_49
Skow_XM_006822424.1	Skow_3949_50
Skow_XM_006822425.1	Skow_3949_51
Skow_XM_006822426.1	Skow_3949_52
Skow_XM_006822427.1	Skow_3949_53
Skow_NM_001168146.1	Skow_3949_54
Skow_XM_006822428.1	Skow_3949_55
Skow_XM_006822387.1	Skow_3949_56
Skow_XM_002739446.2	Skow_3949_57
Skow_XM_006822429.1	Skow_3949_58
Skow_XM_002739447.2	Skow_3949_59
Skow_XM_006822430.1	Skow_3949_60
Skow_XM_002739483.2	Skow_3949_61
Skow_XM_006822431.1	Skow_3949_62
Skow_XM_002739484.1	Skow_3949_63
Skow_XM_006822396.1	Skow_3949_64
Skow_XM_006822432.1	Skow_3949_65
Skow_XM_002739486.2	Skow_3949_66
Skow_XM_006822397.1	Skow_3949_67
Skow_XM_002739489.2	Skow_3949_68
Skow_XM_002739490.2	Skow_3949_69
Skow_XM_006822433.1	Skow_3949_70
Skow_XM_006822434.1	Skow_3949_71
Skow_XM_006822435.1	Skow_3949_72
Skow_XM_002739492.2	Skow_3949_73
Skow_XM_006822436.1	Skow_3950_1
Skow_XM_006822437.1	Skow_3950_2
Skow_XM_002739494.2	Skow_3951_1
Skow_XM_006822438.1	Skow_3951_2
Skow_XM_006822439.1	Skow_3951_3
Skow_XM_002739496.1	Skow_3951_4
Skow_XM_006822440.1	Skow_3952_1
Skow_NM_001168026.1	Skow_3952_2
Skow_XM_006822441.1	Skow_3952_3
Skow_XM_002739499.1	Skow_3953_1
Skow_XM_002739500.1	Skow_3953_2
Skow_XM_006822442.1	Skow_3953_3
Skow_XM_006822443.1	Skow_3953_4
Skow_XM_002739498.2	Skow_3953_5
Skow_XM_002739502.2	Skow_3953_6
Skow_NM_001184912.1	Skow_3954_1
Skow_XM_006822444.1	Skow_3955_1
Skow_XM_002739503.2	Skow_3956_1
Skow_XM_002739504.2	Skow_3957_1
Skow_XM_006822446.1	Skow_3958_1
Skow_XM_006822447.1	Skow_3958_2
Skow_XM_006822448.1	Skow_3959_1
Skow_XM_006822449.1	Skow_3960_1
Skow_XM_002739508.1	Skow_3961_1
Skow_XM_006822450.1	Skow_3962_1
Skow_XM_006822451.1	Skow_3963_1
Skow_XM_006822452.1	Skow_3963_2
Skow_XM_006822453.1	Skow_3964_1
Skow_XM_006822454.1	Skow_3964_2
Skow_XM_006822455.1	Skow_3965_1
Skow_XM_006822456.1	Skow_3966_1
Skow_XM_006822457.1	Skow_3966_2
Skow_XM_006822458.1	Skow_3966_3
Skow_XM_006822459.1	Skow_3966_4
Skow_XM_006822460.1	Skow_3966_5
Skow_XM_006822462.1	Skow_3967_1
Skow_XM_006822461.1	Skow_3967_2
Skow_XM_006822463.1	Skow_3967_3
Skow_XM_006822464.1	Skow_3968_1
Skow_XM_006822465.1	Skow_3969_1
Skow_XM_006822466.1	Skow_3970_1
Skow_XM_006822467.1	Skow_3971_1
Skow_XM_006822468.1	Skow_3972_1
Skow_XM_006822469.1	Skow_3973_1
Skow_XM_006822470.1	Skow_3974_1
Skow_XM_006822471.1	Skow_3975_1
Skow_XM_002739515.2	Skow_3976_1
Skow_XM_006822472.1	Skow_3977_1
Skow_XM_002739516.1	Skow_3978_1
Skow_XM_006822473.1	Skow_3979_1
Skow_XM_006822474.1	Skow_3980_1
Skow_XM_006822475.1	Skow_3981_1
Skow_XM_006822476.1	Skow_3982_1
Skow_XM_002739518.2	Skow_3983_1
Skow_XM_006822477.1	Skow_3984_1
Skow_XM_006822478.1	Skow_3985_1
Skow_XM_006822479.1	Skow_3986_1
Skow_XM_006822480.1	Skow_3987_1
Skow_XM_006822483.1	Skow_3988_1
Skow_XM_006822484.1	Skow_3988_2
Skow_XM_006822485.1	Skow_3988_3
Skow_XM_006822481.1	Skow_3988_4
Skow_XM_006822482.1	Skow_3988_5
Skow_XM_006822486.1	Skow_3988_6
Skow_XM_006822487.1	Skow_3988_7
Skow_XM_006822488.1	Skow_3988_8
Skow_XM_006822489.1	Skow_3988_9
Skow_XM_006822490.1	Skow_3988_10
Skow_XM_006822491.1	Skow_3988_11
Skow_XM_002739527.2	Skow_3988_12
Skow_XM_006822495.1	Skow_3989_1
Skow_XM_002739533.2	Skow_3989_2
Skow_XM_002739530.3	Skow_3989_3
Skow_XM_006822496.1	Skow_3989_4
Skow_XM_006822492.1	Skow_3989_5
Skow_XM_002739531.2	Skow_3989_6
Skow_XM_006822493.1	Skow_3989_7
Skow_XM_002739536.1	Skow_3989_8
Skow_XM_006822497.1	Skow_3989_9
Skow_XM_006822494.1	Skow_3989_10
Skow_XM_006822498.1	Skow_3989_11
Skow_XM_006822502.1	Skow_3990_1
Skow_XM_006822503.1	Skow_3990_2
Skow_XM_002739540.1	Skow_3990_3
Skow_XM_006822499.1	Skow_3990_4
Skow_XM_006822504.1	Skow_3990_5
Skow_XM_002739542.2	Skow_3990_6
Skow_XM_006822500.1	Skow_3990_7
Skow_XM_006822505.1	Skow_3990_8
Skow_XM_006822506.1	Skow_3990_9
Skow_XM_006822501.1	Skow_3990_10
Skow_XM_006822507.1	Skow_3990_11
Skow_XM_006822511.1	Skow_3991_1
Skow_XM_006822512.1	Skow_3991_2
Skow_XM_006822513.1	Skow_3991_3
Skow_XM_006822514.1	Skow_3991_4
Skow_XM_006822515.1	Skow_3991_5
Skow_XM_002739547.2	Skow_3991_6
Skow_XM_006822516.1	Skow_3991_7
Skow_XM_006822508.1	Skow_3991_8
Skow_XM_006822509.1	Skow_3991_9
Skow_XM_006822517.1	Skow_3991_10
Skow_XM_006822518.1	Skow_3991_11
Skow_XM_006822519.1	Skow_3991_12
Skow_XM_006822520.1	Skow_3992_1
Skow_XM_006822521.1	Skow_3992_2
Skow_XM_002739552.2	Skow_3992_3
Skow_XM_006822522.1	Skow_3992_4
Skow_XM_006822523.1	Skow_3992_5
Skow_XM_006822524.1	Skow_3992_6
Skow_XM_006822525.1	Skow_3992_7
Skow_XM_002739554.2	Skow_3992_8
Skow_XM_006822526.1	Skow_3992_9
Skow_XM_006822530.1	Skow_3993_1
Skow_XM_006822527.1	Skow_3993_2
Skow_XM_006822531.1	Skow_3993_3
Skow_XM_006822532.1	Skow_3993_4
Skow_XM_006822533.1	Skow_3993_5
Skow_XM_002739557.2	Skow_3993_6
Skow_XM_006822528.1	Skow_3993_7
Skow_XM_006822534.1	Skow_3993_8
Skow_XM_006822529.1	Skow_3993_9
Skow_XM_002739558.2	Skow_3994_1
Skow_XM_006822535.1	Skow_3994_2
Skow_XM_006822536.1	Skow_3994_3
Skow_XM_006822537.1	Skow_3994_4
Skow_XM_006822538.1	Skow_3994_5
Skow_XM_002739559.2	Skow_3995_1
Skow_XM_006822539.1	Skow_3995_2
Skow_XM_006822540.1	Skow_3995_3
Skow_XM_002739560.1	Skow_3995_4
Skow_XM_006822541.1	Skow_3995_5
Skow_XM_006822542.1	Skow_3995_6
Skow_XM_002739563.2	Skow_3996_1
Skow_XM_006822543.1	Skow_3996_2
Skow_XM_002739565.1	Skow_3996_3
Skow_XM_006822544.1	Skow_3996_4
Skow_NM_001168036.1	Skow_3996_5
Skow_XM_006822548.1	Skow_3997_1
Skow_XM_006822549.1	Skow_3997_2
Skow_XM_002739569.2	Skow_3997_3
Skow_XM_006822545.1	Skow_3997_4
Skow_XM_006822550.1	Skow_3997_5
Skow_XM_006822551.1	Skow_3997_6
Skow_XM_006822552.1	Skow_3997_7
Skow_XM_006822547.1	Skow_3997_8
Skow_XM_006822553.1	Skow_3998_1
Skow_XM_006822554.1	Skow_3999_1
Skow_XM_006822555.1	Skow_3999_2
Skow_XM_006822556.1	Skow_4000_1
Skow_XM_002739574.2	Skow_4001_1
Skow_XM_002739575.2	Skow_4002_1
Skow_XM_002739576.2	Skow_4002_2
Skow_XM_002739577.2	Skow_4002_3
Skow_XM_006822557.1	Skow_4002_4
Skow_XM_006822558.1	Skow_4002_5
Skow_XM_006822559.1	Skow_4002_6
Skow_XM_006822560.1	Skow_4002_7
Skow_XM_006822561.1	Skow_4003_1
Skow_XM_006822562.1	Skow_4004_1
Skow_XM_006822563.1	Skow_4005_1
Skow_XM_006822564.1	Skow_4006_1
Skow_XM_002739579.2	Skow_4007_1
Skow_XM_006822565.1	Skow_4007_2
Skow_XM_006822566.1	Skow_4008_1
Skow_XM_006822567.1	Skow_4009_1
Skow_XM_006822568.1	Skow_4010_1
Skow_XM_002739580.2	Skow_4011_1
Skow_XM_006822569.1	Skow_4012_1
Skow_XM_006822570.1	Skow_4013_1
Skow_XM_006822571.1	Skow_4014_1
Skow_XM_006822572.1	Skow_4014_2
Skow_XM_002739581.1	Skow_4015_1
Skow_XM_006822573.1	Skow_4016_1
Skow_XM_002739582.2	Skow_4017_1
Skow_XM_006822574.1	Skow_4018_1
Skow_XM_006822575.1	Skow_4019_1
Skow_XM_002739585.2	Skow_4020_1
Skow_NM_001168177.1-2	Skow_4021_1
Skow_XM_006822576.1	Skow_4022_1
Skow_XM_006822577.1	Skow_4023_1
Skow_XM_002739587.2	Skow_4024_1
Skow_XM_006822578.1	Skow_4025_1
Skow_XM_006822579.1	Skow_4026_1
Skow_XM_006822580.1	Skow_4027_1
Skow_XM_006822581.1	Skow_4028_1
Skow_XM_002739588.1	Skow_4029_1
Skow_XM_002739589.1	Skow_4030_1
Skow_XM_006822582.1	Skow_4031_1
Skow_XM_006822583.1	Skow_4032_1
Skow_NM_001168055.1-2	Skow_4033_1
Skow_XM_006822584.1	Skow_4034_1
Skow_XM_006822586.1	Skow_4035_1
Skow_XM_002739591.2	Skow_4035_2
Skow_XM_002739600.2	Skow_4035_3
Skow_XM_006822595.1	Skow_4035_4
Skow_XM_006822588.1	Skow_4035_5
Skow_XM_006822596.1	Skow_4035_6
Skow_XM_002739593.2	Skow_4035_7
Skow_XM_002739594.2	Skow_4035_8
Skow_XM_002739595.2	Skow_4035_9
Skow_XM_002739602.2	Skow_4035_10
Skow_XM_002739596.1	Skow_4035_11
Skow_XM_006822597.1	Skow_4035_12
Skow_XM_006822598.1	Skow_4035_13
Skow_XM_006822599.1	Skow_4035_14
Skow_XM_002739604.2	Skow_4035_15
Skow_XM_006822589.1	Skow_4035_16
Skow_XM_006822590.1	Skow_4035_17
Skow_XM_006822600.1	Skow_4035_18
Skow_XM_006822591.1	Skow_4035_19
Skow_XM_006822601.1	Skow_4035_20
Skow_XM_006822602.1	Skow_4035_21
Skow_XM_006822592.1	Skow_4035_22
Skow_XM_002739609.2	Skow_4035_23
Skow_XM_006822603.1	Skow_4035_24
Skow_NM_001168196.1	Skow_4035_25
Skow_XM_006822604.1	Skow_4035_26
Skow_XM_002739612.2	Skow_4035_27
Skow_XM_002739597.2	Skow_4035_28
Skow_XM_006822593.1	Skow_4035_29
Skow_XM_006822605.1	Skow_4035_30
Skow_XM_002739615.2	Skow_4035_31
Skow_XM_006822606.1	Skow_4035_32
Skow_XM_002739598.2	Skow_4035_33
Skow_XM_006822607.1	Skow_4035_34
Skow_XM_006822609.1	Skow_4036_1
Skow_XM_006822610.1	Skow_4036_2
Skow_XM_006822613.1	Skow_4036_3
Skow_XM_006822614.1	Skow_4036_4
Skow_XM_006822611.1	Skow_4036_5
Skow_XM_006822612.1	Skow_4036_6
Skow_XM_006822617.1	Skow_4037_1
Skow_XM_006822618.1	Skow_4037_2
Skow_XM_006822619.1	Skow_4037_3
Skow_NM_001168063.1	Skow_4037_4
Skow_XM_006822615.1	Skow_4037_5
Skow_XM_006822620.1	Skow_4037_6
Skow_XM_006822616.1	Skow_4037_7
Skow_XM_006822621.1	Skow_4037_8
Skow_XM_006822622.1	Skow_4037_9
Skow_XM_006822623.1	Skow_4037_10
Skow_XM_006822624.1	Skow_4037_11
Skow_XM_006822625.1	Skow_4037_12
Skow_XM_002739628.1	Skow_4037_13
Skow_XM_006822626.1	Skow_4037_14
Skow_XM_006822627.1	Skow_4038_1
Skow_XM_002739630.1	Skow_4038_2
Skow_XM_006822628.1	Skow_4038_3
Skow_XM_006822629.1	Skow_4038_4
Skow_XM_002739632.2	Skow_4038_5
Skow_NM_001168165.1	Skow_4038_6
Skow_XM_006822630.1	Skow_4038_7
Skow_XM_002739633.1	Skow_4039_1
Skow_XM_006822631.1	Skow_4039_2
Skow_XM_002739635.1	Skow_4039_3
Skow_XM_006822632.1	Skow_4039_4
Skow_XM_002739636.2	Skow_4039_5
Skow_XM_006822633.1	Skow_4039_6
Skow_XM_006822634.1	Skow_4039_7
Skow_XM_006822635.1	Skow_4039_8
Skow_XM_002739638.2	Skow_4040_1
Skow_XM_006822637.1	Skow_4040_2
Skow_XM_002739637.2	Skow_4040_3
Skow_XM_002739640.2	Skow_4040_4
Skow_XM_002739641.2	Skow_4040_5
Skow_XM_002739642.2	Skow_4040_6
Skow_XM_006822636.1	Skow_4040_7
Skow_XM_002739643.1	Skow_4040_8
Skow_NM_001168175.1	Skow_4040_9
Skow_XM_002739644.1	Skow_4040_10
Skow_XM_002739645.2	Skow_4040_11
Skow_XM_006822642.1	Skow_4041_1
Skow_XM_002739648.2	Skow_4041_2
Skow_NM_001168023.1	Skow_4041_3
Skow_XM_006822643.1	Skow_4041_4
Skow_XM_006822638.1	Skow_4041_5
Skow_XM_006822644.1	Skow_4041_6
Skow_XM_002739655.2	Skow_4041_7
Skow_XM_006822645.1	Skow_4041_8
Skow_XM_006822646.1	Skow_4041_9
Skow_XM_002739650.2	Skow_4041_10
Skow_XM_006822639.1	Skow_4041_11
Skow_XM_006822647.1	Skow_4041_12
Skow_XM_006822641.1	Skow_4041_13
Skow_XM_002739651.2	Skow_4041_14
Skow_XM_006822648.1	Skow_4041_15
Skow_XM_002739652.2	Skow_4041_16
Skow_XM_002739653.2	Skow_4041_17
Skow_XM_002739654.1	Skow_4041_18
Skow_XM_006822649.1	Skow_4042_1
Skow_XM_006822651.1	Skow_4042_2
Skow_XM_006822650.1	Skow_4042_3
Skow_XM_006822652.1	Skow_4042_4
Skow_XM_002739657.1	Skow_4042_5
Skow_XM_002739658.1	Skow_4043_1
Skow_XM_002739659.2	Skow_4043_2
Skow_XM_006822654.1	Skow_4043_3
Skow_XM_006822653.1	Skow_4043_4
Skow_XM_002739661.2	Skow_4043_5
Skow_XM_006822655.1	Skow_4043_6
Skow_XM_006822656.1	Skow_4043_7
Skow_XM_006822657.1	Skow_4043_8
Skow_XM_002739663.2	Skow_4043_9
Skow_XM_002739664.2	Skow_4043_10
Skow_XM_002739668.1	Skow_4044_1
Skow_XM_002739669.2	Skow_4044_2
Skow_XM_006822658.1	Skow_4044_3
Skow_XM_006822659.1	Skow_4044_4
Skow_NM_001171215.1-2	Skow_4044_5
Skow_XM_002739666.2	Skow_4044_6
Skow_XM_006822660.1	Skow_4044_7
Skow_XM_006822661.1	Skow_4044_8
Skow_XM_006822662.1	Skow_4045_1
Skow_XM_002739670.2	Skow_4045_2
Skow_XM_006822663.1	Skow_4045_3
Skow_XM_002739671.2	Skow_4046_1
Skow_XM_006822665.1	Skow_4046_2
Skow_NM_001164984.1	Skow_4046_3
Skow_NM_001168207.1	Skow_4046_4
Skow_XM_002739674.2	Skow_4047_1
Skow_XM_002739673.2	Skow_4047_2
Skow_XM_006822666.1	Skow_4047_3
Skow_XM_006822667.1	Skow_4048_1
Skow_NM_001184820.1	Skow_4048_2
Skow_XM_002739677.2	Skow_4048_3
Skow_XM_006822668.1	Skow_4049_1
Skow_XM_006822669.1	Skow_4049_2
Skow_XM_006822670.1	Skow_4050_1
Skow_XM_006822671.1	Skow_4050_2
Skow_XM_006822672.1	Skow_4051_1
Skow_XM_006822673.1	Skow_4051_2
Skow_XM_006822675.1	Skow_4052_1
Skow_XM_006822677.1	Skow_4052_2
Skow_XM_002739683.2	Skow_4053_1
Skow_XM_006822678.1	Skow_4054_1
Skow_XM_006822679.1	Skow_4054_2
Skow_XM_006822680.1	Skow_4055_1
Skow_XM_002739684.2	Skow_4056_1
Skow_XM_006822681.1	Skow_4056_2
Skow_XM_002739686.1	Skow_4057_1
Skow_XM_006822682.1	Skow_4057_2
Skow_XM_006822685.1	Skow_4057_3
Skow_XM_006822686.1	Skow_4058_1
Skow_XM_006822687.1	Skow_4059_1
Skow_XM_006822688.1	Skow_4059_2
Skow_XM_006822689.1	Skow_4060_1
Skow_XM_006822690.1	Skow_4061_1
Skow_XM_006822691.1	Skow_4062_1
Skow_XM_006822692.1	Skow_4063_1
Skow_XM_006822693.1	Skow_4064_1
Skow_XM_006822694.1	Skow_4065_1
Skow_XM_006822695.1	Skow_4066_1
Skow_XM_006822696.1	Skow_4067_1
Skow_XM_006822697.1	Skow_4068_1
Skow_XM_006822698.1	Skow_4069_1
Skow_XM_006822699.1	Skow_4070_1
Skow_XM_006822700.1	Skow_4071_1
Skow_XM_006822701.1	Skow_4072_1
Skow_XM_006822702.1	Skow_4073_1
Skow_XM_006822703.1	Skow_4074_1
Skow_XM_006822704.1	Skow_4074_2
Skow_XM_002739689.1	Skow_4074_3
Skow_XM_006822708.1	Skow_4074_4
Skow_XM_002739690.2	Skow_4074_5
Skow_XM_006822705.1	Skow_4074_6
Skow_XM_006822709.1	Skow_4074_7
Skow_XM_006822710.1	Skow_4074_8
Skow_NM_001168156.1	Skow_4074_9
Skow_XM_002739691.1	Skow_4074_10
Skow_XM_006822707.1	Skow_4074_11
Skow_XM_002739688.2	Skow_4074_12
Skow_XM_006822711.1	Skow_4074_13
Skow_NM_001168057.1	Skow_4074_14
Skow_NM_001164962.1	Skow_4074_15
Skow_XM_006822712.1	Skow_4074_16
Skow_XM_006822713.1	Skow_4074_17
Skow_XM_002739694.2	Skow_4075_1
Skow_XM_002739695.2	Skow_4075_2
Skow_XM_006822715.1	Skow_4075_3
Skow_XM_006822716.1	Skow_4075_4
Skow_XM_006822714.1	Skow_4075_5
Skow_XM_006822717.1	Skow_4075_6
Skow_XM_002739697.2	Skow_4075_7
Skow_XM_006822718.1	Skow_4075_8
Skow_XM_002739698.2	Skow_4075_9
Skow_XM_006822719.1	Skow_4075_10
Skow_XM_002739693.2	Skow_4075_11
Skow_XM_002739699.1	Skow_4075_12
Skow_XM_006822723.1	Skow_4076_1
Skow_XM_006822724.1	Skow_4076_2
Skow_XM_006822720.1	Skow_4076_3
Skow_XM_006822725.1	Skow_4076_4
Skow_XM_006822721.1	Skow_4076_5
Skow_XM_002739705.2	Skow_4076_6
Skow_XM_002739712.2	Skow_4076_7
Skow_XM_002739713.1	Skow_4076_8
Skow_XM_006822722.1	Skow_4076_9
Skow_XM_002739707.2	Skow_4076_10
Skow_XM_002739700.2	Skow_4076_11
Skow_XM_006822726.1	Skow_4076_12
Skow_XM_002739709.2	Skow_4076_13
Skow_XM_006822727.1	Skow_4076_14
Skow_XM_002739701.2	Skow_4076_15
Skow_XM_006822728.1	Skow_4076_16
Skow_XM_002739702.2	Skow_4076_17
Skow_XM_006822729.1	Skow_4076_18
Skow_XM_006822730.1	Skow_4076_19
Skow_XM_006822732.1	Skow_4077_1
Skow_XM_006822734.1	Skow_4077_2
Skow_XM_006822735.1	Skow_4077_3
Skow_XM_006822733.1	Skow_4077_4
Skow_XM_002739715.1	Skow_4077_5
Skow_XM_006822736.1	Skow_4077_6
Skow_XM_006822737.1	Skow_4077_7
Skow_XM_006822738.1	Skow_4077_8
Skow_NM_001168049.1	Skow_4077_9
Skow_XM_006822748.1	Skow_4078_1
Skow_XM_006822749.1	Skow_4078_2
Skow_XM_006822739.1	Skow_4078_3
Skow_XM_006822750.1	Skow_4078_4
Skow_XM_002739716.1	Skow_4078_5
Skow_XM_006822740.1	Skow_4078_6
Skow_XM_002739718.2	Skow_4078_7
Skow_XM_006822741.1	Skow_4078_8
Skow_XM_002739720.2	Skow_4078_9
Skow_XM_006822742.1	Skow_4078_10
Skow_XM_006822751.1	Skow_4078_11
Skow_XM_006822744.1	Skow_4078_12
Skow_XM_006822745.1	Skow_4078_13
Skow_XM_006822747.1	Skow_4078_14
Skow_XM_006822753.1	Skow_4079_1
Skow_XM_006822754.1	Skow_4079_2
Skow_XM_006822755.1	Skow_4079_3
Skow_XM_006822752.1	Skow_4079_4
Skow_XM_006822756.1	Skow_4079_5
Skow_XM_002739725.1	Skow_4079_6
Skow_XM_006822758.1	Skow_4080_1
Skow_XM_006822757.1	Skow_4080_2
Skow_XM_002739726.2	Skow_4080_3
Skow_XM_006822759.1	Skow_4080_4
Skow_XM_006822760.1	Skow_4080_5
Skow_XM_006822761.1	Skow_4080_6
Skow_XM_006822763.1	Skow_4081_1
Skow_XM_002739732.2	Skow_4081_2
Skow_XM_006822764.1	Skow_4081_3
Skow_XM_002739729.2	Skow_4081_4
Skow_XM_006822765.1	Skow_4081_5
Skow_XM_006822766.1	Skow_4081_6
Skow_XM_002739730.1	Skow_4081_7
Skow_XM_002739734.2	Skow_4081_8
Skow_XM_006822762.1	Skow_4081_9
Skow_XM_002739736.1	Skow_4082_1
Skow_XM_006822767.1	Skow_4082_2
Skow_XM_006822768.1	Skow_4082_3
Skow_XM_006822769.1	Skow_4082_4
Skow_XM_006822770.1	Skow_4083_1
Skow_XM_006822771.1	Skow_4083_2
Skow_XM_002739738.2	Skow_4083_3
Skow_XM_006822772.1	Skow_4084_1
Skow_XM_006822773.1	Skow_4084_2
Skow_XM_002739739.2	Skow_4084_3
Skow_XM_006822774.1	Skow_4084_4
Skow_XM_006822775.1	Skow_4084_5
Skow_XM_006822776.1	Skow_4084_6
Skow_XM_006822777.1	Skow_4084_7
Skow_XM_006822780.1	Skow_4085_1
Skow_XM_006822778.1	Skow_4085_2
Skow_XM_002739741.2	Skow_4085_3
Skow_XM_002739742.2	Skow_4085_4
Skow_XM_006822781.1	Skow_4085_5
Skow_XM_006822782.1	Skow_4085_6
Skow_XM_006822783.1	Skow_4086_1
Skow_XM_006822784.1	Skow_4086_2
Skow_XM_006822785.1	Skow_4086_3
Skow_XM_006822786.1	Skow_4086_4
Skow_XM_006822787.1	Skow_4086_5
Skow_XM_006822788.1	Skow_4086_6
Skow_XM_006822789.1	Skow_4086_7
Skow_XM_006822790.1	Skow_4086_8
Skow_XM_006822791.1	Skow_4086_9
Skow_XM_006822792.1	Skow_4086_10
Skow_XM_006822793.1	Skow_4086_11
Skow_XM_002739745.2	Skow_4086_12
Skow_XM_006822795.1	Skow_4087_1
Skow_XM_002739747.2	Skow_4087_2
Skow_XM_006822796.1	Skow_4087_3
Skow_XM_006822794.1	Skow_4087_4
Skow_XM_002739746.2	Skow_4087_5
Skow_XM_006822797.1	Skow_4087_6
Skow_XM_002739750.2	Skow_4088_1
Skow_XM_002739751.2	Skow_4088_2
Skow_XM_002739753.2	Skow_4088_3
Skow_XM_006822798.1	Skow_4088_4
Skow_XM_006822799.1	Skow_4089_1
