Otau_gene-OstapCp01	Otau_1_1
Otau_XM_003082910.2	Otau_16_161
Otau_XM_003082911.2	Otau_16_162
Otau_XM_003082912.1	Otau_16_163
Otau_XM_003082913.1	Otau_16_164
Otau_XM_003082914.1	Otau_16_165
Otau_XM_022982551.1	Otau_16_166
Otau_XM_022982552.1	Otau_16_167
Otau_XM_022982553.1	Otau_16_168
Otau_XM_003082919.2	Otau_16_169
Otau_XM_022982554.1	Otau_16_170
Otau_XM_022982555.1	Otau_16_171
Otau_XM_022982556.1	Otau_16_172
Otau_XM_022982558.1	Otau_16_173
Otau_XM_022982559.1	Otau_16_174
Otau_XM_003082926.2	Otau_16_175
Otau_XM_003082927.1	Otau_16_176
Otau_XM_022982560.1	Otau_16_177
Otau_XM_022982561.1	Otau_16_178
Otau_XM_022982562.1	Otau_16_179
Otau_XM_003082931.2	Otau_16_180
Otau_XM_003082932.2	Otau_16_181
Otau_XM_022982563.1	Otau_16_182
Otau_XM_022982565.1	Otau_16_183
Otau_XM_003082936.2	Otau_16_184
Otau_XM_022982566.1	Otau_16_185
Otau_XM_022982567.1	Otau_16_186
Otau_XM_003082938.2	Otau_16_187
Otau_XM_022982568.1	Otau_16_188
Otau_XM_003082940.1	Otau_16_189
Otau_XM_003082941.2	Otau_16_190
Otau_XM_022982569.1	Otau_16_191
Otau_XM_022982570.1	Otau_16_192
Otau_XM_022982572.1	Otau_16_193
Otau_XM_003082944.2	Otau_16_194
Otau_XM_003082945.2	Otau_16_195
Otau_XM_003082946.2	Otau_16_196
Otau_XM_003082947.1	Otau_16_197
Otau_XM_003082948.2	Otau_16_198
Otau_XM_003082949.2	Otau_16_199
Otau_XM_022982573.1	Otau_16_200
Otau_XM_022982574.1	Otau_16_201
Otau_XM_003082953.2	Otau_16_202
Otau_XM_003082954.1	Otau_16_203
Otau_XM_003082955.2	Otau_16_204
Otau_XM_003082957.1	Otau_16_205
Otau_XM_022982576.1	Otau_16_206
Otau_XM_003082959.2	Otau_16_207
Otau_XM_003082960.1	Otau_16_208
Otau_XM_022982577.1	Otau_16_209
Otau_XM_003082962.1	Otau_16_210
Otau_XM_003082963.2	Otau_16_211
Otau_XM_003082964.2	Otau_16_212
Otau_XM_003082965.1	Otau_16_213
Otau_XM_003082966.1	Otau_16_214
Otau_XM_022982579.1	Otau_16_215
Otau_XM_003082969.2	Otau_16_216
Otau_XM_022982580.1	Otau_16_217
Otau_XM_003082971.1	Otau_16_218
Otau_XM_003082973.2	Otau_16_219
Otau_XM_003082974.2	Otau_16_220
Otau_XM_003081929.1	Otau_16_221
Otau_XM_003081928.2	Otau_16_222
Otau_XM_022982582.1	Otau_16_223
Otau_XM_022982583.1	Otau_16_224
Otau_XM_022982584.1	Otau_16_225
Otau_XM_003082978.2	Otau_16_226
Otau_XM_003082979.2	Otau_16_227
Otau_XM_022982585.1	Otau_16_228
Otau_XM_022982586.1	Otau_16_229
Otau_XM_022982587.1	Otau_16_230
Otau_XM_003082986.2	Otau_16_231
Otau_XM_022982588.1	Otau_16_232
Otau_XM_003082988.1	Otau_16_233
Otau_XM_003082989.1	Otau_16_234
Otau_XM_003082991.2	Otau_16_235
Otau_XM_003082992.2	Otau_16_236
Otau_XM_022982590.1	Otau_16_237
Otau_XM_022982591.1	Otau_16_238
Otau_XM_003082995.2	Otau_16_239
Otau_XM_022982592.1	Otau_16_240
Otau_XM_003082997.2	Otau_16_241
Otau_XM_003082998.1	Otau_16_242
Otau_XM_003082999.1	Otau_16_243
Otau_XM_003083001.1	Otau_16_244
Otau_XM_003083003.2	Otau_16_245
Otau_XM_003083004.2	Otau_16_246
Otau_XM_003083006.2	Otau_16_247
Otau_XM_003083007.1	Otau_16_248
Otau_XM_003083008.1	Otau_16_249
Otau_XM_003083009.2	Otau_16_250
Otau_XM_003083010.1	Otau_16_251
Otau_XM_022982594.1	Otau_16_252
Otau_XM_022982596.1	Otau_16_253
Otau_XM_022982597.1	Otau_16_254
Otau_XM_022982598.1	Otau_16_255
Otau_XM_022982599.1	Otau_16_256
Otau_XM_022982600.1	Otau_16_257
Otau_XM_022982601.1	Otau_16_258
Otau_XM_003083015.2	Otau_16_259
Otau_XM_003083016.2	Otau_16_260
Otau_XM_003083017.1	Otau_16_261
Otau_XM_022982602.1	Otau_16_262
Otau_XM_003083019.2	Otau_16_263
Otau_XM_003083020.1	Otau_16_264
Otau_XM_022982603.1	Otau_16_265
Otau_XM_022982604.1	Otau_16_266
Otau_XM_003083022.1	Otau_16_267
Otau_XM_022982605.1	Otau_16_268
Otau_XM_022982606.1	Otau_16_269
Otau_XM_003083024.2	Otau_16_270
Otau_XM_003083025.1	Otau_16_271
Otau_XM_003083026.1	Otau_16_272
Otau_XM_022982607.1	Otau_16_273
Otau_XM_022982608.1	Otau_16_274
Otau_XM_003083029.2	Otau_16_275
Otau_XM_022982609.1	Otau_16_276
Otau_XM_022982610.1	Otau_16_277
Otau_XM_022982611.1	Otau_16_278
Otau_XM_022982612.1	Otau_16_279
Otau_XM_022982613.1	Otau_16_280
Otau_XM_003083033.1	Otau_16_281
Otau_XM_003083034.1	Otau_16_282
Otau_XM_022982615.1	Otau_16_283
Otau_XM_003083036.2	Otau_16_284
Otau_XM_003083037.2	Otau_16_285
Otau_XM_003083038.2	Otau_16_286
Otau_XM_003083039.1	Otau_16_287
Otau_XM_003083040.2	Otau_16_288
Otau_XM_022982616.1	Otau_16_289
Otau_XM_003083042.2	Otau_16_290
Otau_XM_022982617.1	Otau_16_291
Otau_XM_022982618.1	Otau_16_292
Otau_XM_022982620.1	Otau_16_293
Otau_XM_003083046.1	Otau_16_294
Otau_XM_022982621.1	Otau_16_295
Otau_XM_003083048.2	Otau_16_296
Otau_XM_022982622.1	Otau_16_297
Otau_XM_022982623.1	Otau_16_298
Otau_XM_022982624.1	Otau_16_299
Otau_XM_022982625.1	Otau_16_300
Otau_XM_003083050.1	Otau_16_301
Otau_XM_003083051.1	Otau_16_302
Otau_XM_022982626.1	Otau_16_303
Otau_XM_003083054.2	Otau_16_304
Otau_XM_022982627.1	Otau_16_305
Otau_XM_003083056.2	Otau_16_306
Otau_XM_003083057.1	Otau_16_307
Otau_XM_022982628.1	Otau_16_308
Otau_XM_003083059.1	Otau_16_309
Otau_XM_003083060.2	Otau_16_310
Otau_XM_003083061.1	Otau_16_311
Otau_XM_003083062.1	Otau_16_312
Otau_XM_003083063.1	Otau_16_313
Otau_XM_003083064.2	Otau_16_314
Otau_XM_022982630.1	Otau_16_315
Otau_XM_003083065.2	Otau_16_316
Otau_XM_003083067.2	Otau_16_317
Otau_XM_003083069.2	Otau_16_318
Otau_XM_003083070.2	Otau_16_319
Otau_XM_003083071.1	Otau_16_320
Otau_XM_003083072.2	Otau_16_321
Otau_XM_022982631.1	Otau_16_322
Otau_XM_022982632.1	Otau_16_323
Otau_XM_022982633.1	Otau_16_324
Otau_XM_003083078.2	Otau_16_325
Otau_XM_003083079.1	Otau_16_326
Otau_XM_003083080.2	Otau_16_327
Otau_XM_003083081.2	Otau_16_328
Otau_XM_003083082.2	Otau_16_329
Otau_XM_022982634.1	Otau_16_330
Otau_XM_003083083.2	Otau_16_331
Otau_XM_022982635.1	Otau_16_332
Otau_XM_003083085.2	Otau_16_333
Otau_XM_003083087.1	Otau_16_334
Otau_XM_022982636.1	Otau_16_335
Otau_XM_022982637.1	Otau_16_336
Otau_XM_022982638.1	Otau_16_337
Otau_XM_003083089.1	Otau_16_338
Otau_XM_003083090.2	Otau_16_339
Otau_XM_003083091.1	Otau_16_340
Otau_XM_022982639.1	Otau_16_341
Otau_XM_022982640.1	Otau_16_342
Otau_XM_003083095.1	Otau_16_343
Otau_XM_022982641.1	Otau_16_344
Otau_XM_003083096.1	Otau_17_1
Otau_XM_003083097.1	Otau_17_2
Otau_XM_022985612.1	Otau_17_3
Otau_XM_003083098.2	Otau_17_4
Otau_XM_003083099.2	Otau_17_5
Otau_XM_022985613.1	Otau_17_6
Otau_XM_022985615.1	Otau_17_7
Otau_XM_022985616.1	Otau_17_8
Otau_XM_022985617.1	Otau_17_9
Otau_XM_003083104.2	Otau_17_10
Otau_XM_003083105.1	Otau_17_11
Otau_XM_003083106.2	Otau_17_12
Otau_XM_003083107.1	Otau_17_13
Otau_XM_003074472.1	Otau_17_14
Otau_XM_003074473.2	Otau_17_15
Otau_XM_022985618.1	Otau_17_16
Otau_XM_022985619.1	Otau_17_17
Otau_XM_022985620.1	Otau_17_18
Otau_XM_003083110.1	Otau_17_19
Otau_XM_003083111.2	Otau_17_20
Otau_XM_003083112.2	Otau_17_21
Otau_XM_022985621.1	Otau_17_22
Otau_XM_022985622.1	Otau_17_23
Otau_XM_003083114.2	Otau_17_24
Otau_XM_003083115.2	Otau_17_25
Otau_XM_022985623.1	Otau_17_26
Otau_XM_003083118.2	Otau_17_27
Otau_XM_022985624.1	Otau_17_28
Otau_XM_022985625.1	Otau_17_29
Otau_XM_022985626.1	Otau_17_30
Otau_XM_022985627.1	Otau_17_31
Otau_XM_022985628.1	Otau_17_32
Otau_XM_022985629.1	Otau_17_33
Otau_XM_003083124.2	Otau_17_34
Otau_XM_022985630.1	Otau_17_35
Otau_XM_003083126.2	Otau_17_36
Otau_XM_022985631.1	Otau_17_37
Otau_XM_022985632.1	Otau_17_38
Otau_XM_022985633.1	Otau_17_39
Otau_XM_003083130.2	Otau_17_40
Otau_XM_022985634.1	Otau_17_41
Otau_XM_003083132.2	Otau_17_42
Otau_XM_022985635.1	Otau_17_43
Otau_XM_003083134.1	Otau_17_44
Otau_XM_003083135.1	Otau_17_45
Otau_XM_003083136.1	Otau_17_46
Otau_XM_003083137.1	Otau_17_47
Otau_XM_003083138.2	Otau_17_48
Otau_XM_003083140.2	Otau_17_49
Otau_XM_022985637.1	Otau_17_50
Otau_XM_003083143.2	Otau_17_51
Otau_XM_022985638.1	Otau_17_52
Otau_XM_022985639.1	Otau_17_53
Otau_XM_003083145.1	Otau_17_54
Otau_XM_003083146.1	Otau_17_55
Otau_XM_003083147.2	Otau_17_56
Otau_XM_003083148.1	Otau_17_57
Otau_XM_003083149.1	Otau_17_58
Otau_XM_022982340.1	Otau_17_59
Otau_XM_022982341.1	Otau_17_60
Otau_XM_022982342.1	Otau_17_61
Otau_XM_022982343.1	Otau_17_62
Otau_XM_003083153.2	Otau_17_63
Otau_XM_022982344.1	Otau_17_64
Otau_XM_022982345.1	Otau_17_65
Otau_XM_022982346.1	Otau_17_66
Otau_XM_003083157.2	Otau_17_67
Otau_XM_003083158.2	Otau_17_68
Otau_XM_003083159.2	Otau_17_69
Otau_XM_003083160.2	Otau_17_70
Otau_XM_003083162.1	Otau_17_71
Otau_XM_003083163.1	Otau_17_72
Otau_XM_022982348.1	Otau_17_73
Otau_XM_022982349.1	Otau_17_74
Otau_XM_022982350.1	Otau_17_75
Otau_XM_003083168.2	Otau_17_76
Otau_XM_022982352.1	Otau_17_77
Otau_XM_022982353.1	Otau_17_78
Otau_XM_022982354.1	Otau_17_79
Otau_XM_003083171.1	Otau_17_80
Otau_XM_022982355.1	Otau_17_81
Otau_XM_022982356.1	Otau_17_82
Otau_XM_003083173.1	Otau_17_83
Otau_XM_022982357.1	Otau_17_84
Otau_XM_022982358.1	Otau_17_85
Otau_XM_022982359.1	Otau_17_86
Otau_XM_022982361.1	Otau_17_87
Otau_XM_003083175.2	Otau_17_88
Otau_XM_003083176.1	Otau_17_89
Otau_XM_022982362.1	Otau_17_90
Otau_XM_003083179.1	Otau_17_91
Otau_XM_022982363.1	Otau_17_92
Otau_XM_003083181.2	Otau_17_93
Otau_XM_003083182.1	Otau_17_94
Otau_XM_022982364.1	Otau_17_95
Otau_XM_022982365.1	Otau_17_96
Otau_XM_003083185.2	Otau_17_97
Otau_XM_003083187.1	Otau_17_98
Otau_XM_022982367.1	Otau_17_99
Otau_XM_003083189.2	Otau_17_100
Otau_XM_022982368.1	Otau_17_101
Otau_XM_003083192.1	Otau_17_102
Otau_XM_022982369.1	Otau_17_103
Otau_XM_003083193.1	Otau_17_104
Otau_XM_003083194.2	Otau_17_105
Otau_XM_022982370.1	Otau_17_106
Otau_XM_003083196.2	Otau_17_107
Otau_XM_022982372.1	Otau_17_108
Otau_XM_022982373.1	Otau_17_109
Otau_XM_022982374.1	Otau_17_110
Otau_XM_022982375.1	Otau_17_111
Otau_XM_022982376.1	Otau_17_112
Otau_XM_003083201.2	Otau_17_113
Otau_XM_022982377.1	Otau_17_114
Otau_XM_022982378.1	Otau_17_115
Otau_XM_003083203.2	Otau_17_116
Otau_XM_022982379.1	Otau_17_117
Otau_XM_003083206.2	Otau_17_118
Otau_XM_022982380.1	Otau_17_119
Otau_XM_022982381.1	Otau_17_120
Otau_XM_022982382.1	Otau_17_121
Otau_XM_022982383.1	Otau_17_122
Otau_XM_022982384.1	Otau_17_123
Otau_XM_003083211.2	Otau_17_124
Otau_XM_022982385.1	Otau_17_125
Otau_XM_022982386.1	Otau_17_126
Otau_XM_022982387.1	Otau_17_127
Otau_XM_022982388.1	Otau_17_128
Otau_XM_022982389.1	Otau_17_129
Otau_XM_022982390.1	Otau_17_130
Otau_XM_003083218.2	Otau_17_131
Otau_XM_022982391.1	Otau_17_132
Otau_XM_022982392.1	Otau_17_133
Otau_XM_003083221.2	Otau_17_134
Otau_XM_022982393.1	Otau_17_135
Otau_XM_003083223.1	Otau_17_136
Otau_XM_003083224.1	Otau_17_137
Otau_XM_003083225.1	Otau_17_138
Otau_XM_003083226.1	Otau_17_139
Otau_XM_003083227.1	Otau_17_140
Otau_XM_003083228.2	Otau_17_141
Otau_XM_003083229.1	Otau_17_142
Otau_XM_022982394.1	Otau_17_143
Otau_XM_022982395.1	Otau_17_144
Otau_XM_003083231.2	Otau_17_145
Otau_XM_003083232.1	Otau_17_146
Otau_XM_003083233.1	Otau_17_147
Otau_XM_003083234.2	Otau_17_148
Otau_XM_003083235.2	Otau_17_149
Otau_XM_003083236.1	Otau_17_150
Otau_XM_003083238.2	Otau_17_151
Otau_XM_022982397.1	Otau_17_152
Otau_XM_003083240.2	Otau_17_153
Otau_XM_022982398.1	Otau_17_154
Otau_XM_003083241.1	Otau_17_155
Otau_XM_022982399.1	Otau_17_156
Otau_XM_022982401.1	Otau_17_157
Otau_XM_003083248.1	Otau_17_158
Otau_XM_003083249.2	Otau_17_159
Otau_XM_022982402.1	Otau_17_160
Otau_XM_003083251.2	Otau_17_161
Otau_XM_022982403.1	Otau_17_162
Otau_XM_003083253.1	Otau_17_163
Otau_XM_003083256.2	Otau_17_164
Otau_XM_003083257.1	Otau_17_165
Otau_XM_022982404.1	Otau_17_166
Otau_XM_003083258.2	Otau_17_167
Otau_XM_022982405.1	Otau_17_168
Otau_XM_003083260.2	Otau_17_169
Otau_XM_003083261.2	Otau_17_170
Otau_XM_022982406.1	Otau_17_171
Otau_XM_022982407.1	Otau_17_172
Otau_XM_003083264.1	Otau_17_173
Otau_XM_003083265.1	Otau_17_174
Otau_XM_003083266.2	Otau_17_175
Otau_XM_003083267.2	Otau_17_176
Otau_XM_022982408.1	Otau_17_177
Otau_XM_022982409.1	Otau_17_178
Otau_XM_003083269.2	Otau_17_179
Otau_XM_022982410.1	Otau_17_180
Otau_XM_003083270.1	Otau_17_181
Otau_XM_003083271.1	Otau_17_182
Otau_XM_003083272.1	Otau_17_183
Otau_XM_003083273.2	Otau_17_184
Otau_XM_022982411.1	Otau_17_185
Otau_XM_003083274.2	Otau_17_186
Otau_XM_022982412.1	Otau_17_187
Otau_XM_022982413.1	Otau_17_188
Otau_XM_022982414.1	Otau_17_189
Otau_XM_003083278.1	Otau_17_190
Otau_XM_003083279.1	Otau_17_191
Otau_XM_003083280.2	Otau_17_192
Otau_XM_022982415.1	Otau_17_193
Otau_XM_022982416.1	Otau_17_194
Otau_XM_022982417.1	Otau_17_195
Otau_XM_003083283.2	Otau_17_196
Otau_XM_003083284.2	Otau_17_197
Otau_XM_022982418.1	Otau_17_198
Otau_XM_022982419.1	Otau_17_199
Otau_XM_003083287.2	Otau_17_200
Otau_XM_003083288.2	Otau_17_201
Otau_XM_003083289.2	Otau_17_202
Otau_XM_022982420.1	Otau_17_203
Otau_XM_022982421.1	Otau_17_204
Otau_XM_003083293.1	Otau_17_205
Otau_XM_022982422.1	Otau_17_206
Otau_XM_003083297.2	Otau_17_207
Otau_XM_003083298.2	Otau_17_208
Otau_XM_022982424.1	Otau_17_209
Otau_XM_022982425.1	Otau_17_210
Otau_XM_022982426.1	Otau_17_211
Otau_XM_003083302.2	Otau_17_212
Otau_XM_022982427.1	Otau_17_213
Otau_XM_003083304.2	Otau_17_214
Otau_XM_003083305.2	Otau_17_215
Otau_XM_022982428.1	Otau_17_216
Otau_XM_003083307.2	Otau_17_217
Otau_XM_022982429.1	Otau_17_218
Otau_XM_022982430.1	Otau_17_219
Otau_XM_022982431.1	Otau_17_220
Otau_XM_022982432.1	Otau_17_221
Otau_XM_022982433.1	Otau_17_222
Otau_XM_022982434.1	Otau_17_223
Otau_XM_003083312.1	Otau_17_224
Otau_XM_022982435.1	Otau_17_225
Otau_XM_022982436.1	Otau_17_226
Otau_XM_003083315.2	Otau_17_227
Otau_XM_003083316.1	Otau_17_228
Otau_XM_003083317.2	Otau_17_229
Otau_XM_003083318.2	Otau_17_230
Otau_XM_003083319.2	Otau_17_231
Otau_XM_022982437.1	Otau_17_232
Otau_XM_003083322.2	Otau_17_233
Otau_XM_003083323.1	Otau_17_234
Otau_XM_003083324.2	Otau_17_235
Otau_XM_003083325.2	Otau_17_236
Otau_XM_003083326.1	Otau_17_237
Otau_XM_003083327.2	Otau_17_238
Otau_XM_003083328.2	Otau_17_239
Otau_XM_022982438.1	Otau_17_240
Otau_XM_003083330.2	Otau_17_241
Otau_XM_022982439.1	Otau_17_242
Otau_XM_022982440.1	Otau_17_243
Otau_XM_003083332.1	Otau_17_244
Otau_XM_022982441.1	Otau_17_245
Otau_XM_003083334.2	Otau_17_246
Otau_XM_003083335.2	Otau_17_247
Otau_XM_022982442.1	Otau_17_248
Otau_XM_022982443.1	Otau_17_249
Otau_XM_022982444.1	Otau_17_250
Otau_XM_003083339.2	Otau_17_251
Otau_XM_022982445.1	Otau_17_252
Otau_XM_022982446.1	Otau_17_253
Otau_XM_022982447.1	Otau_17_254
Otau_XM_003083342.2	Otau_17_255
Otau_XM_003083343.2	Otau_17_256
Otau_XM_022982448.1	Otau_17_257
Otau_XM_003083345.2	Otau_17_258
Otau_XM_003083346.1	Otau_17_259
Otau_XM_022982449.1	Otau_17_260
Otau_XM_022982450.1	Otau_17_261
Otau_XM_003083350.1	Otau_17_262
Otau_XM_022982451.1	Otau_17_263
Otau_XM_022982452.1	Otau_17_264
Otau_XM_003083353.1	Otau_17_265
Otau_XM_003083354.1	Otau_17_266
Otau_XM_003083355.1	Otau_17_267
Otau_XM_003083356.1	Otau_17_268
Otau_XM_003083357.2	Otau_17_269
Otau_XM_003083358.1	Otau_17_270
Otau_XM_003083359.1	Otau_17_271
Otau_XM_003083360.2	Otau_17_272
Otau_XM_003083361.2	Otau_17_273
Otau_XM_003083362.2	Otau_17_274
Otau_XM_003083363.1	Otau_17_275
Otau_XM_022982453.1	Otau_17_276
Otau_XM_022982455.1	Otau_17_277
Otau_XM_022982456.1	Otau_17_278
Otau_XM_003083369.1	Otau_17_279
Otau_XM_003083370.1	Otau_17_280
Otau_XM_003083371.1	Otau_17_281
Otau_XM_022982457.1	Otau_17_282
Otau_XM_003083373.2	Otau_17_283
Otau_XM_022982458.1	Otau_17_284
Otau_XM_003083376.2	Otau_17_285
Otau_XM_022982459.1	Otau_17_286
Otau_XM_003083378.1	Otau_17_287
Otau_XM_003083379.2	Otau_17_288
Otau_XM_022982460.1	Otau_17_289
Otau_XM_003083380.2	Otau_17_290
Otau_XM_022982461.1	Otau_17_291
Otau_XM_022982462.1	Otau_17_292
Otau_XM_022982463.1	Otau_17_293
Otau_XM_003083383.1	Otau_17_294
Otau_XM_003083384.2	Otau_17_295
Otau_XM_003083385.1	Otau_17_296
Otau_XM_022982464.1	Otau_17_297
Otau_XM_022982465.1	Otau_17_298
Otau_XM_003083388.2	Otau_17_299
Otau_XM_022982466.1	Otau_17_300
Otau_XM_022982467.1	Otau_17_301
Otau_XM_003083390.2	Otau_17_302
Otau_XM_022982468.1	Otau_17_303
Otau_XM_022982469.1	Otau_17_304
Otau_XM_022982470.1	Otau_17_305
Otau_XM_022982471.1	Otau_17_306
Otau_XM_022982473.1	Otau_17_307
Otau_XM_003083397.1	Otau_17_308
Otau_XM_003083398.1	Otau_17_309
Otau_XM_022982474.1	Otau_17_310
Otau_XM_003083400.1	Otau_17_311
Otau_XM_003083401.1	Otau_17_312
Otau_XM_003083402.1	Otau_17_313
Otau_XM_022982475.1	Otau_17_314
Otau_XM_022984921.1	Otau_18_1
Otau_XM_022984927.1	Otau_18_2
Otau_XM_003083404.1	Otau_18_3
Otau_XM_003083405.1	Otau_18_4
Otau_XM_022984940.1	Otau_18_5
Otau_XM_003083407.2	Otau_18_6
Otau_XM_022984947.1	Otau_18_7
Otau_XM_022984954.1	Otau_18_8
Otau_XM_022984961.1	Otau_18_9
Otau_XM_003083411.1	Otau_18_10
Otau_XM_022984969.1	Otau_18_11
Otau_XM_022984973.1	Otau_18_12
Otau_XM_022984980.1	Otau_18_13
Otau_XM_003083414.2	Otau_18_14
Otau_XM_003083415.1	Otau_18_15
Otau_XM_003083416.1	Otau_18_16
Otau_XM_003083417.1	Otau_18_17
Otau_XM_022985003.1	Otau_18_18
Otau_XM_003083419.1	Otau_18_19
Otau_XM_022985017.1	Otau_18_20
Otau_XM_003074277.2	Otau_18_21
Otau_XM_003074278.2	Otau_18_22
Otau_XM_003074279.2	Otau_18_23
Otau_XM_003074280.2	Otau_18_24
Otau_XM_022985045.1	Otau_18_25
Otau_XM_003074282.2	Otau_18_26
Otau_XM_022985058.1	Otau_18_27
Otau_XM_003083424.2	Otau_18_28
Otau_XM_003083425.1	Otau_18_29
Otau_XM_003083426.1	Otau_18_30
Otau_XM_003083427.1	Otau_18_31
Otau_XM_022985083.1	Otau_18_32
Otau_XM_022985088.1	Otau_18_33
Otau_XM_003083430.2	Otau_18_34
Otau_XM_003083431.2	Otau_18_35
Otau_XM_003083432.2	Otau_18_36
Otau_XM_003083433.1	Otau_18_37
Otau_XM_022985108.1	Otau_18_38
Otau_XM_022985112.1	Otau_18_39
Otau_XM_003083437.2	Otau_18_40
Otau_XM_022985122.1	Otau_18_41
Otau_XM_022985125.1	Otau_18_42
Otau_XM_022985130.1	Otau_18_43
Otau_XM_003083439.2	Otau_18_44
Otau_XM_022985140.1	Otau_18_45
Otau_XM_003083442.2	Otau_18_46
Otau_XM_003083443.2	Otau_18_47
Otau_XM_003083444.2	Otau_18_48
Otau_XM_003083446.2	Otau_18_49
Otau_XM_003083447.1	Otau_18_50
Otau_XM_003083448.1	Otau_18_51
Otau_XM_003083449.2	Otau_18_52
Otau_XM_022985179.1	Otau_18_53
Otau_XM_022985183.1	Otau_18_54
Otau_XM_022985187.1	Otau_18_55
Otau_XM_003083454.1	Otau_18_56
Otau_XM_003083455.2	Otau_18_57
Otau_XM_022985196.1	Otau_18_58
Otau_XM_003083458.1	Otau_18_59
Otau_XM_003083459.2	Otau_18_60
Otau_XM_003083460.2	Otau_18_61
Otau_XM_022985212.1	Otau_18_62
Otau_XM_003083461.2	Otau_18_63
Otau_XM_022985218.1	Otau_18_64
Otau_XM_003083463.2	Otau_18_65
Otau_XM_022985228.1	Otau_18_66
Otau_XM_022985233.1	Otau_18_67
Otau_XM_003083466.1	Otau_18_68
Otau_XM_003083467.2	Otau_18_69
Otau_XM_003083468.2	Otau_18_70
Otau_XM_003083469.2	Otau_18_71
Otau_XM_003083470.2	Otau_18_72
Otau_XM_022985257.1	Otau_18_73
Otau_XM_003083471.1	Otau_18_74
Otau_XM_003083472.1	Otau_18_75
Otau_XM_022985270.1	Otau_18_76
Otau_XM_022985277.1	Otau_18_77
Otau_XM_022985283.1	Otau_18_78
Otau_XM_003083474.2	Otau_18_79
Otau_XM_022985295.1	Otau_18_80
Otau_XM_022985300.1	Otau_18_81
Otau_XM_003083477.2	Otau_18_82
Otau_XM_003083478.2	Otau_18_83
Otau_XM_022985312.1	Otau_18_84
Otau_XM_003083481.2	Otau_18_85
Otau_XM_003083482.1	Otau_18_86
Otau_XM_022985324.1	Otau_18_87
Otau_XM_022985329.1	Otau_18_88
Otau_XM_003083485.2	Otau_18_89
Otau_XM_022985336.1	Otau_18_90
Otau_XM_003083488.1	Otau_18_91
Otau_XM_003083489.1	Otau_18_92
Otau_XM_022985352.1	Otau_18_93
Otau_XM_003083490.1	Otau_18_94
Otau_XM_003083491.1	Otau_18_95
Otau_XM_003083492.1	Otau_18_96
Otau_XM_003083493.1	Otau_18_97
Otau_XM_003083494.1	Otau_18_98
Otau_XM_003083495.2	Otau_18_99
Otau_XM_022985383.1	Otau_18_100
Otau_XM_022985389.1	Otau_18_101
Otau_XM_022985395.1	Otau_18_102
Otau_XM_022985402.1	Otau_18_103
Otau_XM_003083502.2	Otau_18_104
Otau_XM_003083503.1	Otau_18_105
Otau_XM_022985414.1	Otau_18_106
Otau_XM_003083504.2	Otau_18_107
Otau_XM_003083505.2	Otau_18_108
Otau_XM_003083506.1	Otau_18_109
Otau_XM_022985431.1	Otau_18_110
Otau_XM_022985437.1	Otau_18_111
Otau_XM_022985447.1	Otau_18_112
Otau_XM_022985453.1	Otau_18_113
Otau_XM_003083511.2	Otau_18_114
Otau_XM_003083512.2	Otau_18_115
Otau_XM_003083513.1	Otau_18_116
Otau_XM_003083514.1	Otau_18_117
Otau_XM_022985474.1	Otau_18_118
Otau_XM_022985480.1	Otau_18_119
Otau_XM_003083519.1	Otau_18_120
Otau_XM_003083520.1	Otau_18_121
Otau_XM_003083521.1	Otau_18_122
Otau_XM_003083522.2	Otau_18_123
Otau_XM_022985507.1	Otau_18_124
Otau_XM_022985511.1	Otau_18_125
Otau_XM_003083525.1	Otau_18_126
Otau_XM_022985518.1	Otau_18_127
Otau_XM_022985522.1	Otau_18_128
Otau_XM_003083528.2	Otau_18_129
Otau_XM_022985525.1	Otau_18_130
Otau_XM_003078367.2	Otau_18_131
Otau_XM_022985527.1	Otau_18_132
Otau_XM_003078366.2	Otau_18_133
Otau_XM_022985528.1	Otau_18_134
Otau_XM_003078365.1	Otau_18_135
Otau_XM_022985529.1	Otau_18_136
Otau_XM_022985530.1	Otau_18_137
Otau_XM_003078363.2	Otau_18_138
Otau_XM_022985531.1	Otau_18_139
Otau_XM_022985532.1	Otau_18_140
Otau_XM_003083531.2	Otau_18_141
Otau_XM_022985534.1	Otau_18_142
Otau_XM_003083535.2	Otau_18_143
Otau_XM_003083536.2	Otau_18_144
Otau_XM_003083537.1	Otau_18_145
Otau_XM_003083538.2	Otau_18_146
Otau_XM_022985535.1	Otau_18_147
Otau_XM_003083540.2	Otau_18_148
Otau_XM_022985536.1	Otau_18_149
Otau_XM_022985537.1	Otau_18_150
Otau_XM_003083543.2	Otau_18_151
Otau_XM_003083544.2	Otau_18_152
Otau_XM_022985538.1	Otau_18_153
Otau_XM_003083546.2	Otau_18_154
Otau_XM_003083547.1	Otau_18_155
Otau_XM_003083548.2	Otau_18_156
Otau_XM_003083549.1	Otau_18_157
Otau_XM_022985539.1	Otau_18_158
Otau_XM_022985540.1	Otau_18_159
Otau_XM_003083552.2	Otau_18_160
Otau_XM_022985541.1	Otau_18_161
Otau_XM_022985543.1	Otau_18_162
Otau_XM_003083555.1	Otau_18_163
Otau_XM_003083556.2	Otau_18_164
Otau_XM_003083557.1	Otau_18_165
Otau_XM_022985544.1	Otau_18_166
Otau_XM_003083560.2	Otau_18_167
