Spur_gene-ND1	Spur_1_1
Spur_XM_031000008.1	Spur_235_1399
Spur_XM_003731826.3	Spur_235_1400
Spur_XM_031000009.1	Spur_235_1401
Spur_XM_030972827.1	Spur_235_1402
Spur_XM_790216.5	Spur_235_1403
Spur_XM_785871.5	Spur_235_1404
Spur_XM_030973070.1	Spur_235_1405
Spur_XM_011671900.2	Spur_235_1406
Spur_XM_031000490.1	Spur_235_1407
Spur_XM_031000010.1	Spur_235_1408
Spur_XM_003724672.3	Spur_235_1409
Spur_XM_792259.4	Spur_235_1410
Spur_XM_779207.5	Spur_235_1411
Spur_XM_030973642.1	Spur_235_1412
Spur_XM_030973644.1	Spur_235_1413
Spur_NM_214636.1	Spur_235_1414
Spur_XM_030972926.1	Spur_235_1415
Spur_XM_030973547.1	Spur_235_1416
Spur_XM_011672379.1	Spur_235_1417
Spur_XM_011672377.2	Spur_235_1418
Spur_XM_003723848.3	Spur_235_1419
Spur_XM_030972190.1	Spur_235_1420
Spur_XM_030972191.1	Spur_235_1421
Spur_XM_011672375.2	Spur_235_1422
Spur_XM_030973347.1	Spur_235_1423
Spur_XM_003728795.3	Spur_235_1424
Spur_XM_011664518.2	Spur_235_1425
Spur_XM_003728794.3	Spur_235_1426
Spur_XM_030973483.1	Spur_235_1427
Spur_XM_011664511.2	Spur_235_1428
Spur_XM_030973071.1	Spur_235_1429
Spur_XM_030972158.1	Spur_235_1430
Spur_XM_030972455.1	Spur_235_1431
Spur_XM_030972457.1	Spur_235_1432
Spur_XM_003726721.3	Spur_235_1433
Spur_XM_030973534.1	Spur_235_1434
Spur_XM_003726719.3	Spur_235_1435
Spur_XM_030972451.1	Spur_235_1436
Spur_XM_031000453.1	Spur_235_1437
Spur_XM_030972032.1	Spur_235_1438
Spur_XM_030972788.1	Spur_235_1439
Spur_XM_030972789.1	Spur_235_1440
Spur_XM_001182923.4	Spur_235_1441
Spur_XM_031000314.1	Spur_235_1442
Spur_XM_031000318.1	Spur_235_1443
Spur_XM_031000316.1	Spur_235_1444
Spur_XM_030972028.1	Spur_235_1445
Spur_XM_031000011.1	Spur_235_1446
Spur_XM_030972029.1	Spur_235_1447
Spur_NM_214522.1	Spur_235_1448
Spur_XM_780789.5	Spur_235_1449
Spur_XM_780840.5	Spur_235_1450
Spur_XM_030973318.1	Spur_235_1451
Spur_XM_003723882.3	Spur_235_1452
Spur_XM_790718.5	Spur_235_1453
Spur_XM_790657.5	Spur_235_1454
Spur_XM_031000411.1	Spur_235_1455
Spur_XM_782778.4	Spur_235_1456
Spur_XM_030972448.1	Spur_235_1457
Spur_XM_031000012.1	Spur_235_1458
Spur_XM_031000013.1	Spur_235_1459
Spur_XM_031000014.1	Spur_235_1460
Spur_XM_030973592.1	Spur_235_1461
Spur_XM_031000015.1	Spur_235_1462
Spur_XM_030973594.1	Spur_235_1463
Spur_XM_030973595.1	Spur_235_1464
Spur_XM_030973596.1	Spur_235_1465
Spur_XM_031000491.1	Spur_235_1466
Spur_XM_003723315.3	Spur_235_1467
Spur_XM_031000016.1	Spur_235_1468
Spur_XM_792506.4	Spur_235_1469
Spur_XM_031000017.1	Spur_235_1470
Spur_XM_031000019.1	Spur_235_1471
Spur_XM_031000020.1	Spur_235_1472
Spur_XM_783252.5	Spur_235_1473
Spur_XM_795129.5	Spur_235_1474
Spur_XM_031000520.1	Spur_235_1475
Spur_XM_030972653.1	Spur_235_1476
Spur_XM_011670635.2	Spur_235_1477
Spur_XM_031000021.1	Spur_235_1478
Spur_XM_791865.5	Spur_235_1479
Spur_XM_031000022.1	Spur_235_1480
Spur_XM_003723314.3	Spur_235_1481
Spur_XM_011670607.2	Spur_235_1482
Spur_XM_776685.5	Spur_235_1483
Spur_XM_030972422.1	Spur_235_1484
Spur_XM_011671896.2	Spur_235_1485
Spur_XM_030973567.1	Spur_235_1486
Spur_XM_031000023.1	Spur_235_1487
Spur_XM_031000319.1	Spur_235_1488
Spur_XM_031000397.1	Spur_235_1489
Spur_XM_030973630.1	Spur_235_1490
Spur_XM_787882.5	Spur_235_1491
Spur_XM_003723311.3	Spur_235_1492
Spur_XM_030973049.1	Spur_235_1493
Spur_XM_030972925.1	Spur_235_1494
Spur_XM_778425.5	Spur_235_1495
Spur_XM_030972058.1	Spur_235_1496
Spur_XM_001178621.4	Spur_235_1497
Spur_XM_030972061.1	Spur_235_1498
Spur_XM_030971963.1	Spur_235_1499
Spur_XM_781736.4	Spur_235_1500
Spur_XM_794244.4	Spur_235_1501
Spur_XM_011670580.2	Spur_235_1502
Spur_XM_030972130.1	Spur_235_1503
Spur_XM_030972680.1	Spur_235_1504
Spur_XM_031000273.1	Spur_235_1505
Spur_XM_779998.4	Spur_235_1506
Spur_XM_030972604.1	Spur_235_1507
Spur_XM_031000239.1	Spur_235_1508
Spur_XM_031000237.1	Spur_235_1509
Spur_XM_011663573.2	Spur_235_1510
Spur_XM_030972850.1	Spur_235_1511
Spur_XM_775680.5	Spur_235_1512
Spur_XM_030972639.1	Spur_235_1513
Spur_XM_030972307.1	Spur_235_1514
Spur_XM_775875.5	Spur_235_1515
Spur_XM_030972219.1	Spur_235_1516
Spur_XM_031000292.1	Spur_235_1517
Spur_XM_031000382.1	Spur_235_1518
Spur_XM_031000384.1	Spur_235_1519
Spur_XM_030973068.1	Spur_235_1520
Spur_XM_031000407.1	Spur_235_1521
Spur_XM_003724470.3	Spur_235_1522
Spur_XM_030973535.1	Spur_235_1523
Spur_XM_030972681.1	Spur_235_1524
Spur_XM_011680533.2	Spur_235_1525
Spur_XM_030972753.1	Spur_235_1526
Spur_XM_031000024.1	Spur_235_1527
Spur_XM_793145.5	Spur_235_1528
Spur_XM_030972410.1	Spur_235_1529
Spur_XM_030972352.1	Spur_235_1530
Spur_XM_030972093.1	Spur_235_1531
Spur_XM_030972091.1	Spur_235_1532
Spur_XM_030972094.1	Spur_235_1533
Spur_XM_030973450.1	Spur_235_1534
Spur_XM_030973599.1	Spur_235_1535
Spur_XM_030973609.1	Spur_235_1536
Spur_XM_030972845.1	Spur_235_1537
Spur_XM_030972134.1	Spur_235_1538
Spur_XM_011680525.2	Spur_235_1539
Spur_XM_030973555.1	Spur_235_1540
Spur_XM_030972656.1	Spur_235_1541
Spur_XM_030972658.1	Spur_235_1542
Spur_XM_030972686.1	Spur_235_1543
Spur_XM_785191.5	Spur_235_1544
Spur_XM_030972638.1	Spur_235_1545
Spur_XM_031000026.1	Spur_235_1546
Spur_XM_030999864.1	Spur_235_1547
Spur_XM_030973610.1	Spur_235_1548
Spur_XM_030972721.1	Spur_235_1549
Spur_XM_003723964.3	Spur_235_1550
Spur_XM_030972413.1	Spur_235_1551
Spur_XM_030972757.1	Spur_235_1552
Spur_XM_030972683.1	Spur_235_1553
Spur_XM_030973062.1	Spur_235_1554
Spur_XM_030973512.1	Spur_235_1555
Spur_XM_030999883.1	Spur_235_1556
Spur_XM_030972173.1	Spur_235_1557
Spur_XM_030973074.1	Spur_235_1558
Spur_XM_003728476.3	Spur_235_1559
Spur_XM_031000027.1	Spur_235_1560
Spur_XM_780042.5	Spur_235_1561
Spur_XM_780152.5	Spur_235_1562
Spur_XM_031000028.1	Spur_235_1563
Spur_XM_030972852.1	Spur_235_1564
Spur_XM_030972853.1	Spur_235_1565
Spur_XM_030972851.1	Spur_235_1566
Spur_XM_011682729.2	Spur_235_1567
Spur_XM_780333.5	Spur_235_1568
Spur_XM_031000029.1	Spur_235_1569
Spur_XM_030972934.1	Spur_235_1570
Spur_XM_030973041.1	Spur_235_1571
Spur_XM_779754.5	Spur_235_1572
Spur_XM_031000030.1	Spur_235_1573
Spur_XM_031000031.1	Spur_235_1574
Spur_XM_030972301.1	Spur_235_1575
Spur_XM_786136.5	Spur_235_1576
Spur_XM_031000297.1	Spur_235_1577
Spur_XM_030972987.1	Spur_235_1578
Spur_XM_031000217.1	Spur_235_1579
Spur_XM_030972510.1	Spur_235_1580
Spur_XM_030972886.1	Spur_235_1581
Spur_XM_031000188.1	Spur_235_1582
Spur_XM_030972661.1	Spur_235_1583
Spur_XM_030972586.1	Spur_235_1584
Spur_XM_031000033.1	Spur_235_1585
Spur_XM_031000034.1	Spur_235_1586
Spur_XM_030972235.1	Spur_235_1587
Spur_XM_030972236.1	Spur_235_1588
Spur_XM_031000035.1	Spur_235_1589
Spur_XM_011681002.2	Spur_235_1590
Spur_XM_031000038.1	Spur_235_1591
Spur_XM_030972125.1	Spur_235_1592
Spur_XM_793969.5	Spur_235_1593
Spur_XM_030999887.1	Spur_235_1594
Spur_XM_003726524.1	Spur_235_1595
Spur_XM_789274.5	Spur_235_1596
Spur_XM_011681870.2	Spur_235_1597
Spur_XM_030972256.1	Spur_235_1598
Spur_XM_781381.4	Spur_235_1599
Spur_XM_030972552.1	Spur_235_1600
Spur_XM_030972551.1	Spur_235_1601
Spur_XM_030972971.1	Spur_235_1602
Spur_XM_011674098.2	Spur_235_1603
Spur_NM_001033650.1	Spur_235_1604
Spur_XM_796806.5	Spur_235_1605
Spur_XM_031000395.1	Spur_235_1606
Spur_XM_011677080.2	Spur_235_1607
Spur_XM_031000394.1	Spur_235_1608
Spur_XM_030972733.1	Spur_235_1609
Spur_XM_030973148.1	Spur_235_1610
Spur_XM_030973117.1	Spur_235_1611
Spur_XM_011670918.2	Spur_235_1612
Spur_XM_030971969.1	Spur_235_1613
Spur_XM_777855.5	Spur_235_1614
Spur_XM_031000039.1	Spur_235_1615
Spur_XM_031000040.1	Spur_235_1616
Spur_XM_011680845.2	Spur_235_1617
Spur_XM_030972121.1	Spur_235_1618
Spur_XM_030972122.1	Spur_235_1619
Spur_XM_031000041.1	Spur_235_1620
Spur_XM_030972806.1	Spur_235_1621
Spur_XM_775677.5	Spur_235_1622
Spur_XM_030972576.1	Spur_235_1623
Spur_XM_030973365.1	Spur_235_1624
Spur_XM_030973369.1	Spur_235_1625
Spur_XM_774921.5	Spur_235_1626
Spur_XM_011678561.2	Spur_235_1627
Spur_XM_780971.5	Spur_235_1628
Spur_XM_031000274.1	Spur_235_1629
Spur_XM_781901.5	Spur_235_1630
Spur_XM_781958.5	Spur_235_1631
Spur_XM_031000042.1	Spur_235_1632
Spur_XM_030972652.1	Spur_235_1633
Spur_XM_003726414.3	Spur_235_1634
Spur_XM_031000043.1	Spur_235_1635
Spur_XM_030971942.1	Spur_235_1636
Spur_XM_031000044.1	Spur_235_1637
Spur_XM_030972877.1	Spur_235_1638
Spur_XM_003726413.3	Spur_235_1639
Spur_XM_003726412.3	Spur_235_1640
Spur_XM_003726411.3	Spur_235_1641
Spur_XM_030973320.1	Spur_235_1642
Spur_XM_794315.5	Spur_235_1643
Spur_XM_031000194.1	Spur_235_1644
Spur_XM_031000190.1	Spur_235_1645
Spur_XM_031000045.1	Spur_235_1646
Spur_XM_030972303.1	Spur_235_1647
Spur_XM_030973626.1	Spur_235_1648
Spur_XM_011664005.2	Spur_235_1649
Spur_XM_030999894.1	Spur_235_1650
Spur_XM_030973179.1	Spur_235_1651
Spur_XM_030972318.1	Spur_235_1652
Spur_XM_031000046.1	Spur_235_1653
Spur_XM_011679178.2	Spur_235_1654
Spur_XM_011679181.2	Spur_235_1655
Spur_XM_030972948.1	Spur_235_1656
Spur_XM_031000047.1	Spur_235_1657
Spur_XM_011679176.2	Spur_235_1658
Spur_XM_011679175.2	Spur_235_1659
Spur_XM_011679174.2	Spur_235_1660
Spur_XM_780139.5	Spur_235_1661
Spur_XM_031000180.1	Spur_235_1662
Spur_XM_011675111.2	Spur_235_1663
Spur_XM_031000547.1	Spur_235_1664
Spur_XM_031000048.1	Spur_235_1665
Spur_XM_031000548.1	Spur_235_1666
Spur_XM_011674010.2	Spur_235_1667
Spur_XM_031000545.1	Spur_235_1668
Spur_XM_011675530.2	Spur_235_1669
Spur_XM_031000235.1	Spur_235_1670
Spur_XM_031000049.1	Spur_235_1671
Spur_XM_779644.5	Spur_235_1672
Spur_XM_003725794.3	Spur_235_1673
Spur_XM_011675524.2	Spur_235_1674
Spur_XM_030972205.1	Spur_235_1675
Spur_XM_781117.4	Spur_235_1676
Spur_XM_781179.5	Spur_235_1677
Spur_XM_030972013.1	Spur_235_1678
Spur_XM_001177482.4	Spur_235_1679
Spur_XM_003725797.3	Spur_235_1680
Spur_XM_011675522.2	Spur_235_1681
Spur_XM_001177614.4	Spur_235_1682
Spur_XM_780018.4	Spur_235_1683
Spur_XM_030972297.1	Spur_235_1684
Spur_XM_003726219.3	Spur_235_1685
Spur_XM_001192714.4	Spur_235_1686
Spur_XM_031000051.1	Spur_235_1687
Spur_XM_031000052.1	Spur_235_1688
Spur_XM_030972655.1	Spur_235_1689
Spur_XM_031000219.1	Spur_235_1690
Spur_XM_782486.5	Spur_235_1691
Spur_XM_782453.5	Spur_235_1692
Spur_XM_030972100.1	Spur_235_1693
Spur_XM_784664.5	Spur_235_1694
Spur_XM_030971974.1	Spur_235_1695
Spur_XM_011670640.2	Spur_235_1696
Spur_XM_030972074.1	Spur_235_1697
Spur_XM_784702.5	Spur_235_1698
Spur_XM_031000540.1	Spur_235_1699
Spur_XM_030972387.1	Spur_235_1700
Spur_XM_030973187.1	Spur_235_1701
Spur_XM_011677002.2	Spur_235_1702
Spur_XM_030973188.1	Spur_235_1703
Spur_XM_031000053.1	Spur_235_1704
Spur_XM_030972392.1	Spur_235_1705
Spur_XM_031000054.1	Spur_235_1706
Spur_XM_782944.5	Spur_235_1707
Spur_XM_011684099.2	Spur_235_1708
Spur_XM_031000055.1	Spur_235_1709
Spur_XM_030973011.1	Spur_235_1710
Spur_XM_031000056.1	Spur_235_1711
Spur_XM_789032.5	Spur_235_1712
Spur_XM_031000474.1	Spur_235_1713
Spur_XM_793831.5	Spur_235_1714
Spur_XM_776395.5	Spur_235_1715
Spur_XM_003724075.3	Spur_235_1716
Spur_XM_030972525.1	Spur_235_1717
Spur_XM_030972458.1	Spur_235_1718
Spur_XM_003724076.3	Spur_235_1719
Spur_NM_214523.1	Spur_235_1720
Spur_XM_003731570.3	Spur_235_1721
Spur_XM_011684122.2	Spur_235_1722
Spur_XM_781336.5	Spur_235_1723
Spur_XM_003724077.3	Spur_235_1724
Spur_XM_031000058.1	Spur_235_1725
Spur_XM_030973149.1	Spur_235_1726
Spur_XM_031000059.1	Spur_235_1727
Spur_XM_003725732.2	Spur_235_1728
Spur_XM_030973632.1	Spur_235_1729
Spur_XM_011678245.2	Spur_235_1730
Spur_XM_003726802.3	Spur_235_1731
Spur_XM_011678244.2	Spur_235_1732
Spur_XM_794831.5	Spur_235_1733
Spur_XM_011678242.2	Spur_235_1734
Spur_XM_030973577.1	Spur_235_1735
Spur_XM_030972049.1	Spur_235_1736
Spur_XM_777244.5	Spur_235_1737
Spur_XM_777300.5	Spur_235_1738
Spur_XM_031000494.1	Spur_235_1739
Spur_XM_777410.5	Spur_235_1740
Spur_XM_030972527.1	Spur_235_1741
Spur_XM_030971944.1	Spur_235_1742
Spur_XM_777586.5	Spur_235_1743
Spur_XM_030973134.1	Spur_235_1744
Spur_XM_030973056.1	Spur_235_1745
Spur_XM_001175939.3	Spur_235_1746
Spur_XM_030973053.1	Spur_235_1747
Spur_XM_030972706.1	Spur_235_1748
Spur_XM_001177706.4	Spur_235_1749
Spur_XM_031000060.1	Spur_235_1750
Spur_XM_031000061.1	Spur_235_1751
Spur_XM_003726799.3	Spur_235_1752
Spur_XM_030973107.1	Spur_235_1753
Spur_XM_031000062.1	Spur_235_1754
Spur_XM_030973310.1	Spur_235_1755
Spur_XM_031000425.1	Spur_235_1756
Spur_XM_031000347.1	Spur_235_1757
Spur_XM_031000063.1	Spur_235_1758
Spur_XM_030972781.1	Spur_235_1759
Spur_XM_031000553.1	Spur_235_1760
Spur_XM_011678243.2	Spur_235_1761
Spur_XM_003726801.3	Spur_235_1762
Spur_XM_030973506.1	Spur_235_1763
Spur_XM_030973504.1	Spur_235_1764
Spur_XM_031000341.1	Spur_235_1765
Spur_XM_031000340.1	Spur_235_1766
Spur_XM_030972672.1	Spur_235_1767
Spur_XM_031000399.1	Spur_235_1768
Spur_XM_030972608.1	Spur_235_1769
Spur_XM_030973126.1	Spur_235_1770
Spur_XM_030973357.1	Spur_235_1771
Spur_XM_788337.5	Spur_235_1772
Spur_XM_011678234.2	Spur_235_1773
Spur_XM_031000064.1	Spur_235_1774
Spur_XM_789660.4	Spur_235_1775
Spur_XM_031000066.1	Spur_235_1776
Spur_XM_030973021.1	Spur_235_1777
Spur_XM_030972407.1	Spur_235_1778
Spur_XM_030972667.1	Spur_235_1779
Spur_XM_031000357.1	Spur_235_1780
Spur_XM_031000348.1	Spur_235_1781
Spur_XM_031000067.1	Spur_235_1782
Spur_XM_011678228.2	Spur_235_1783
Spur_XM_796691.5	Spur_235_1784
Spur_XM_031000068.1	Spur_235_1785
Spur_NM_214476.1	Spur_235_1786
Spur_XM_030972837.1	Spur_235_1787
Spur_XM_011675827.2	Spur_235_1788
Spur_XM_031000069.1	Spur_235_1789
Spur_XM_031000070.1	Spur_235_1790
Spur_XM_011670563.2	Spur_235_1791
Spur_XM_031000071.1	Spur_235_1792
Spur_XM_030973424.1	Spur_235_1793
Spur_XM_030972864.1	Spur_235_1794
Spur_XM_003723304.3	Spur_235_1795
Spur_XM_030972765.1	Spur_235_1796
Spur_XM_030972764.1	Spur_235_1797
Spur_XM_790693.5	Spur_235_1798
Spur_XM_011670566.2	Spur_235_1799
Spur_XM_011670576.2	Spur_235_1800
Spur_XM_030972996.1	Spur_235_1801
Spur_XM_030973002.1	Spur_235_1802
Spur_XM_030973001.1	Spur_235_1803
Spur_XM_031000072.1	Spur_235_1804
Spur_XM_031000365.1	Spur_235_1805
Spur_XM_031000367.1	Spur_235_1806
Spur_XM_775998.5	Spur_235_1807
Spur_XM_788480.4	Spur_235_1808
Spur_XM_793512.5	Spur_235_1809
Spur_XM_011670579.2	Spur_235_1810
Spur_XM_003723307.3	Spur_235_1811
Spur_XM_030972528.1	Spur_235_1812
Spur_XM_030972566.1	Spur_235_1813
Spur_XM_030999902.1	Spur_235_1814
Spur_XM_031000454.1	Spur_235_1815
Spur_XM_030971962.1	Spur_235_1816
Spur_NM_214627.2	Spur_235_1817
Spur_XM_776739.4	Spur_235_1818
Spur_XM_003727624.3	Spur_235_1819
Spur_XM_775328.5	Spur_235_1820
Spur_XM_031000266.1	Spur_235_1821
Spur_XM_031000268.1	Spur_235_1822
Spur_XM_777066.5	Spur_235_1823
Spur_XM_011683824.2	Spur_235_1824
Spur_XM_030972078.1	Spur_235_1825
Spur_XM_031000257.1	Spur_235_1826
Spur_XM_031000258.1	Spur_235_1827
Spur_XM_030972070.1	Spur_235_1828
Spur_XM_031000442.1	Spur_235_1829
Spur_XM_003729470.3	Spur_235_1830
Spur_XM_788449.5	Spur_235_1831
Spur_XM_790183.5	Spur_235_1832
Spur_XM_030972983.1	Spur_235_1833
Spur_XM_031000463.1	Spur_235_1834
Spur_XM_031000464.1	Spur_235_1835
Spur_XM_031000469.1	Spur_235_1836
Spur_XM_031000467.1	Spur_235_1837
Spur_XM_031000073.1	Spur_235_1838
Spur_XM_003726917.3	Spur_235_1839
Spur_XM_011678549.2	Spur_235_1840
Spur_XM_003726919.3	Spur_235_1841
Spur_XM_030972245.1	Spur_235_1842
Spur_XM_030973479.1	Spur_235_1843
Spur_XM_030973390.1	Spur_235_1844
Spur_XM_030972288.1	Spur_235_1845
Spur_XM_001182914.4	Spur_235_1846
Spur_XM_778196.5	Spur_235_1847
Spur_XM_031000074.1	Spur_235_1848
Spur_XM_778062.5	Spur_235_1849
Spur_XM_011665718.2	Spur_235_1850
Spur_XM_003724571.3	Spur_235_1851
Spur_XM_003724570.3	Spur_235_1852
Spur_XM_777942.5	Spur_235_1853
Spur_XM_031000486.1	Spur_235_1854
Spur_XM_777826.5	Spur_235_1855
Spur_XM_030973403.1	Spur_235_1856
Spur_XM_777710.4	Spur_235_1857
Spur_NM_001129810.1	Spur_235_1858
Spur_XM_011665667.2	Spur_235_1859
Spur_NM_001170815.2	Spur_235_1860
Spur_XM_011665618.2	Spur_235_1861
Spur_XM_031000485.1	Spur_235_1862
Spur_XM_031000075.1	Spur_235_1863
Spur_XM_031000076.1	Spur_235_1864
Spur_XM_003724564.3	Spur_235_1865
Spur_XM_011665541.2	Spur_235_1866
Spur_XM_011665547.2	Spur_235_1867
Spur_XM_031000077.1	Spur_235_1868
Spur_XM_031000078.1	Spur_235_1869
Spur_XM_031000079.1	Spur_235_1870
Spur_XM_031000080.1	Spur_235_1871
Spur_XM_011665513.2	Spur_235_1872
Spur_XM_031000167.1	Spur_235_1873
Spur_XM_777535.5	Spur_235_1874
Spur_XM_003724562.3	Spur_235_1875
Spur_XM_001199228.4	Spur_235_1876
Spur_XM_775688.4	Spur_235_1877
Spur_XM_011679092.2	Spur_235_1878
Spur_XM_030973260.1	Spur_235_1879
Spur_XM_030973476.1	Spur_235_1880
Spur_XM_031000424.1	Spur_235_1881
Spur_XM_003724561.3	Spur_235_1882
Spur_XM_030972327.1	Spur_235_1883
Spur_XM_778380.5	Spur_235_1884
Spur_XM_011665394.2	Spur_235_1885
Spur_XM_030973428.1	Spur_235_1886
Spur_XM_031000555.1	Spur_235_1887
Spur_XM_031000082.1	Spur_235_1888
Spur_XM_030973190.1	Spur_235_1889
Spur_XM_011664324.2	Spur_235_1890
Spur_XM_003730449.3	Spur_235_1891
Spur_XM_031000083.1	Spur_235_1892
Spur_XM_030972216.1	Spur_235_1893
Spur_XM_031000084.1	Spur_235_1894
Spur_XM_782168.5	Spur_235_1895
Spur_XM_030972620.1	Spur_235_1896
Spur_XM_782015.5	Spur_235_1897
Spur_XM_030973420.1	Spur_235_1898
Spur_XM_031000287.1	Spur_235_1899
Spur_XM_030972105.1	Spur_235_1900
Spur_XM_030973551.1	Spur_235_1901
Spur_XM_011683586.2	Spur_235_1902
Spur_XM_030973406.1	Spur_235_1903
Spur_XM_030973411.1	Spur_235_1904
Spur_XM_782346.5	Spur_235_1905
Spur_XM_003725470.3	Spur_235_1906
Spur_XM_030971951.1	Spur_235_1907
Spur_XM_783670.5	Spur_235_1908
Spur_XM_030972725.1	Spur_235_1909
Spur_XM_030972184.1	Spur_235_1910
Spur_XM_780841.5	Spur_235_1911
Spur_XM_030972160.1	Spur_235_1912
Spur_XM_011675252.2	Spur_235_1913
Spur_XM_030972356.1	Spur_235_1914
Spur_XM_774859.4	Spur_235_1915
Spur_XM_030973571.1	Spur_235_1916
Spur_XM_030972884.1	Spur_235_1917
Spur_XM_003725476.3	Spur_235_1918
Spur_XM_030973631.1	Spur_235_1919
Spur_XM_030973082.1	Spur_235_1920
Spur_XM_003725477.3	Spur_235_1921
Spur_XM_030973135.1	Spur_235_1922
Spur_XM_775744.5	Spur_235_1923
Spur_XM_003728937.3	Spur_235_1924
Spur_XM_030973256.1	Spur_235_1925
Spur_XM_030973077.1	Spur_235_1926
Spur_XM_001177881.4	Spur_235_1927
Spur_XM_030972206.1	Spur_235_1928
Spur_XM_031000085.1	Spur_235_1929
Spur_XM_030972375.1	Spur_235_1930
Spur_XM_031000086.1	Spur_235_1931
Spur_XM_030972927.1	Spur_235_1932
Spur_XM_030973189.1	Spur_235_1933
Spur_XM_030972231.1	Spur_235_1934
Spur_XM_030972373.1	Spur_235_1935
Spur_XM_030972004.1	Spur_235_1936
Spur_XM_030972365.1	Spur_235_1937
Spur_XM_777823.4	Spur_235_1938
Spur_XM_031000087.1	Spur_235_1939
Spur_XM_030972096.1	Spur_235_1940
Spur_XM_031000088.1	Spur_235_1941
Spur_XM_031000089.1	Spur_235_1942
Spur_XM_030972830.1	Spur_235_1943
Spur_XM_030973557.1	Spur_235_1944
Spur_XM_030973558.1	Spur_235_1945
Spur_XM_030973561.1	Spur_235_1946
Spur_XM_030973560.1	Spur_235_1947
Spur_XM_031000090.1	Spur_235_1948
Spur_XM_031000513.1	Spur_235_1949
Spur_XM_031000092.1	Spur_235_1950
Spur_XM_003725475.3	Spur_235_1951
Spur_XM_031000093.1	Spur_235_1952
Spur_XM_030973606.1	Spur_235_1953
Spur_XM_001198302.4	Spur_235_1954
Spur_XM_775549.5	Spur_235_1955
Spur_XM_031000094.1	Spur_235_1956
Spur_XM_030973199.1	Spur_235_1957
Spur_XM_030973279.1	Spur_235_1958
Spur_XM_030973313.1	Spur_235_1959
Spur_XM_030972366.1	Spur_235_1960
Spur_XM_031000095.1	Spur_235_1961
Spur_XM_001177756.4	Spur_235_1962
Spur_XM_030972293.1	Spur_235_1963
Spur_XM_030972826.1	Spur_235_1964
Spur_XM_775934.5	Spur_235_1965
Spur_XM_031000096.1	Spur_235_1966
Spur_XM_030972353.1	Spur_235_1967
Spur_XM_031000097.1	Spur_235_1968
Spur_XM_030972496.1	Spur_235_1969
Spur_XM_031000098.1	Spur_235_1970
Spur_XM_003728934.3	Spur_235_1971
Spur_XM_031000099.1	Spur_235_1972
Spur_XM_778060.5	Spur_235_1973
Spur_XM_777940.5	Spur_235_1974
Spur_XM_777880.5	Spur_235_1975
Spur_XM_030972545.1	Spur_235_1976
Spur_XM_011673422.2	Spur_235_1977
Spur_XM_793022.5	Spur_235_1978
Spur_XM_793031.5	Spur_235_1979
Spur_XM_030972703.1	Spur_235_1980
Spur_XM_030973597.1	Spur_235_1981
Spur_XM_030973598.1	Spur_235_1982
Spur_XM_011678190.2	Spur_235_1983
Spur_XM_791682.5	Spur_235_1984
Spur_XM_031000100.1	Spur_235_1985
Spur_XM_777380.5	Spur_235_1986
Spur_XM_031000503.1	Spur_235_1987
Spur_XM_030972690.1	Spur_235_1988
Spur_XM_030972783.1	Spur_235_1989
Spur_XM_030972549.1	Spur_235_1990
Spur_XM_030972550.1	Spur_235_1991
Spur_XM_779992.5	Spur_235_1992
Spur_XM_780046.5	Spur_235_1993
Spur_XM_011678304.2	Spur_235_1994
Spur_XM_011678311.2	Spur_235_1995
Spur_NM_001098450.1	Spur_235_1996
Spur_XM_030999865.1	Spur_235_1997
Spur_XM_001179447.4	Spur_235_1998
Spur_XM_011678340.2	Spur_235_1999
Spur_XM_011678350.2	Spur_235_2000
Spur_XM_031000102.1	Spur_235_2001
Spur_XM_031000103.1	Spur_235_2002
Spur_XM_795249.5	Spur_235_2003
Spur_XM_785383.5	Spur_235_2004
Spur_XM_011678378.2	Spur_235_2005
Spur_XM_003731045.3	Spur_235_2006
Spur_XM_030973248.1	Spur_235_2007
Spur_XM_031000104.1	Spur_235_2008
Spur_XM_030972522.1	Spur_235_2009
Spur_XM_784139.4	Spur_235_2010
Spur_XM_030972218.1	Spur_235_2011
Spur_XM_003729284.3	Spur_235_2012
Spur_XM_031000105.1	Spur_235_2013
Spur_XM_785970.4	Spur_235_2014
Spur_XM_011664685.2	Spur_235_2015
Spur_XM_001178630.4	Spur_235_2016
Spur_XM_790304.5	Spur_235_2017
Spur_XM_011662766.2	Spur_235_2018
Spur_XM_780531.5	Spur_235_2019
Spur_XM_003725903.3	Spur_235_2020
Spur_XM_786569.5	Spur_235_2021
Spur_XM_031000106.1	Spur_235_2022
Spur_XM_786627.5	Spur_235_2023
Spur_XM_011671136.1	Spur_235_2024
Spur_XM_011671137.1	Spur_235_2025
Spur_XM_030973158.1	Spur_235_2026
Spur_XM_030973484.1	Spur_235_2027
Spur_XM_031000426.1	Spur_235_2028
Spur_XM_789798.4	Spur_235_2029
Spur_XM_011681834.2	Spur_235_2030
Spur_XM_030972350.1	Spur_235_2031
Spur_XM_011681837.2	Spur_235_2032
Spur_XM_030999881.1	Spur_235_2033
Spur_XM_003727142.3	Spur_235_2034
Spur_XM_030972262.1	Spur_235_2035
Spur_XM_030973101.1	Spur_235_2036
Spur_XM_030972898.1	Spur_235_2037
Spur_XM_030972905.1	Spur_235_2038
