Gracho_gnl_WGS_NBIV_mrna.BWQ96_00001	Gracho_1_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07943	Gracho_167_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07944	Gracho_167_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07945	Gracho_167_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07946	Gracho_167_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07947	Gracho_167_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07948	Gracho_167_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07949	Gracho_167_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07950	Gracho_167_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07951	Gracho_167_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07952	Gracho_167_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07953	Gracho_167_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07954	Gracho_167_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07955	Gracho_167_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07956	Gracho_167_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07957	Gracho_167_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07958	Gracho_167_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07959	Gracho_167_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07960	Gracho_167_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07961	Gracho_167_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07962	Gracho_167_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07963	Gracho_167_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07964	Gracho_167_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07965	Gracho_167_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07966	Gracho_167_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07967	Gracho_167_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07968	Gracho_167_32
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07969	Gracho_167_33
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07970	Gracho_167_34
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07971	Gracho_167_35
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07972	Gracho_167_36
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07973	Gracho_168_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07974	Gracho_168_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07975	Gracho_168_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07976	Gracho_168_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07977	Gracho_168_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07978	Gracho_168_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07979	Gracho_168_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07980	Gracho_168_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07981	Gracho_168_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07982	Gracho_168_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07983	Gracho_168_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07984	Gracho_168_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07985	Gracho_168_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07986	Gracho_168_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07987	Gracho_168_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07988	Gracho_168_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07989	Gracho_168_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07990	Gracho_168_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07991	Gracho_168_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07992	Gracho_168_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07993	Gracho_168_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07994	Gracho_168_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07995	Gracho_168_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07996	Gracho_168_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07997	Gracho_168_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07998	Gracho_168_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_07999	Gracho_168_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08000	Gracho_168_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08001	Gracho_168_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08002	Gracho_168_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08003	Gracho_168_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08004	Gracho_168_32
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08005	Gracho_168_33
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08006	Gracho_168_34
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08007	Gracho_168_35
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08008	Gracho_168_36
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08009	Gracho_168_37
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08010	Gracho_168_38
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08011	Gracho_168_39
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08012	Gracho_168_40
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08013	Gracho_168_41
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08014	Gracho_168_42
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08015	Gracho_168_43
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08016	Gracho_168_44
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08017	Gracho_168_45
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08018	Gracho_168_46
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08019	Gracho_168_47
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08020	Gracho_168_48
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08021	Gracho_169_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08022	Gracho_169_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08023	Gracho_169_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08024	Gracho_169_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08025	Gracho_169_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08026	Gracho_169_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08027	Gracho_169_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08028	Gracho_169_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08029	Gracho_169_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08030	Gracho_169_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08031	Gracho_169_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08032	Gracho_170_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08033	Gracho_170_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08034	Gracho_170_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08035	Gracho_170_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08036	Gracho_170_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08037	Gracho_170_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08038	Gracho_170_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08040	Gracho_171_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08041	Gracho_171_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08042	Gracho_171_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08043	Gracho_171_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08044	Gracho_171_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08045	Gracho_171_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08046	Gracho_171_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08047	Gracho_171_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08048	Gracho_171_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08049	Gracho_171_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08050	Gracho_171_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08051	Gracho_171_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08052	Gracho_171_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08053	Gracho_171_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08054	Gracho_171_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08055	Gracho_171_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08056	Gracho_171_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08057	Gracho_171_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08058	Gracho_171_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08059	Gracho_171_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08060	Gracho_171_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08061	Gracho_171_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08062	Gracho_171_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08063	Gracho_171_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08064	Gracho_172_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08065	Gracho_172_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08066	Gracho_172_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08067	Gracho_172_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08068	Gracho_172_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08069	Gracho_172_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08070	Gracho_172_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08071	Gracho_172_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08072	Gracho_172_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08073	Gracho_172_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08074	Gracho_172_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08075	Gracho_172_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08076	Gracho_172_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08077	Gracho_172_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08078	Gracho_172_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08079	Gracho_172_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08080	Gracho_173_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08081	Gracho_173_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08082	Gracho_173_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08083	Gracho_173_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08084	Gracho_173_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08085	Gracho_173_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08086	Gracho_173_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08087	Gracho_173_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08088	Gracho_173_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08089	Gracho_173_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08090	Gracho_173_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08091	Gracho_173_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08092	Gracho_173_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08093	Gracho_173_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08094	Gracho_173_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08095	Gracho_173_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08096	Gracho_173_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08097	Gracho_173_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08098	Gracho_173_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08099	Gracho_173_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08100	Gracho_173_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08101	Gracho_173_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08102	Gracho_173_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08103	Gracho_173_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08104	Gracho_173_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08105	Gracho_173_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08106	Gracho_173_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08107	Gracho_173_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08108	Gracho_173_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08109	Gracho_173_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08110	Gracho_173_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08111	Gracho_173_32
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08112	Gracho_173_33
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08113	Gracho_173_34
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08114	Gracho_173_35
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08115	Gracho_173_36
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08117	Gracho_174_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08118	Gracho_174_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08119	Gracho_174_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08120	Gracho_174_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08121	Gracho_174_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08122	Gracho_174_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08123	Gracho_174_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08124	Gracho_174_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08125	Gracho_174_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08126	Gracho_174_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08127	Gracho_174_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08128	Gracho_174_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08129	Gracho_174_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08130	Gracho_174_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08131	Gracho_174_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08132	Gracho_174_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08133	Gracho_174_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08134	Gracho_174_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08135	Gracho_174_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08136	Gracho_174_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08137	Gracho_174_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08138	Gracho_175_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08139	Gracho_175_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08140	Gracho_175_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08141	Gracho_175_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08142	Gracho_175_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08143	Gracho_175_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08144	Gracho_175_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08145	Gracho_175_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08146	Gracho_175_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08147	Gracho_175_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08148	Gracho_175_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08149	Gracho_175_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08150	Gracho_175_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08151	Gracho_175_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08152	Gracho_175_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08153	Gracho_175_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08154	Gracho_175_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08155	Gracho_175_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08156	Gracho_175_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08157	Gracho_175_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08158	Gracho_175_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08159	Gracho_175_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08160	Gracho_175_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08161	Gracho_175_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08162	Gracho_175_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08163	Gracho_175_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08164	Gracho_175_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08165	Gracho_175_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08166	Gracho_175_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08167	Gracho_175_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08168	Gracho_175_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08169	Gracho_175_32
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08170	Gracho_175_33
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08171	Gracho_176_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08172	Gracho_176_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08173	Gracho_176_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08174	Gracho_176_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08175	Gracho_176_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08176	Gracho_176_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08177	Gracho_176_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08178	Gracho_176_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08179	Gracho_176_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08180	Gracho_176_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08181	Gracho_176_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08182	Gracho_176_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08183	Gracho_176_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08184	Gracho_176_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08185	Gracho_176_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08186	Gracho_176_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08187	Gracho_176_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08188	Gracho_176_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08189	Gracho_176_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08190	Gracho_176_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08191	Gracho_176_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08192	Gracho_176_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08193	Gracho_176_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08194	Gracho_176_24
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08195	Gracho_176_25
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08196	Gracho_176_26
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08197	Gracho_176_27
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08198	Gracho_176_28
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08199	Gracho_176_29
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08200	Gracho_176_30
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08201	Gracho_176_31
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08202	Gracho_176_32
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08203	Gracho_176_33
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08204	Gracho_176_34
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08205	Gracho_176_35
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08206	Gracho_176_36
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08207	Gracho_176_37
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08208	Gracho_176_38
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08209	Gracho_176_39
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08210	Gracho_176_40
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08211	Gracho_176_41
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08212	Gracho_177_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08213	Gracho_177_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08214	Gracho_177_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08215	Gracho_177_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08216	Gracho_177_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08217	Gracho_177_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08218	Gracho_177_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08219	Gracho_177_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08220	Gracho_177_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08221	Gracho_177_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08222	Gracho_177_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08223	Gracho_177_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08224	Gracho_177_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08225	Gracho_177_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08226	Gracho_177_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08227	Gracho_177_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08228	Gracho_177_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08229	Gracho_177_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08230	Gracho_177_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08231	Gracho_177_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08232	Gracho_177_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08233	Gracho_178_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08234	Gracho_178_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08235	Gracho_178_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08236	Gracho_178_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08237	Gracho_178_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08238	Gracho_178_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08239	Gracho_178_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08240	Gracho_178_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08241	Gracho_178_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08242	Gracho_178_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08243	Gracho_178_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08244	Gracho_178_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08245	Gracho_178_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08246	Gracho_178_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08247	Gracho_178_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08248	Gracho_178_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08249	Gracho_178_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08250	Gracho_178_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08251	Gracho_178_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08252	Gracho_179_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08253	Gracho_179_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08254	Gracho_179_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08255	Gracho_179_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08256	Gracho_179_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08257	Gracho_179_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08258	Gracho_179_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08259	Gracho_179_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08260	Gracho_179_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08261	Gracho_179_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08262	Gracho_179_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08263	Gracho_179_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08264	Gracho_179_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08265	Gracho_179_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08266	Gracho_179_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08267	Gracho_179_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08268	Gracho_179_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08269	Gracho_179_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08270	Gracho_179_19
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08271	Gracho_179_20
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08272	Gracho_179_21
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08273	Gracho_179_22
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08274	Gracho_179_23
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08275	Gracho_180_1
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08276	Gracho_180_2
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08277	Gracho_180_3
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08278	Gracho_180_4
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08279	Gracho_180_5
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08280	Gracho_180_6
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08281	Gracho_180_7
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08282	Gracho_180_8
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08283	Gracho_180_9
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08284	Gracho_180_10
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08285	Gracho_180_11
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08286	Gracho_180_12
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08287	Gracho_180_13
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08288	Gracho_180_14
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08289	Gracho_180_15
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08290	Gracho_180_16
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08291	Gracho_180_17
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08292	Gracho_180_18
Gracho_gnl_WGS_NBIV_mrna.BWQ96_08293	Gracho_180_19
