Spun_KND04265	Spun_1_1
Spun_KNC97883	Spun_13_145
Spun_KNC97884	Spun_13_146
Spun_KNC97885	Spun_13_147
Spun_KNC97886	Spun_13_148
Spun_KNC97887	Spun_13_149
Spun_KNC97888	Spun_13_150
Spun_KNC97889	Spun_13_151
Spun_KNC97890	Spun_13_152
Spun_KNC97891	Spun_13_153
Spun_KNC97892	Spun_13_154
Spun_KNC97893	Spun_13_155
Spun_KNC97894	Spun_13_156
Spun_KNC97895	Spun_13_157
Spun_KNC97896	Spun_13_158
Spun_KNC97897	Spun_13_159
Spun_KNC97898	Spun_13_160
Spun_KNC97899	Spun_13_161
Spun_KNC97900	Spun_13_162
Spun_KNC97901	Spun_13_163
Spun_KNC97902	Spun_13_164
Spun_KNC97903	Spun_13_165
Spun_KNC97904	Spun_13_166
Spun_KNC97905	Spun_13_167
Spun_KNC97906	Spun_13_168
Spun_KNC97907	Spun_13_169
Spun_KNC97908	Spun_13_170
Spun_KNC97909	Spun_13_171
Spun_KNC97910	Spun_13_172
Spun_KNC97911	Spun_13_173
Spun_KNC97912	Spun_13_174
Spun_KNC97913	Spun_13_175
Spun_KNC97914	Spun_13_176
Spun_KNC97915	Spun_13_177
Spun_KNC97916	Spun_13_178
Spun_KNC97917	Spun_13_179
Spun_KNC97918	Spun_13_180
Spun_KNC97919	Spun_13_181
Spun_KNC97920	Spun_13_182
Spun_KNC97921	Spun_13_183
Spun_KNC97922	Spun_13_184
Spun_KNC97923	Spun_13_185
Spun_KNC97924	Spun_13_186
Spun_KNC97925	Spun_13_187
Spun_KNC97926	Spun_13_188
Spun_KNC97927	Spun_13_189
Spun_KNC97928	Spun_13_190
Spun_KNC97929	Spun_13_191
Spun_KNC97930	Spun_13_192
Spun_KNC97931	Spun_13_193
Spun_KNC97934	Spun_13_194
Spun_KNC97935	Spun_13_195
Spun_KNC97936	Spun_13_196
Spun_KNC97937	Spun_13_197
Spun_KNC97938	Spun_13_198
Spun_KNC97939	Spun_13_199
Spun_KNC97940	Spun_13_200
Spun_KNC97941	Spun_13_201
Spun_KNC97942	Spun_13_202
Spun_KNC97943	Spun_13_203
Spun_KNC97944	Spun_13_204
Spun_KNC97945	Spun_13_205
Spun_KNC97946	Spun_13_206
Spun_KNC97947	Spun_13_207
Spun_KNC97948	Spun_13_208
Spun_KNC97949	Spun_13_209
Spun_KNC97950	Spun_13_210
Spun_KNC97951	Spun_13_211
Spun_KNC97952	Spun_13_212
Spun_KNC97953	Spun_13_213
Spun_KNC97954	Spun_13_214
Spun_KNC97955	Spun_13_215
Spun_KNC97956	Spun_13_216
Spun_KNC97957	Spun_13_217
Spun_KNC97958	Spun_13_218
Spun_KNC97959	Spun_13_219
Spun_KNC97960	Spun_13_220
Spun_KNC97961	Spun_13_221
Spun_KNC97962	Spun_13_222
Spun_KNC97963	Spun_13_223
Spun_KNC97964	Spun_13_224
Spun_KNC97965	Spun_13_225
Spun_KNC97966	Spun_13_226
Spun_KNC97967	Spun_13_227
Spun_KNC97968	Spun_13_228
Spun_KNC97969	Spun_13_229
Spun_KNC97970	Spun_13_230
Spun_KNC97971	Spun_13_231
Spun_KNC97972	Spun_13_232
Spun_KNC97973	Spun_13_233
Spun_KNC97974	Spun_13_234
Spun_KNC97975	Spun_13_235
Spun_KNC97976	Spun_13_236
Spun_KNC97977	Spun_13_237
Spun_KNC97978	Spun_13_238
Spun_KNC97979	Spun_13_239
Spun_KNC97980	Spun_13_240
Spun_KNC97981	Spun_13_241
Spun_KNC97982	Spun_13_242
Spun_KNC97983	Spun_13_243
Spun_KNC97984	Spun_13_244
Spun_KNC97985	Spun_13_245
Spun_KNC97987	Spun_13_246
Spun_KNC97988	Spun_13_247
Spun_KNC97991	Spun_13_248
Spun_KNC97992	Spun_13_249
Spun_KNC97993	Spun_13_250
Spun_KNC97994	Spun_13_251
Spun_KNC97511	Spun_14_1
Spun_KNC97512	Spun_14_2
Spun_KNC97513	Spun_14_3
Spun_KNC97514	Spun_14_4
Spun_KNC97515	Spun_14_5
Spun_KNC97516	Spun_14_6
Spun_KNC97517	Spun_14_7
Spun_KNC97518	Spun_14_8
Spun_KNC97519	Spun_14_9
Spun_KNC97520	Spun_14_10
Spun_KNC97521	Spun_14_11
Spun_KNC97522	Spun_14_12
Spun_KNC97523	Spun_14_13
Spun_KNC97524	Spun_14_14
Spun_KNC97525	Spun_14_15
Spun_KNC97526	Spun_14_16
Spun_KNC97527	Spun_14_17
Spun_KNC97528	Spun_14_18
Spun_KNC97529	Spun_14_19
Spun_KNC97531	Spun_14_20
Spun_KNC97532	Spun_14_21
Spun_KNC97533	Spun_14_22
Spun_KNC97534	Spun_14_23
Spun_KNC97535	Spun_14_24
Spun_KNC97536	Spun_14_25
Spun_KNC97537	Spun_14_26
Spun_KNC97538	Spun_14_27
Spun_KNC97539	Spun_14_28
Spun_KNC97540	Spun_14_29
Spun_KNC97541	Spun_14_30
Spun_KNC97542	Spun_14_31
Spun_KNC97543	Spun_14_32
Spun_KNC97544	Spun_14_33
Spun_KNC97545	Spun_14_34
Spun_KNC97546	Spun_14_35
Spun_KNC97547	Spun_14_36
Spun_KNC97548	Spun_14_37
Spun_KNC97549	Spun_14_38
Spun_KNC97550	Spun_14_39
Spun_KNC97551	Spun_14_40
Spun_KNC97552	Spun_14_41
Spun_KNC97553	Spun_14_42
Spun_KNC97554	Spun_14_43
Spun_KNC97555	Spun_14_44
Spun_KNC97557	Spun_14_45
Spun_KNC97558	Spun_14_46
Spun_KNC97559	Spun_14_47
Spun_KNC97560	Spun_14_48
Spun_KNC97561	Spun_14_49
Spun_KNC97562	Spun_14_50
Spun_KNC97563	Spun_14_51
Spun_KNC97564	Spun_14_52
Spun_KNC97565	Spun_14_53
Spun_KNC97566	Spun_14_54
Spun_KNC97567	Spun_14_55
Spun_KNC97568	Spun_14_56
Spun_KNC97569	Spun_14_57
Spun_KNC97570	Spun_14_58
Spun_KNC97571	Spun_14_59
Spun_KNC97572	Spun_14_60
Spun_KNC97573	Spun_14_61
Spun_KNC97574	Spun_14_62
Spun_KNC97575	Spun_14_63
Spun_KNC97577	Spun_14_64
Spun_KNC97578	Spun_14_65
Spun_KNC97579	Spun_14_66
Spun_KNC97580	Spun_14_67
Spun_KNC97581	Spun_14_68
Spun_KNC97582	Spun_14_69
Spun_KNC97583	Spun_14_70
Spun_KNC97585	Spun_14_71
Spun_KNC97586	Spun_14_72
Spun_KNC97587	Spun_14_73
Spun_KNC97588	Spun_14_74
Spun_KNC97589	Spun_14_75
Spun_KNC97591	Spun_14_76
Spun_KNC97592	Spun_14_77
Spun_KNC97593	Spun_14_78
Spun_KNC97594	Spun_14_79
Spun_KNC97596	Spun_14_80
Spun_KNC97597	Spun_14_81
Spun_KNC97598	Spun_14_82
Spun_KNC97599	Spun_14_83
Spun_KNC97600	Spun_14_84
Spun_KNC97601	Spun_14_85
Spun_KNC97602	Spun_14_86
Spun_KNC97603	Spun_14_87
Spun_KNC97604	Spun_14_88
Spun_KNC97605	Spun_14_89
Spun_KNC97606	Spun_14_90
Spun_KNC97607	Spun_14_91
Spun_KNC97608	Spun_14_92
Spun_KNC97609	Spun_14_93
Spun_KNC97610	Spun_14_94
Spun_KNC97612	Spun_14_95
Spun_KNC97613	Spun_14_96
Spun_KNC97614	Spun_14_97
Spun_KNC97615	Spun_14_98
Spun_KNC97616	Spun_14_99
Spun_KNC97617	Spun_14_100
Spun_KNC97618	Spun_14_101
Spun_KNC97619	Spun_14_102
Spun_KNC97620	Spun_14_103
Spun_KNC97621	Spun_14_104
Spun_KNC97622	Spun_14_105
Spun_KNC97623	Spun_14_106
Spun_KNC97624	Spun_14_107
Spun_KNC97625	Spun_14_108
Spun_KNC97626	Spun_14_109
Spun_KNC97627	Spun_14_110
Spun_KNC97628	Spun_14_111
Spun_KNC97629	Spun_14_112
Spun_KNC97630	Spun_14_113
Spun_KNC97631	Spun_14_114
Spun_KNC97632	Spun_14_115
Spun_KNC97633	Spun_14_116
Spun_KNC97634	Spun_14_117
Spun_KNC97635	Spun_14_118
Spun_KNC97636	Spun_14_119
Spun_KNC97637	Spun_14_120
Spun_KNC97638	Spun_14_121
Spun_KNC97639	Spun_14_122
Spun_KNC97640	Spun_14_123
Spun_KNC97642	Spun_14_124
Spun_KNC97643	Spun_14_125
Spun_KNC97644	Spun_14_126
Spun_KNC97645	Spun_14_127
Spun_KNC97646	Spun_14_128
Spun_KNC97647	Spun_14_129
Spun_KNC97648	Spun_14_130
Spun_KNC97649	Spun_14_131
Spun_KNC97650	Spun_14_132
Spun_KNC97651	Spun_14_133
Spun_KNC97652	Spun_14_134
Spun_KNC97653	Spun_14_135
Spun_KNC97654	Spun_14_136
Spun_KNC97655	Spun_14_137
Spun_KNC97656	Spun_14_138
Spun_KNC97657	Spun_14_139
Spun_KNC97658	Spun_14_140
Spun_KNC97659	Spun_14_141
Spun_KNC97660	Spun_14_142
Spun_KNC97661	Spun_14_143
Spun_KNC97662	Spun_14_144
Spun_KNC97663	Spun_14_145
Spun_KNC97664	Spun_14_146
Spun_KNC97665	Spun_14_147
Spun_KNC97666	Spun_14_148
Spun_KNC97667	Spun_14_149
Spun_KNC97668	Spun_14_150
Spun_KNC97669	Spun_14_151
Spun_KNC97670	Spun_14_152
Spun_KNC97671	Spun_14_153
Spun_KNC97672	Spun_14_154
Spun_KNC97673	Spun_14_155
Spun_KNC97674	Spun_14_156
Spun_KNC97675	Spun_14_157
Spun_KNC97676	Spun_14_158
Spun_KNC97677	Spun_14_159
Spun_KNC97678	Spun_14_160
Spun_KNC97679	Spun_14_161
Spun_KNC97680	Spun_14_162
Spun_KNC97681	Spun_14_163
Spun_KNC97682	Spun_14_164
Spun_KNC97683	Spun_14_165
Spun_KNC97684	Spun_14_166
Spun_KNC97686	Spun_14_167
Spun_KNC97687	Spun_14_168
Spun_KNC97688	Spun_14_169
Spun_KNC97689	Spun_14_170
Spun_KNC97690	Spun_14_171
Spun_KNC97691	Spun_14_172
Spun_KNC97692	Spun_14_173
Spun_KNC97693	Spun_14_174
Spun_KNC97694	Spun_14_175
Spun_KNC97695	Spun_14_176
Spun_KNC97696	Spun_14_177
Spun_KNC97697	Spun_14_178
Spun_KNC97698	Spun_14_179
Spun_KNC97699	Spun_14_180
Spun_KNC97700	Spun_14_181
Spun_KNC97701	Spun_14_182
Spun_KNC97702	Spun_14_183
Spun_KNC97703	Spun_14_184
Spun_KNC97704	Spun_14_185
Spun_KNC97705	Spun_14_186
Spun_KNC97706	Spun_14_187
Spun_KNC97707	Spun_14_188
Spun_KNC97708	Spun_14_189
Spun_KNC97709	Spun_14_190
Spun_KNC97710	Spun_14_191
Spun_KNC97711	Spun_14_192
Spun_KNC97712	Spun_14_193
Spun_KNC97713	Spun_14_194
Spun_KNC97714	Spun_14_195
Spun_KNC97715	Spun_14_196
Spun_KNC97716	Spun_14_197
Spun_KNC97717	Spun_14_198
Spun_KNC97718	Spun_14_199
Spun_KNC97719	Spun_14_200
Spun_KNC97720	Spun_14_201
Spun_KNC97721	Spun_14_202
Spun_KNC97722	Spun_14_203
Spun_KNC97723	Spun_14_204
Spun_KNC97724	Spun_14_205
Spun_KNC97725	Spun_14_206
Spun_KNC97726	Spun_14_207
Spun_KNC97727	Spun_14_208
Spun_KNC97728	Spun_14_209
Spun_KNC97729	Spun_14_210
Spun_KNC97730	Spun_14_211
Spun_KNC97731	Spun_14_212
Spun_KNC97266	Spun_15_1
Spun_KNC97267	Spun_15_2
Spun_KNC97268	Spun_15_3
Spun_KNC97269	Spun_15_4
Spun_KNC97270	Spun_15_5
Spun_KNC97271	Spun_15_6
Spun_KNC97272	Spun_15_7
Spun_KNC97273	Spun_15_8
Spun_KNC97274	Spun_15_9
Spun_KNC97275	Spun_15_10
Spun_KNC97276	Spun_15_11
Spun_KNC97277	Spun_15_12
Spun_KNC97278	Spun_15_13
Spun_KNC97279	Spun_15_14
Spun_KNC97280	Spun_15_15
Spun_KNC97281	Spun_15_16
Spun_KNC97282	Spun_15_17
Spun_KNC97283	Spun_15_18
Spun_KNC97284	Spun_15_19
Spun_KNC97285	Spun_15_20
Spun_KNC97286	Spun_15_21
Spun_KNC97287	Spun_15_22
Spun_KNC97288	Spun_15_23
Spun_KNC97289	Spun_15_24
Spun_KNC97290	Spun_15_25
Spun_KNC97291	Spun_15_26
Spun_KNC97292	Spun_15_27
Spun_KNC97293	Spun_15_28
Spun_KNC97294	Spun_15_29
Spun_KNC97295	Spun_15_30
Spun_KNC97296	Spun_15_31
Spun_KNC97298	Spun_15_32
Spun_KNC97299	Spun_15_33
Spun_KNC97300	Spun_15_34
Spun_KNC97301	Spun_15_35
Spun_KNC97302	Spun_15_36
Spun_KNC97303	Spun_15_37
Spun_KNC97304	Spun_15_38
Spun_KNC97305	Spun_15_39
Spun_KNC97306	Spun_15_40
Spun_KNC97307	Spun_15_41
Spun_KNC97308	Spun_15_42
Spun_KNC97309	Spun_15_43
Spun_KNC97310	Spun_15_44
Spun_KNC97311	Spun_15_45
Spun_KNC97312	Spun_15_46
Spun_KNC97313	Spun_15_47
Spun_KNC97314	Spun_15_48
Spun_KNC97315	Spun_15_49
Spun_KNC97316	Spun_15_50
Spun_KNC97317	Spun_15_51
Spun_KNC97318	Spun_15_52
Spun_KNC97319	Spun_15_53
Spun_KNC97320	Spun_15_54
Spun_KNC97321	Spun_15_55
Spun_KNC97322	Spun_15_56
Spun_KNC97323	Spun_15_57
Spun_KNC97324	Spun_15_58
Spun_KNC97325	Spun_15_59
Spun_KNC97326	Spun_15_60
Spun_KNC97327	Spun_15_61
Spun_KNC97328	Spun_15_62
Spun_KNC97329	Spun_15_63
Spun_KNC97330	Spun_15_64
Spun_KNC97332	Spun_15_65
Spun_KNC97333	Spun_15_66
Spun_KNC97334	Spun_15_67
Spun_KNC97335	Spun_15_68
Spun_KNC97336	Spun_15_69
Spun_KNC97338	Spun_15_70
Spun_KNC97339	Spun_15_71
Spun_KNC97340	Spun_15_72
Spun_KNC97341	Spun_15_73
Spun_KNC97342	Spun_15_74
Spun_KNC97343	Spun_15_75
Spun_KNC97344	Spun_15_76
Spun_KNC97345	Spun_15_77
Spun_KNC97346	Spun_15_78
Spun_KNC97347	Spun_15_79
Spun_KNC97348	Spun_15_80
Spun_KNC97349	Spun_15_81
Spun_KNC97350	Spun_15_82
Spun_KNC97351	Spun_15_83
Spun_KNC97352	Spun_15_84
Spun_KNC97353	Spun_15_85
Spun_KNC97354	Spun_15_86
Spun_KNC97355	Spun_15_87
Spun_KNC97356	Spun_15_88
Spun_KNC97357	Spun_15_89
Spun_KNC97358	Spun_15_90
Spun_KNC97359	Spun_15_91
Spun_KNC97360	Spun_15_92
Spun_KNC97361	Spun_15_93
Spun_KNC97362	Spun_15_94
Spun_KNC97363	Spun_15_95
Spun_KNC97364	Spun_15_96
Spun_KNC97365	Spun_15_97
Spun_KNC97366	Spun_15_98
Spun_KNC97367	Spun_15_99
Spun_KNC97368	Spun_15_100
Spun_KNC97369	Spun_15_101
Spun_KNC97370	Spun_15_102
Spun_KNC97371	Spun_15_103
Spun_KNC97372	Spun_15_104
Spun_KNC97373	Spun_15_105
Spun_KNC97374	Spun_15_106
Spun_KNC97375	Spun_15_107
Spun_KNC97376	Spun_15_108
Spun_KNC97377	Spun_15_109
Spun_KNC97378	Spun_15_110
Spun_KNC97379	Spun_15_111
Spun_KNC97380	Spun_15_112
Spun_KNC97381	Spun_15_113
Spun_KNC97382	Spun_15_114
Spun_KNC97383	Spun_15_115
Spun_KNC97384	Spun_15_116
Spun_KNC97385	Spun_15_117
Spun_KNC97386	Spun_15_118
Spun_KNC97387	Spun_15_119
Spun_KNC97388	Spun_15_120
Spun_KNC97390	Spun_15_121
Spun_KNC97391	Spun_15_122
Spun_KNC97392	Spun_15_123
Spun_KNC97393	Spun_15_124
Spun_KNC97394	Spun_15_125
Spun_KNC97395	Spun_15_126
Spun_KNC97396	Spun_15_127
Spun_KNC97397	Spun_15_128
Spun_KNC97398	Spun_15_129
Spun_KNC97399	Spun_15_130
Spun_KNC97400	Spun_15_131
Spun_KNC97401	Spun_15_132
Spun_KNC97402	Spun_15_133
Spun_KNC97403	Spun_15_134
Spun_KNC97404	Spun_15_135
Spun_KNC97406	Spun_15_136
Spun_KNC97407	Spun_15_137
Spun_KNC97408	Spun_15_138
Spun_KNC97409	Spun_15_139
Spun_KNC97410	Spun_15_140
Spun_KNC97411	Spun_15_141
Spun_KNC97412	Spun_15_142
Spun_KNC97413	Spun_15_143
Spun_KNC97414	Spun_15_144
Spun_KNC97415	Spun_15_145
Spun_KNC97416	Spun_15_146
Spun_KNC97419	Spun_15_147
Spun_KNC97420	Spun_15_148
Spun_KNC97421	Spun_15_149
Spun_KNC97422	Spun_15_150
Spun_KNC97423	Spun_15_151
Spun_KNC97424	Spun_15_152
Spun_KNC97425	Spun_15_153
Spun_KNC97426	Spun_15_154
Spun_KNC97427	Spun_15_155
Spun_KNC97428	Spun_15_156
Spun_KNC97429	Spun_15_157
Spun_KNC97430	Spun_15_158
Spun_KNC97431	Spun_15_159
Spun_KNC97432	Spun_15_160
Spun_KNC97433	Spun_15_161
Spun_KNC97434	Spun_15_162
Spun_KNC97436	Spun_15_163
Spun_KNC97437	Spun_15_164
Spun_KNC97438	Spun_15_165
Spun_KNC97440	Spun_15_166
Spun_KNC97441	Spun_15_167
Spun_KNC97442	Spun_15_168
Spun_KNC97443	Spun_15_169
Spun_KNC97444	Spun_15_170
Spun_KNC97445	Spun_15_171
Spun_KNC97446	Spun_15_172
Spun_KNC97447	Spun_15_173
Spun_KNC97448	Spun_15_174
Spun_KNC97449	Spun_15_175
Spun_KNC97450	Spun_15_176
Spun_KNC97451	Spun_15_177
Spun_KNC97452	Spun_15_178
Spun_KNC97453	Spun_15_179
Spun_KNC97454	Spun_15_180
Spun_KNC97457	Spun_15_181
Spun_KNC97458	Spun_15_182
Spun_KNC97459	Spun_15_183
Spun_KNC97460	Spun_15_184
Spun_KNC97461	Spun_15_185
Spun_KNC97463	Spun_15_186
Spun_KNC97464	Spun_15_187
Spun_KNC97465	Spun_15_188
Spun_KNC97466	Spun_15_189
Spun_KNC97467	Spun_15_190
Spun_KNC97468	Spun_15_191
Spun_KNC97469	Spun_15_192
Spun_KNC97470	Spun_15_193
Spun_KNC97471	Spun_15_194
Spun_KNC97473	Spun_15_195
Spun_KNC97474	Spun_15_196
Spun_KNC97475	Spun_15_197
Spun_KNC97476	Spun_15_198
Spun_KNC97477	Spun_15_199
Spun_KNC97478	Spun_15_200
Spun_KNC97479	Spun_15_201
Spun_KNC97480	Spun_15_202
Spun_KNC97481	Spun_15_203
Spun_KNC97482	Spun_15_204
Spun_KNC97483	Spun_15_205
Spun_KNC97484	Spun_15_206
Spun_KNC97485	Spun_15_207
Spun_KNC97487	Spun_15_208
Spun_KNC97488	Spun_15_209
Spun_KNC97489	Spun_15_210
Spun_KNC97490	Spun_15_211
Spun_KNC97491	Spun_15_212
Spun_KNC97492	Spun_15_213
Spun_KNC97493	Spun_15_214
Spun_KNC97494	Spun_15_215
Spun_KNC97495	Spun_15_216
Spun_KNC97496	Spun_15_217
Spun_KNC97497	Spun_15_218
Spun_KNC97498	Spun_15_219
Spun_KNC97500	Spun_15_220
Spun_KNC97501	Spun_15_221
Spun_KNC97502	Spun_15_222
Spun_KNC97503	Spun_15_223
Spun_KNC97504	Spun_15_224
Spun_KNC97505	Spun_15_225
Spun_KNC97506	Spun_15_226
Spun_KNC97507	Spun_15_227
Spun_KNC97508	Spun_15_228
Spun_KNC97509	Spun_15_229
Spun_KNC97510	Spun_15_230
Spun_KNC97026	Spun_16_1
Spun_KNC97027	Spun_16_2
Spun_KNC97029	Spun_16_3
Spun_KNC97030	Spun_16_4
Spun_KNC97031	Spun_16_5
Spun_KNC97032	Spun_16_6
Spun_KNC97034	Spun_16_7
Spun_KNC97035	Spun_16_8
Spun_KNC97036	Spun_16_9
Spun_KNC97037	Spun_16_10
Spun_KNC97038	Spun_16_11
Spun_KNC97039	Spun_16_12
Spun_KNC97040	Spun_16_13
Spun_KNC97041	Spun_16_14
Spun_KNC97042	Spun_16_15
Spun_KNC97043	Spun_16_16
Spun_KNC97044	Spun_16_17
Spun_KNC97045	Spun_16_18
Spun_KNC97046	Spun_16_19
Spun_KNC97047	Spun_16_20
Spun_KNC97048	Spun_16_21
Spun_KNC97049	Spun_16_22
Spun_KNC97050	Spun_16_23
Spun_KNC97051	Spun_16_24
Spun_KNC97052	Spun_16_25
Spun_KNC97053	Spun_16_26
Spun_KNC97054	Spun_16_27
Spun_KNC97055	Spun_16_28
Spun_KNC97056	Spun_16_29
Spun_KNC97057	Spun_16_30
Spun_KNC97058	Spun_16_31
Spun_KNC97059	Spun_16_32
Spun_KNC97060	Spun_16_33
Spun_KNC97061	Spun_16_34
Spun_KNC97062	Spun_16_35
Spun_KNC97063	Spun_16_36
Spun_KNC97064	Spun_16_37
Spun_KNC97065	Spun_16_38
Spun_KNC97066	Spun_16_39
Spun_KNC97068	Spun_16_40
Spun_KNC97069	Spun_16_41
Spun_KNC97070	Spun_16_42
Spun_KNC97071	Spun_16_43
Spun_KNC97072	Spun_16_44
Spun_KNC97073	Spun_16_45
Spun_KNC97074	Spun_16_46
Spun_KNC97075	Spun_16_47
Spun_KNC97076	Spun_16_48
Spun_KNC97077	Spun_16_49
Spun_KNC97078	Spun_16_50
Spun_KNC97080	Spun_16_51
Spun_KNC97081	Spun_16_52
Spun_KNC97082	Spun_16_53
Spun_KNC97083	Spun_16_54
Spun_KNC97084	Spun_16_55
Spun_KNC97085	Spun_16_56
Spun_KNC97086	Spun_16_57
Spun_KNC97087	Spun_16_58
Spun_KNC97088	Spun_16_59
Spun_KNC97089	Spun_16_60
Spun_KNC97090	Spun_16_61
Spun_KNC97091	Spun_16_62
Spun_KNC97092	Spun_16_63
Spun_KNC97093	Spun_16_64
Spun_KNC97094	Spun_16_65
Spun_KNC97095	Spun_16_66
Spun_KNC97096	Spun_16_67
Spun_KNC97097	Spun_16_68
Spun_KNC97098	Spun_16_69
Spun_KNC97099	Spun_16_70
Spun_KNC97100	Spun_16_71
Spun_KNC97101	Spun_16_72
Spun_KNC97102	Spun_16_73
Spun_KNC97103	Spun_16_74
Spun_KNC97104	Spun_16_75
Spun_KNC97105	Spun_16_76
Spun_KNC97106	Spun_16_77
Spun_KNC97108	Spun_16_78
Spun_KNC97109	Spun_16_79
Spun_KNC97110	Spun_16_80
Spun_KNC97111	Spun_16_81
Spun_KNC97112	Spun_16_82
Spun_KNC97113	Spun_16_83
Spun_KNC97114	Spun_16_84
Spun_KNC97115	Spun_16_85
Spun_KNC97116	Spun_16_86
Spun_KNC97117	Spun_16_87
Spun_KNC97118	Spun_16_88
Spun_KNC97119	Spun_16_89
Spun_KNC97120	Spun_16_90
Spun_KNC97121	Spun_16_91
Spun_KNC97122	Spun_16_92
Spun_KNC97124	Spun_16_93
Spun_KNC97125	Spun_16_94
Spun_KNC97126	Spun_16_95
Spun_KNC97127	Spun_16_96
Spun_KNC97128	Spun_16_97
Spun_KNC97129	Spun_16_98
Spun_KNC97130	Spun_16_99
Spun_KNC97132	Spun_16_100
Spun_KNC97133	Spun_16_101
Spun_KNC97134	Spun_16_102
Spun_KNC97135	Spun_16_103
Spun_KNC97136	Spun_16_104
Spun_KNC97138	Spun_16_105
Spun_KNC97139	Spun_16_106
Spun_KNC97140	Spun_16_107
Spun_KNC97141	Spun_16_108
Spun_KNC97142	Spun_16_109
Spun_KNC97143	Spun_16_110
Spun_KNC97144	Spun_16_111
Spun_KNC97145	Spun_16_112
Spun_KNC97146	Spun_16_113
Spun_KNC97147	Spun_16_114
Spun_KNC97148	Spun_16_115
Spun_KNC97149	Spun_16_116
Spun_KNC97150	Spun_16_117
Spun_KNC97151	Spun_16_118
Spun_KNC97152	Spun_16_119
Spun_KNC97153	Spun_16_120
Spun_KNC97154	Spun_16_121
Spun_KNC97155	Spun_16_122
Spun_KNC97156	Spun_16_123
Spun_KNC97157	Spun_16_124
Spun_KNC97158	Spun_16_125
Spun_KNC97159	Spun_16_126
Spun_KNC97160	Spun_16_127
Spun_KNC97161	Spun_16_128
Spun_KNC97162	Spun_16_129
Spun_KNC97163	Spun_16_130
Spun_KNC97165	Spun_16_131
Spun_KNC97166	Spun_16_132
Spun_KNC97167	Spun_16_133
Spun_KNC97169	Spun_16_134
Spun_KNC97170	Spun_16_135
Spun_KNC97171	Spun_16_136
Spun_KNC97172	Spun_16_137
Spun_KNC97173	Spun_16_138
Spun_KNC97174	Spun_16_139
Spun_KNC97175	Spun_16_140
Spun_KNC97176	Spun_16_141
Spun_KNC97177	Spun_16_142
Spun_KNC97178	Spun_16_143
Spun_KNC97179	Spun_16_144
Spun_KNC97180	Spun_16_145
Spun_KNC97181	Spun_16_146
Spun_KNC97182	Spun_16_147
Spun_KNC97183	Spun_16_148
Spun_KNC97184	Spun_16_149
Spun_KNC97185	Spun_16_150
Spun_KNC97186	Spun_16_151
Spun_KNC97187	Spun_16_152
Spun_KNC97188	Spun_16_153
Spun_KNC97189	Spun_16_154
Spun_KNC97190	Spun_16_155
Spun_KNC97191	Spun_16_156
Spun_KNC97192	Spun_16_157
Spun_KNC97193	Spun_16_158
Spun_KNC97194	Spun_16_159
Spun_KNC97195	Spun_16_160
Spun_KNC97196	Spun_16_161
Spun_KNC97197	Spun_16_162
Spun_KNC97198	Spun_16_163
Spun_KNC97199	Spun_16_164
Spun_KNC97200	Spun_16_165
Spun_KNC97201	Spun_16_166
Spun_KNC97202	Spun_16_167
Spun_KNC97203	Spun_16_168
Spun_KNC97204	Spun_16_169
Spun_KNC97205	Spun_16_170
Spun_KNC97206	Spun_16_171
Spun_KNC97207	Spun_16_172
Spun_KNC97208	Spun_16_173
Spun_KNC97209	Spun_16_174
Spun_KNC97210	Spun_16_175
Spun_KNC97211	Spun_16_176
Spun_KNC97212	Spun_16_177
Spun_KNC97213	Spun_16_178
Spun_KNC97214	Spun_16_179
Spun_KNC97215	Spun_16_180
Spun_KNC97216	Spun_16_181
Spun_KNC97217	Spun_16_182
Spun_KNC97218	Spun_16_183
Spun_KNC97219	Spun_16_184
Spun_KNC97220	Spun_16_185
Spun_KNC97221	Spun_16_186
Spun_KNC97222	Spun_16_187
Spun_KNC97223	Spun_16_188
Spun_KNC97224	Spun_16_189
Spun_KNC97225	Spun_16_190
Spun_KNC97226	Spun_16_191
Spun_KNC97227	Spun_16_192
Spun_KNC97228	Spun_16_193
Spun_KNC97229	Spun_16_194
Spun_KNC97230	Spun_16_195
Spun_KNC97231	Spun_16_196
Spun_KNC97232	Spun_16_197
Spun_KNC97233	Spun_16_198
Spun_KNC97234	Spun_16_199
Spun_KNC97235	Spun_16_200
Spun_KNC97236	Spun_16_201
Spun_KNC97237	Spun_16_202
Spun_KNC97238	Spun_16_203
Spun_KNC97239	Spun_16_204
Spun_KNC97240	Spun_16_205
Spun_KNC97241	Spun_16_206
Spun_KNC97242	Spun_16_207
Spun_KNC97243	Spun_16_208
Spun_KNC97244	Spun_16_209
Spun_KNC97245	Spun_16_210
Spun_KNC97246	Spun_16_211
Spun_KNC97247	Spun_16_212
Spun_KNC97248	Spun_16_213
Spun_KNC97249	Spun_16_214
Spun_KNC97250	Spun_16_215
Spun_KNC97251	Spun_16_216
Spun_KNC97252	Spun_16_217
Spun_KNC97253	Spun_16_218
Spun_KNC97254	Spun_16_219
Spun_KNC97255	Spun_16_220
Spun_KNC97256	Spun_16_221
Spun_KNC97257	Spun_16_222
Spun_KNC97258	Spun_16_223
Spun_KNC97259	Spun_16_224
Spun_KNC97260	Spun_16_225
Spun_KNC97261	Spun_16_226
Spun_KNC97262	Spun_16_227
