Phoaus_g1.t1	Phoaus_1_1
Phoaus_g3994.t1	Phoaus_1768_26
Phoaus_g3995.t1	Phoaus_1768_27
Phoaus_g3996.t1	Phoaus_1768_28
Phoaus_g3997.t1	Phoaus_1768_29
Phoaus_g3998.t1	Phoaus_1768_30
Phoaus_g3999.t1	Phoaus_1768_31
Phoaus_g4000.t1	Phoaus_1768_32
Phoaus_g4001.t1	Phoaus_1768_33
Phoaus_g4002.t1	Phoaus_1768_34
Phoaus_g4003.t1	Phoaus_1768_35
Phoaus_g4004.t1	Phoaus_1768_36
Phoaus_g4005.t1	Phoaus_1768_37
Phoaus_g4006.t1	Phoaus_1768_38
Phoaus_g4007.t1	Phoaus_1768_39
Phoaus_g4008.t1	Phoaus_1768_40
Phoaus_g4009.t1	Phoaus_1768_41
Phoaus_g4010.t1	Phoaus_1768_42
Phoaus_g4011.t1	Phoaus_1768_43
Phoaus_g4012.t1	Phoaus_1768_44
Phoaus_g4013.t1	Phoaus_1768_45
Phoaus_g4014.t1	Phoaus_1768_46
Phoaus_g4015.t1	Phoaus_1768_47
Phoaus_g4016.t1	Phoaus_1768_48
Phoaus_g4017.t1	Phoaus_1768_49
Phoaus_g4018.t1	Phoaus_1768_50
Phoaus_g4019.t1	Phoaus_1768_51
Phoaus_g4020.t1	Phoaus_1768_52
Phoaus_g4021.t1	Phoaus_1768_53
Phoaus_g4022.t1	Phoaus_1768_54
Phoaus_g4023.t1	Phoaus_1768_55
Phoaus_g4024.t1	Phoaus_1768_56
Phoaus_g4025.t1	Phoaus_1768_57
Phoaus_g4026.t1	Phoaus_1768_58
Phoaus_g15885.t1	Phoaus_1769_1
Phoaus_g15886.t1	Phoaus_1769_2
Phoaus_g15887.t1	Phoaus_1769_3
Phoaus_g15888.t1	Phoaus_1769_4
Phoaus_g15889.t1	Phoaus_1769_5
Phoaus_g15890.t1	Phoaus_1769_6
Phoaus_g15891.t1	Phoaus_1769_7
Phoaus_g15892.t1	Phoaus_1769_8
Phoaus_g15893.t1	Phoaus_1770_1
Phoaus_g15894.t1	Phoaus_1770_2
Phoaus_g15895.t1	Phoaus_1770_3
Phoaus_g15896.t1	Phoaus_1770_4
Phoaus_g15897.t1	Phoaus_1770_5
Phoaus_g15898.t1	Phoaus_1770_6
Phoaus_g15899.t1	Phoaus_1770_7
Phoaus_g15900.t1	Phoaus_1770_8
Phoaus_g15901.t1	Phoaus_1770_9
Phoaus_g15902.t1	Phoaus_1770_10
Phoaus_g15903.t1	Phoaus_1771_1
Phoaus_g15904.t1	Phoaus_1771_2
Phoaus_g15905.t1	Phoaus_1771_3
Phoaus_g15906.t1	Phoaus_1772_1
Phoaus_g15907.t1	Phoaus_1772_2
Phoaus_g15908.t1	Phoaus_1772_3
Phoaus_g15909.t1	Phoaus_1772_4
Phoaus_g15910.t1	Phoaus_1772_5
Phoaus_g15911.t1	Phoaus_1772_6
Phoaus_g15912.t1	Phoaus_1772_7
Phoaus_g15913.t1	Phoaus_1772_8
Phoaus_g15914.t1	Phoaus_1772_9
Phoaus_g15915.t1	Phoaus_1772_10
Phoaus_g15916.t1	Phoaus_1772_11
Phoaus_g15917.t1	Phoaus_1773_1
Phoaus_g15918.t1	Phoaus_1773_2
Phoaus_g15919.t1	Phoaus_1773_3
Phoaus_g15920.t1	Phoaus_1773_4
Phoaus_g15921.t1	Phoaus_1773_5
Phoaus_g15922.t1	Phoaus_1773_6
Phoaus_g15923.t1	Phoaus_1773_7
Phoaus_g15924.t1	Phoaus_1773_8
Phoaus_g15925.t1	Phoaus_1773_9
Phoaus_g15926.t1	Phoaus_1773_10
Phoaus_g15927.t1	Phoaus_1773_11
Phoaus_g15928.t1	Phoaus_1773_12
Phoaus_g15929.t1	Phoaus_1773_13
Phoaus_g15930.t1	Phoaus_1774_1
Phoaus_g15931.t1	Phoaus_1774_2
Phoaus_g15932.t1	Phoaus_1774_3
Phoaus_g15933.t1	Phoaus_1774_4
Phoaus_g15934.t1	Phoaus_1774_5
Phoaus_g15935.t1	Phoaus_1774_6
Phoaus_g15936.t1	Phoaus_1774_7
Phoaus_g15937.t1	Phoaus_1774_8
Phoaus_g15938.t1	Phoaus_1775_1
Phoaus_g15939.t1	Phoaus_1775_2
Phoaus_g15940.t1	Phoaus_1775_3
Phoaus_g15941.t1	Phoaus_1775_4
Phoaus_g15942.t1	Phoaus_1775_5
Phoaus_g15943.t1	Phoaus_1775_6
Phoaus_g15944.t1	Phoaus_1775_7
Phoaus_g15945.t1	Phoaus_1775_8
Phoaus_g15946.t1	Phoaus_1775_9
Phoaus_g15947.t1	Phoaus_1775_10
Phoaus_g15948.t1	Phoaus_1776_1
Phoaus_g15949.t1	Phoaus_1776_2
Phoaus_g15950.t1	Phoaus_1776_3
Phoaus_g15951.t1	Phoaus_1776_4
Phoaus_g15952.t1	Phoaus_1776_5
Phoaus_g15953.t1	Phoaus_1776_6
Phoaus_g15954.t1	Phoaus_1776_7
Phoaus_g15955.t1	Phoaus_1776_8
Phoaus_g15956.t1	Phoaus_1776_9
Phoaus_g15957.t1	Phoaus_1777_1
Phoaus_g15958.t1	Phoaus_1777_2
Phoaus_g15959.t1	Phoaus_1777_3
Phoaus_g15960.t1	Phoaus_1777_4
Phoaus_g15961.t1	Phoaus_1777_5
Phoaus_g15962.t1	Phoaus_1777_6
Phoaus_g15963.t1	Phoaus_1777_7
Phoaus_g15964.t1	Phoaus_1777_8
Phoaus_g15965.t1	Phoaus_1777_9
Phoaus_g15966.t1	Phoaus_1777_10
Phoaus_g15967.t1	Phoaus_1777_11
Phoaus_g15968.t1	Phoaus_1777_12
Phoaus_g15969.t1	Phoaus_1777_13
Phoaus_g15970.t1	Phoaus_1777_14
Phoaus_g15971.t1	Phoaus_1777_15
Phoaus_g15972.t1	Phoaus_1777_16
Phoaus_g15973.t1	Phoaus_1777_17
Phoaus_g15974.t1	Phoaus_1777_18
Phoaus_g15975.t1	Phoaus_1777_19
Phoaus_g15976.t1	Phoaus_1777_20
Phoaus_g15977.t1	Phoaus_1778_1
Phoaus_g15978.t1	Phoaus_1778_2
Phoaus_g15979.t1	Phoaus_1778_3
Phoaus_g15980.t1	Phoaus_1778_4
Phoaus_g15981.t1	Phoaus_1778_5
Phoaus_g15982.t1	Phoaus_1778_6
Phoaus_g15983.t1	Phoaus_1778_7
Phoaus_g15984.t1	Phoaus_1778_8
Phoaus_g15985.t1	Phoaus_1778_9
Phoaus_g15986.t1	Phoaus_1778_10
Phoaus_g15987.t1	Phoaus_1778_11
Phoaus_g15988.t1	Phoaus_1778_12
Phoaus_g15989.t1	Phoaus_1778_13
Phoaus_g4027.t1	Phoaus_1779_1
Phoaus_g4028.t1	Phoaus_1779_2
Phoaus_g4029.t1	Phoaus_1779_3
Phoaus_g4030.t1	Phoaus_1779_4
Phoaus_g4031.t1	Phoaus_1779_5
Phoaus_g4032.t1	Phoaus_1779_6
Phoaus_g4033.t1	Phoaus_1779_7
Phoaus_g4034.t1	Phoaus_1779_8
Phoaus_g4035.t1	Phoaus_1779_9
Phoaus_g4036.t1	Phoaus_1779_10
Phoaus_g4037.t1	Phoaus_1779_11
Phoaus_g4038.t1	Phoaus_1779_12
Phoaus_g4039.t1	Phoaus_1779_13
Phoaus_g4040.t1	Phoaus_1779_14
Phoaus_g4041.t1	Phoaus_1779_15
Phoaus_g4042.t1	Phoaus_1779_16
Phoaus_g4043.t1	Phoaus_1779_17
Phoaus_g4044.t1	Phoaus_1779_18
Phoaus_g4045.t1	Phoaus_1779_19
Phoaus_g4046.t1	Phoaus_1779_20
Phoaus_g4047.t1	Phoaus_1779_21
Phoaus_g4048.t1	Phoaus_1779_22
Phoaus_g4049.t1	Phoaus_1779_23
Phoaus_g4050.t1	Phoaus_1779_24
Phoaus_g4051.t1	Phoaus_1779_25
Phoaus_g4052.t1	Phoaus_1779_26
Phoaus_g4053.t1	Phoaus_1779_27
Phoaus_g4054.t1	Phoaus_1779_28
Phoaus_g4055.t1	Phoaus_1779_29
Phoaus_g4056.t1	Phoaus_1779_30
Phoaus_g4057.t1	Phoaus_1779_31
Phoaus_g4058.t1	Phoaus_1779_32
Phoaus_g4059.t1	Phoaus_1779_33
Phoaus_g4060.t1	Phoaus_1779_34
Phoaus_g4061.t1	Phoaus_1779_35
Phoaus_g4062.t1	Phoaus_1779_36
Phoaus_g4063.t1	Phoaus_1779_37
Phoaus_g4064.t1	Phoaus_1779_38
Phoaus_g4065.t1	Phoaus_1779_39
Phoaus_g4066.t1	Phoaus_1779_40
Phoaus_g4067.t1	Phoaus_1779_41
Phoaus_g4068.t1	Phoaus_1779_42
Phoaus_g15990.t1	Phoaus_1780_1
Phoaus_g15991.t1	Phoaus_1780_2
Phoaus_g15992.t1	Phoaus_1780_3
Phoaus_g15993.t1	Phoaus_1780_4
Phoaus_g15994.t1	Phoaus_1780_5
Phoaus_g15995.t1	Phoaus_1780_6
Phoaus_g15996.t1	Phoaus_1781_1
Phoaus_g15997.t1	Phoaus_1781_2
Phoaus_g15998.t1	Phoaus_1781_3
Phoaus_g15999.t1	Phoaus_1781_4
Phoaus_g16000.t1	Phoaus_1781_5
Phoaus_g16001.t1	Phoaus_1781_6
Phoaus_g16002.t1	Phoaus_1781_7
Phoaus_g16003.t1	Phoaus_1781_8
Phoaus_g16004.t1	Phoaus_1781_9
Phoaus_g16005.t1	Phoaus_1781_10
Phoaus_g16006.t1	Phoaus_1781_11
Phoaus_g16007.t1	Phoaus_1781_12
Phoaus_g16008.t1	Phoaus_1781_13
Phoaus_g16009.t1	Phoaus_1782_1
Phoaus_g16010.t1	Phoaus_1782_2
Phoaus_g16011.t1	Phoaus_1782_3
Phoaus_g16012.t1	Phoaus_1782_4
Phoaus_g16013.t1	Phoaus_1782_5
Phoaus_g16014.t1	Phoaus_1782_6
Phoaus_g16015.t1	Phoaus_1782_7
Phoaus_g16016.t1	Phoaus_1782_8
Phoaus_g16017.t1	Phoaus_1782_9
Phoaus_g16018.t1	Phoaus_1783_1
Phoaus_g16019.t1	Phoaus_1783_2
Phoaus_g16020.t1	Phoaus_1783_3
Phoaus_g16021.t1	Phoaus_1783_4
Phoaus_g16022.t1	Phoaus_1783_5
Phoaus_g16023.t1	Phoaus_1783_6
Phoaus_g16024.t1	Phoaus_1783_7
Phoaus_g16025.t1	Phoaus_1784_1
Phoaus_g16026.t1	Phoaus_1784_2
Phoaus_g16027.t1	Phoaus_1784_3
Phoaus_g16028.t1	Phoaus_1784_4
Phoaus_g16029.t1	Phoaus_1784_5
Phoaus_g16030.t1	Phoaus_1784_6
Phoaus_g16031.t1	Phoaus_1784_7
Phoaus_g16032.t1	Phoaus_1784_8
Phoaus_g16033.t1	Phoaus_1784_9
Phoaus_g16034.t1	Phoaus_1784_10
Phoaus_g16035.t1	Phoaus_1784_11
Phoaus_g16036.t1	Phoaus_1784_12
Phoaus_g16037.t1	Phoaus_1784_13
Phoaus_g16038.t1	Phoaus_1785_1
Phoaus_g16039.t1	Phoaus_1785_2
Phoaus_g16040.t1	Phoaus_1785_3
Phoaus_g16041.t1	Phoaus_1785_4
Phoaus_g16042.t1	Phoaus_1785_5
Phoaus_g16043.t1	Phoaus_1785_6
Phoaus_g16044.t1	Phoaus_1785_7
Phoaus_g16045.t1	Phoaus_1785_8
Phoaus_g16046.t1	Phoaus_1785_9
Phoaus_g16047.t1	Phoaus_1786_1
Phoaus_g16048.t1	Phoaus_1786_2
Phoaus_g16049.t1	Phoaus_1786_3
Phoaus_g16050.t1	Phoaus_1786_4
Phoaus_g16051.t1	Phoaus_1786_5
Phoaus_g16052.t1	Phoaus_1786_6
Phoaus_g16053.t1	Phoaus_1786_7
Phoaus_g16054.t1	Phoaus_1786_8
Phoaus_g16055.t1	Phoaus_1786_9
Phoaus_g16056.t1	Phoaus_1787_1
Phoaus_g16057.t1	Phoaus_1787_2
Phoaus_g16058.t1	Phoaus_1787_3
Phoaus_g16059.t1	Phoaus_1787_4
Phoaus_g16060.t1	Phoaus_1787_5
Phoaus_g16061.t1	Phoaus_1787_6
Phoaus_g16062.t1	Phoaus_1787_7
Phoaus_g16063.t1	Phoaus_1787_8
Phoaus_g16064.t1	Phoaus_1787_9
Phoaus_g16065.t1	Phoaus_1787_10
Phoaus_g16066.t1	Phoaus_1788_1
Phoaus_g16067.t1	Phoaus_1788_2
Phoaus_g16068.t1	Phoaus_1788_3
Phoaus_g16069.t1	Phoaus_1788_4
Phoaus_g16070.t1	Phoaus_1788_5
Phoaus_g16071.t1	Phoaus_1788_6
Phoaus_g16072.t1	Phoaus_1788_7
Phoaus_g16073.t1	Phoaus_1788_8
Phoaus_g16074.t1	Phoaus_1788_9
Phoaus_g16075.t1	Phoaus_1788_10
Phoaus_g16076.t1	Phoaus_1788_11
Phoaus_g16077.t1	Phoaus_1788_12
Phoaus_g16078.t1	Phoaus_1789_1
Phoaus_g16079.t1	Phoaus_1789_2
Phoaus_g16080.t1	Phoaus_1789_3
Phoaus_g16081.t1	Phoaus_1789_4
Phoaus_g16082.t1	Phoaus_1789_5
Phoaus_g16083.t1	Phoaus_1789_6
Phoaus_g16084.t1	Phoaus_1789_7
Phoaus_g16085.t1	Phoaus_1789_8
Phoaus_g16086.t1	Phoaus_1789_9
Phoaus_g16087.t1	Phoaus_1789_10
Phoaus_g16088.t1	Phoaus_1789_11
Phoaus_g16089.t1	Phoaus_1789_12
Phoaus_g16090.t1	Phoaus_1789_13
Phoaus_g16091.t1	Phoaus_1789_14
Phoaus_g16092.t1	Phoaus_1789_15
Phoaus_g16093.t1	Phoaus_1789_16
Phoaus_g4069.t1	Phoaus_1790_1
Phoaus_g4070.t1	Phoaus_1790_2
Phoaus_g4071.t1	Phoaus_1790_3
Phoaus_g4072.t1	Phoaus_1790_4
Phoaus_g4073.t1	Phoaus_1790_5
Phoaus_g4074.t1	Phoaus_1790_6
Phoaus_g4075.t1	Phoaus_1790_7
Phoaus_g4076.t1	Phoaus_1790_8
Phoaus_g4077.t1	Phoaus_1790_9
Phoaus_g4078.t1	Phoaus_1790_10
Phoaus_g4079.t1	Phoaus_1790_11
Phoaus_g4080.t1	Phoaus_1790_12
Phoaus_g4081.t1	Phoaus_1790_13
Phoaus_g4082.t1	Phoaus_1790_14
Phoaus_g4083.t1	Phoaus_1790_15
Phoaus_g4084.t1	Phoaus_1790_16
Phoaus_g4085.t1	Phoaus_1790_17
Phoaus_g4086.t1	Phoaus_1790_18
Phoaus_g4087.t1	Phoaus_1790_19
Phoaus_g4088.t1	Phoaus_1790_20
Phoaus_g4089.t1	Phoaus_1790_21
Phoaus_g4090.t1	Phoaus_1790_22
Phoaus_g4091.t1	Phoaus_1790_23
Phoaus_g4092.t1	Phoaus_1790_24
Phoaus_g4093.t1	Phoaus_1790_25
Phoaus_g4094.t1	Phoaus_1790_26
Phoaus_g4095.t1	Phoaus_1790_27
Phoaus_g4096.t1	Phoaus_1790_28
Phoaus_g4097.t1	Phoaus_1790_29
Phoaus_g4098.t1	Phoaus_1790_30
Phoaus_g4099.t1	Phoaus_1790_31
Phoaus_g4100.t1	Phoaus_1790_32
Phoaus_g4101.t1	Phoaus_1790_33
Phoaus_g4102.t1	Phoaus_1790_34
Phoaus_g4103.t1	Phoaus_1790_35
Phoaus_g4104.t1	Phoaus_1790_36
Phoaus_g4105.t1	Phoaus_1790_37
Phoaus_g4106.t1	Phoaus_1790_38
Phoaus_g4107.t1	Phoaus_1790_39
Phoaus_g4108.t1	Phoaus_1790_40
Phoaus_g4109.t1	Phoaus_1790_41
Phoaus_g4110.t1	Phoaus_1790_42
Phoaus_g4111.t1	Phoaus_1790_43
Phoaus_g4112.t1	Phoaus_1790_44
Phoaus_g4113.t1	Phoaus_1790_45
Phoaus_g4114.t1	Phoaus_1790_46
Phoaus_g4115.t1	Phoaus_1790_47
Phoaus_g4116.t1	Phoaus_1790_48
Phoaus_g4117.t1	Phoaus_1790_49
Phoaus_g4118.t1	Phoaus_1790_50
Phoaus_g4119.t1	Phoaus_1790_51
Phoaus_g4120.t1	Phoaus_1790_52
Phoaus_g4121.t1	Phoaus_1790_53
Phoaus_g4122.t1	Phoaus_1790_54
Phoaus_g16094.t1	Phoaus_1791_1
Phoaus_g16095.t1	Phoaus_1791_2
Phoaus_g16096.t1	Phoaus_1791_3
Phoaus_g16097.t1	Phoaus_1791_4
Phoaus_g16098.t1	Phoaus_1791_5
Phoaus_g16099.t1	Phoaus_1791_6
Phoaus_g16100.t1	Phoaus_1791_7
Phoaus_g16101.t1	Phoaus_1791_8
Phoaus_g16102.t1	Phoaus_1791_9
Phoaus_g16103.t1	Phoaus_1791_10
Phoaus_g16104.t1	Phoaus_1791_11
Phoaus_g16105.t1	Phoaus_1791_12
Phoaus_g16106.t1	Phoaus_1791_13
Phoaus_g16107.t1	Phoaus_1792_1
Phoaus_g16108.t1	Phoaus_1792_2
Phoaus_g16109.t1	Phoaus_1792_3
Phoaus_g16110.t1	Phoaus_1792_4
Phoaus_g16111.t1	Phoaus_1792_5
Phoaus_g16112.t1	Phoaus_1792_6
Phoaus_g16113.t1	Phoaus_1792_7
Phoaus_g16114.t1	Phoaus_1792_8
Phoaus_g16115.t1	Phoaus_1792_9
Phoaus_g16116.t1	Phoaus_1792_10
Phoaus_g16117.t1	Phoaus_1793_1
Phoaus_g16118.t1	Phoaus_1793_2
Phoaus_g16119.t1	Phoaus_1793_3
Phoaus_g16120.t1	Phoaus_1793_4
Phoaus_g16121.t1	Phoaus_1793_5
Phoaus_g16122.t1	Phoaus_1793_6
Phoaus_g16123.t1	Phoaus_1794_1
Phoaus_g16124.t1	Phoaus_1794_2
Phoaus_g16125.t1	Phoaus_1794_3
Phoaus_g16126.t1	Phoaus_1794_4
Phoaus_g16127.t1	Phoaus_1794_5
Phoaus_g16128.t1	Phoaus_1794_6
Phoaus_g16129.t1	Phoaus_1794_7
Phoaus_g16130.t1	Phoaus_1794_8
Phoaus_g16131.t1	Phoaus_1794_9
Phoaus_g16132.t1	Phoaus_1794_10
Phoaus_g16133.t1	Phoaus_1794_11
Phoaus_g16134.t1	Phoaus_1794_12
Phoaus_g16135.t1	Phoaus_1794_13
Phoaus_g16136.t1	Phoaus_1794_14
Phoaus_g16137.t1	Phoaus_1795_1
Phoaus_g16138.t1	Phoaus_1795_2
Phoaus_g16139.t1	Phoaus_1795_3
Phoaus_g16140.t1	Phoaus_1795_4
Phoaus_g16141.t1	Phoaus_1795_5
Phoaus_g16142.t1	Phoaus_1795_6
Phoaus_g16143.t1	Phoaus_1795_7
Phoaus_g16144.t1	Phoaus_1795_8
Phoaus_g16145.t1	Phoaus_1795_9
Phoaus_g16146.t1	Phoaus_1795_10
Phoaus_g16147.t1	Phoaus_1795_11
Phoaus_g16148.t1	Phoaus_1795_12
Phoaus_g16149.t1	Phoaus_1795_13
Phoaus_g16150.t1	Phoaus_1796_1
Phoaus_g16151.t1	Phoaus_1796_2
Phoaus_g16152.t1	Phoaus_1796_3
Phoaus_g16153.t1	Phoaus_1796_4
Phoaus_g16154.t1	Phoaus_1796_5
Phoaus_g16155.t1	Phoaus_1796_6
Phoaus_g16156.t1	Phoaus_1796_7
Phoaus_g16157.t1	Phoaus_1796_8
Phoaus_g16158.t1	Phoaus_1796_9
Phoaus_g16159.t1	Phoaus_1797_1
Phoaus_g16160.t1	Phoaus_1797_2
Phoaus_g16161.t1	Phoaus_1797_3
Phoaus_g16162.t1	Phoaus_1797_4
Phoaus_g16163.t1	Phoaus_1797_5
Phoaus_g16164.t1	Phoaus_1797_6
Phoaus_g16165.t1	Phoaus_1798_1
Phoaus_g16166.t1	Phoaus_1798_2
Phoaus_g16167.t1	Phoaus_1798_3
Phoaus_g16168.t1	Phoaus_1798_4
Phoaus_g16169.t1	Phoaus_1798_5
Phoaus_g16170.t1	Phoaus_1798_6
Phoaus_g16171.t1	Phoaus_1798_7
Phoaus_g16172.t1	Phoaus_1798_8
Phoaus_g16173.t1	Phoaus_1798_9
Phoaus_g16174.t1	Phoaus_1799_1
Phoaus_g16175.t1	Phoaus_1799_2
Phoaus_g16176.t1	Phoaus_1799_3
Phoaus_g16177.t1	Phoaus_1799_4
Phoaus_g16178.t1	Phoaus_1799_5
Phoaus_g16179.t1	Phoaus_1799_6
Phoaus_g16180.t1	Phoaus_1799_7
Phoaus_g16181.t1	Phoaus_1799_8
Phoaus_g16182.t1	Phoaus_1799_9
Phoaus_g16183.t1	Phoaus_1799_10
Phoaus_g16184.t1	Phoaus_1799_11
Phoaus_g16185.t1	Phoaus_1799_12
Phoaus_g16186.t1	Phoaus_1799_13
Phoaus_g16187.t1	Phoaus_1799_14
Phoaus_g16188.t1	Phoaus_1799_15
Phoaus_g16189.t1	Phoaus_1800_1
Phoaus_g16190.t1	Phoaus_1800_2
Phoaus_g16191.t1	Phoaus_1800_3
Phoaus_g16192.t1	Phoaus_1800_4
Phoaus_g16193.t1	Phoaus_1800_5
Phoaus_g16194.t1	Phoaus_1800_6
Phoaus_g16195.t1	Phoaus_1800_7
Phoaus_g16196.t1	Phoaus_1800_8
Phoaus_g16197.t1	Phoaus_1800_9
Phoaus_g16198.t1	Phoaus_1800_10
Phoaus_g16199.t1	Phoaus_1800_11
Phoaus_g16200.t1	Phoaus_1800_12
Phoaus_g4123.t1	Phoaus_1801_1
Phoaus_g4124.t1	Phoaus_1801_2
Phoaus_g4125.t1	Phoaus_1801_3
Phoaus_g4126.t1	Phoaus_1801_4
Phoaus_g4127.t1	Phoaus_1801_5
Phoaus_g4128.t1	Phoaus_1801_6
Phoaus_g4129.t1	Phoaus_1801_7
Phoaus_g4130.t1	Phoaus_1801_8
Phoaus_g4131.t1	Phoaus_1801_9
Phoaus_g4132.t1	Phoaus_1801_10
Phoaus_g4133.t1	Phoaus_1801_11
Phoaus_g4134.t1	Phoaus_1801_12
Phoaus_g4135.t1	Phoaus_1801_13
Phoaus_g4136.t1	Phoaus_1801_14
Phoaus_g4137.t1	Phoaus_1801_15
Phoaus_g4138.t1	Phoaus_1801_16
Phoaus_g4139.t1	Phoaus_1801_17
Phoaus_g4140.t1	Phoaus_1801_18
Phoaus_g4141.t1	Phoaus_1801_19
Phoaus_g4142.t1	Phoaus_1801_20
Phoaus_g4143.t1	Phoaus_1801_21
Phoaus_g4144.t1	Phoaus_1801_22
Phoaus_g4145.t1	Phoaus_1801_23
Phoaus_g4146.t1	Phoaus_1801_24
Phoaus_g4147.t1	Phoaus_1801_25
Phoaus_g4148.t1	Phoaus_1801_26
Phoaus_g4149.t1	Phoaus_1801_27
Phoaus_g4150.t1	Phoaus_1801_28
Phoaus_g16201.t1	Phoaus_1802_1
Phoaus_g16202.t1	Phoaus_1802_2
Phoaus_g16203.t1	Phoaus_1802_3
Phoaus_g16204.t1	Phoaus_1802_4
Phoaus_g16205.t1	Phoaus_1802_5
Phoaus_g16206.t1	Phoaus_1802_6
Phoaus_g16207.t1	Phoaus_1802_7
Phoaus_g16208.t1	Phoaus_1802_8
Phoaus_g16209.t1	Phoaus_1803_1
Phoaus_g16210.t1	Phoaus_1803_2
Phoaus_g16211.t1	Phoaus_1803_3
Phoaus_g16212.t1	Phoaus_1803_4
Phoaus_g16213.t1	Phoaus_1803_5
Phoaus_g16214.t1	Phoaus_1803_6
Phoaus_g16215.t1	Phoaus_1803_7
Phoaus_g16216.t1	Phoaus_1803_8
Phoaus_g16217.t1	Phoaus_1803_9
Phoaus_g16218.t1	Phoaus_1803_10
Phoaus_g16219.t1	Phoaus_1803_11
Phoaus_g16220.t1	Phoaus_1803_12
Phoaus_g16221.t1	Phoaus_1803_13
Phoaus_g16222.t1	Phoaus_1803_14
Phoaus_g16223.t1	Phoaus_1803_15
Phoaus_g16224.t1	Phoaus_1804_1
Phoaus_g16225.t1	Phoaus_1804_2
Phoaus_g16226.t1	Phoaus_1804_3
Phoaus_g16227.t1	Phoaus_1804_4
Phoaus_g16228.t1	Phoaus_1804_5
Phoaus_g16229.t1	Phoaus_1804_6
Phoaus_g16230.t1	Phoaus_1804_7
Phoaus_g16231.t1	Phoaus_1805_1
Phoaus_g16232.t1	Phoaus_1805_2
Phoaus_g16233.t1	Phoaus_1805_3
Phoaus_g16234.t1	Phoaus_1805_4
Phoaus_g16235.t1	Phoaus_1805_5
Phoaus_g16236.t1	Phoaus_1805_6
Phoaus_g16237.t1	Phoaus_1805_7
Phoaus_g16238.t1	Phoaus_1805_8
Phoaus_g16239.t1	Phoaus_1805_9
Phoaus_g16240.t1	Phoaus_1805_10
Phoaus_g16241.t1	Phoaus_1805_11
Phoaus_g16242.t1	Phoaus_1805_12
Phoaus_g16243.t1	Phoaus_1805_13
Phoaus_g16244.t1	Phoaus_1805_14
Phoaus_g16245.t1	Phoaus_1805_15
Phoaus_g16246.t1	Phoaus_1805_16
Phoaus_g16247.t1	Phoaus_1805_17
Phoaus_g16248.t1	Phoaus_1806_1
Phoaus_g16249.t1	Phoaus_1806_2
Phoaus_g16250.t1	Phoaus_1806_3
Phoaus_g16251.t1	Phoaus_1806_4
Phoaus_g16252.t1	Phoaus_1806_5
Phoaus_g16253.t1	Phoaus_1806_6
Phoaus_g16254.t1	Phoaus_1806_7
Phoaus_g16255.t1	Phoaus_1806_8
Phoaus_g16256.t1	Phoaus_1806_9
Phoaus_g16257.t1	Phoaus_1806_10
Phoaus_g16258.t1	Phoaus_1806_11
Phoaus_g16259.t1	Phoaus_1806_12
Phoaus_g16260.t1	Phoaus_1806_13
Phoaus_g16261.t1	Phoaus_1806_14
Phoaus_g16262.t1	Phoaus_1806_15
Phoaus_g16263.t1	Phoaus_1806_16
Phoaus_g16264.t1	Phoaus_1807_1
Phoaus_g16265.t1	Phoaus_1807_2
Phoaus_g16266.t1	Phoaus_1807_3
Phoaus_g16267.t1	Phoaus_1807_4
Phoaus_g16268.t1	Phoaus_1807_5
Phoaus_g16269.t1	Phoaus_1807_6
Phoaus_g16270.t1	Phoaus_1807_7
Phoaus_g16271.t1	Phoaus_1807_8
Phoaus_g16272.t1	Phoaus_1807_9
Phoaus_g16273.t1	Phoaus_1807_10
Phoaus_g16274.t1	Phoaus_1807_11
Phoaus_g16275.t1	Phoaus_1807_12
Phoaus_g16276.t1	Phoaus_1807_13
Phoaus_g16277.t1	Phoaus_1808_1
Phoaus_g16278.t1	Phoaus_1808_2
Phoaus_g16279.t1	Phoaus_1808_3
Phoaus_g16280.t1	Phoaus_1808_4
Phoaus_g16281.t1	Phoaus_1808_5
Phoaus_g16282.t1	Phoaus_1808_6
Phoaus_g16283.t1	Phoaus_1808_7
Phoaus_g16284.t1	Phoaus_1808_8
Phoaus_g16285.t1	Phoaus_1809_1
Phoaus_g16286.t1	Phoaus_1809_2
Phoaus_g16287.t1	Phoaus_1809_3
Phoaus_g16288.t1	Phoaus_1809_4
Phoaus_g16289.t1	Phoaus_1809_5
Phoaus_g16290.t1	Phoaus_1809_6
Phoaus_g16291.t1	Phoaus_1809_7
Phoaus_g16292.t1	Phoaus_1809_8
Phoaus_g16293.t1	Phoaus_1809_9
Phoaus_g16294.t1	Phoaus_1809_10
Phoaus_g16295.t1	Phoaus_1809_11
Phoaus_g16296.t1	Phoaus_1809_12
Phoaus_g16297.t1	Phoaus_1809_13
Phoaus_g16298.t1	Phoaus_1809_14
Phoaus_g16299.t1	Phoaus_1809_15
Phoaus_g16300.t1	Phoaus_1809_16
Phoaus_g16301.t1	Phoaus_1809_17
Phoaus_g16302.t1	Phoaus_1809_18
Phoaus_g16303.t1	Phoaus_1809_19
Phoaus_g16304.t1	Phoaus_1809_20
Phoaus_g16305.t1	Phoaus_1810_1
Phoaus_g16306.t1	Phoaus_1810_2
Phoaus_g16307.t1	Phoaus_1810_3
Phoaus_g16308.t1	Phoaus_1810_4
Phoaus_g16309.t1	Phoaus_1810_5
