Porumb_gnl_WGS_MXAK_Pum0014s0001.1.V1.5	Porumb_1_1
Porumb_gnl_WGS_MXAK_Pum1511s0001.1.V1.5	Porumb_760_1
Porumb_gnl_WGS_MXAK_Pum1512s0001.1.V1.5	Porumb_761_1
Porumb_gnl_WGS_MXAK_Pum1512s0002.1.V1.5	Porumb_761_2
Porumb_gnl_WGS_MXAK_Pum1515s0001.1.V1.5	Porumb_762_1
Porumb_gnl_WGS_MXAK_Pum1515s0002.1.V1.5	Porumb_762_2
Porumb_gnl_WGS_MXAK_Pum1517s0001.1.V1.5	Porumb_763_1
Porumb_gnl_WGS_MXAK_Pum1518s0001.1.V1.5	Porumb_764_1
Porumb_gnl_WGS_MXAK_Pum1518s0002.1.V1.5	Porumb_764_2
Porumb_gnl_WGS_MXAK_Pum1518s0003.1.V1.5	Porumb_764_3
Porumb_gnl_WGS_MXAK_Pum1520s0001.1.V1.5	Porumb_765_1
Porumb_gnl_WGS_MXAK_Pum1522s0001.1.V1.5	Porumb_766_1
Porumb_gnl_WGS_MXAK_Pum1522s0002.1.V1.5	Porumb_766_2
Porumb_gnl_WGS_MXAK_Pum1523s0001.1.V1.5	Porumb_767_1
Porumb_gnl_WGS_MXAK_Pum1524s0001.1.V1.5	Porumb_768_1
Porumb_gnl_WGS_MXAK_Pum1524s0002.1.V1.5	Porumb_768_2
Porumb_gnl_WGS_MXAK_Pum1524s0003.1.V1.5	Porumb_768_3
Porumb_gnl_WGS_MXAK_Pum1524s0004.1.V1.5	Porumb_768_4
Porumb_gnl_WGS_MXAK_Pum1525s0001.1.V1.5	Porumb_769_1
Porumb_gnl_WGS_MXAK_Pum1525s0002.1.V1.5	Porumb_769_2
Porumb_gnl_WGS_MXAK_Pum1525s0003.1.V1.5	Porumb_769_3
Porumb_gnl_WGS_MXAK_Pum1526s0001.1.V1.5	Porumb_770_1
Porumb_gnl_WGS_MXAK_Pum1526s0002.1.V1.5	Porumb_770_2
Porumb_gnl_WGS_MXAK_Pum1527s0001.1.V1.5	Porumb_771_1
Porumb_gnl_WGS_MXAK_Pum1527s0002.1.V1.5	Porumb_771_2
Porumb_gnl_WGS_MXAK_Pum1531s0001.1.V1.5	Porumb_772_1
Porumb_gnl_WGS_MXAK_Pum1533s0001.1.V1.5	Porumb_773_1
Porumb_gnl_WGS_MXAK_Pum1536s0001.1.V1.5	Porumb_774_1
Porumb_gnl_WGS_MXAK_Pum1536s0002.1.V1.5	Porumb_774_2
Porumb_gnl_WGS_MXAK_Pum1538s0001.1.V1.5	Porumb_775_1
Porumb_gnl_WGS_MXAK_Pum1541s0001.1.V1.5	Porumb_776_1
Porumb_gnl_WGS_MXAK_Pum1541s0002.1.V1.5	Porumb_776_2
Porumb_gnl_WGS_MXAK_Pum1542s0001.1.V1.5	Porumb_777_1
Porumb_gnl_WGS_MXAK_Pum1542s0002.1.V1.5	Porumb_777_2
Porumb_gnl_WGS_MXAK_Pum1544s0001.1.V1.5	Porumb_778_1
Porumb_gnl_WGS_MXAK_Pum1545s0001.1.V1.5	Porumb_779_1
Porumb_gnl_WGS_MXAK_Pum1545s0002.1.V1.5	Porumb_779_2
Porumb_gnl_WGS_MXAK_Pum1546s0001.1.V1.5	Porumb_780_1
Porumb_gnl_WGS_MXAK_Pum1546s0002.1.V1.5	Porumb_780_2
Porumb_gnl_WGS_MXAK_Pum1546s0003.1.V1.5	Porumb_780_3
Porumb_gnl_WGS_MXAK_Pum1547s0001.1.V1.5	Porumb_781_1
Porumb_gnl_WGS_MXAK_Pum1547s0002.1.V1.5	Porumb_781_2
Porumb_gnl_WGS_MXAK_Pum1548s0001.1.V1.5	Porumb_782_1
Porumb_gnl_WGS_MXAK_Pum1549s0001.1.V1.5	Porumb_783_1
Porumb_gnl_WGS_MXAK_Pum1549s0002.1.V1.5	Porumb_783_2
Porumb_gnl_WGS_MXAK_Pum1550s0001.1.V1.5	Porumb_784_1
Porumb_gnl_WGS_MXAK_Pum1550s0002.1.V1.5	Porumb_784_2
Porumb_gnl_WGS_MXAK_Pum1551s0001.1.V1.5	Porumb_785_1
Porumb_gnl_WGS_MXAK_Pum1552s0001.1.V1.5	Porumb_786_1
Porumb_gnl_WGS_MXAK_Pum1552s0002.1.V1.5	Porumb_786_2
Porumb_gnl_WGS_MXAK_Pum1552s0003.1.V1.5	Porumb_786_3
Porumb_gnl_WGS_MXAK_Pum1553s0001.1.V1.5	Porumb_787_1
Porumb_gnl_WGS_MXAK_Pum1553s0002.1.V1.5	Porumb_787_2
Porumb_gnl_WGS_MXAK_Pum1556s0001.1.V1.5	Porumb_788_1
Porumb_gnl_WGS_MXAK_Pum1556s0002.1.V1.5	Porumb_788_2
Porumb_gnl_WGS_MXAK_Pum1558s0001.1.V1.5	Porumb_789_1
Porumb_gnl_WGS_MXAK_Pum1561s0001.1.V1.5	Porumb_790_1
Porumb_gnl_WGS_MXAK_Pum1564s0001.1.V1.5	Porumb_791_1
Porumb_gnl_WGS_MXAK_Pum1564s0002.1.V1.5	Porumb_791_2
Porumb_gnl_WGS_MXAK_Pum1565s0001.1.V1.5	Porumb_792_1
Porumb_gnl_WGS_MXAK_Pum1565s0002.1.V1.5	Porumb_792_2
Porumb_gnl_WGS_MXAK_Pum1567s0001.1.V1.5	Porumb_793_1
Porumb_gnl_WGS_MXAK_Pum1567s0002.1.V1.5	Porumb_793_2
Porumb_gnl_WGS_MXAK_Pum1570s0001.1.V1.5	Porumb_794_1
Porumb_gnl_WGS_MXAK_Pum1572s0001.1.V1.5	Porumb_795_1
Porumb_gnl_WGS_MXAK_Pum1572s0002.1.V1.5	Porumb_795_2
Porumb_gnl_WGS_MXAK_Pum1573s0001.1.V1.5	Porumb_796_1
Porumb_gnl_WGS_MXAK_Pum1573s0002.1.V1.5	Porumb_796_2
Porumb_gnl_WGS_MXAK_Pum1574s0001.1.V1.5	Porumb_797_1
Porumb_gnl_WGS_MXAK_Pum1575s0001.1.V1.5	Porumb_798_1
Porumb_gnl_WGS_MXAK_Pum1577s0001.1.V1.5	Porumb_799_1
Porumb_gnl_WGS_MXAK_Pum1578s0001.1.V1.5	Porumb_800_1
Porumb_gnl_WGS_MXAK_Pum1579s0001.1.V1.5	Porumb_801_1
Porumb_gnl_WGS_MXAK_Pum1582s0001.1.V1.5	Porumb_802_1
Porumb_gnl_WGS_MXAK_Pum1582s0002.1.V1.5	Porumb_802_2
Porumb_gnl_WGS_MXAK_Pum1582s0003.1.V1.5	Porumb_802_3
Porumb_gnl_WGS_MXAK_Pum1583s0001.1.V1.5	Porumb_803_1
Porumb_gnl_WGS_MXAK_Pum1583s0002.1.V1.5	Porumb_803_2
Porumb_gnl_WGS_MXAK_Pum1585s0001.1.V1.5	Porumb_804_1
Porumb_gnl_WGS_MXAK_Pum1585s0002.1.V1.5	Porumb_804_2
Porumb_gnl_WGS_MXAK_Pum1589s0001.1.V1.5	Porumb_805_1
Porumb_gnl_WGS_MXAK_Pum1590s0001.1.V1.5	Porumb_806_1
Porumb_gnl_WGS_MXAK_Pum1591s0001.1.V1.5	Porumb_807_1
Porumb_gnl_WGS_MXAK_Pum1591s0002.1.V1.5	Porumb_807_2
Porumb_gnl_WGS_MXAK_Pum1593s0001.1.V1.5	Porumb_808_1
Porumb_gnl_WGS_MXAK_Pum1593s0002.1.V1.5	Porumb_808_2
Porumb_gnl_WGS_MXAK_Pum1594s0001.1.V1.5	Porumb_809_1
Porumb_gnl_WGS_MXAK_Pum1594s0002.1.V1.5	Porumb_809_2
Porumb_gnl_WGS_MXAK_Pum1598s0001.1.V1.5	Porumb_810_1
Porumb_gnl_WGS_MXAK_Pum1598s0002.1.V1.5	Porumb_810_2
Porumb_gnl_WGS_MXAK_Pum1599s0001.1.V1.5	Porumb_811_1
Porumb_gnl_WGS_MXAK_Pum1599s0002.1.V1.5	Porumb_811_2
Porumb_gnl_WGS_MXAK_Pum1599s0003.1.V1.5	Porumb_811_3
Porumb_gnl_WGS_MXAK_Pum1599s0004.1.V1.5	Porumb_811_4
Porumb_gnl_WGS_MXAK_Pum1600s0001.1.V1.5	Porumb_812_1
Porumb_gnl_WGS_MXAK_Pum1600s0002.1.V1.5	Porumb_812_2
Porumb_gnl_WGS_MXAK_Pum1601s0001.1.V1.5	Porumb_813_1
Porumb_gnl_WGS_MXAK_Pum1601s0002.1.V1.5	Porumb_813_2
Porumb_gnl_WGS_MXAK_Pum1603s0001.1.V1.5	Porumb_814_1
Porumb_gnl_WGS_MXAK_Pum1604s0001.1.V1.5	Porumb_815_1
Porumb_gnl_WGS_MXAK_Pum1604s0002.1.V1.5	Porumb_815_2
Porumb_gnl_WGS_MXAK_Pum1604s0003.1.V1.5	Porumb_815_3
Porumb_gnl_WGS_MXAK_Pum1607s0001.1.V1.5	Porumb_816_1
Porumb_gnl_WGS_MXAK_Pum1607s0002.1.V1.5	Porumb_816_2
Porumb_gnl_WGS_MXAK_Pum1608s0001.1.V1.5	Porumb_817_1
Porumb_gnl_WGS_MXAK_Pum1608s0002.1.V1.5	Porumb_817_2
Porumb_gnl_WGS_MXAK_Pum1608s0003.1.V1.5	Porumb_817_3
Porumb_gnl_WGS_MXAK_Pum1610s0001.1.V1.5	Porumb_818_1
Porumb_gnl_WGS_MXAK_Pum1610s0002.1.V1.5	Porumb_818_2
Porumb_gnl_WGS_MXAK_Pum1610s0003.1.V1.5	Porumb_818_3
Porumb_gnl_WGS_MXAK_Pum1614s0001.1.V1.5	Porumb_819_1
Porumb_gnl_WGS_MXAK_Pum1615s0001.1.V1.5	Porumb_820_1
Porumb_gnl_WGS_MXAK_Pum1615s0002.1.V1.5	Porumb_820_2
Porumb_gnl_WGS_MXAK_Pum1617s0001.1.V1.5	Porumb_821_1
Porumb_gnl_WGS_MXAK_Pum1617s0002.1.V1.5	Porumb_821_2
Porumb_gnl_WGS_MXAK_Pum1618s0001.1.V1.5	Porumb_822_1
Porumb_gnl_WGS_MXAK_Pum1618s0002.1.V1.5	Porumb_822_2
Porumb_gnl_WGS_MXAK_Pum1619s0001.1.V1.5	Porumb_823_1
Porumb_gnl_WGS_MXAK_Pum1620s0001.1.V1.5	Porumb_824_1
Porumb_gnl_WGS_MXAK_Pum1621s0001.1.V1.5	Porumb_825_1
Porumb_gnl_WGS_MXAK_Pum1621s0002.1.V1.5	Porumb_825_2
Porumb_gnl_WGS_MXAK_Pum1622s0001.1.V1.5	Porumb_826_1
Porumb_gnl_WGS_MXAK_Pum1622s0002.1.V1.5	Porumb_826_2
Porumb_gnl_WGS_MXAK_Pum1622s0003.1.V1.5	Porumb_826_3
Porumb_gnl_WGS_MXAK_Pum1623s0001.1.V1.5	Porumb_827_1
Porumb_gnl_WGS_MXAK_Pum1623s0002.1.V1.5	Porumb_827_2
Porumb_gnl_WGS_MXAK_Pum1624s0001.1.V1.5	Porumb_828_1
Porumb_gnl_WGS_MXAK_Pum1624s0002.1.V1.5	Porumb_828_2
Porumb_gnl_WGS_MXAK_Pum1626s0001.1.V1.5	Porumb_829_1
Porumb_gnl_WGS_MXAK_Pum1626s0002.1.V1.5	Porumb_829_2
Porumb_gnl_WGS_MXAK_Pum1629s0001.1.V1.5	Porumb_830_1
Porumb_gnl_WGS_MXAK_Pum1630s0001.1.V1.5	Porumb_831_1
Porumb_gnl_WGS_MXAK_Pum1630s0002.1.V1.5	Porumb_831_2
Porumb_gnl_WGS_MXAK_Pum1630s0003.1.V1.5	Porumb_831_3
Porumb_gnl_WGS_MXAK_Pum1634s0001.1.V1.5	Porumb_832_1
Porumb_gnl_WGS_MXAK_Pum1634s0002.1.V1.5	Porumb_832_2
Porumb_gnl_WGS_MXAK_Pum1634s0003.1.V1.5	Porumb_832_3
Porumb_gnl_WGS_MXAK_Pum1636s0001.1.V1.5	Porumb_833_1
Porumb_gnl_WGS_MXAK_Pum1637s0001.1.V1.5	Porumb_834_1
Porumb_gnl_WGS_MXAK_Pum1638s0001.1.V1.5	Porumb_835_1
Porumb_gnl_WGS_MXAK_Pum1639s0001.1.V1.5	Porumb_836_1
Porumb_gnl_WGS_MXAK_Pum1639s0002.1.V1.5	Porumb_836_2
Porumb_gnl_WGS_MXAK_Pum1639s0003.1.V1.5	Porumb_836_3
Porumb_gnl_WGS_MXAK_Pum1643s0001.1.V1.5	Porumb_837_1
Porumb_gnl_WGS_MXAK_Pum1647s0001.1.V1.5	Porumb_838_1
Porumb_gnl_WGS_MXAK_Pum1650s0001.1.V1.5	Porumb_839_1
Porumb_gnl_WGS_MXAK_Pum1650s0002.1.V1.5	Porumb_839_2
Porumb_gnl_WGS_MXAK_Pum1651s0001.1.V1.5	Porumb_840_1
Porumb_gnl_WGS_MXAK_Pum1655s0001.1.V1.5	Porumb_841_1
Porumb_gnl_WGS_MXAK_Pum1656s0001.1.V1.5	Porumb_842_1
Porumb_gnl_WGS_MXAK_Pum1657s0001.1.V1.5	Porumb_843_1
Porumb_gnl_WGS_MXAK_Pum1658s0001.1.V1.5	Porumb_844_1
Porumb_gnl_WGS_MXAK_Pum1659s0001.1.V1.5	Porumb_845_1
Porumb_gnl_WGS_MXAK_Pum1659s0002.1.V1.5	Porumb_845_2
Porumb_gnl_WGS_MXAK_Pum1660s0001.1.V1.5	Porumb_846_1
Porumb_gnl_WGS_MXAK_Pum1660s0002.1.V1.5	Porumb_846_2
Porumb_gnl_WGS_MXAK_Pum1661s0001.1.V1.5	Porumb_847_1
Porumb_gnl_WGS_MXAK_Pum1661s0002.1.V1.5	Porumb_847_2
Porumb_gnl_WGS_MXAK_Pum1662s0001.1.V1.5	Porumb_848_1
Porumb_gnl_WGS_MXAK_Pum1662s0002.1.V1.5	Porumb_848_2
Porumb_gnl_WGS_MXAK_Pum1670s0001.1.V1.5	Porumb_849_1
Porumb_gnl_WGS_MXAK_Pum1672s0001.1.V1.5	Porumb_850_1
Porumb_gnl_WGS_MXAK_Pum1672s0002.1.V1.5	Porumb_850_2
Porumb_gnl_WGS_MXAK_Pum1672s0003.1.V1.5	Porumb_850_3
Porumb_gnl_WGS_MXAK_Pum1673s0001.1.V1.5	Porumb_851_1
Porumb_gnl_WGS_MXAK_Pum1674s0001.1.V1.5	Porumb_852_1
Porumb_gnl_WGS_MXAK_Pum1674s0002.1.V1.5	Porumb_852_2
Porumb_gnl_WGS_MXAK_Pum1675s0001.1.V1.5	Porumb_853_1
Porumb_gnl_WGS_MXAK_Pum1676s0001.1.V1.5	Porumb_854_1
Porumb_gnl_WGS_MXAK_Pum1676s0002.1.V1.5	Porumb_854_2
Porumb_gnl_WGS_MXAK_Pum1676s0003.1.V1.5	Porumb_854_3
Porumb_gnl_WGS_MXAK_Pum1678s0001.1.V1.5	Porumb_855_1
Porumb_gnl_WGS_MXAK_Pum1678s0002.1.V1.5	Porumb_855_2
Porumb_gnl_WGS_MXAK_Pum1679s0001.1.V1.5	Porumb_856_1
Porumb_gnl_WGS_MXAK_Pum1679s0002.1.V1.5	Porumb_856_2
Porumb_gnl_WGS_MXAK_Pum1680s0001.1.V1.5	Porumb_857_1
Porumb_gnl_WGS_MXAK_Pum1681s0001.1.V1.5	Porumb_858_1
Porumb_gnl_WGS_MXAK_Pum1684s0001.1.V1.5	Porumb_859_1
Porumb_gnl_WGS_MXAK_Pum1684s0002.1.V1.5	Porumb_859_2
Porumb_gnl_WGS_MXAK_Pum1684s0003.1.V1.5	Porumb_859_3
Porumb_gnl_WGS_MXAK_Pum1685s0001.1.V1.5	Porumb_860_1
Porumb_gnl_WGS_MXAK_Pum1686s0001.1.V1.5	Porumb_861_1
Porumb_gnl_WGS_MXAK_Pum1686s0002.1.V1.5	Porumb_861_2
Porumb_gnl_WGS_MXAK_Pum1688s0001.1.V1.5	Porumb_862_1
Porumb_gnl_WGS_MXAK_Pum1689s0001.1.V1.5	Porumb_863_1
Porumb_gnl_WGS_MXAK_Pum1692s0001.1.V1.5	Porumb_864_1
Porumb_gnl_WGS_MXAK_Pum1692s0002.1.V1.5	Porumb_864_2
Porumb_gnl_WGS_MXAK_Pum1693s0001.1.V1.5	Porumb_865_1
Porumb_gnl_WGS_MXAK_Pum1693s0002.1.V1.5	Porumb_865_2
Porumb_gnl_WGS_MXAK_Pum1694s0001.1.V1.5	Porumb_866_1
Porumb_gnl_WGS_MXAK_Pum1694s0002.1.V1.5	Porumb_866_2
Porumb_gnl_WGS_MXAK_Pum1696s0001.1.V1.5	Porumb_867_1
Porumb_gnl_WGS_MXAK_Pum1696s0002.1.V1.5	Porumb_867_2
Porumb_gnl_WGS_MXAK_Pum1698s0001.1.V1.5	Porumb_868_1
Porumb_gnl_WGS_MXAK_Pum1698s0002.1.V1.5	Porumb_868_2
Porumb_gnl_WGS_MXAK_Pum1699s0001.1.V1.5	Porumb_869_1
Porumb_gnl_WGS_MXAK_Pum1706s0001.1.V1.5	Porumb_870_1
Porumb_gnl_WGS_MXAK_Pum1706s0002.1.V1.5	Porumb_870_2
Porumb_gnl_WGS_MXAK_Pum1706s0003.1.V1.5	Porumb_870_3
Porumb_gnl_WGS_MXAK_Pum1707s0001.1.V1.5	Porumb_871_1
Porumb_gnl_WGS_MXAK_Pum1708s0001.1.V1.5	Porumb_872_1
Porumb_gnl_WGS_MXAK_Pum1709s0001.1.V1.5	Porumb_873_1
Porumb_gnl_WGS_MXAK_Pum1710s0001.1.V1.5	Porumb_874_1
Porumb_gnl_WGS_MXAK_Pum1711s0001.1.V1.5	Porumb_875_1
Porumb_gnl_WGS_MXAK_Pum1713s0001.1.V1.5	Porumb_876_1
Porumb_gnl_WGS_MXAK_Pum1714s0001.1.V1.5	Porumb_877_1
Porumb_gnl_WGS_MXAK_Pum1714s0002.1.V1.5	Porumb_877_2
Porumb_gnl_WGS_MXAK_Pum1715s0001.1.V1.5	Porumb_878_1
Porumb_gnl_WGS_MXAK_Pum1716s0001.1.V1.5	Porumb_879_1
Porumb_gnl_WGS_MXAK_Pum1716s0002.1.V1.5	Porumb_879_2
Porumb_gnl_WGS_MXAK_Pum1719s0001.1.V1.5	Porumb_880_1
Porumb_gnl_WGS_MXAK_Pum1719s0002.1.V1.5	Porumb_880_2
Porumb_gnl_WGS_MXAK_Pum1721s0001.1.V1.5	Porumb_881_1
Porumb_gnl_WGS_MXAK_Pum1721s0002.1.V1.5	Porumb_881_2
Porumb_gnl_WGS_MXAK_Pum1724s0001.1.V1.5	Porumb_882_1
Porumb_gnl_WGS_MXAK_Pum1725s0001.1.V1.5	Porumb_883_1
Porumb_gnl_WGS_MXAK_Pum1725s0002.1.V1.5	Porumb_883_2
Porumb_gnl_WGS_MXAK_Pum1725s0003.1.V1.5	Porumb_883_3
Porumb_gnl_WGS_MXAK_Pum1726s0001.1.V1.5	Porumb_884_1
Porumb_gnl_WGS_MXAK_Pum1727s0001.1.V1.5	Porumb_885_1
Porumb_gnl_WGS_MXAK_Pum1728s0001.1.V1.5	Porumb_886_1
Porumb_gnl_WGS_MXAK_Pum1728s0002.1.V1.5	Porumb_886_2
Porumb_gnl_WGS_MXAK_Pum1729s0001.1.V1.5	Porumb_887_1
Porumb_gnl_WGS_MXAK_Pum1730s0001.1.V1.5	Porumb_888_1
Porumb_gnl_WGS_MXAK_Pum1732s0001.1.V1.5	Porumb_889_1
Porumb_gnl_WGS_MXAK_Pum1732s0002.1.V1.5	Porumb_889_2
Porumb_gnl_WGS_MXAK_Pum1733s0001.1.V1.5	Porumb_890_1
Porumb_gnl_WGS_MXAK_Pum1734s0001.1.V1.5	Porumb_891_1
Porumb_gnl_WGS_MXAK_Pum1735s0001.1.V1.5	Porumb_892_1
Porumb_gnl_WGS_MXAK_Pum1736s0001.1.V1.5	Porumb_893_1
Porumb_gnl_WGS_MXAK_Pum1737s0001.1.V1.5	Porumb_894_1
Porumb_gnl_WGS_MXAK_Pum1737s0002.1.V1.5	Porumb_894_2
Porumb_gnl_WGS_MXAK_Pum1737s0003.1.V1.5	Porumb_894_3
Porumb_gnl_WGS_MXAK_Pum1738s0001.1.V1.5	Porumb_895_1
Porumb_gnl_WGS_MXAK_Pum1741s0001.1.V1.5	Porumb_896_1
Porumb_gnl_WGS_MXAK_Pum1744s0001.1.V1.5	Porumb_897_1
Porumb_gnl_WGS_MXAK_Pum1746s0001.1.V1.5	Porumb_898_1
Porumb_gnl_WGS_MXAK_Pum1748s0001.1.V1.5	Porumb_899_1
Porumb_gnl_WGS_MXAK_Pum1749s0001.1.V1.5	Porumb_900_1
Porumb_gnl_WGS_MXAK_Pum1749s0002.1.V1.5	Porumb_900_2
Porumb_gnl_WGS_MXAK_Pum1750s0001.1.V1.5	Porumb_901_1
Porumb_gnl_WGS_MXAK_Pum1751s0001.1.V1.5	Porumb_902_1
Porumb_gnl_WGS_MXAK_Pum1752s0001.1.V1.5	Porumb_903_1
Porumb_gnl_WGS_MXAK_Pum1752s0002.1.V1.5	Porumb_903_2
Porumb_gnl_WGS_MXAK_Pum1752s0003.1.V1.5	Porumb_903_3
Porumb_gnl_WGS_MXAK_Pum1753s0001.1.V1.5	Porumb_904_1
Porumb_gnl_WGS_MXAK_Pum1755s0001.1.V1.5	Porumb_905_1
Porumb_gnl_WGS_MXAK_Pum1757s0001.1.V1.5	Porumb_906_1
Porumb_gnl_WGS_MXAK_Pum1759s0001.1.V1.5	Porumb_907_1
Porumb_gnl_WGS_MXAK_Pum1759s0002.1.V1.5	Porumb_907_2
Porumb_gnl_WGS_MXAK_Pum1760s0001.1.V1.5	Porumb_908_1
Porumb_gnl_WGS_MXAK_Pum1762s0001.1.V1.5	Porumb_909_1
Porumb_gnl_WGS_MXAK_Pum1765s0001.1.V1.5	Porumb_910_1
Porumb_gnl_WGS_MXAK_Pum1766s0001.1.V1.5	Porumb_911_1
Porumb_gnl_WGS_MXAK_Pum1766s0002.1.V1.5	Porumb_911_2
Porumb_gnl_WGS_MXAK_Pum1767s0001.1.V1.5	Porumb_912_1
Porumb_gnl_WGS_MXAK_Pum1768s0001.1.V1.5	Porumb_913_1
Porumb_gnl_WGS_MXAK_Pum1769s0001.1.V1.5	Porumb_914_1
Porumb_gnl_WGS_MXAK_Pum1769s0002.1.V1.5	Porumb_914_2
Porumb_gnl_WGS_MXAK_Pum1769s0003.1.V1.5	Porumb_914_3
Porumb_gnl_WGS_MXAK_Pum1770s0001.1.V1.5	Porumb_915_1
Porumb_gnl_WGS_MXAK_Pum1770s0002.1.V1.5	Porumb_915_2
Porumb_gnl_WGS_MXAK_Pum1770s0003.1.V1.5	Porumb_915_3
Porumb_gnl_WGS_MXAK_Pum1772s0001.1.V1.5	Porumb_916_1
Porumb_gnl_WGS_MXAK_Pum1773s0001.1.V1.5	Porumb_917_1
Porumb_gnl_WGS_MXAK_Pum1773s0002.1.V1.5	Porumb_917_2
Porumb_gnl_WGS_MXAK_Pum1775s0001.1.V1.5	Porumb_918_1
Porumb_gnl_WGS_MXAK_Pum1776s0001.1.V1.5	Porumb_919_1
Porumb_gnl_WGS_MXAK_Pum1777s0001.1.V1.5	Porumb_920_1
Porumb_gnl_WGS_MXAK_Pum1777s0002.1.V1.5	Porumb_920_2
Porumb_gnl_WGS_MXAK_Pum1778s0001.1.V1.5	Porumb_921_1
Porumb_gnl_WGS_MXAK_Pum1778s0002.1.V1.5	Porumb_921_2
Porumb_gnl_WGS_MXAK_Pum1779s0001.1.V1.5	Porumb_922_1
Porumb_gnl_WGS_MXAK_Pum1779s0002.1.V1.5	Porumb_922_2
Porumb_gnl_WGS_MXAK_Pum1780s0001.1.V1.5	Porumb_923_1
Porumb_gnl_WGS_MXAK_Pum1781s0001.1.V1.5	Porumb_924_1
Porumb_gnl_WGS_MXAK_Pum1781s0002.1.V1.5	Porumb_924_2
Porumb_gnl_WGS_MXAK_Pum1784s0001.1.V1.5	Porumb_925_1
Porumb_gnl_WGS_MXAK_Pum1785s0001.1.V1.5	Porumb_926_1
Porumb_gnl_WGS_MXAK_Pum1788s0001.1.V1.5	Porumb_927_1
Porumb_gnl_WGS_MXAK_Pum1790s0001.1.V1.5	Porumb_928_1
Porumb_gnl_WGS_MXAK_Pum1790s0002.1.V1.5	Porumb_928_2
Porumb_gnl_WGS_MXAK_Pum1791s0001.1.V1.5	Porumb_929_1
Porumb_gnl_WGS_MXAK_Pum1792s0001.1.V1.5	Porumb_930_1
Porumb_gnl_WGS_MXAK_Pum1794s0001.1.V1.5	Porumb_931_1
Porumb_gnl_WGS_MXAK_Pum1795s0001.1.V1.5	Porumb_932_1
Porumb_gnl_WGS_MXAK_Pum1796s0001.1.V1.5	Porumb_933_1
Porumb_gnl_WGS_MXAK_Pum1796s0002.1.V1.5	Porumb_933_2
Porumb_gnl_WGS_MXAK_Pum1801s0001.1.V1.5	Porumb_934_1
Porumb_gnl_WGS_MXAK_Pum1801s0002.1.V1.5	Porumb_934_2
Porumb_gnl_WGS_MXAK_Pum1802s0001.1.V1.5	Porumb_935_1
Porumb_gnl_WGS_MXAK_Pum1802s0002.1.V1.5	Porumb_935_2
Porumb_gnl_WGS_MXAK_Pum1803s0001.1.V1.5	Porumb_936_1
Porumb_gnl_WGS_MXAK_Pum1803s0002.1.V1.5	Porumb_936_2
Porumb_gnl_WGS_MXAK_Pum1804s0001.1.V1.5	Porumb_937_1
Porumb_gnl_WGS_MXAK_Pum1806s0001.1.V1.5	Porumb_938_1
Porumb_gnl_WGS_MXAK_Pum1807s0001.1.V1.5	Porumb_939_1
Porumb_gnl_WGS_MXAK_Pum1809s0001.1.V1.5	Porumb_940_1
Porumb_gnl_WGS_MXAK_Pum1810s0001.1.V1.5	Porumb_941_1
Porumb_gnl_WGS_MXAK_Pum1810s0002.1.V1.5	Porumb_941_2
Porumb_gnl_WGS_MXAK_Pum1812s0001.1.V1.5	Porumb_942_1
Porumb_gnl_WGS_MXAK_Pum1813s0001.1.V1.5	Porumb_943_1
Porumb_gnl_WGS_MXAK_Pum1816s0001.1.V1.5	Porumb_944_1
Porumb_gnl_WGS_MXAK_Pum1817s0001.1.V1.5	Porumb_945_1
Porumb_gnl_WGS_MXAK_Pum1817s0002.1.V1.5	Porumb_945_2
Porumb_gnl_WGS_MXAK_Pum1818s0001.1.V1.5	Porumb_946_1
Porumb_gnl_WGS_MXAK_Pum1818s0002.1.V1.5	Porumb_946_2
Porumb_gnl_WGS_MXAK_Pum1822s0001.1.V1.5	Porumb_947_1
Porumb_gnl_WGS_MXAK_Pum1823s0001.1.V1.5	Porumb_948_1
Porumb_gnl_WGS_MXAK_Pum1824s0001.1.V1.5	Porumb_949_1
Porumb_gnl_WGS_MXAK_Pum1825s0001.1.V1.5	Porumb_950_1
Porumb_gnl_WGS_MXAK_Pum1826s0001.1.V1.5	Porumb_951_1
Porumb_gnl_WGS_MXAK_Pum1827s0001.1.V1.5	Porumb_952_1
Porumb_gnl_WGS_MXAK_Pum1827s0002.1.V1.5	Porumb_952_2
Porumb_gnl_WGS_MXAK_Pum1830s0001.1.V1.5	Porumb_953_1
Porumb_gnl_WGS_MXAK_Pum1830s0002.1.V1.5	Porumb_953_2
Porumb_gnl_WGS_MXAK_Pum1833s0001.1.V1.5	Porumb_954_1
Porumb_gnl_WGS_MXAK_Pum1833s0002.1.V1.5	Porumb_954_2
Porumb_gnl_WGS_MXAK_Pum1835s0001.1.V1.5	Porumb_955_1
Porumb_gnl_WGS_MXAK_Pum1840s0001.1.V1.5	Porumb_956_1
Porumb_gnl_WGS_MXAK_Pum1841s0001.1.V1.5	Porumb_957_1
Porumb_gnl_WGS_MXAK_Pum1842s0001.1.V1.5	Porumb_958_1
Porumb_gnl_WGS_MXAK_Pum1843s0001.1.V1.5	Porumb_959_1
Porumb_gnl_WGS_MXAK_Pum1844s0001.1.V1.5	Porumb_960_1
Porumb_gnl_WGS_MXAK_Pum1845s0001.1.V1.5	Porumb_961_1
