orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
TUDOR.HG1.40:TDRKH	Adig,Apla,Bralan,Cgig,Clyhem,Cscu,Ctel,Dmel,Dpul,Drer,Emue,Helrob,Hsap,Hydvul,Lcom,Lgig,Linana,Lpol,Notgen,Nvec,Ocar,Phoaus,Ptyfla,Scil,Spis,Spur,Tcas,Tetwil	Metazoa	Aque,Cint,Exapal,Mlei,Platyhelminta,ScyCubozoa,Skow,Tadh,Tardigrada	1	9	70
TUDOR.HG1.41:like:TDRD10:likeclu:47	Cgig,Linana	Lophotrochozoa	Annelida,Lgig,Notgen,Phoaus	1	4	8
TUDOR.HG1.42:like:AKAP1:likeclu:43	Adig,Apla,Auraur,Dpul,Emue,Exapal,Hydvul,Lcom,Linana,Lpol,Mlei,Notgen,Nvec,Ptyfla,Scil,Skow,Spis,Spur,Tetwil	Metazoa	Annelida,Aque,Chordata,Clyhem,Cscu,Insecta,Mollusca,Morvir,Ocar,Phoaus,Platyhelminta,Tadh,Tardigrada	1	13	58
TUDOR.HG1.43:AKAP1	Adig,Apla,Aque,Auraur,Cgig,Cint,Clyhem,Cscu,Ctel,Dmel,Dpul,Drer,Emue,Emul,Exapal,Hduj,Helrob,Hsap,Lcom,Lgig,Linana,Lpol,Mlei,Morvir,Notgen,Nvec,Phoaus,Ptyfla,Ramvar,Scil,Skow,Sman,Spis,Spur,Tcas	Metazoa	Bralan,Hydvul,Ocar,Tadh,Tetwil	1	5	79
TUDOR.HG1.44:like:TDRKH:likeclu:40	Morvir,Tadh	CniTri	Anthozoa,Auraur,Hydrozoa	1	3	6
TUDOR.HG1.45:like:TDRKH:likeclu:40	Helrob,Morvir	BilCniTri	Anthozoa,ArtTardi,Auraur,Ctel,Deuterostomia,Hydrozoa,Kryptozoa,Mollusca,Platyhelminta,Tadh	1	10	13
TUDOR.HG1.46:like:TDRD10:likeclu:47	Ihof,Linana	Holozoa	Annelida,ArtTardi,Choanoflagellata,Clim,CniTri,Deuterostomia,Filasterea,Mlei,Mollusca,Nk52,Notgen,Phoaus,Platyhelminta,Porifera,SarcCfra	1	15	18
TUDOR.HG1.47:TDRD10	Adig,Apla,Bralan,Clyhem,Ctel,Emue,Exapal,Helrob,Hsap,Lgig,Linana,Mlei,Morvir,Notgen,Nvec,Phoaus,Spis,Spur,Tetwil	Metazoa	Aque,ArtTardi,Auraur,Cgig,Cint,Drer,Hemichordata,HomoCalc,Hydvul,Platyhelminta,Tadh	1	11	61
TUDOR.HG1.48:like:SND1/STK31:likeclu:51/56	Exapal,Hydvul	Cnidaria	Clyhem,Nvec,Scleractinia,ScyCubozoa	1	4	8
TUDOR.HG1.49:like:SND1/STK31:likeclu:51/56	Exapal,Linana,Lpol	BilCniTri	Annelida,Cscu,Deuterostomia,HydScyCubozoa,Mollusca,Notgen,Nvec,Pancrustacea,Phoaus,Platyhelminta,Scleractinia,Tadh,Tardigrada	1	13	18
TUDOR.HG1.4:like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH:likeclu:17/18/25/26/27/34/40/43/47/51/56	Auraur,Cgig,Cint,Ctel,Emue,Hydvul,Spur	Metazoa	Anthozoa,Apla,Aque,ArtTardi,Bralan,Clyhem,Helrob,Hemichordata,HomoCalc,Kryptozoa,Lgig,Mlei,Morvir,Platyhelminta,Tadh,Tetwil,Vertebrata	1	17	30
TUDOR.HG1.50:like:STK31:likeclu:51	Clyhem,Hduj,Nvec	BilCniTri	Arthropoda,Deuterostomia,Exapal,Hydvul,Ramvar,Scleractinia,ScyCubozoa,Spiralia,Tadh	1	9	15
TUDOR.HG1.51:STK31	Adig,Cgig,Clyhem,Ctel,Exapal,Helrob,Hsap,Hydvul,Linana,Lpol,Mlei,Nvec,Ocar,Phoaus,Ramvar	Metazoa	Ambulacraria,Bralan,Calcarea,Cint,Cscu,Demospongiae,Drer,Hduj,Lgig,Notgen,Pancrustacea,Platyhelminta,ScyCubozoa,Spis,Tadh	1	15	45
TUDOR.HG1.52:like:STK31:likeclu:51	Dpul,Morvir,Ocar,Scil,Tcas	Metazoa	Anthozoa,Arachnida,Auraur,Demospongiae,Deuterostomia,Dmel,Hydrozoa,Lcom,Mlei,Spiralia,Tadh,Tardigrada	1	12	22
TUDOR.HG1.53:like:STK31:likeclu:51	Bnat,Cgig,Cint,Cscu,Dmel,Gonavo,Meteor,Mlei,Morvir,Nvec,Ptet,Spur,Tcas	Eukaryota	Amoebozoa,Ancyromonadida,AnnKryp,ApiDino,Apla,Archaeplastida,Auraur,Bralan,CRuMs,Choanoflagellata,Discoba,Dpul,Exapal,Filasterea,Gthe,Haptista,Hemichordata,Hemimastigophora,Holomycota,Hydrozoa,Lgig,Lpol,Malawimonadidae,Metamonada,Oxytri,Plabra,Platyhelminta,Porifera,Pygbif,Retfil,Scleractinia,Stramenopiles,Tadh,Tardigrada,Teretosporea,Tthe,Ttra,Vertebrata	1	38	60
TUDOR.HG1.54:like:SND1:likeclu:56	Coka,Hduj,Lcom,Meteor,Ramvar,Sphfal	Eukaryota	Alveolata,Amoebozoa,Ancyromonadida,Arthropoda,CRuMs,Charophyta,Chlorophyta,Choanoflagellata,CniTri,Cpar,Cryptista,Demospongiae,Deuterostomia,DiatPelag,Discoba,Esil,Filasterea,Haptista,Hemimastigophora,Holomycota,Labyrinthulea,Malawimonadidae,Marpol,Metamonada,Mlei,Ngad,Ocar,Oomycota,Ppat,Pygbif,Rhizaria,Rhodophyta,Scil,Spiralia,Teretosporea,Tracheophyta,Ttra	1	37	43
TUDOR.HG1.55:like:SND1:likeclu:56	Clyhem,Hduj,Mlei,Notgen	Metazoa	Annelida,Anthozoa,Arthropoda,Brachiozoa,Deuterostomia,Hydvul,Mollusca,Platyhelminta,Porifera,Ramvar,ScyCubozoa,Tadh	1	12	18
TUDOR.HG1.56:SND1	Aano,Acas,Acoe,Adig,Alblai,Amac,Amobb2,Ancsig,Andgod,Apla,Aplker,Aque,Atha,Atri,Auraur,Aurlim,Azfi,Bden,Bdis,Bnat,Bodsal,Bralan,Cang,Carmem,Caulen,Cavfas,Ccin,Cfra,Cgig,Chabra,Chocri,Chrtob,Cint,Clim,Clyhem,Cmer,Cneo,Coerev,Cowc,Crei,Cscu,Ctel,Cvar,Cvel,Ddis,Diprot,Dmel,Dpul,Drer,Ehux,Eimten,Emue,Emul,Esil,Exapal,Fabtro,Falb,Gefoke,Gonavo,Gpro,Gracho,Gthe,Hduj,Helrob,Hemkuk,Hetalb,Honfer,Hsap,Hydvul,Jakbah,Jaklib,Klenit,Lcom,Lepsey,Lgig,Linana,Lmaj,Lpol,Malcal,Maljak,Manpla,Marpol,Masbal,Mbre,Mcir,Meteor,Mgut,Mlei,Morelo,Mpus,Ncra,Ngad,Ngru,Nk52,Notgen,Nutlon,Nvec,Ocar,Otau,Oxytri,Pavlsp,Pbla,Pfal,Phakir,Phatri,Phoaus,Pinf,Pisp,Plabra,Plafun,Plamic,Porumb,Ppat,Ptet,Ptyfla,Pygbif,Rall,Ramvar,Recame,Retfil,Rhidel,Rigram,Rirr,Sappar,Sarc,Sbic,Schagg,Scil,Secula,Skow,Sman,Smoe,Sphfal,Spis,Spom,Spun,Spur,Sros,Strcul,Styinc,Tadh,Tcas,Tcru,Tetwil,Tgon,Tielac,Tmel,Tpse,Tthe,Ttra,Tvag,Ulvmut,Umay,Umbram,Vcar,Vitbra	Eukaryota	Cocsub,Coka,Concor,Cpar,Dinozoa,DiploKip,Ihof,Morvir,Mvib,Porpur,Sacu,Scer,Spimul	1	13	336
TUDOR.HG1.57:like:SND1:likeclu:56	Hduj,Ramvar	Tardigrada		1	0	4
TUDOR.HG1.58:like:SND1:likeclu:56	Hduj,Ramvar	Tardigrada		1	0	3
TUDOR.HG1.59:like:TDRD6/TDRD15:likeclu:20	Bralan	Bralan		1	0	1
TUDOR.HG1.5:like:TDRD6/TDRD15:likeclu:20	Adig,Auraur,Bralan,Clyhem,Cscu,Hydvul,Lcom,Lgig,Linana,Phoaus,Scil,Spis	Metazoa	Actinaria,Ambulacraria,Annelida,Cgig,Demospongiae,Lpol,Mlei,Morvir,Notgen,Ocar,Pancrustacea,Platyhelminta,Tadh,Tardigrada,VertTuni	1	15	38
TUDOR.HG1.60:like:TDRD6/TDRD15:likeclu:20	Cscu	Cscu		1	0	1
TUDOR.HG1.61:like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH:likeclu:17/18/25/26/27/34/40/43/47/51/56	Skow	Skow		1	0	1
TUDOR.HG1.62:like:SND1/STK31:likeclu:51/56	Linana	Linana		1	0	1
TUDOR.HG1.63:like:SND1:likeclu:56	Ramvar	Ramvar		1	0	1
TUDOR.HG1.64:like:SND1:likeclu:56	Hduj	Hduj		1	0	1
TUDOR.HG1.6:like:TDRD6/TDRD15:likeclu:20	Apla,Auraur,Cgig,Ctel,Exapal,Linana,Lpol,Nvec,Phoaus,Skow,Spur	BilCniTri	Chordata,Cscu,Helrob,Hydrozoa,Lgig,Morvir,Notgen,Pancrustacea,Platyhelminta,Ptyfla,Scleractinia,Tadh,Tardigrada	1	13	38
TUDOR.HG1.7:like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH:likeclu:17/18/25/26/27/34/40/43/47/51/56	Adig,Auraur,Bralan,Cgig,Cint,Clyhem,Cscu,Ctel,Drer,Emue,Exapal,Lcom,Lgig,Linana,Lpol,Mlei,Morvir,Notgen,Nvec,Ocar,Ptyfla,Spis	Metazoa	Aque,Echinodermata,Helrob,Hsap,Hydvul,Pancrustacea,Phoaus,Platyhelminta,Scil,Skow,Tadh,Tardigrada,Tetwil	1	13	59
TUDOR.HG1.8:like:TDRD6/TDRD15:likeclu:20	Apla,Cgig,Emue,Exapal,Lgig,Notgen,Ptyfla	Metazoa	Annelida,Aque,ArtTardi,Brachiozoa,Chordata,HomoCalc,HydScyCubozoa,Mlei,Nvec,Platyhelminta,Scleractinia,Skow,Spur,Tadh,Tetwil	1	15	28
TUDOR.HG1.9:like:TDRD6/TDRD15:likeclu:20	Adig,Bralan,Cscu,Exapal,Linana,Lpol,Notgen,Skow,Spis	BilCniTri	Annelida,Echinodermata,HydScyCubozoa,Mollusca,Nvec,Pancrustacea,Phoaus,Platyhelminta,Ptyfla,Tadh,Tardigrada,VertTuni	1	12	33
TUDOR.HG2.0:NA	Adig,Emue,Phoaus,Spis	Metazoa	Actinaria,Annelida,Aque,ArtTardi,Deuterostomia,HomoCalc,HydScyCubozoa,Linana,Mlei,Mollusca,Notgen,Platyhelminta,Tadh,Tetwil	1	14	21
UBN_AB.HG1.0:UBN1/UBN2	Acas,Adig,Apla,Aque,Atri,Auraur,Azfi,Bden,Ccin,Cgig,Cint,Clyhem,Cneo,Cscu,Ctel,Dmel,Dpul,Drer,Emue,Emul,Gefoke,Gpro,Hduj,Helrob,Hetalb,Hsap,Hydvul,Lcom,Linana,Lpol,Malcal,Maljak,Mlei,Morelo,Morvir,Notgen,Nvec,Ocar,Pbla,Phoaus,Ptyfla,Pygbif,Ramvar,Rhidel,Rirr,Scil,Skow,Sman,Spis,Spun,Spur,Tadh,Tcas,Tetwil,Tielac,Umay,Umbram	Eukaryota	Ancyromonadida,Angiospermae,Ascomycota,Blastocladiomycota,Bralan,Bryophyta,CRuMs,Cavfas,Charophyta,Chlorophyta,Choanoflagellata,Cpar,Cryptista,Ddis,Discoba,Exapal,Falb,Filasterea,Hemimastigophora,Lgig,Marpol,Masbal,Mcir,Metamonada,Meteor,Pisp,Plafun,Rall,Rhodophyta,SARHap,Sacu,Smoe,Teretosporea,Ttra,Zoopagomycota	1	35	152
WD40.HG0.0:like:RBBP5:likeclu:7	Clyhem,Coka,Cscu,Emul,Esil,Helrob,Oxytri,Plabra,Rall,Sappar,Secula	Eukaryota	Amoebozoa,Ancyromonadida,Andalucina,Anthozoa,ApiDino,ArchaeCry,Bnat,CRuMs,Choanoflagellata,Ctel,Deuterostomia,DiatPelag,Discicristata,Eufungi,Falb,Filasterea,Haptista,Hemimastigophora,Hydvul,Jakoba,Kryptozoa,Labyrinthulea,Lpol,Malawimonadidae,Metamonada,Meteor,Mlei,Mollusca,Ngad,Oligohymenophorea,Pancrustacea,PhytAlbu,Porifera,Pygbif,Recame,Retfil,ScyCubozoa,Sman,Tadh,Tardigrada,Teretosporea,Ttra	1	42	56
WD40.HG0.1:like:RBBP5:likeclu:7	Auraur,Cgig,Clyhem,Lcom,Lgig,Malcal,Ngru,Notgen,Phoaus,Plamic,Skow,Spur,Tvag	Eukaryota	Amobb2,Amoebozoa,Ancyromonadidae,Annelida,Anthozoa,Apla,ArtTardi,CRuMs,Choanoflagellata,Chordata,Demospongiae,Diaphoratickes,Euglenozoa,Fabtro,Filasterea,Fornicata,Gefoke,Hemimastigophora,Holomycota,Hydvul,Jakobida,Linana,Maljak,Meteor,Mlei,Morvir,Ocar,Phakir,Platyhelminta,Ptyfla,Pygbif,Scil,Tadh,Teretosporea,Ttra	1	35	55
WD40.HG0.2:like:RBBP5:likeclu:7	Azfi,Diprot,Dmel,Exapal,Gefoke,Gracho,Lcom,Meteor,Pygbif,Sphfal,Umay	Eukaryota	Agaricomycotina,Amoebozoa,Ancyromonadida,Arachnida,Ascomycota,Blastocladiomycota,Charophyta,Chlorophyta,Choanoflagellata,Chocri,Chytridiomycota,Cmer,Cpar,Cryptista,Demospongiae,Deuterostomia,Discoba,Dpul,Falb,Filasterea,Hemimastigophora,HydScyCubozoa,Malawimonas,Manpla,Marpol,Metamonada,Mlei,Mucoromycota,Nvec,Ocar,Porpur,Porumb,Ppat,Rall,Rigram,SARHap,Sacu,Scil,Scleractinia,Smoe,Spermatophyta,Spiralia,Tadh,Tardigrada,Tcas,Teretosporea,Ttra,Zoopagomycota	1	48	60
WD40.HG0.3:like:RBBP5:likeclu:7	Alblai,Cavfas,Chabra,Cowc,Ihof,Malcal,Pinf	Eukaryota	Acas,Alveolata,Ancyromonadida,CRuMs,Chlorophyta,Choanozoa,Clim,Cpar,Cryptista,Dictyosteliales,Discoba,Embryophyta,Gefoke,Haptista,Hemimastigophora,Hetalb,Holomycota,Klenit,Labyrinthulea,Maljak,Masbal,Metamonada,Meteor,Mvib,Nk52,Ochrophyta,Plafun,Pygbif,Rhizaria,Rhodophyta,Sappar,SarcCfra,Ttra	1	33	38
WD40.HG0.4:like:RBBP5:likeclu:7	Ancsig,Aplker,Aurlim,Concor,Drer,Gonavo,Honfer,Meteor,Phoaus	Eukaryota	Alveolata,Ambulacraria,Amoebozoa,Annelida,Archaeplastida,ArtTardi,Blastocladiomycota,Bralan,CRuMs,Choanoflagellata,Chytridiomycota,Cint,CniTri,Coerev,DikaMuco,Discoba,Fabtro,Falb,Filasterea,Gthe,Gyrista,Haptista,Hemimastigophora,Hsap,Linana,Malawimonadidae,Metamonada,Mlei,Mollusca,Notgen,Nutlon,Plamic,Platyhelminta,Porifera,Pygbif,Rall,Rhizaria,Schagg,Teretosporea,Ttra	1	40	49
WD40.HG0.5:like:RBBP5:likeclu:7	Andgod,Aplker,Atri,Gracho,Hduj,Maljak,Mvib,Ngad,Plabra,Ramvar,Recame,Rigram,Tpse	Eukaryota	Aano,Alveolata,Amoebozoa,Ancyromonadida,Angiospermae,Arthropoda,Bnat,Bryophyta,Charophyta,Chlorophyta,Choanoflagellata,Chocri,Cmer,CniTri,Cowc,Cpar,Cryptista,Deuterostomia,Diprot,Discicristata,Gefoke,Haptista,Hemimastigophora,Holomycota,JakSec,Malcal,Manpla,Marpol,Metamonada,Meteor,Mlei,Oomycota,Phaeophyceae,Phatri,Polypodiopsida,Porifera,Porpur,Porumb,Pygbif,Retfil,Smoe,Spiralia,Styinc,Teretosporea,Thraustochytrida,Ttra	1	46	63
WD40.HG0.6:like:RBBP5:likeclu:7	Concor,Tvag	Eukaryota	Amoebozoa,Ancyromonadida,Blastocladiomycota,CRuMs,Chytridiomycota,Coerev,Diaphoratickes,DikaMuco,Discoba,Falb,Fornicata,Hemimastigophora,Holozoa,Malawimonadidae,Meteor,Pygbif,Rall,Ttra	1	18	13
WD40.HG0.7:RBBP5	Acas,Acoe,Adig,Amac,Amobb2,Ancsig,Andgod,Apla,Aque,Atha,Atri,Auraur,Aurlim,Azfi,Bden,Bdis,Bralan,Cavfas,Ccin,Cfra,Chabra,Chocri,Chrtob,Cint,Clim,Clyhem,Cmer,Cneo,Cocsub,Coerev,Coka,Concor,Cowc,Cpar,Crei,Cscu,Ctel,Cvar,Ddis,Diprot,Dmel,Dpul,Drer,Ehux,Emue,Emul,Esil,Exapal,Gefoke,Gonavo,Gpro,Gracho,Gthe,Hduj,Helrob,Hetalb,Honfer,Hsap,Hydvul,Jakbah,Klenit,Lcom,Lgig,Linana,Lpol,Malcal,Maljak,Marpol,Masbal,Mbre,Mcir,Meteor,Mgut,Mlei,Morelo,Morvir,Mpus,Mvib,Ncra,Ngru,Nk52,Notgen,Nutlon,Nvec,Ocar,Otau,Pavlsp,Pbla,Phakir,Phatri,Phoaus,Pinf,Plabra,Plafun,Plamic,Porpur,Porumb,Ppat,Ptyfla,Pygbif,Rall,Ramvar,Recame,Rhidel,Rigram,Rirr,Sacu,Sarc,Sbic,Scer,Schagg,Scil,Secula,Skow,Sman,Smoe,Sphfal,Spimul,Spis,Spom,Spun,Spur,Sros,Tadh,Tcas,Tetwil,Tielac,Tmel,Tpse,Ttra,Ulvmut,Umay,Umbram,Vcar	Eukaryota	Aano,Alblai,Alveolata,Aplker,Bnat,Cang,Caulen,Cgig,Euglenozoa,Fabtro,Falb,Hemkuk,Ihof,Jaklib,Manpla,Metamonada,Ngad,Pisp,Retfil,Sappar,Styinc	1	21	304
WD40.HG1.0:like:AHI1/ATG16L1/DCAF8/DCAF8L2/THOC3/WDR44:likeclu:7/12/14/16/17	Apla,Manpla,Phoaus,Plamic,Recame	Eukaryota	Amoebozoa,Ancyromonadidae,Andalucina,Annelida,ArtTardi,Choanoflagellata,Chordata,CniTri,Diaphoratickes,Discicristata,Fabtro,Filasterea,Hemichordata,Hemimastigophora,Holomycota,JakSec,Linana,Malawimonadidae,Metamonada,Meteor,Mlei,Mollusca,Notgen,Platyhelminta,Porifera,Pygbif,RigiDiph,Spur,Teretosporea,Ttra	1	30	31
WD40.HG1.10:like:DCAF8/DCAF8L2:likeclu:12	Acoe,Amac,Aplker,Azfi,Mgut,Nk52,Notgen,Phakir,Phoaus,Plamic,Sacu	Eukaryota	Alveolata,Amobb2,Amoebozoa,Ancyromonadidae,Annelida,ArtTardi,Atha,Atri,Bryophyta,CRuMs,Cang,Charophyta,Chlorophyta,Choanoflagellata,Chytridiomycota,Clim,CniTri,Cpar,Cryptista,Deuterostomia,Euglenozoa,Fabtro,Falb,Filasterea,Gyrista,Haptista,Hemimastigophora,Icthyophonida,Jakobida,Linana,Malawimonadidae,Marpol,Metamonada,Meteor,Mlei,Mollusca,Monocots,Ngru,Platyhelminta,Porifera,Pygbif,Rall,Rhizaria,Rhodophyta,Smoe,TerFun,Thraustochytrida,Ttra	1	48	61
WD40.HG1.11:like:DCAF8/DCAF8L2:likeclu:12	Cgig,Dpul,Emul,Lgig,Notgen,Sman,Tadh	BilCniTri	Annelida,Arachnida,Brachiozoa,Cnidaria,Deuterostomia,Insecta,Tardigrada	1	7	20
WD40.HG1.12:DCAF8/DCAF8L2	Acoe,Amobb2,Apla,Aplker,Aque,Atha,Azfi,Bdis,Cint,Clyhem,Dmel,Dpul,Drer,Exapal,Gefoke,Helrob,Hsap,Lcom,Linana,Lpol,Marpol,Mgut,Morelo,Morvir,Ngru,Nvec,Oxytri,Ppat,Sacu,Sarc,Scil,Smoe,Sphfal,Spur,Tadh,Tcas,Tetwil	Eukaryota	Amoebozoa,Ancyromonadida,ApiDino,Atri,Auraur,Blastocladiomycota,Bralan,CRuMs,Cfra,Charophyta,Chlorophyta,Choanoflagellata,Chytridiomycota,Clim,Cpar,Cryptista,Cscu,Ctel,Dikarya,Emue,Euglenozoa,Falb,Filasterea,Gyrista,Haptista,Hemichordata,Hemimastigophora,Hydvul,Ihof,Jakobida,Malawimonas,Metamonada,Meteor,Mlei,Mollusca,Mucorales,Nk52,Notgen,Ocar,Oligohymenophorea,Phakir,Phoaus,Platyhelminta,Pygbif,Rall,Rhizaria,Rhodophyta,Rirr,Sbic,Scleractinia,Tardigrada,Thraustochytrida,Ttra,Umbram,Zoopagomycota	1	55	134
WD40.HG1.13:like:THOC3:likeclu:14	Caulen,Cint,Ctel,Hduj,Marpol,Ncra,Oxytri,Pygbif,Rall,Sacu	Eukaryota	Ambulacraria,Amoebozoa,Ancyromonadida,ApiDino,Arthropoda,Azfi,Basidiomycota,Blastocladiomycota,Bralan,Bryophyta,CRuMs,Charophyta,Chlorophyceae,Choanoflagellata,Chytridiomycota,CniTri,Cpar,Cryptista,Discoba,Falb,Filasterea,Haptista,Helrob,Hemimastigophora,Kryptozoa,Malawimonadidae,Mamiellophyceae,Metamonada,Meteor,Mlei,Mollusca,Mucoromycota,Oligohymenophorea,Platyhelminta,Porifera,Ramvar,Rhizaria,Rhodophyta,Scer,Smoe,Spermatophyta,Spom,Stramenopiles,Teretosporea,Tmel,Trebouxiophyceae,Ttra,Ulvmut,Vertebrata,Zoopagomycota	1	50	59
WD40.HG1.14:THOC3	Acoe,Amobb2,Atha,Atri,Aurlim,Azfi,Bdis,Cgig,Cscu,Drer,Emue,Exapal,Fabtro,Gpro,Helrob,Hemkuk,Hsap,Lcom,Lgig,Marpol,Mcir,Mgut,Morelo,Morvir,Nvec,Pavlsp,Phoaus,Ppat,Ptyfla,Sacu,Sbic,Scil,Skow,Smoe,Sphfal,Spis,Ulvmut	Eukaryota	Adig,Alveolata,Amoebozoa,AncyPlano,Aplker,Aque,Auraur,Blastocladiomycota,Bralan,CRuMs,Caulen,Charophyta,Chlorophyceae,Choanoflagellata,Chytridiomycetes,Cint,Cpar,Cryptista,Ctel,Dikarya,Echinodermata,Euglenozoa,Falb,Filasterea,Gyrista,Hydrozoa,Jakobida,Linana,Lpol,Malawimonadidae,Mamiellophyceae,Metamonada,Meteor,Mlei,Notgen,Ocar,Pancrustacea,Pbla,Pisp,Platyhelminta,Prymnesiophyceae,Pygbif,Rall,Rhidel,Rhizaria,Rhodophyta,Rirr,SchyHond,Spimul,Tadh,Tardigrada,Teretosporea,TetraPhary,Tetwil,Trebouxiophyceae,Ttra,Umbram,Zoopagomycota	1	58	125
WD40.HG1.15:like:WDR44:likeclu:16	Acoe,Cavfas,Clim,Ddis,Fabtro,Gracho,Hduj,Mgut,Ramvar,Sros	Eukaryota	Acas,AncyPlano,Arthropoda,Atha,Atri,Bryophyta,CRuMs,Charophyta,Chlorophyta,Chocri,Cmer,CniTri,Cpar,Cryptista,Deuterostomia,Discoba,Filasterea,Hemimastigophora,Hetalb,Holomycota,Ichthyosporea,Malawimonadidae,Marpol,Masbal,Mbre,Metamonada,Meteor,Mlei,Monocots,Plafun,Polypodiopsida,Porifera,Porpur,Porumb,Pygbif,SARHap,Smoe,Spiralia,Tielac,Ttra	1	40	50
WD40.HG1.16:WDR44	Acoe,Atha,Azfi,Bdis,Caulen,Chabra,Cocsub,Coerev,Cscu,Cvar,Drer,Gracho,Helrob,Hsap,Jaklib,Lcom,Lpol,Mgut,Mpus,Otau,Oxytri,Pbla,Phoaus,Pinf,Pisp,Plabra,Ppat,Pygbif,Sacu,Sarc,Sbic,Scil,Secula,Smoe,Spimul,Spun,Styinc,Umbram	Eukaryota	Alblai,Ambulacraria,Amoebozoa,Ancyromonadida,Andgod,ApiDino,Atri,Bden,Blastocladiomycota,Bnat,Bralan,CRuMs,Cfra,Chlorophyceae,Choanoflagellata,Chocri,Cint,Clim,Cmer,CniTri,Concor,Cpar,Cryptista,Ctel,Demospongiae,Dikarya,Discicristata,Falb,Filasterea,Gpro,Haptista,Hemkuk,Ihof,Jakbah,Klenit,Labyrinthulea,Linana,Malawimonadidae,Marpol,Metamonada,Meteor,Mlei,Mollusca,MortGlom,Mucorineae,Nk52,Notgen,Ocar,Ochrophyta,Oligohymenophorea,Pancrustacea,Platyhelminta,Porpur,Porumb,Rall,Recame,Retfil,Sappar,Sphfal,Tardigrada,Ttra,Ulvmut	1	62	139
WD40.HG1.17:AHI1	Apla,Auraur,Bden,Bralan,Cint,Cscu,Diprot,Emul,Exapal,Gthe,Hsap,Lpol,Malcal,Maljak,Manpla,Ngad,Spom,Tcas	Eukaryota	Alveolata,Amoebozoa,Ancyromonadida,Archaeplastida,Basidiomycota,Blastocladiomycota,Choanoflagellata,DiatPelag,Discoba,Dmel,Dpul,Drer,Falb,Filasterea,Gefoke,Gonavo,Haptista,Hemichordata,Hemimastigophora,Hydrozoa,Labyrinthulea,Lophotrochozoa,Metamonada,Meteor,Mlei,MonoblNeocal,Morvir,Mucoromycota,Nvec,Oomycota,Phaeophyceae,Porifera,Pygbif,Rall,Rhizaria,Rigram,Scleractinia,Sman,Spun,Spur,Tadh,Tardigrada,Teretosporea,Ttra,Zoopagomycota,saccharomyceta	1	46	75
WD40.HG1.18:like:AHI1/WDR44:likeclu:16/17	Aano,Alblai,Amac,Apla,Aque,Bdis,Bnat,Cgig,Coka,Cowc,Cvel,Ehux,Emue,Fabtro,Hduj,Hetalb,Honfer,Hydvul,Lcom,Malcal,Mcir,Morvir,Ncra,Ngad,Nvec,Ocar,Pbla,Phatri,Phoaus,Pinf,Plabra,Ptyfla,Rall,Retfil,Rhidel,Sappar,Sbic,Scil,Skow,Spis,Symmic,Tetwil,Tthe,Umbram,Vitbra	Eukaryota	Acas,Adig,AncyPlano,Annelida,Apicomplexa,Aplker,Arthropoda,Atri,Auraur,Aurlim,Basidiomycota,Bremin,Bryophyta,CRuMs,Cang,Cavfas,Charophyta,Chlorophyta,Choanoflagellata,Chordata,Chrtob,Chytridiomycota,Clyhem,Cpar,Cryptista,Dictyosteliales,Discoba,Esil,Eudicots,Exapal,Falb,Gefoke,Hemimastigophora,Lgig,Linana,Maljak,Marpol,Masbal,Metamonada,Meteor,Mlei,MortGlom,Mvib,Notgen,Oxytri,Pavlsp,Perkma,Plafun,Platyhelminta,Polypodiopsida,Ptet,Pygbif,Ramvar,Rhodophyta,Scer,Schagg,Smoe,Spom,Spur,Tadh,Teretosporea,Tmel,Tpse,Ttra,Zoopagomycota	1	65	148
WD40.HG1.19:like:THOC3:likeclu:14	Apla,Cscu,Nvec,Skow	BilCniTri	Chordata,Exapal,HydScyCubozoa,Lpol,Pancrustacea,Ptyfla,Scleractinia,Spiralia,Spur,Tadh,Tardigrada	1	11	19
WD40.HG1.1:like:AHI1/ATG16L1/DCAF8/DCAF8L2/THOC3/WDR44:likeclu:7/12/14/16/17	Alblai,Exapal,Honfer,Maljak,Morvir,Schagg,Spis	Eukaryota	Adig,Alveolata,Amoebozoa,Ancyromonadida,Aplker,ArchaeCry,Auraur,Aurlim,Bilateria,CRuMs,Choanoflagellata,Discoba,Filasterea,Gefoke,Haptista,Hemimastigophora,Holomycota,Hydrozoa,Malcal,Metamonada,Meteor,Mlei,Nvec,Ochrophyta,Pinf,Porifera,Pygbif,Rhizaria,Sappar,Tadh,Teretosporea,Ttra	1	32	38
