Orthogroup	Orthogroup annotation	Gene family	Gene type	Num genes	Num species	Num lineages	LECA presence probability	LECA presence support	Closest homologs in...	Closest homologs score	Consensus architecture	Hsap symbol	Dmel symbol	Scer symbol	Atha symbol
Histone.HG1.3	MACROH2A1/MACROH2A2	Histone	Histones	35	31	3	0.003	NA	Other eukaryotic	1.000	Histone,Histone_H2A_C,Macro	MACROH2A2,MACROH2A1	NA	NA	NA
Histone.HG2.11	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	15	10	3	0.001	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG2.6	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	14	6	3	0.000	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG2.14	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	12	7	3	0.000	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG1.17	AL031777.2/H2AC1/H2AC4/H2AC6/H2AC7/H2AC8/H2AC11/H2AC12/H2AC13/H2AC14/H2AC15/H2AC16/H2AC17/H2AC18/H2AC19/H2AC20/H2AC21/H2AJ/H2AW/H2AX	Histone	Histones	308	41	3	0.000	NA	Other eukaryotic	1.000	Histone,Histone_H2A_C	H2AC1,H2AC8,H2AC6,H2AC14,H2AC20,H2AC21,H2AC7,H2AC13,H2AC11,H2AC17,H2AW,H2AC18,H2AX,H2AC12,H2AJ,H2AC19,H2AC15,H2AC16,H2AC4,AL031777.2	His2A:CG31618,His2A:CG33808,His2A:CG33814,His2A:CG33817,His2A:CG33820,His2A:CG33823,His2A:CG33826,His2A:CG33829,His2A:CG33832,His2A:CG33835,His2A:CG33838,His2A:CG33841,His2A:CG33844,His2A:CG33847,His2A:CG33850,His2A:CG33853,His2A:CG33856,His2A:CG33859,His2A:CG33862,His2A:CG33865	NA	NA
Histone.HG10.0	NA	Histone	Histones	107	3	3	0.000	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG12.0	TAF11/TAF11L3/TAF11L4/TAF11L5/TAF11L6/TAF11L7/TAF11L8/TAF11L9/TAF11L10/TAF11L13	Histone	Histones	33	24	2	0.077	NA	Other eukaryotic	1.000	TAFII28	TAF11,TAF11L8,TAF11L13,TAF11L7,TAF11L6,TAF11L4,TAF11L10,TAF11L9,TAF11L3,TAF11L5	Taf11	NA	NA
Histone.HG4.2	CHRAC1	Histone	Histones	38	34	2	0.012	NA	Other eukaryotic	1.000	CBFD_NFYB_HMF	CHRAC1	Chrac-16	NA	NA
Histone.HG2.1	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	2	2	2	0.005	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG4.3	POLE4	Histone	Histones	40	38	2	0.004	NA	Other eukaryotic	1.000	CBFD_NFYB_HMF	POLE4	Mes4	NA	NA
Histone.HG1.9	like:AL031777.2/H2AC1/H2AC4/H2AC6/H2AC7/H2AC8/H2AC11/H2AC12/H2AC13/H2AC14/H2AC15/H2AC16/H2AC17/H2AC18/H2AC19/H2AC20/H2AC21/H2AJ/H2AW/H2AX	Histone	Histones	3	3	2	0.004	NA	Other eukaryotic	1.000	Histone,Histone_H2A_C	NA	NA	NA	NA
Histone.HG1.5	like:SOS1/SOS2	Histone	Histones	7	2	2	0.003	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG3.1	like:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histones	5	3	2	0.003	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG1.4	like:SOS1/SOS2	Histone	Histones	2	2	2	0.002	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG2.12	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	6	4	2	0.001	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG4.1	like:CHRAC1/POLE4	Histone	Histones	2	2	2	0.001	NA	Other eukaryotic	1.000	CBFD_NFYB_HMF	NA	NA	NA	NA
Histone.HG1.6	like:H2AZ1/H2AZ2	Histone	Histones	3	3	2	0.001	NA	Other eukaryotic	1.000	Histone,Histone_H2A_C	NA	NA	NA	NA
Histone.HG2.3	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	5	2	2	0.001	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG6.1	like:H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	Histone	Histones	2	2	2	0.001	NA	Other eukaryotic	1.000	CENP-T_C	NA	NA	NA	NA
Histone.HG1.14	like:AL031777.2/H2AC1/H2AC4/H2AC6/H2AC7/H2AC8/H2AC11/H2AC12/H2AC13/H2AC14/H2AC15/H2AC16/H2AC17/H2AC18/H2AC19/H2AC20/H2AC21/H2AJ/H2AW/H2AX	Histone	Histones	11	8	2	0.001	NA	Other eukaryotic	1.000	Histone,Histone_H2A_C	NA	NA	NA	NA
Histone.HG2.7	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	9	4	2	0.000	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG1.2	like:H2AZ1/H2AZ2	Histone	Histones	6	6	2	0.000	NA	Other eukaryotic	1.000	Histone,Histone_H2A_C	NA	NA	NA	NA
Histone.HG3.7	like:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histones	107	21	2	0.000	NA	Other eukaryotic	1.000	Histone	NA	His2B:CG17949,His2B:CG33868,His2B:CG33870,His2B:CG33872,His2B:CG33874,His2B:CG33876,His2B:CG33878,His2B:CG33880,His2B:CG33882,His2B:CG33884,His2B:CG33886,His2B:CG33888,His2B:CG33890,His2B:CG33892,His2B:CG33894,His2B:CG33896,His2B:CG33898,His2B:CG33900,His2B:CG33902,His2B:CG33904,His2B:CG33906,His2B:CG33908,His2B:CG33910	NA	NA
Histone.HG2.8	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	2	2	1	0.040	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG2.9	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	4	2	1	0.011	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG4.9	like:CHRAC1/POLE4	Histone	Histones	1	1	1	0.002	NA	Other eukaryotic	1.000	CBFD_NFYB_HMF	NA	NA	NA	NA
Histone.HG2.4	like:H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	11	9	1	0.002	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG2.15	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	2	2	1	0.001	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG2.16	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	2	2	1	0.001	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG3.9	like:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histones	18	5	1	0.001	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG3.8	like:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histones	16	6	1	0.001	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG2.13	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	5	2	1	0.001	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG1.8	like:AL031777.2/H2AC1/H2AC4/H2AC6/H2AC7/H2AC8/H2AC11/H2AC12/H2AC13/H2AC14/H2AC15/H2AC16/H2AC17/H2AC18/H2AC19/H2AC20/H2AC21/H2AJ/H2AW/H2AX	Histone	Histones	4	1	1	0.001	NA	Other eukaryotic	1.000	Histone,Histone_H2A_C	NA	NA	NA	NA
Histone.HG3.2	like:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histones	2	1	1	0.001	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG3.4	like:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histones	2	1	1	0.001	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG1.15	like:AL031777.2/H2AC1/H2AC4/H2AC6/H2AC7/H2AC8/H2AC11/H2AC12/H2AC13/H2AC14/H2AC15/H2AC16/H2AC17/H2AC18/H2AC19/H2AC20/H2AC21/H2AJ/H2AW/H2AX	Histone	Histones	9	3	1	0.001	NA	Other eukaryotic	1.000	Histone,Histone_H2A_C	NA	NA	NA	NA
Histone.HG3.6	like:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histones	2	2	1	0.000	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG2.19	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	1	1	1	0.000	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG2.20	like:CENPA/H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histones	1	1	1	0.000	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG1.16	like:AL031777.2/H2AC1/H2AC4/H2AC6/H2AC7/H2AC8/H2AC11/H2AC12/H2AC13/H2AC14/H2AC15/H2AC16/H2AC17/H2AC18/H2AC19/H2AC20/H2AC21/H2AJ/H2AW/H2AX	Histone	Histones	3	3	1	0.000	NA	Other eukaryotic	1.000	Histone,Histone_H2A_C	NA	NA	NA	NA
Histone.HG3.3	like:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histones	3	2	1	0.000	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG1.0	like:AL031777.2/H2AC1/H2AC4/H2AC6/H2AC7/H2AC8/H2AC11/H2AC12/H2AC13/H2AC14/H2AC15/H2AC16/H2AC17/H2AC18/H2AC19/H2AC20/H2AC21/H2AJ/H2AW/H2AX/H2AZ1/H2AZ2/MACROH2A1/MACROH2A2/SOS1/SOS2	Histone	Histones	7	1	1	0.000	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
Histone.HG3.10	like:CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histones	1	1	1	0.000	NA	Other eukaryotic	1.000	Histone	NA	NA	NA	NA
LinkerHistone.HG1.3	like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	LinkerHistone	Histones	173	83	9	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Meteor	NA	NA	Linker_histone	NA	BigH1	HHO1	HIS1-3
LinkerHistone.HG1.0	H1-10	LinkerHistone	Histones	45	21	4	0.986	AmorCRUM,Malawimonadidae	NA	NA	Linker_histone	H1-10	NA	NA	NA
LinkerHistone.HG1.6	like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH	LinkerHistone	Histones	85	24	3	0.980	AmorCRUM	NA	NA	Myb_DNA-binding,Linker_histone	NA	NA	NA	HMGA,HON5,TRB1,HON4,TRB3,TRB2
LinkerHistone.HG1.5	like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH	LinkerHistone	Histones	31	24	3	0.955	AmorCRUM,Diaphoratickes	NA	NA	Linker_histone,PHD,zf-C2HC,zf-MYST,MOZ_SAS	NA	NA	NA	NA
LinkerHistone.HG1.1	like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH	LinkerHistone	Histones	6	4	3	0.176	NA	NA	NA	Linker_histone	NA	NA	NA	NA
LinkerHistone.HG1.7	like:H1-8/HP1BP3	LinkerHistone	Histones	4	4	3	0.009	NA	NA	NA	Linker_histone	NA	NA	NA	NA
LinkerHistone.HG1.2	SHPRH	LinkerHistone	Histones	25	10	3	0.000	NA	NA	NA	Linker_histone	SHPRH	NA	NA	NA
LinkerHistone.HG1.20	H1-0	LinkerHistone	Histones	57	16	2	0.045	NA	NA	NA	Linker_histone	H1-0	NA	NA	NA
LinkerHistone.HG1.13	H1-8	LinkerHistone	Histones	56	20	2	0.011	NA	NA	NA	Linker_histone	H1-8	NA	NA	NA
LinkerHistone.HG1.14	like:H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	LinkerHistone	Histones	73	10	2	0.002	NA	NA	NA	Linker_histone	NA	His1:CG31617,His1:CG33801,His1:CG33804,His1:CG33807,His1:CG33810,His1:CG33813,His1:CG33816,His1:CG33819,His1:CG33822,His1:CG33825,His1:CG33828,His1:CG33831,His1:CG33834,His1:CG33837,His1:CG33840,His1:CG33843,His1:CG33846,His1:CG33849,His1:CG33852,His1:CG33855,His1:CG33858,His1:CG33861,His1:CG33864	NA	NA
LinkerHistone.HG1.8	like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	LinkerHistone	Histones	7	3	2	0.002	NA	NA	NA	Linker_histone	NA	NA	NA	NA
LinkerHistone.HG1.12	like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	LinkerHistone	Histones	4	4	1	0.020	NA	NA	NA	Linker_histone	NA	NA	NA	NA
LinkerHistone.HG1.19	like:H1-0	LinkerHistone	Histones	48	16	1	0.007	NA	NA	NA	Linker_histone	NA	NA	NA	NA
LinkerHistone.HG1.11	like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	LinkerHistone	Histones	12	7	1	0.004	NA	NA	NA	Linker_histone	NA	NA	NA	NA
LinkerHistone.HG1.18	like:H1-0	LinkerHistone	Histones	7	4	1	0.003	NA	NA	NA	Linker_histone	NA	NA	NA	NA
LinkerHistone.HG1.4	like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6/H1-8/H1-10/HP1BP3/SHPRH	LinkerHistone	Histones	7	4	1	0.002	NA	NA	NA	Linker_histone	NA	NA	NA	NA
LinkerHistone.HG1.9	HP1BP3	LinkerHistone	Histones	7	6	1	0.001	NA	NA	NA	Linker_histone	HP1BP3	NA	NA	NA
LinkerHistone.HG1.10	like:H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	LinkerHistone	Histones	3	3	1	0.001	NA	NA	NA	Linker_histone	NA	NA	NA	NA
LinkerHistone.HG1.16	H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	LinkerHistone	Histones	33	4	1	0.001	NA	NA	NA	Linker_histone	H1-3,H1-1,H1-4,H1-5,H1-2,H1-6	NA	NA	NA
LinkerHistone.HG1.17	like:H1-0	LinkerHistone	Histones	5	5	1	0.000	NA	NA	NA	Linker_histone	NA	NA	NA	NA
LinkerHistone.HG1.15	like:H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	LinkerHistone	Histones	3	3	1	0.000	NA	NA	NA	Linker_histone	NA	NA	NA	NA
LinkerHistone.HG1.21	like:H1-8	LinkerHistone	Histones	1	1	1	0.000	NA	NA	NA	Linker_histone	NA	NA	NA	NA
LinkerHistone.HG1.22	like:H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	LinkerHistone	Histones	1	1	1	0.000	NA	NA	NA	Linker_histone	NA	NA	NA	NA
Dpy-30.HG1.19	AK7	Dpy-30	KMT2	120	96	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada	NA	NA	ADK,Dpy-30	AK7	NA	NA	NA
Dpy-30.HG1.1	DYDC1/DYDC2	Dpy-30	KMT2	90	69	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada	NA	NA	Dpy-30	DYDC2,DYDC1	CG42284	NA	NA
Dpy-30.HG1.7	NME5	Dpy-30	KMT2	93	85	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae	NA	NA	NDK,Dpy-30	NME5	NA	NA	NA
Dpy-30.HG1.20	like:DPY30	Dpy-30	KMT2	75	56	8	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.18	like:DPY30	Dpy-30	KMT2	16	14	7	0.805	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.0	like:DYDC1/DYDC2	Dpy-30	KMT2	32	24	7	0.296	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.9	like:AK7/DPY30	Dpy-30	KMT2	9	8	6	0.012	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.2	like:AK7/DPY30	Dpy-30	KMT2	22	19	5	0.001	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.6	like:NME5	Dpy-30	KMT2	9	9	4	0.503	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.17	like:DPY30	Dpy-30	KMT2	22	18	3	0.367	NA	NA	NA	Dpy-30	NA	CG33060	SDC1	NA
Dpy-30.HG1.21	DPY30	Dpy-30	KMT2	51	43	3	0.088	NA	NA	NA	Dpy-30	DPY30	Dpy-30L2,Dpy-30L1	NA	NA
Dpy-30.HG1.13	like:DPY30	Dpy-30	KMT2	8	7	3	0.001	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.14	like:DPY30	Dpy-30	KMT2	6	5	2	0.076	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.15	like:AK7	Dpy-30	KMT2	8	5	2	0.008	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.10	like:DPY30	Dpy-30	KMT2	4	4	2	0.003	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.4	like:NME5	Dpy-30	KMT2	3	3	2	0.001	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.5	like:AK7/DPY30	Dpy-30	KMT2	2	2	2	0.001	NA	NA	NA	ADK,Guanylate_kin,Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.8	like:AK7/DPY30	Dpy-30	KMT2	2	2	1	0.016	NA	NA	NA	ADK,Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.23	like:NME5	Dpy-30	KMT2	1	1	1	0.003	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.3	like:NME5	Dpy-30	KMT2	2	1	1	0.002	NA	NA	NA	Dpy-30,cNMP_binding	NA	NA	NA	NA
Dpy-30.HG1.11	like:AK7	Dpy-30	KMT2	5	4	1	0.001	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.12	like:AK7	Dpy-30	KMT2	5	4	1	0.001	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.24	like:AK7	Dpy-30	KMT2	1	1	1	0.001	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG2.0	NA	Dpy-30	KMT2	10	1	1	0.000	NA	NA	NA	Dpy-30,Pkinase	NA	NA	NA	NA
Dpy-30.HG1.22	like:DYDC1/DYDC2	Dpy-30	KMT2	1	1	1	0.000	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.25	like:DPY30	Dpy-30	KMT2	1	1	1	0.000	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Dpy-30.HG1.16	like:DPY30	Dpy-30	KMT2	5	3	1	0.000	NA	NA	NA	Dpy-30	NA	NA	NA	NA
Menin.HG1.0	MEN1	Menin	KMT2	44	35	3	0.080	NA	NA	NA	Menin	MEN1	Mnn1	NA	NA
NCOA6.HG1.0	NCOA6	NCOA6	KMT2	31	21	1	0.003	NA	NA	NA	Nucleic_acid_bd	NCOA6	NA	NA	NA
PA1.HG1.0	AC120114.4/PAGR1	PA1	KMT2	32	28	1	0.002	NA	NA	NA	PAXIP1_C	PAGR1,AC120114.4	Pa1	NA	NA
PTIP.HG2.2	PARP1	PTIP	KMT2	216	99	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Meteor	NA	NA	No consensus	PARP1	Parp	NA	PARP1
PTIP.HG4.0	REV1	PTIP	KMT2	117	101	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada	NA	NA	No consensus	REV1	Rev1	REV1	REV1
PTIP.HG3.4	RFC1	PTIP	KMT2	155	133	10	1.000	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	NA	NA	BRCT,AAA,RFC1	RFC1	Gnf1	RFC1	RFC1
PTIP.HG5.0	LIG4	PTIP	KMT2	105	82	9	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae	NA	NA	No consensus	LIG4	NA	DNL4	LIG4
PTIP.HG1.4	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	47	39	9	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	NA	NA	No consensus	NA	NA	NA	NA
PTIP.HG1.28	XRCC1	PTIP	KMT2	84	72	8	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	NA	NA	XRCC1_N,BRCT,BRCT_2	XRCC1	XRCC1	NA	XRCC1
PTIP.HG1.25	MCPH1	PTIP	KMT2	73	56	8	1.000	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	NA	NA	BRCT	MCPH1	MCPH1	NA	NA
PTIP.HG6.1	NA	PTIP	KMT2	95	71	8	1.000	AmorCRUM,Diaphoratickes,Discoba	NA	NA	NIF,BRCT	NA	Fcp1	FCP1	CPL4
PTIP.HG1.23	like:PAXIP1	PTIP	KMT2	72	60	7	1.000	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	NA	NA	No consensus	NA	NA	CHS5	NA
PTIP.HG3.0	like:RFC1	PTIP	KMT2	40	32	7	1.000	AmorCRUM,Diaphoratickes,Discoba,Hemimastigophora	NA	NA	No consensus	NA	NA	NA	NA
PTIP.HG1.0	TOPBP1	PTIP	KMT2	63	48	7	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	NA	NA	PTCB-BRCT,BRCT	TOPBP1	mus101	NA	NA
PTIP.HG1.7	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	11	10	7	0.997	AmorCRUM,Diaphoratickes	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG1.14	like:ECT2	PTIP	KMT2	61	48	6	1.000	AmorCRUM,Diaphoratickes,Discoba	NA	NA	PTCB-BRCT	NA	NA	NA	MEI1
PTIP.HG2.0	PARP4	PTIP	KMT2	59	39	6	1.000	AmorCRUM,Diaphoratickes,Discoba,Meteor	NA	NA	No consensus	PARP4	NA	NA	NA
PTIP.HG1.24	like:BRCA1/MCPH1/XRCC1	PTIP	KMT2	39	35	6	1.000	AmorCRUM,Diaphoratickes,Malawimonadidae	NA	NA	BRCT	NA	NA	RAD9	NA
