gene	architecture	core_class_string	TE_class_string	is_contiguous_assembly	num_expressed	is_expressed	is_contiguous_coverage	is_monoexonic	is_in_cluster	is_validated	species	TE_class	TE_type	TE_classtype	TE_domain_string	architecture_simple	evidence_status	structure_status	core_class_string_simple
Chabra_GBG76903	Chromo DUF659	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	DUF659	Chromo,DUF659	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG77055	RVT_1 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG77426	RVT_1 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	0	FALSE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,Chromo	contiguous assembly, no expression	multiexon, no cluster	Chromo
Chabra_GBG77614	RVT_1 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG77709	RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG78811	Integrase_H2C2 SAWADEE	SAWADEE	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	Integrase_H2C2,SAWADEE	contiguous assembly, partial expression	multiexon, no cluster	Others
Chabra_GBG78988	Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG79044	RVT_1 Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG79068	RVT_1 RT_RNaseH_2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,RT_RNaseH_2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG79211	RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG79229	RVT_1 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	0	FALSE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,Chromo	contiguous assembly, no expression	multiexon, no cluster	Chromo
Chabra_GBG79239	DDE_Tnp_4 Tudor-knot MRG	MRG	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;PIF-Harbinger;Harbinger	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	DNA	PIF-Harbinger	DNA PIF-Harbinger	DDE_Tnp_4	DDE_Tnp_4,Tudor-knot,MRG	contiguous assembly, partial expression	multiexon, no cluster	Others
Chabra_GBG79250	PHD RVT_1 RT_RNaseH_2	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	PHD,RVT_1,RT_RNaseH_2	contiguous assembly, partial expression	multiexon, no cluster	PHD
Chabra_GBG79634	RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG79648	RVT_1 Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG79681	RVT_1 RT_RNaseH_2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,RT_RNaseH_2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG80045	Kelch_4 Kelch_3 Kelch_3 Kelch_3 DUF659 Kelch_4	Kelch	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;hAT;Tag1	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	DNA	hAT	DNA hAT	DUF659	Kelch_4,Kelch_3,DUF659	contiguous assembly, partial expression	multiexon, no cluster	Others
Chabra_GBG80090	Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	Integrase_H2C2,Chromo	contiguous assembly, partial expression	monoexon, no cluster	Chromo
Chabra_GBG80280	RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	TRUE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, complete expression	monoexon, no cluster	Chromo
Chabra_GBG80309	Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG80503	Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	Integrase_H2C2,Chromo	contiguous assembly, partial expression	monoexon, no cluster	Chromo
Chabra_GBG80696	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG80887	RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	broken assembly, no expression	multiexon, no cluster	Chromo
Chabra_GBG80989	RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	TRUE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	monoexon, no cluster	Chromo
Chabra_GBG81351	Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG81372	RVT_1 RT_RNaseH_2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	0	FALSE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,RT_RNaseH_2,Chromo	contiguous assembly, no expression	multiexon, no cluster	Chromo
Chabra_GBG81810	ABC2_membrane_7 RVT_1 Chromo RVT_1 RT_RNaseH_2	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	ABC2_membrane_7,RVT_1,Chromo,RT_RNaseH_2	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG81879	RVT_1 RT_RNaseH Chromo DUF4360	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,RT_RNaseH,Chromo,DUF4360	broken assembly, no expression	multiexon, no cluster	Chromo
Chabra_GBG81918	RVT_1 RT_RNaseH Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,RT_RNaseH,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG82132	RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG82273	zf-C2H2_6 RVT_1 RT_RNaseH_2 zf-C2H2_6 zf-C2H2_6 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	zf-C2H2_6,RVT_1,RT_RNaseH_2,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Chabra_GBG82501	RVT_1 RT_RNaseH_2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,RT_RNaseH_2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG82517	RVT_1 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG82819	RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG82836	RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG82990	RVT_1 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG83039	RT_RNaseH RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RT_RNaseH,RVT_1,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG83168	RVT_1 Integrase_H2C2 Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG83333	Histone RVT_1	Histone	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	Histone,RVT_1	contiguous assembly, partial expression	multiexon, no cluster	Histone
Chabra_GBG83362	RT_RNaseH_2 Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	RT_RNaseH_2,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG83469	RVT_1 Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG83578	RVT_1 Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, cluster	Chromo
Chabra_GBG83580	RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	TRUE	TRUE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	monoexon, cluster	Chromo
Chabra_GBG84159	Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	0	FALSE	FALSE	TRUE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	Integrase_H2C2,Chromo	contiguous assembly, no expression	monoexon, no cluster	Chromo
Chabra_GBG84395	RVT_1 RT_RNaseH Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,RT_RNaseH,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG84737	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG84758	RVT_1 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG84862	RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	TRUE	TRUE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	monoexon, cluster	Chromo
Chabra_GBG84926	RVT_1 RT_RNaseH_2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,RT_RNaseH_2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG85065	RVT_1 RT_RNaseH Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,RT_RNaseH,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG85461	RVT_1 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG85533	SNF2_N RT_RNaseH Integrase_H2C2	SNF2_N	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	SNF2_N,RT_RNaseH,Integrase_H2C2	contiguous assembly, partial expression	multiexon, no cluster	SNF2_N
Chabra_GBG85663	RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG85827	RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG86040	RVT_1 RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH,Integrase_H2C2,Chromo	broken assembly, no expression	multiexon, no cluster	Chromo
Chabra_GBG86049	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	0	FALSE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,Chromo	contiguous assembly, no expression	multiexon, no cluster	Chromo
Chabra_GBG86244	RVT_1 SAWADEE	SAWADEE	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,SAWADEE	contiguous assembly, partial expression	multiexon, no cluster	Others
Chabra_GBG86325	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Chabra_GBG86329	RT_RNaseH_2 Bromodomain BET Integrase_H2C2	Bromodomain	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Chabra	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	RT_RNaseH_2,Bromodomain,BET,Integrase_H2C2	contiguous assembly, partial expression	multiexon, no cluster	Others
