aOG	ancestral_evidence_string	gene_fam	num_lineages	num_species	num_genes	refOGs	refOGs_label	list_genes
aOG.eur_DOT112	AmorCRUM,Ancyromonadida	DOT1	2	2	2	DOT1.HG1.10:like:DOT1L:likeclu:13	like:DOT1L	Lcom_lcpid182788,Plamic_ANCSI_02931.mRNA.1
aOG.eur_DOT113	AmorCRUM,Diaphoratickes	DOT1	2	2	2	DOT1.HG1.10:like:DOT1L:likeclu:13	like:DOT1L	Adig_XP_015760992.1,Chrtob_KOO24510.1
aOG.eur_DOT12	Diaphoratickes	DOT1	1	2	2	DOT1.HG1.10:like:DOT1L:likeclu:13	like:DOT1L	Gonavo_g19034.t1,Sappar_KDO29319
aOG.eur_DOT13	Diaphoratickes	DOT1	1	2	2	DOT1.HG1.10:like:DOT1L:likeclu:13	like:DOT1L	Otau_XP_003080919.1,Pavlsp_1015025
aOG.eur_DOT14	Diaphoratickes,Hemimastigophora	DOT1	2	2	2	DOT1.HG1.7:like:DOT1L:likeclu:13	like:DOT1L	Coka_g11358.t1,Spimul_3297_TR1607_c0_g2
aOG.eur_DOT15	AmorCRUM,Diaphoratickes,Hemimastigophora	DOT1	3	5	5	DOT1.HG1.5:like:DOT1L:likeclu:13,DOT1.HG1.8:like:DOT1L:likeclu:13,DOT1.HG1.9:like:DOT1L:likeclu:13	like:DOT1L	Ehux_EOD23038,Hemkuk_13364_TR4591_c0_g1,Plafun_PRP80216,Sappar_KDO23325,Sarc_Sarc4_g26402T
aOG.eur_DOT16	Diaphoratickes,Discoba	DOT1	2	3	3	DOT1.HG1.11:like:DOT1L:likeclu:13	like:DOT1L	Amobb2_AMBB2_10193.mRNA.1,Chrtob_KOO29961.1,Mpus_XP_003055928.1
aOG.eur_DOT17	Diaphoratickes	DOT1	1	4	4	DOT1.HG1.11:like:DOT1L:likeclu:13	like:DOT1L	Caulen_g6165.t1,Sappar_KDO26937,Schagg_20409,Vcar_XP_002948676.1
aOG.eur_DOT18	Diaphoratickes	DOT1	1	3	3	DOT1.HG1.21:like:DOT1L:likeclu:13	like:DOT1L	Bnat_JGI_V11_46972,Honfer_GBG30582,Smoe_EFJ37956
aOG.eur_DOT19	AmorCRUM,Ancyromonadida,Diaphoratickes,Hemimastigophora,Malawimonadidae	DOT1	5	5	5	DOT1.HG1.19:like:DOT1L:likeclu:13	like:DOT1L	Fabtro_Gene.30846,Gefoke_MALSP_16363.mRNA.1,Honfer_GBG29524,Spimul_2530_TR1217_c0_g1,Sros_EGD75083
aOG.eur_SET0	AmorCRUM,Diaphoratickes,Discoba	SET	3	3	3	SET.HG10.1:NA	NA	Aurlim_139333,Bodsal_CUG91046.1,Morelo_OAQ33482
aOG.eur_SET1	Diaphoratickes,Discoba,Hemimastigophora	SET	3	3	3	SET.HG3.19:like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B:likeclu:13/21/22	like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B	Ngru_EFC48529,Spimul_22314_TR10986_c0_g1,Tpse_EED86888
aOG.eur_SET10	AmorCRUM,Diaphoratickes,Discoba	SET	3	3	3	SET.HG3.19:like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B:likeclu:13/21/22,SET.HG3.20:like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B:likeclu:13/21/22	like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B	Acas_ELR24098,Mpus_XP_003057315.1,Recame_RECAM_04870.mRNA.1
aOG.eur_SET11	Metamonada	SET	1	1	2	SET.HG3.10:like:SETD1A/SETD1B:likeclu:13	like:SETD1A/SETD1B	Tvag_XP_001314927.1,Tvag_XP_001584257.1
aOG.eur_SET12	Diaphoratickes,Metamonada	SET	2	2	2	SET.HG3.13:SETD1A/SETD1B	SETD1A/SETD1B	Gracho_PXF50180.1,Tvag_XP_001581581.1
aOG.eur_SET13	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae,Meteor	SET	5	16	17	SET.HG3.15:like:KMT2A/KMT2B/KMT2C/KMT2D:likeclu:21/22,SET.HG3.16:like:KMT2A/KMT2B/KMT2C/KMT2D:likeclu:21/22,SET.HG3.17:like:KMT2A/KMT2B/KMT2C/KMT2D:likeclu:21/22,SET.HG3.21:KMT2C/KMT2D,SET.HG3.22:KMT2A/KMT2B	KMT2A/KMT2B,KMT2C/KMT2D,like:KMT2A/KMT2B/KMT2C/KMT2D	Chocri_XP_005716708.1,Diprot_Gene.28913,Emul_CDS42222.1,Gracho_PXF43692.1,Gthe_EKX50607,Lpol_XP_022239025.1,Malcal_MALCA_04948.mRNA.1,Maljak_MALJA_07286.mRNA.1,Meteor_CRO19MET_NODE_2799.p2,Nk52_evm79s221,Phatri_Phatr3_J15937.p1,Plamic_ANCSI_01307.mRNA.1,Sappar_KDO25203,Smoe_EFJ18065,Smoe_EFJ23651,Spis_XP_022800909_1,Tielac_KYR01218
aOG.eur_SET14	Diaphoratickes	SET	1	2	3	SET.HG2.19:like:SETD3/SETD4:likeclu:16/17,SET.HG4.10:ASH1L,SET.HG4.11:SETD2	ASH1L,like:SETD3/SETD4,SETD2	Plabra_CEP03120,Plabra_CEP03623,Symmic_Smic39176
aOG.eur_SET15	AmorCRUM,Discoba	SET	2	2	2	SET.HG1.58:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71,SET.HG1.71:SMYD5	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5,SMYD5	Morelo_OAQ30175,Phakir_PHAKIR_17161.mRNA.4
aOG.eur_SET16	AmorCRUM,Discoba	SET	2	2	2	SET.HG1.71:SMYD5	SMYD5	Acas_ELR23374,Amobb2_AMBB2_02797.mRNA.1
aOG.eur_SET17	AmorCRUM,Ancyromonadida,Diaphoratickes	SET	3	4	4	SET.HG1.8:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5	Nk52_evm37s294,Pinf_PITG_21597T0,Plamic_ANCSI_01319.mRNA.1,Rigram_Gene.26912
aOG.eur_SET18	AmorCRUM,Diaphoratickes,Malawimonadidae	SET	3	7	7	SET.HG1.4:SMYD4,SET.HG1.5:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5,SMYD4	Cavfas_EGG22918,Crei_PNW80452,Hetalb_XP_020435477.1,Maljak_MALJA_09885.mRNA.1,Oxytri_EJY83200,Rirr_GBC37099,Tmel_CAZ80631
aOG.eur_SET19	Diaphoratickes	SET	1	2	2	SET.HG3.20:like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B:likeclu:13/21/22	like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B	Crei_PNW79876,Sappar_KDO19679
aOG.eur_SET2	Diaphoratickes,Hemimastigophora	SET	2	2	2	SET.HG10.0:NA	NA	Gthe_EKX47774,Spimul_10821_TR5761_c0_g1
aOG.eur_SET20	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	SET	4	10	10	SET.HG2.5:like:SETD3/SETD4:likeclu:16/17,SET.HG3.11:like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B:likeclu:13/21/22,SET.HG3.20:like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B:likeclu:13/21/22	like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B,like:SETD3/SETD4	Cavfas_EGG13257,Chabra_GBG86680,Emue_0001g3281a,Hetalb_XP_020428212.1,Klenit_GAQ91577.1,Malcal_MALCA_00844.mRNA.1,Plabra_CEO95201,Recame_RECAM_17933.mRNA.1,Rigram_Gene.41652,Tielac_KYQ92583
aOG.eur_SET21	AmorCRUM	SET	1	2	2	SET.HG3.13:SETD1A/SETD1B	SETD1A/SETD1B	Clim_evm129s210,Tielac_KYQ89814
aOG.eur_SET22	Diaphoratickes,Meteor	SET	2	2	2	SET.HG5.3:SETMAR,SET.HG5.7:SETDB1/SETDB2	SETDB1/SETDB2,SETMAR	Aano_EGB13058,Meteor_CRO19MET_NODE_9489.p1
aOG.eur_SET23	Discoba	SET	1	3	3	SET.HG5.1:SUV39H1/SUV39H2,SET.HG5.4:like:EHMT1/EHMT2/SETDB1/SETDB2/SUV39H1/SUV39H2:likeclu:1/6/7	like:EHMT1/EHMT2/SETDB1/SETDB2/SUV39H1/SUV39H2,SUV39H1/SUV39H2	Amobb2_AMBB2_14025.mRNA.1,Andgod_ANDGO_00057.mRNA.1,Ngru_EFC40674
aOG.eur_SET24	Diaphoratickes,Malawimonadidae	SET	2	2	2	SET.HG4.11:SETD2,SET.HG4.9:NSD1/NSD2/NSD3	NSD1/NSD2/NSD3,SETD2	Bnat_JGI_V11_85862,Gefoke_MALSP_09708.mRNA.1
aOG.eur_SET25	AmorCRUM,Diaphoratickes,Discoba,Meteor	SET	4	6	6	SET.HG4.11:SETD2	SETD2	Diprot_Gene.29586,Jakbah_JAKBA_00106.mRNA.1,Klenit_GAQ81302.1,Meteor_CRO19MET_NODE_5809.p1,Recame_RECAM_16147.mRNA.1,Secula_SECUL_05549.mRNA.1
aOG.eur_SET26	AmorCRUM,Ancyromonadida,Discoba,Malawimonadidae	SET	4	4	5	SET.HG1.56:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71,SET.HG1.61:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71,SET.HG1.66:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71,SET.HG1.73:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5	Amobb2_AMBB2_11352.mRNA.1,Diprot_Gene.24914,Diprot_Gene.31387,Gefoke_MALSP_09756.mRNA.1,Nutlon_comp21080_c0_seq1.p1
aOG.eur_SET27	Ancyromonadida,Discoba	SET	2	3	3	SET.HG3.13:SETD1A/SETD1B	SETD1A/SETD1B	Andgod_ANDGO_04367.mRNA.1,Phakir_PHAKIR_02810.mRNA.1,Plamic_ANCSI_00610.mRNA.1
aOG.eur_SET28	Diaphoratickes	SET	1	2	2	SET.HG5.1:SUV39H1/SUV39H2	SUV39H1/SUV39H2	Azfi_s0032.g024933,Ppat_Pp3c8_250V3.1
aOG.eur_SET29	AmorCRUM,Discoba,Malawimonadidae	SET	3	5	5	SET.HG1.46:like:SMYD5:likeclu:71	like:SMYD5	Amobb2_AMBB2_08134.mRNA.1,Gefoke_MALSP_15674.mRNA.1,Plafun_PRP86296,Pygbif_GCRY01001598.1.p1,Tielac_KYQ94027
aOG.eur_SET3	AmorCRUM,Diaphoratickes	SET	2	8	8	SET.HG7.0:SETD7	SETD7	Bremin_symbB.v1.2.013565.t1,Ddis_EAL63344,Gthe_EKX55321,Hetalb_XP_020429901.1,Hsap_ENSP00000274031.3,Manpla_Gene.45515,Retfil_ETO24447,Tielac_KYQ92708
aOG.eur_SET30	AmorCRUM,Diaphoratickes,Malawimonadidae	SET	3	6	6	SET.HG1.4:SMYD4	SMYD4	Bdis_PNT67662,Gefoke_MALSP_01994.mRNA.1,Mgut_XP_012858309.1,Notgen_g12914.t1,Phoaus_g13240.t1,Plafun_PRP73544
aOG.eur_SET31	AmorCRUM,Malawimonadidae	SET	2	4	4	SET.HG4.11:SETD2	SETD2	Cint_ENSCINP00000025949.2,Gefoke_MALSP_00105.mRNA.1,Hsap_ENSP00000386759.3,Lpol_XP_013773324.2
aOG.eur_SET32	AmorCRUM,Ancyromonadida,Diaphoratickes	SET	3	4	4	SET.HG4.11:SETD2	SETD2	Plamic_ANCSI_03774.mRNA.1,Ptet_CAK58584,Rhidel_EIE91360,Spun_KNC98643
aOG.eur_SET33	AmorCRUM,Diaphoratickes	SET	2	4	4	SET.HG1.30:like:SMYD5:likeclu:71,SET.HG1.46:like:SMYD5:likeclu:71	like:SMYD5	Mgut_XP_012852354.1,Pavlsp_979073,Smoe_EFJ32670,Ttra_KNC54270
aOG.eur_SET34	AmorCRUM,Discoba,Hemimastigophora	SET	3	4	5	SET.HG1.67:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71,SET.HG1.73:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71,SET.HG1.75:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5	Amobb2_AMBB2_13298.mRNA.1,Ddis_EAL70485,Hemkuk_2407_TR848_c0_g1,Spimul_16879_TR9092_c0_g1,Spimul_6128_TR3151_c1_g1
aOG.eur_SET35	AmorCRUM,Diaphoratickes	SET	2	3	3	SET.HG1.28:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71,SET.HG1.56:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71,SET.HG1.67:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5	Gonavo_comp19133_c0_seq1_6_ORF24_486,Hetalb_XP_020429154.1,Vitbra_CEM21546.1
aOG.eur_SET36	Ancyromonadida,Diaphoratickes,Discoba	SET	3	3	3	SET.HG1.28:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5	Amobb2_AMBB2_08383.mRNA.1,Gonavo_comp58769_c0_seq1_6_ORF38_497,Plamic_ANCSI_10017.mRNA.1
aOG.eur_SET37	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	SET	4	8	8	SET.HG1.69:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5	Acas_ELR20692,Amobb2_AMBB2_01237.mRNA.1,Azfi_s0010.g012196,Esil_CBN74163,Malcal_MALCA_08352.mRNA.1,Plafun_PRP82961,Ppat_Pp3c11_23530V3.1,Umbram_257427
aOG.eur_SET38	AmorCRUM	SET	1	2	2	SET.HG3.13:SETD1A/SETD1B	SETD1A/SETD1B	Diprot_Gene.20063,Rall_EPZ31799
aOG.eur_SET39	AmorCRUM,Diaphoratickes	SET	2	2	2	SET.HG3.13:SETD1A/SETD1B	SETD1A/SETD1B	Chrtob_KOO27264.1,Rigram_Gene.29356
aOG.eur_SET4	AmorCRUM,Diaphoratickes,Discoba,Meteor	SET	4	6	6	SET.HG1.16:like:SMYD5:likeclu:71	like:SMYD5	Amobb2_AMBB2_03365.mRNA.1,Diprot_Gene.27731,Klenit_GAQ80581.1,Meteor_CRO19MET_NODE_7407.p1,Nk52_evm5s859,Tielac_KYQ88521
aOG.eur_SET40	Discoba,Malawimonadidae	SET	2	3	4	SET.HG3.13:SETD1A/SETD1B	SETD1A/SETD1B	Gefoke_MALSP_03043.mRNA.1,Maljak_MALJA_15745.mRNA.1,Maljak_MALJA_17725.mRNA.1,Recame_RECAM_15307.mRNA.1
aOG.eur_SET41	AmorCRUM,Diaphoratickes,Discoba,Hemimastigophora,Meteor	SET	5	11	12	SET.HG3.10:like:SETD1A/SETD1B:likeclu:13,SET.HG3.12:like:SETD1A/SETD1B:likeclu:13,SET.HG3.13:SETD1A/SETD1B	like:SETD1A/SETD1B,SETD1A/SETD1B	Amobb2_AMBB2_08557.mRNA.1,Coka_g12742.t1,Esil_CBN75119,Hemkuk_6964_TR2378_c0_g1,Marpol_PTQ50061,Meteor_CRO19MET_NODE_7499.p1,Plabra_CEP02621,Plafun_PRP73971,Ppat_Pp3c13_4470V3.1,Sphfal_Sphfalx11G036800.1.p,Sphfal_Sphfalx15G042700.1.p,Tadh_P32357
aOG.eur_SET42	AmorCRUM,Diaphoratickes	SET	2	3	3	SET.HG5.7:SETDB1/SETDB2	SETDB1/SETDB2	Aque_Aqu2.1.29865_001,Azfi_s0188.g056787,Sbic_EES05802
aOG.eur_SET43	AmorCRUM,Malawimonadidae,Metamonada	SET	3	4	4	SET.HG5.6:EHMT1/EHMT2,SET.HG5.7:SETDB1/SETDB2	EHMT1/EHMT2,SETDB1/SETDB2	Bralan_BL08071_cuf7,Drer_ENSDARP00000130049.1,Gefoke_MALSP_17798.mRNA.1,Tvag_XP_001276923.1
aOG.eur_SET44	AmorCRUM	SET	1	2	3	SET.HG5.1:SUV39H1/SUV39H2,SET.HG5.4:like:EHMT1/EHMT2/SETDB1/SETDB2/SUV39H1/SUV39H2:likeclu:1/6/7	like:EHMT1/EHMT2/SETDB1/SETDB2/SUV39H1/SUV39H2,SUV39H1/SUV39H2	Plafun_PRP81958,Plafun_PRP86355,Tielac_KYQ88537
aOG.eur_SET45	AmorCRUM,Hemimastigophora,Meteor	SET	3	4	5	SET.HG4.11:SETD2,SET.HG4.9:NSD1/NSD2/NSD3	NSD1/NSD2/NSD3,SETD2	Drer_ENSDARP00000106822.1,Drer_ENSDARP00000156812.1,Meteor_CRO19MET_NODE_594.p1,Spimul_18950_TR10098_c0_g1,Tetwil_Twilhelma_g23087.t1
aOG.eur_SET46	AmorCRUM,Diaphoratickes,Hemimastigophora	SET	3	6	6	SET.HG4.11:SETD2	SETD2	Bnat_JGI_V11_72270,Cavfas_EGG13662,Ddis_EAL73519,Hetalb_XP_020433149.1,Rigram_Gene.38110,Spimul_10366_TR5540_c0_g1
aOG.eur_SET47	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	SET	4	4	4	SET.HG4.11:SETD2,SET.HG4.8:like:NSD1/NSD2/NSD3:likeclu:9	like:NSD1/NSD2/NSD3,SETD2	Acas_ELR22513,Amobb2_AMBB2_12527.mRNA.1,Ehux_EOD41735,Plamic_ANCSI_10688.mRNA.1
aOG.eur_SET48	Ancyromonadida,Diaphoratickes,Metamonada	SET	3	10	11	SET.HG4.11:SETD2,SET.HG4.7:like:ASH1L/NSD1/NSD2/NSD3/SETD2:likeclu:9/10/11,SET.HG4.9:NSD1/NSD2/NSD3	like:ASH1L/NSD1/NSD2/NSD3/SETD2,NSD1/NSD2/NSD3,SETD2	Ancsig_Gene.21664,Aplker_79755,Bdis_KQJ99871,Carmem_2347.p1,Carmem_5932.p1,Coka_g11301.t1,Glam_EDO79379,Sappar_KDO24656,Sbic_EES06952,Smoe_EFJ16223,Ulvmut_UM003_02701
aOG.eur_SET49	AmorCRUM,Diaphoratickes	SET	2	4	4	SET.HG2.4:like:SETD6:likeclu:8	like:SETD6	Esil_CBJ30557,Ihof_evm25s11,Manpla_Gene.25131,Plafun_PRP86895
aOG.eur_SET5	AmorCRUM,Malawimonadidae	SET	2	2	2	SET.HG3.20:like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B:likeclu:13/21/22,SET.HG4.1:like:ASH1L/KMT2E/NSD1/NSD2/NSD3/SETD2/SETD5:likeclu:5/9/10/11	like:ASH1L/KMT2E/NSD1/NSD2/NSD3/SETD2/SETD5,like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B	Malcal_MALCA_11220.mRNA.1,Morvir_scaffold269.g2.t1
aOG.eur_SET50	AmorCRUM,Diaphoratickes	SET	2	5	5	SET.HG2.7:like:SETD6:likeclu:8	like:SETD6	Cavfas_EGG18227,Diprot_Gene.21214,Pisp_OUM70646.1,Sacu_v1.1_s0002.g000839,Symmic_Smic3066
aOG.eur_SET51	AmorCRUM,Ancyromonadida,Diaphoratickes,Metamonada,Meteor	SET	5	7	7	SET.HG2.6:like:SETD6:likeclu:8,SET.HG2.7:like:SETD6:likeclu:8,SET.HG2.8:SETD6	like:SETD6,SETD6	Carmem_1218.p1,Crei_PNW84932,Mcir_OAD09210,Meteor_CRO19MET_NODE_5427.p1,Plabra_CEO98390,Plamic_ANCSI_00253.mRNA.1,Pygbif_GCRY01004674.1.p1
aOG.eur_SET52	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	SET	5	7	7	SET.HG2.11:like:SETD3/SETD4:likeclu:16/17,SET.HG2.14:like:SETD3/SETD4:likeclu:16/17,SET.HG2.18:like:SETD3/SETD4:likeclu:16/17,SET.HG2.19:like:SETD3/SETD4:likeclu:16/17	like:SETD3/SETD4	Diprot_Gene.22223,Linana_g22946.t1,Maljak_MALJA_08565.mRNA.1,Plafun_PRP86193,Plamic_ANCSI_07107.mRNA.1,Recame_RECAM_04913.mRNA.1,Sappar_KDO34458
aOG.eur_SET53	AmorCRUM,Hemimastigophora	SET	2	2	2	SET.HG1.56:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71,SET.HG1.66:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5	Falb_KCV67856,Hemkuk_20032_TR6643_c0_g1
aOG.eur_SET54	AmorCRUM,Hemimastigophora	SET	2	2	2	SET.HG1.44:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71,SET.HG1.65:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5	Hemkuk_5096_TR1779_c0_g1,Tielac_KYQ93875
aOG.eur_SET55	Diaphoratickes	SET	1	2	2	SET.HG1.19:SMYD1/SMYD2/SMYD3	SMYD1/SMYD2/SMYD3	Cvel_984.t1-p1,Vitbra_CEL95444.1
aOG.eur_SET56	AmorCRUM	SET	1	2	2	SET.HG5.1:SUV39H1/SUV39H2	SUV39H1/SUV39H2	Drer_ENSDARP00000034818.6,Spur_XP_782949.3
aOG.eur_SET57	AmorCRUM,Diaphoratickes,Malawimonadidae	SET	3	4	4	SET.HG2.10:like:SETD3/SETD4:likeclu:16/17,SET.HG2.5:like:SETD3/SETD4:likeclu:16/17	like:SETD3/SETD4	Gefoke_MALSP_18439.mRNA.1,Klenit_GAQ82874.1,Marpol_PTQ29227,Plafun_PRP77191
aOG.eur_SET58	Diaphoratickes,Discoba,Malawimonadidae	SET	3	4	4	SET.HG2.17:SETD4,SET.HG2.18:like:SETD3/SETD4:likeclu:16/17	like:SETD3/SETD4,SETD4	Andgod_ANDGO_04007.mRNA.1,Gefoke_MALSP_14909.mRNA.1,Gonavo_g34777.t1,Styinc_Gene20283_m20283
aOG.eur_SET59	AmorCRUM,Ancyromonadida,Diaphoratickes,Meteor	SET	4	6	6	SET.HG2.19:like:SETD3/SETD4:likeclu:16/17,SET.HG2.24:like:SETD3/SETD4:likeclu:16/17	like:SETD3/SETD4	Acas_ELR18348,Cowc_KJE93621,Meteor_CRO19MET_NODE_4460.p2,Plamic_ANCSI_02919.mRNA.1,Rigram_Gene.18384,Sbic_KXG35611
aOG.eur_SET6	AmorCRUM,Diaphoratickes,Discoba	SET	3	3	3	SET.HG3.8:like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B:likeclu:13/21/22	like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B	Amobb2_AMBB2_00521.mRNA.1,Bnat_JGI_V11_144574,Umbram_244349
aOG.eur_SET60	Diaphoratickes	SET	1	1	2	SET.HG2.36:like:SETD3/SETD4:likeclu:16/17,SET.HG2.42:like:SETD3/SETD4:likeclu:16/17	like:SETD3/SETD4	Plabra_CEO98985,Plabra_CEP00983
aOG.eur_SET61	AmorCRUM,Diaphoratickes,Discoba,Meteor	SET	4	15	16	SET.HG2.16:SETD3,SET.HG2.17:SETD4,SET.HG2.19:like:SETD3/SETD4:likeclu:16/17,SET.HG2.36:like:SETD3/SETD4:likeclu:16/17	like:SETD3/SETD4,SETD3,SETD4	Acas_ELR13522,Bnat_JGI_V11_89596,Chrtob_KOO35936.1,Cvel_12915.t1-p1,Gonavo_comp36754_c0_seq1_6_ORF18_355,Gracho_PXF45436.1,Gracho_PXF47428.1,Hsap_ENSP00000327436.5,Linana_g4666.t1,Manpla_Gene.25408,Marpol_PTQ35921,Meteor_CRO19MET_NODE_5332.p1,Otau_XP_022840179.1,Porpur_KAA8500067.1,Sarc_Sarc4_g22974T,Styinc_Gene35626_m35626
aOG.eur_SET62	AmorCRUM,Meteor	SET	2	4	4	SET.HG1.19:SMYD1/SMYD2/SMYD3	SMYD1/SMYD2/SMYD3	Adig_XP_015753824.1,Exapal_XP_020912296.1,Meteor_CRO19MET_NODE_5698.p1,Spis_XP_022784108_1
aOG.eur_SET63	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae	SET	4	5	5	SET.HG2.10:like:SETD3/SETD4:likeclu:16/17	like:SETD3/SETD4	Acas_ELR23594,Bnat_JGI_V11_129526,Cowc_KJE89095,Fabtro_Gene.13739,Maljak_MALJA_10724.mRNA.1
aOG.eur_SET64	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae	SET	4	8	8	SET.HG1.19:SMYD1/SMYD2/SMYD3	SMYD1/SMYD2/SMYD3	Diprot_Gene.29356,Gefoke_MALSP_01671.mRNA.1,Gthe_EKX40069,Ihof_evm2s865,Masbal_CACRSC010000038.1.p220,Pinf_PITG_06353T0,Plamic_ANCSI_06181.mRNA.1,Sappar_KDO31893
aOG.eur_SET65	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	SET	4	11	11	SET.HG1.19:SMYD1/SMYD2/SMYD3	SMYD1/SMYD2/SMYD3	Acas_ELR25095,Diprot_Gene.18447,Gefoke_MALSP_16889.mRNA.1,Jaklib_JAKLI_14934.mRNA.1,Marpol_PTQ32256,Plafun_PRP84785,Ppat_Pp3c19_7630V3.1,Rirr_GBC41711,Secula_SECUL_01898.mRNA.1,Sphfal_Sphfalx02G169600.1.p,Styinc_Gene32956_m32956
aOG.eur_SET66	AmorCRUM,Diaphoratickes,Discoba	SET	3	5	5	SET.HG5.1:SUV39H1/SUV39H2,SET.HG5.2:like:SETMAR:likeclu:3,SET.HG5.3:SETMAR	like:SETMAR,SETMAR,SUV39H1/SUV39H2	Acas_ELR14578,Diprot_Gene.25994,Lcom_lcpid41545,Phakir_PHAKIR_12531.mRNA.1,Plabra_CEO98264
aOG.eur_SET67	Discoba	SET	1	1	1	SET.HG3.19:like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B:likeclu:13/21/22	like:KMT2A/KMT2B/KMT2C/KMT2D/SETD1A/SETD1B	Recame_RECAM_18844.mRNA.1
aOG.eur_SET68	Diaphoratickes	SET	1	1	1	SET.HG4.3:like:KMT2E/SETD5:likeclu:5	like:KMT2E/SETD5	Schagg_62231
aOG.eur_SET69	Diaphoratickes	SET	1	1	1	SET.HG4.1:like:ASH1L/KMT2E/NSD1/NSD2/NSD3/SETD2/SETD5:likeclu:5/9/10/11	like:ASH1L/KMT2E/NSD1/NSD2/NSD3/SETD2/SETD5	Pinf_PITG_00530T0
aOG.eur_SET7	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	SET	5	13	13	SET.HG8.1:EZH1/EZH2	EZH1/EZH2	Alblai_CCA24598,Ancsig_Gene.54908,Atri_ERN02121,Gefoke_MALSP_11457.mRNA.1,Maljak_MALJA_15224.mRNA.1,Marpol_PTQ46792,Mpus_XP_003059747.1,Pinf_PITG_12169T0,Plamic_ANCSI_06029.mRNA.1,Rigram_Gene.34087,Styinc_Gene11989_m11989,Tetwil_Twilhelma_g8195.t1,Tpse_EED91943
aOG.eur_SET70	Diaphoratickes	SET	1	1	1	SET.HG5.7:SETDB1/SETDB2	SETDB1/SETDB2	Chrtob_KOO28423.1
